Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
40,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,26-062,1995,3.2,6,2,0,0,0,3.8,0.19,-2.2,-0.68,39,89,43.8,88,13,68.2,48.1,37,78.4,54.3,26,2,7.7,7,2.22,14.6,Matches
41,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,36-224,1985,12.0,14,0,0,1,0,13.2,0.28,-0.8,-0.07,70,160,43.8,211,56,45.0,39.7,93,69.9,53.7,113,6,5.3,1,0.08,11.9,Matches
42,Wuilker Faríñez\2c127b6f,ve VEN,GK,Lens,fr Ligue 1,23-286,1998,1.0,0,0,0,0,0,0.2,0.07,+0.2,+0.22,0,0,,15,5,0.0,18.9,5,0.0,15.6,10,0,0.0,1,1.00,10.2,Matches
43,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,30-209,1991,9.0,19,1,0,6,0,16.4,0.28,-2.6,-0.29,49,111,44.1,182,40,44.5,39.9,67,44.8,35.8,87,4,4.6,6,0.67,14.1,Matches
44,Álvaro Fernández\f127d782,es ESP,GK,Brentford,eng Premier League,23-229,1998,3.0,8,1,0,1,0,7.2,0.40,-0.8,-0.25,26,62,41.9,111,17,48.6,38.7,19,42.1,34.4,27,1,3.7,5,1.67,15.3,Matches
45,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,28-168,1993,13.0,13,1,1,0,1,15.4,0.24,+3.4,+0.27,118,288,41.0,436,59,47.7,42.5,108,74.1,61.7,114,8,7.0,10,0.77,15.9,Matches
46,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,eng Premier League,38-239,1983,8.0,13,0,0,2,0,13.6,0.37,+0.6,+0.07,79,197,40.1,206,22,66.5,51.4,69,87.0,63.9,73,4,5.5,8,1.00,16.8,Matches
47,Marius Funk\86314793,de GER,GK,Greuther Fürth,de Bundesliga,25-331,1996,7.0,23,2,0,4,2,20.0,0.42,-1.0,-0.14,61,169,36.1,262,27,48.1,41.8,63,68.3,53.0,48,3,6.3,11,1.57,17.7,Matches
48,Gauthier Gallon\db3164e1,fr FRA,GK,Troyes,fr Ligue 1,28-219,1993,14.0,22,2,0,6,0,20.9,0.28,-1.1,-0.08,124,270,45.9,391,74,49.1,40.3,122,63.9,46.0,138,11,8.0,7,0.50,12.6,Matches
49,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,eng Premier League,31-021,1990,12.0,21,0,0,3,2,20.5,0.37,+1.5,+0.13,39,90,43.3,177,35,26.0,31.2,99,44.4,38.8,91,4,4.4,2,0.17,13.3,Matches
50,Rafał Gikiewicz\17376543,pl POL,GK,Augsburg,de Bundesliga,34-033,1987,13.0,22,2,0,0,2,17.3,0.28,-2.7,-0.20,90,243,37.0,336,50,47.9,40.6,111,73.9,56.2,108,8,7.4,11,0.85,14.4,Matches
51,Alfred Gomis\cecbce23,sn SEN,GK,Rennes,fr Ligue 1,28-084,1993,13.0,10,1,0,2,0,11.7,0.31,+1.7,+0.13,56,125,44.8,314,71,23.6,28.8,84,60.7,48.9,133,8,6.0,9,0.69,15.0,Matches
52,Ivo Grbić\3f034750,hr CRO,GK,Lille,fr Ligue 1,25-314,1996,13.0,15,1,1,2,0,15.6,0.27,+0.6,+0.04,74,191,38.7,277,54,46.6,40.0,98,63.3,48.1,121,13,10.7,8,0.62,14.1,Matches
53,Etienne Green\667b65da,eng ENG,GK,Saint-Étienne,fr Ligue 1,21-132,2000,10.8,18,0,1,2,1,12.6,0.27,-4.4,-0.41,61,151,40.4,241,47,40.2,37.3,90,60.0,48.7,83,6,7.2,8,0.74,15.6,Matches
54,Dominik Greif\30061f53,sk SVK,GK,Mallorca,es La Liga,24-236,1997,1.0,3,0,1,0,0,1.1,0.19,-1.9,-1.87,2,13,15.4,21,6,42.9,37.8,10,40.0,37.4,8,0,0.0,1,1.00,13.0,Matches
55,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,eng Premier League,34-322,1987,13.0,19,0,1,8,0,14.6,0.26,-4.4,-0.34,66,147,44.9,317,68,32.8,32.7,84,51.2,38.2,97,7,7.2,7,0.54,13.8,Matches
56,Péter Gulácsi\bcb2ccd8,hu HUN,GK,RB Leipzig,de Bundesliga,31-206,1990,12.0,13,2,0,2,0,14.4,0.29,+1.4,+0.12,71,162,43.8,334,55,39.2,36.6,74,41.9,38.1,89,3,3.4,16,1.33,17.2,Matches
57,Samir Handanović\74419746,si SVN,GK,Inter,it Serie A,37-137,1984,14.0,15,3,0,2,1,12.6,0.20,-1.4,-0.10,94,163,57.7,393,66,35.1,31.9,69,36.2,32.4,115,5,4.3,2,0.14,11.4,Matches
58,Sergio Herrera\a4995f48,es ESP,GK,Osasuna,es La Liga,28-176,1993,13.0,16,2,0,4,1,12.6,0.26,-2.4,-0.18,152,322,47.2,299,24,78.9,55.6,100,86.0,60.9,166,9,5.4,14,1.08,15.2,Matches
59,Marwin Hitz\2e7ff968,ch SUI,GK,Dortmund,de Bundesliga,34-071,1987,0.5,1,1,0,0,0,1.3,0.09,+0.3,+0.54,2,3,66.7,20,5,15.0,32.6,3,0.0,22.0,3,0,0.0,0,0.00,11.8,Matches
60,Timo Horn\3cd9e95a,de GER,GK,Köln,de Bundesliga,28-200,1993,12.0,21,0,0,4,1,18.6,0.36,-1.4,-0.12,82,157,52.2,382,44,33.8,34.9,76,36.8,36.7,85,3,3.5,12,1.00,16.2,Matches
61,Lukáš Hrádecký\ad3389d5,fi FIN,GK,Leverkusen,de Bundesliga,32-004,1989,12.0,17,1,1,1,0,18.8,0.26,+1.8,+0.15,71,199,35.7,390,72,37.4,35.4,103,51.5,44.6,94,5,5.3,12,1.00,16.1,Matches
62,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,eng Premier League,23-005,1998,1.0,0,0,0,0,0,0.0,0.01,0.0,+0.01,5,7,71.4,38,3,15.8,24.6,5,20.0,20.6,3,0,0.0,1,1.00,14.6,Matches
63,Gregor Kobel\cd59b9df,ch SUI,GK,Dortmund,de Bundesliga,23-357,1997,12.5,18,1,1,4,1,18.2,0.32,+1.2,+0.10,49,130,37.7,373,50,26.0,30.7,77,42.9,38.6,83,12,14.5,12,0.96,15.8,Matches
64,Tim Krul\f23f9d20,nl NED,GK,Norwich City,eng Premier League,33-239,1988,13.0,27,2,0,3,2,24.3,0.34,-0.7,-0.05,98,260,37.7,410,67,47.8,40.9,111,57.7,47.1,123,6,4.9,5,0.38,12.5,Matches
65,Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,22-309,1999,15.0,20,0,0,3,1,19.1,0.29,+0.1,+0.01,82,264,31.1,326,44,52.5,45.7,111,83.8,61.8,106,10,9.4,6,0.40,14.1,Matches
66,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,fr Ligue 1,36-068,1985,14.0,20,2,1,2,0,17.9,0.35,-2.1,-0.15,65,158,41.1,297,75,38.4,35.5,92,47.8,41.0,100,16,16.0,9,0.64,13.7,Matches
67,Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,es La Liga,28-288,1993,14.0,23,4,0,6,0,21.7,0.30,-1.3,-0.09,120,317,37.9,283,36,74.2,54.7,127,84.3,65.5,154,8,5.2,3,0.21,12.9,Matches
68,Bernd Leno\2628fd2b,de GER,GK,Arsenal,eng Premier League,29-269,1992,3.0,9,0,0,1,0,7.1,0.39,-1.9,-0.65,11,39,28.2,61,11,37.7,36.3,26,61.5,45.7,30,2,6.7,1,0.33,13.1,Matches
69,Luca Lezzerini\c9c32262,it ITA,GK,Venezia,it Serie A,26-249,1995,1.5,3,0,0,0,0,4.7,0.36,+1.7,+1.13,6,9,66.7,41,14,14.6,27.2,13,23.1,31.5,15,1,6.7,0,0.00,10.6,Matches
70,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,34-337,1986,12.0,17,1,0,3,1,16.3,0.30,+0.3,+0.02,69,154,44.8,211,41,46.4,38.1,104,53.8,41.2,110,3,2.7,5,0.42,14.1,Matches
71,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,31-058,1990,11.8,20,3,1,2,2,18.6,0.24,+0.6,+0.05,52,99,52.5,296,61,25.0,30.9,89,28.1,31.3,106,5,4.7,11,0.93,15.9,Matches
72,Diego López\73683fa9,es ESP,GK,Espanyol,es La Liga,40-025,1981,14.0,14,1,0,0,1,15.2,0.23,+2.2,+0.16,71,198,35.9,335,69,42.4,38.1,131,42.7,37.3,174,15,8.6,11,0.79,13.9,Matches
73,Pau López\20b9f052,es ESP,GK,Marseille,fr Ligue 1,26-350,1994,9.0,7,2,0,0,0,8.8,0.28,+1.8,+0.20,37,88,42.0,274,37,25.9,28.9,62,27.4,29.8,45,5,11.1,6,0.67,15.4,Matches
74,Andreas Luthe\7fe12375,de GER,GK,Union Berlin,de Bundesliga,34-263,1987,12.0,17,1,0,1,1,15.3,0.32,-0.7,-0.06,72,220,32.7,339,58,46.9,40.4,95,64.2,47.5,107,12,11.2,7,0.58,13.8,Matches
75,Niki Mäenpää\14a96e1c,fi FIN,GK,Venezia,it Serie A,36-309,1985,5.5,9,2,0,0,0,8.1,0.37,-0.9,-0.17,18,60,30.0,129,31,38.0,35.7,39,28.2,29.2,53,4,7.5,1,0.18,12.1,Matches
76,Mike Maignan\fcb38f57,fr FRA,GK,Milan,it Serie A,26-148,1995,7.0,5,1,0,0,0,6.5,0.24,+1.5,+0.21,32,80,40.0,193,33,34.7,35.1,38,34.2,38.1,45,5,11.1,7,1.00,15.9,Matches
77,Giorgi Mamardashvili\d4b73232,ge GEO,GK,Valencia,es La Liga,21-060,2000,6.0,7,0,0,0,0,5.6,0.22,-1.4,-0.23,42,105,40.0,109,21,63.3,45.8,45,80.0,57.9,55,3,5.5,0,0.00,10.3,Matches
78,Steve Mandanda\1d2d5cc8,fr FRA,GK,Marseille,fr Ligue 1,36-245,1985,4.0,5,0,0,3,1,3.0,0.21,-1.0,-0.26,15,25,60.0,87,15,21.8,29.6,30,20.0,30.3,36,3,8.3,5,1.25,17.8,Matches
79,Emiliano Martínez\7956236f,ar ARG,GK,Aston Villa,eng Premier League,29-087,1992,12.0,18,0,1,4,1,14.2,0.27,-2.8,-0.23,74,181,40.9,289,42,47.1,40.2,93,48.4,41.5,92,5,5.4,12,1.00,15.7,Matches
80,Luís Maximiano\3318286e,pt POR,GK,Granada,es La Liga,22-327,1999,10.8,16,0,0,3,1,19.7,0.30,+4.7,+0.43,77,214,36.0,263,54,54.0,43.0,95,75.8,53.9,137,6,4.4,15,1.38,16.6,Matches
81,Alex McCarthy\36c2ca73,eng ENG,GK,Southampton,eng Premier League,31-360,1989,13.0,18,0,0,5,0,17.0,0.34,-1.0,-0.08,65,214,30.4,311,53,44.4,39.2,98,77.6,58.0,122,16,13.1,2,0.15,12.7,Matches
82,Edouard Mendy\33887998,sn SEN,GK,Chelsea,eng Premier League,29-272,1992,11.0,4,2,0,1,0,7.1,0.17,+3.1,+0.28,39,90,43.3,261,37,26.4,29.6,67,31.3,29.3,86,6,7.0,4,0.36,13.1,Matches
83,Alex Meret\9413b19f,it ITA,GK,Napoli,it Serie A,24-251,1997,2.0,1,0,0,0,0,0.8,0.11,-0.2,-0.11,4,9,44.4,32,10,15.6,25.9,12,33.3,32.4,15,1,6.7,0,0.00,7.7,Matches
84,Illan Meslier\6b625ac2,fr FRA,GK,Leeds United,eng Premier League,21-271,2000,13.0,20,1,0,4,1,19.3,0.30,+0.3,+0.02,55,173,31.8,409,89,31.8,31.3,112,38.4,36.0,76,8,10.5,15,1.15,16.0,Matches
85,Vanja Milinković-Savić\9fa26bc2,rs SRB,GK,Torino,it Serie A,24-281,1997,13.0,13,2,1,1,0,13.0,0.28,0.0,0.00,108,336,32.1,412,47,65.5,52.7,69,95.7,75.5,63,6,9.5,9,0.69,15.2,Matches
86,Lorenzo Montipò\c1d95617,it ITA,GK,Hellas Verona,it Serie A,25-281,1996,13.0,22,2,0,2,2,18.5,0.32,-1.5,-0.11,88,239,36.8,298,62,60.7,44.9,83,69.9,49.4,121,8,6.6,7,0.54,13.7,Matches
87,Florian Müller\cbac6ec9,de GER,GK,Stuttgart,de Bundesliga,24-015,1997,9.0,16,1,1,2,0,13.1,0.26,-2.9,-0.32,35,84,41.7,225,48,30.2,30.7,75,21.3,27.2,86,7,8.1,6,0.67,12.4,Matches
88,Juan Musso\a111cf41,ar ARG,GK,Atalanta,it Serie A,27-206,1994,13.0,15,0,0,2,0,14.0,0.32,-1.0,-0.07,74,160,46.3,303,61,32.7,34.3,92,66.3,50.2,92,7,7.6,8,0.62,14.8,Matches
89,Paul Nardi\2d70dbe5,fr FRA,GK,Lorient,fr Ligue 1,27-194,1994,14.0,21,4,2,2,0,21.2,0.31,+0.2,+0.02,57,229,24.9,234,50,55.1,44.8,125,80.0,61.5,142,5,3.5,3,0.21,12.6,Matches
90,Keylor Navas\ecada4fc,cr CRC,GK,Paris S-G,fr Ligue 1,34-348,1986,8.7,8,0,0,2,0,7.5,0.24,-0.5,-0.05,21,36,58.3,179,42,15.1,27.2,59,15.3,22.9,75,4,5.3,6,0.69,13.6,Matches
91,Neto\a9dc785c,br BRA,GK,Barcelona,es La Liga,32-132,1989,2.0,3,0,1,1,0,3.0,0.33,0.0,-0.01,19,36,52.8,81,11,42.0,36.2,16,12.5,28.4,21,1,4.8,2,1.00,13.9,Matches
92,Manuel Neuer\8778c910,de GER,GK,Bayern Munich,de Bundesliga,35-246,1986,13.0,13,0,0,1,0,11.5,0.28,-1.5,-0.13,75,130,57.7,495,76,24.0,30.2,67,16.4,27.6,98,5,5.1,30,2.50,23.3,Matches
93,Alexander Nübel\afb0c500,de GER,GK,Monaco,fr Ligue 1,25-059,1996,14.0,18,4,0,2,1,16.9,0.28,-0.1,-0.01,57,167,34.1,314,49,37.6,36.0,91,53.8,45.7,89,5,5.6,9,0.64,16.9,Matches
94,Jan Oblak\ee8508c0,si SVN,GK,Atlético Madrid,es La Liga,28-325,1993,13.0,13,3,1,2,2,8.3,0.22,-2.7,-0.21,63,152,41.4,254,60,42.9,39.4,88,48.9,41.9,90,7,7.8,4,0.31,13.6,Matches
95,Jonas Omlin\c631f952,ch SUI,GK,Montpellier,fr Ligue 1,27-322,1994,9.0,12,0,0,1,0,10.6,0.27,-1.4,-0.15,62,153,40.5,261,47,39.5,36.1,99,50.5,42.4,86,4,4.7,3,0.33,13.5,Matches
96,Stefan Ortega\c1242d4e,de GER,GK,Arminia,de Bundesliga,29-022,1992,13.0,19,3,0,3,0,19.4,0.31,+1.4,+0.12,163,352,46.3,514,34,54.7,45.5,107,66.4,53.8,102,7,6.9,13,1.08,16.8,Matches
97,David Ospina\82b1198a,co COL,GK,Napoli,it Serie A,33-089,1988,11.0,6,1,0,2,0,7.0,0.21,+1.0,+0.09,47,95,49.5,245,32,32.7,33.0,53,28.3,28.9,78,11,14.1,3,0.27,11.8,Matches
98,Alexandre Oukidja\ae7d0ecd,dz ALG,GK,Metz,fr Ligue 1,33-132,1988,15.0,29,2,0,2,2,25.1,0.36,-1.9,-0.13,121,282,42.9,306,87,57.5,46.4,125,84.8,60.7,131,24,18.3,13,0.87,15.0,Matches
99,Fernando Pacheco\97852360,es ESP,GK,Alavés,es La Liga,29-194,1992,11.9,16,1,0,3,0,14.8,0.28,-1.2,-0.10,129,230,56.1,259,28,64.5,47.5,102,61.8,46.6,142,8,5.6,5,0.42,13.1,Matches
100,Ivor Pandur\457cb02f,hr CRO,GK,Hellas Verona,it Serie A,21-248,2000,1.0,3,0,0,0,0,2.7,0.39,-0.3,-0.30,9,16,56.3,21,3,57.1,42.2,6,66.7,45.2,1,0,0.0,0,0.00,16.0,Matches
101,Rui Patrício\79b0d6a0,pt POR,GK,Roma,it Serie A,33-286,1988,13.0,15,2,1,1,0,15.8,0.28,+0.8,+0.06,69,131,52.7,273,46,39.9,35.8,79,27.8,31.3,92,3,3.3,8,0.62,13.2,Matches
102,Philipp Pentke\c41f7379,de GER,GK,Hoffenheim,de Bundesliga,36-211,1985,1.0,3,0,0,0,0,2.4,0.35,-0.6,-0.57,4,11,36.4,33,5,30.3,29.5,7,14.3,27.3,8,0,0.0,1,1.00,13.6,Matches
103,Juan Pérez\8f29e08b,es ESP,GK,Osasuna,es La Liga,25-136,1996,1.0,2,0,0,1,0,0.9,0.22,-1.1,-1.13,3,18,16.7,19,4,68.4,46.5,5,100.0,64.2,8,1,12.5,2,2.00,16.9,Matches
104,Mattia Perin\4c62d0c8,it ITA,GK,Juventus,it Serie A,29-018,1992,3.0,4,0,0,1,0,3.9,0.49,-0.1,-0.04,10,25,40.0,64,8,34.4,36.7,21,14.3,23.2,25,2,8.0,0,0.00,10.1,Matches
105,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,de Bundesliga,34-015,1987,1.0,3,1,0,0,0,2.4,0.22,-0.6,-0.62,2,7,28.6,17,5,35.3,34.5,3,33.3,36.0,8,0,0.0,0,0.00,9.3,Matches
