Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
1344,Kenny Lala\770d7eb8,fr FRA,DFMF,Strasbourg,fr Ligue 1,26,1991,34.0,2566,96,637,1300,876,28,2124,46,97,47.4,50,5,1727,9896,5926,255,109,9,56,45,1760,1566,89.0,77,Matches
1345,Adam Lallana\99813635,eng ENG,MFFW,Liverpool,eng Premier League,30,1988,5.2,380,3,38,186,176,30,370,7,11,63.6,8,1,281,1250,571,31,11,5,9,12,357,283,79.3,57,Matches
1346,Érik Lamela\abe66106,ar ARG,FWMF,Tottenham,eng Premier League,26,1992,10.8,600,4,46,261,337,63,573,21,35,60.0,23,2,456,2410,1245,67,17,9,20,27,588,436,74.1,112,Matches
1347,Mohamed Lamine Diaby\15e99107,fr FRA,FW,Nice,fr Ligue 1,17,2001,1.8,38,0,1,17,21,7,36,0,0,,0,0,23,136,24,1,0,1,2,3,78,27,34.6,15,Matches
1348,Loïck Landre\08082af0,fr FRA,DF,Nîmes,fr Ligue 1,26,1992,17.7,734,84,446,304,25,11,715,5,5,100.0,5,0,373,2053,1181,20,5,0,6,2,357,349,97.8,9,Matches
1349,Michael Lang\864db10a,ch SUI,DF,M'Gladbach,de Bundesliga,27,1991,13.9,913,50,254,494,217,22,790,4,9,44.4,5,0,563,2745,1451,77,18,2,5,6,630,578,91.7,29,Matches
1350,Sebastian Langkamp\74d70fb5,de GER,DF,Werder Bremen,de Bundesliga,30,1988,15.7,1125,108,526,641,48,15,1103,3,3,100.0,3,0,754,4913,2795,91,10,0,2,2,780,773,99.1,12,Matches
1351,Manuel Lanzini\26f6dca8,ar ARG,MF,West Ham,eng Premier League,25,1993,7.6,544,4,64,350,180,21,525,13,19,68.4,14,1,448,2499,1274,71,27,2,8,16,519,439,84.6,24,Matches
1352,Gianluca Lapadula\2ead2809,pe PER,FWMF,Genoa,it Serie A,28,1990,4.5,150,0,7,58,89,40,146,4,8,50.0,5,0,81,325,185,6,2,0,14,5,221,102,46.2,38,Matches
1353,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,eng Premier League,24,1994,34.0,3276,240,1150,2163,205,32,3204,3,6,50.0,4,0,2426,14580,10375,423,68,2,4,2,2650,2604,98.3,19,Matches
1354,Danilo Larangeira\fed5f993,br BRA,DF,Bologna,it Serie A,34,1984,34.2,1795,274,1030,841,46,20,1697,3,4,75.0,3,0,993,6064,3570,73,7,1,3,3,1024,998,97.5,13,Matches
1355,Johan Larsson\fe006f82,se SWE,DF,Guingamp,fr Ligue 1,28,1990,1.0,45,1,7,26,18,4,36,0,0,,0,0,25,231,172,9,3,1,1,1,31,24,77.4,2,Matches
1356,Kevin Lasagna\09538fdb,it ITA,FW,Udinese,it Serie A,25,1992,27.3,777,40,93,371,361,128,723,11,22,50.0,13,0,432,2373,1277,53,18,24,71,29,1045,493,47.2,201,Matches
1357,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,eng Premier League,24,1993,30.5,1464,292,946,517,58,35,1441,2,2,100.0,2,0,715,3241,1284,22,3,0,9,9,715,695,97.2,15,Matches
1358,Paul Lasne\542cc80f,fr FRA,MFDF,Montpellier,fr Ligue 1,29,1989,19.9,1206,29,259,698,338,25,1113,18,29,62.1,21,0,837,4360,1936,95,24,4,21,21,863,780,90.4,58,Matches
1359,Toni Lato\8e088e04,es ESP,DF,Valencia,es La Liga,20,1997,3.0,219,18,79,106,45,5,187,2,2,100.0,2,0,122,486,190,10,4,0,3,2,123,111,90.2,3,Matches
1360,Danny Latza\33b554b7,de GER,MF,Mainz 05,de Bundesliga,28,1989,20.7,1299,50,250,765,362,41,1279,18,39,46.2,22,3,907,3953,2102,91,22,4,26,24,963,875,90.9,83,Matches
1361,Alexandre Lauray\ae6941ec,fr FRA,DF,Bordeaux,fr Ligue 1,21,1997,2.9,248,21,102,163,4,1,233,2,2,100.0,2,0,189,1234,833,22,2,0,0,0,184,180,97.8,0,Matches
1362,Armand Lauriente\2d22cea7,fr FRA,FW,Rennes,fr Ligue 1,19,1998,0.0,7,0,0,5,3,2,7,0,0,,0,0,7,24,22,2,0,0,2,1,9,7,77.8,2,Matches
1363,Vincent Laurini\3535098b,fr FRA,DF,Fiorentina,it Serie A,29,1989,10.2,684,38,186,401,148,1,571,7,7,100.0,7,0,400,2313,1417,59,19,0,4,12,407,369,90.7,6,Matches
1364,Wesley Lautoa\6e5b5a45,nc NCL,DFMF,Dijon,fr Ligue 1,30,1987,33.6,1926,172,946,1068,77,21,1886,10,14,71.4,12,0,1266,7783,4669,95,13,1,12,6,1230,1202,97.7,22,Matches
1365,Diego Laxalt\f26e3c59,uy URU,DFMF,Milan,it Serie A,25,1993,7.2,483,13,126,236,154,16,438,12,25,48.0,13,0,334,1903,1029,47,13,5,11,7,330,302,91.5,30,Matches
1366,Miguel Layún\ad6295d4,mx MEX,MFDF,Villarreal,es La Liga,30,1988,5.6,342,7,55,133,171,7,284,7,10,70.0,7,0,231,906,500,19,9,0,11,7,250,220,88.0,22,Matches
1367,Valentino Lazaro\016ff750,at AUT,DFMF,Hertha BSC,de Bundesliga,22,1996,30.5,1951,87,454,928,686,52,1581,30,65,46.2,34,2,1164,5838,3262,155,54,13,36,26,1243,1079,86.8,101,Matches
1368,Darko Lazović\5128bde4,rs SRB,MFDF,Genoa,it Serie A,27,1990,28.2,1332,46,265,564,629,92,1142,49,84,58.3,52,2,911,5847,3952,173,62,28,39,21,962,798,83.0,104,Matches
1369,Manuel Lazzari\02caf6e0,it ITA,MFDF,SPAL,it Serie A,24,1993,31.5,1859,65,381,858,859,77,1663,66,111,59.5,71,1,1415,10943,7550,356,127,47,56,61,1488,1292,86.8,106,Matches
1370,Mickaël Le Bihan\d512db65,fr FRA,FW,Nice,fr Ligue 1,28,1990,2.3,84,1,8,41,37,16,80,3,7,42.9,3,0,64,210,62,5,1,1,3,7,96,62,64.6,24,Matches
1371,Maxime Le Marchand\321a71a7,fr FRA,DF,Fulham,eng Premier League,28,1989,25.0,1755,221,951,775,119,18,1663,10,15,66.7,10,1,1031,4993,2565,61,10,1,9,2,1081,1052,97.3,20,Matches
1372,Robin Le Normand\9a64e67e,fr FRA,DF,Real Sociedad,es La Liga,21,1996,3.2,257,23,127,144,7,5,248,2,2,100.0,2,0,178,1190,607,9,1,0,1,0,180,179,99.4,5,Matches
1373,Damien Le Tallec\8f4d116f,fr FRA,MF,Montpellier,fr Ligue 1,28,1990,31.2,1559,73,387,1000,238,45,1523,6,10,60.0,6,0,838,3584,1407,48,11,2,24,15,991,872,88.0,48,Matches
1374,James Lea Siliki\7cf431a5,cm CMR,MFFW,Rennes,fr Ligue 1,22,1996,13.6,620,15,107,331,246,32,604,18,31,58.1,21,2,478,2779,1741,78,29,6,29,18,527,437,82.9,64,Matches
1375,Rafael Leão\20730eae,pt POR,FW,Lille,fr Ligue 1,19,1999,14.3,401,16,38,175,206,68,377,14,20,70.0,15,0,267,1091,578,36,8,10,30,19,569,282,49.6,120,Matches
1376,Mathew Leckie\b93b7882,au AUS,FWMF,Hertha BSC,de Bundesliga,27,1991,10.5,524,15,63,252,256,49,518,20,35,57.1,21,2,376,2098,1089,60,21,5,23,29,516,373,72.3,104,Matches
1377,Benjamin Lecomte\2fa2a875,fr FRA,GK,Montpellier,fr Ligue 1,27,1991,37.0,1375,1172,1361,19,0,0,975,2,2,100.0,2,0,714,4268,1987,0,0,0,0,1,547,544,99.5,0,Matches
1378,Pierre Lees-Melou\f5044e54,fr FRA,MF,Nice,fr Ligue 1,25,1993,26.6,1767,64,395,1067,404,46,1701,20,31,64.5,20,1,1257,5845,2980,138,41,4,30,31,1451,1281,88.3,109,Matches
1379,Jordan Lefort\c3e4ecbb,fr FRA,DFMF,Amiens,fr Ligue 1,24,1993,20.0,1160,131,542,506,163,14,1041,13,13,100.0,13,0,606,2884,1589,52,8,2,10,8,637,586,92.0,18,Matches
1380,Wu Lei\e3fabb0a,cn CHN,FWMF,Espanyol,es La Liga,26,1991,11.8,351,8,54,141,178,69,344,12,19,63.2,13,0,234,1233,758,42,12,13,22,14,411,227,55.2,102,Matches
1381,Tim Leibold\f2571c91,de GER,DF,Nürnberg,de Bundesliga,24,1993,30.7,1890,94,643,921,485,48,1569,27,44,61.4,30,5,1185,6897,4117,164,66,6,32,27,1181,1066,90.3,54,Matches
1382,Lucas Leiva\4c78b5ed,br BRA,MF,Lazio,it Serie A,31,1987,22.1,1693,69,417,1084,280,17,1628,15,23,65.2,16,0,1153,4984,2516,99,22,1,10,16,1137,1082,95.2,21,Matches
1383,Florian Lejeune\6eaed4eb,fr FRA,DF,Newcastle Utd,eng Premier League,27,1991,11.7,697,85,368,325,40,11,676,3,3,100.0,3,0,409,2206,1123,26,6,0,5,1,416,398,95.7,12,Matches
1384,Iñigo Lekue\59b7d823,es ESP,DF,Athletic Club,es La Liga,25,1993,2.3,154,14,49,81,39,1,128,3,5,60.0,3,0,89,397,199,11,8,0,3,2,88,77,87.5,2,Matches
1385,Thomas Lemar\4dbd0916,fr FRA,MFFW,Atlético Madrid,es La Liga,22,1995,20.2,1270,10,169,627,580,48,1203,60,84,71.4,60,0,1032,5108,2545,131,46,10,32,54,1151,958,83.2,122,Matches
1386,Mario Lemina\2b471f99,ga GAB,MF,Southampton,eng Premier League,24,1993,17.9,1064,59,247,643,264,24,1050,32,47,68.1,32,3,742,4449,2336,103,35,2,16,27,758,685,90.4,44,Matches
1387,Mauricio Lemos\dbe5a587,uy URU,DF,Sassuolo,it Serie A,22,1995,2.0,87,15,48,42,2,1,83,0,0,,0,0,51,267,124,3,0,0,1,0,49,49,100.0,0,Matches
1388,Clément Lenglet\4f28a6ff,fr FRA,DF,Barcelona,es La Liga,23,1995,21.5,1344,216,784,619,28,9,1319,4,4,100.0,4,0,939,4857,2813,51,5,0,2,5,965,944,97.8,6,Matches
1389,Aaron Lennon\2ff964a0,eng ENG,MFFW,Burnley,eng Premier League,31,1987,13.5,438,17,80,210,172,21,435,8,20,40.0,8,1,291,1542,768,46,9,6,10,12,364,266,73.1,45,Matches
1390,Bernd Leno\2628fd2b,de GER,GK,Arsenal,eng Premier League,26,1992,31.5,1193,1071,1187,6,0,0,867,0,0,,0,0,598,2744,1361,0,0,0,1,1,522,520,99.6,0,Matches
1391,Pedro León\d66b9872,es ESP,MFFW,Eibar,es La Liga,31,1986,4.7,225,0,9,78,147,9,199,1,5,20.0,1,0,136,634,350,24,7,1,11,7,204,136,66.7,40,Matches
1392,Sergio León\0a0cc13c,es ESP,FWMF,Betis,es La Liga,29,1989,7.1,189,3,14,91,94,30,178,8,20,40.0,8,1,138,399,134,10,2,4,24,8,271,133,49.1,59,Matches
1393,Lukas Lerager\1b82f8df,dk DEN,MF,Bordeaux,fr Ligue 1,25,1993,14.4,800,38,194,507,149,13,786,6,11,54.5,7,0,543,2212,1092,46,19,1,9,5,561,489,87.2,36,Matches
1394,Lukas Lerager\1b82f8df,dk DEN,MF,Genoa,it Serie A,25,1993,12.5,538,16,104,297,167,28,526,2,4,50.0,2,0,303,1236,545,29,10,3,4,12,356,290,81.5,49,Matches
1395,Mehdi Léris\7d3cbc67,fr FRA,MFFW,Chievo,it Serie A,20,1998,17.9,1009,27,218,513,352,30,975,34,57,59.6,36,1,707,3330,1569,77,31,2,31,39,779,639,82.0,94,Matches
1396,Jefferson Lerma\9b5ce51a,co COL,MF,Bournemouth,eng Premier League,23,1994,27.8,1894,139,609,1096,317,16,1863,28,39,71.8,30,1,1225,5524,2558,83,30,3,17,20,1242,1164,93.7,22,Matches
1397,Robert Lewandowski\8d78e732,pl POL,FW,Bayern Munich,de Bundesliga,29,1988,32.9,1158,17,45,491,695,276,1126,57,83,68.7,62,8,916,4263,2166,131,44,29,80,48,1519,948,62.4,385,Matches
1398,Igor Lewczuk\6b9f2f3e,pl POL,DF,Bordeaux,fr Ligue 1,33,1985,5.0,245,38,147,98,17,1,234,0,1,0.0,0,0,140,666,318,5,2,0,2,1,141,140,99.3,3,Matches
1399,Aaron Leya Iseka\29ef0f49,be BEL,FW,Toulouse,fr Ligue 1,20,1997,16.0,423,14,30,205,205,53,407,16,24,66.7,17,0,315,850,373,22,6,7,46,33,667,322,48.3,130,Matches
1400,Stephan Lichtsteiner\99b1d0e6,ch SUI,DF,Arsenal,eng Premier League,34,1984,10.4,699,36,234,339,182,13,604,7,9,77.8,8,0,426,2208,1224,55,21,2,8,15,481,440,91.5,23,Matches
1401,Dimitri Liénard\f7691f63,fr FRA,MFDF,Strasbourg,fr Ligue 1,30,1988,14.3,1024,26,237,550,311,17,901,19,29,65.5,20,1,710,3899,2086,102,35,4,23,15,722,651,90.2,50,Matches
1402,Philipp Lienhart\302527b2,at AUT,DF,Freiburg,de Bundesliga,22,1996,6.8,382,54,214,196,11,3,361,4,4,100.0,4,0,237,1702,985,15,2,0,5,3,238,236,99.2,2,Matches
1403,Lucas Lima\0f52f925,br BRA,DFFW,Nantes,fr Ligue 1,26,1991,27.7,2062,68,469,919,805,35,1662,31,57,54.4,37,5,1188,6157,3901,175,55,8,42,28,1311,1128,86.0,97,Matches
1404,Anthony Limbombe\ccee698e,be BEL,FW,Nantes,fr Ligue 1,24,1994,13.7,638,6,88,215,380,88,633,18,26,69.2,18,0,466,2857,1596,95,28,17,29,27,701,482,68.8,141,Matches
1405,Victor Lindelöf\f5deef4c,se SWE,DF,Manchester Utd,eng Premier League,24,1994,28.9,1727,198,931,865,39,12,1690,8,9,88.9,8,1,1153,6647,3642,103,10,0,6,4,1165,1142,98.0,8,Matches
1406,Karol Linetty\d023d70f,pl POL,MF,Sampdoria,it Serie A,23,1995,27.9,1619,40,318,902,528,55,1596,21,45,46.7,22,2,1228,5793,3750,171,57,12,48,43,1322,1156,87.4,103,Matches
1407,Jesse Lingard\810e3c74,eng ENG,FWMF,Manchester Utd,eng Premier League,25,1992,18.5,983,10,78,530,450,56,948,16,36,44.4,20,1,736,3566,1784,97,40,10,32,27,1103,771,69.9,143,Matches
1408,Pol Lirola\ff800ed8,es ESP,DFMF,Sassuolo,it Serie A,20,1997,33.1,2055,114,601,980,644,72,1776,51,84,60.7,54,2,1385,8110,5040,226,73,24,28,32,1432,1290,90.1,103,Matches
1409,Adem Ljajić\2648e18f,rs SRB,FW,Torino,it Serie A,26,1991,0.3,26,0,2,11,17,3,24,0,0,,0,0,15,112,85,4,2,0,0,0,24,21,87.5,5,Matches
1410,Diego Llorente\bba30585,es ESP,DF,Real Sociedad,es La Liga,24,1993,19.5,1307,176,755,625,33,11,1276,5,6,83.3,5,0,874,5760,3379,59,8,1,6,5,899,875,97.3,11,Matches
1411,Fernando Llorente\82dbf623,es ESP,FW,Tottenham,eng Premier League,33,1985,7.7,328,16,31,134,170,62,327,9,12,75.0,10,0,181,340,106,7,2,2,25,13,436,253,58.0,114,Matches
1412,Marcos Llorente\02c15616,es ESP,MF,Real Madrid,es La Liga,23,1995,6.0,429,25,133,295,36,2,425,5,9,55.6,5,0,348,2059,771,24,7,2,1,3,332,321,96.7,9,Matches
1413,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,31,1986,33.0,1283,1181,1279,5,0,0,967,0,0,,0,0,650,2422,1110,0,0,0,0,0,641,638,99.5,0,Matches
1414,Giovani Lo Celso\d7553721,ar ARG,MF,Paris S-G,fr Ligue 1,22,1996,0.1,13,0,4,7,3,0,13,0,0,,0,0,12,36,6,0,0,0,0,0,10,10,100.0,0,Matches
1415,Giovani Lo Celso\d7553721,ar ARG,MFFW,Betis,es La Liga,22,1996,26.6,1848,19,199,1060,790,117,1810,67,116,57.8,76,5,1553,9244,4915,257,105,18,61,61,1724,1480,85.8,169,Matches
1416,Stanislav Lobotka\e1cbb531,sk SVK,MF,Celta Vigo,es La Liga,23,1994,27.7,1641,32,334,1111,328,18,1614,33,44,75.0,34,0,1298,7049,3303,122,40,3,20,23,1316,1229,93.4,56,Matches
1417,Jürgen Locadia\6cc47ae1,nl NED,FWMF,Brighton,eng Premier League,24,1993,13.7,516,15,95,198,250,57,507,9,11,81.8,9,0,341,1438,714,33,11,9,40,23,617,351,56.9,95,Matches
1418,Manuel Locatelli\a8a874f1,it ITA,MF,Sassuolo,it Serie A,20,1998,20.5,1480,67,314,826,425,38,1423,28,43,65.1,32,1,1108,4012,2159,87,36,5,35,28,1248,1081,86.6,100,Matches
1419,Ruben Loftus-Cheek\e97fd090,eng ENG,MFFW,Chelsea,eng Premier League,22,1996,11.1,785,14,114,399,345,59,767,27,44,61.4,30,1,653,3610,2159,95,32,7,20,33,729,608,83.4,98,Matches
1420,Enzo Loiodice\6bca20fe,fr FRA,MF,Dijon,fr Ligue 1,17,2000,9.4,515,9,110,352,80,4,511,7,11,63.6,8,0,377,1420,765,38,6,1,6,17,383,352,91.9,13,Matches
1421,Kevin Long\5a4280b1,ie IRL,DF,Burnley,eng Premier League,27,1990,5.7,242,38,136,114,6,3,239,0,0,,0,0,124,673,260,6,0,1,0,1,122,117,95.9,1,Matches
1422,Shane Long\9f472354,ie IRL,FWMF,Southampton,eng Premier League,31,1987,14.1,531,15,38,224,292,64,521,8,19,42.1,8,1,291,1115,563,34,11,9,48,25,813,392,48.2,129,Matches
1423,Samuele Longo\1163de29,it ITA,FWMF,Huesca,es La Liga,26,1992,6.2,174,8,14,96,70,30,163,10,16,62.5,13,2,120,199,88,6,1,2,24,23,251,122,48.6,37,Matches
1424,Sean Longstaff\a2b105e0,eng ENG,MF,Newcastle Utd,eng Premier League,20,1997,7.6,376,16,75,268,55,6,373,5,6,83.3,5,0,247,1071,416,13,8,0,4,5,224,202,90.2,6,Matches
1425,Ademola Lookman\7c104bb7,eng ENG,FWMF,Everton,eng Premier League,20,1997,6.9,389,2,43,186,203,36,376,25,37,67.6,26,2,327,1670,864,48,19,7,12,30,358,276,77.1,43,Matches
1426,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,27,1990,34.0,1131,991,1124,8,0,0,825,0,0,,0,0,550,2110,1169,0,0,0,0,0,523,520,99.4,0,Matches
1427,Rony Lopes\7c2965bb,pt POR,FWMF,Monaco,fr Ligue 1,22,1995,20.5,954,12,80,359,604,73,830,26,57,45.6,29,1,680,4036,2376,122,45,17,50,35,863,613,71.0,182,Matches
1428,Pedro López Muñoz\a60823a4,es ESP,DF,Levante,es La Liga,34,1983,5.2,287,23,86,136,88,4,238,7,10,70.0,7,0,168,1006,549,31,10,3,1,2,166,151,91.0,6,Matches
1429,Alejandro López\f1887f53,es ESP,MF,Espanyol,es La Liga,21,1997,1.2,90,5,20,50,33,1,88,0,1,0.0,0,0,72,443,272,13,9,0,1,4,75,69,92.0,4,Matches
1430,Cristian López\c76577a0,es ESP,FW,Angers,fr Ligue 1,29,1989,4.1,161,2,9,72,83,19,147,3,6,50.0,3,0,84,311,125,6,1,0,10,9,222,114,51.4,38,Matches
1431,David López\f03f284b,es ESP,DF,Espanyol,es La Liga,28,1989,20.2,1367,178,733,665,67,18,1316,4,7,57.1,4,0,930,5773,3261,76,15,0,4,2,972,948,97.5,15,Matches
1432,Diego López\73683fa9,es ESP,GK,Espanyol,es La Liga,36,1981,38.0,1281,1150,1276,5,1,0,829,1,1,100.0,1,0,577,3108,1834,0,0,0,0,0,478,477,99.8,0,Matches
1433,Javi López\ffad706e,es ESP,DF,Espanyol,es La Liga,32,1986,21.6,1355,88,468,641,329,11,1157,25,34,73.5,26,0,833,4292,2419,112,35,3,15,14,794,723,91.1,27,Matches
1434,Lluis López\a685f013,es ESP,DF,Espanyol,es La Liga,21,1997,5.8,294,44,172,127,6,2,288,2,2,100.0,2,0,171,870,425,7,2,0,1,1,181,178,98.3,1,Matches
1435,Maxime Lopez\20094685,fr FRA,MF,Marseille,fr Ligue 1,20,1997,24.2,2426,18,493,1664,460,20,2311,23,35,65.7,24,0,1876,8676,5004,179,59,1,15,19,2041,1936,94.9,37,Matches
1436,Pau López\20b9f052,es ESP,GK,Betis,es La Liga,23,1994,33.0,1293,1095,1278,16,1,0,988,0,0,,0,0,755,2958,1745,0,0,0,0,0,653,652,99.8,0,Matches
1437,Roberto López\2a8c9f98,es ESP,MF,Real Sociedad,es La Liga,18,2000,0.3,7,2,2,3,2,0,7,0,0,,0,0,2,17,0,0,0,0,0,0,8,2,25.0,0,Matches
1438,Unai López\88050721,es ESP,MF,Athletic Club,es La Liga,22,1995,3.6,290,5,48,194,73,5,285,6,9,66.7,8,0,236,1042,458,26,13,0,3,3,234,220,94.0,11,Matches
1439,Jonas Lössl\939bc634,dk DEN,GK,Huddersfield,eng Premier League,29,1989,30.9,1183,1013,1176,8,3,1,862,2,2,100.0,2,0,598,2781,1533,0,0,0,0,0,539,535,99.3,0,Matches
1440,Albert Lottin\934a0957,fr FRA,MFFW,Bordeaux,fr Ligue 1,16,2001,0.2,15,0,4,9,4,0,15,1,1,100.0,1,0,14,56,15,0,0,0,1,2,13,10,76.9,3,Matches
1441,Imran Louza\e1df6989,ma MAR,MF,Nantes,fr Ligue 1,19,1999,1.0,48,0,9,26,18,2,46,0,0,,0,0,36,221,120,6,1,0,1,0,40,33,82.5,3,Matches
1442,Davor Lovren\58007d77,hr CRO,MFFW,Düsseldorf,de Bundesliga,19,1998,0.5,26,0,3,12,13,0,26,2,2,100.0,2,0,25,70,20,1,2,0,3,1,22,22,100.0,12,Matches
1443,Dejan Lovren\1a2935f6,hr CRO,DF,Liverpool,eng Premier League,29,1989,11.0,938,76,508,468,20,10,919,0,0,,0,0,632,2821,1560,36,4,0,3,1,668,656,98.2,3,Matches
1444,Chris Löwe\c6896eab,de GER,DFFW,Huddersfield,eng Premier League,29,1989,22.9,1309,56,372,575,440,21,1122,12,21,57.1,12,2,724,3751,2000,83,39,5,16,15,884,743,84.0,46,Matches
1445,Eduard Löwen\70678132,de GER,MFFW,Nürnberg,de Bundesliga,21,1997,18.0,972,39,241,546,274,29,934,36,69,52.2,40,4,734,3913,2098,92,25,5,26,37,748,648,86.6,80,Matches
1446,Matthew Lowton\9a9c05db,eng ENG,DF,Burnley,eng Premier League,29,1989,19.4,1133,103,367,550,276,5,919,14,23,60.9,15,1,522,2168,1160,53,28,0,6,11,513,470,91.6,16,Matches
1447,Anthony Lozano\38699c72,hn HON,FWMF,Girona,es La Liga,25,1993,8.1,299,3,41,157,122,40,291,6,14,42.9,7,0,191,1226,769,25,12,5,22,11,308,211,68.5,68,Matches
1448,Derrick Luckassen\30a09cb5,nl NED,DF,Hertha BSC,de Bundesliga,23,1995,2.8,206,15,100,124,2,0,201,2,2,100.0,2,0,153,694,352,6,0,0,0,1,148,148,100.0,0,Matches
1449,José Luis Gayà\b05e2dbd,es ESP,DF,Valencia,es La Liga,23,1995,34.9,2208,123,749,1039,560,70,1910,47,69,68.1,48,1,1375,7602,4638,226,61,9,26,20,1375,1268,92.2,81,Matches
1450,José Luis Morales\4a478107,es ESP,FWMF,Levante,es La Liga,31,1987,35.5,1264,19,164,487,752,204,1217,81,147,55.1,89,5,1038,5619,3293,177,57,53,84,101,1444,916,63.4,315,Matches
1451,José Luis Palomino\921f6058,ar ARG,DF,Atalanta,it Serie A,28,1990,25.1,1555,160,789,779,57,10,1490,10,14,71.4,10,0,928,4646,1785,32,2,0,2,3,876,860,98.2,7,Matches
1452,Filipe Luís\e4ed2628,br BRA,DF,Atlético Madrid,es La Liga,32,1985,22.6,1747,81,483,926,465,40,1540,24,32,75.0,24,1,1189,6418,3683,184,58,8,16,20,1163,1111,95.5,47,Matches
1453,Luisinho\a7f00c8c,pt POR,DF,Huesca,es La Liga,33,1985,5.6,303,22,113,154,66,1,266,5,5,100.0,5,0,200,1106,633,25,15,0,2,6,179,175,97.8,4,Matches
1454,David Luiz\c0e27d1a,br BRA,DF,Chelsea,eng Premier League,31,1987,36.0,2958,299,1343,1790,135,33,2849,7,8,87.5,7,0,2048,14296,9543,235,39,2,9,9,2194,2161,98.5,20,Matches
1455,Douglas Luiz\6f7d826d,br BRA,MF,Girona,es La Liga,20,1998,16.6,921,51,255,613,135,10,893,22,25,88.0,22,0,647,3631,2045,68,22,1,11,11,612,571,93.3,13,Matches
1456,Everton Luiz\3799e138,br BRA,MF,SPAL,it Serie A,30,1988,3.5,187,6,33,124,50,3,184,3,7,42.9,4,0,135,628,286,13,10,0,6,5,142,127,89.4,8,Matches
1457,Jordan Lukaku\0cd0e21b,be BEL,MFDF,Lazio,it Serie A,24,1994,1.9,125,3,19,56,59,5,112,4,7,57.1,5,0,83,450,283,16,4,3,2,2,95,81,85.3,3,Matches
1458,Romelu Lukaku\5eae500a,be BEL,FW,Manchester Utd,eng Premier League,25,1993,23.7,828,26,50,350,461,120,797,27,40,67.5,28,1,570,2301,1171,74,15,21,54,54,1235,653,52.9,254,Matches
1459,Dodi Lukebakio\0c61c77c,be BEL,FWMF,Düsseldorf,de Bundesliga,20,1997,21.9,933,14,108,458,447,95,900,58,87,66.7,64,2,754,4086,2280,119,37,27,76,54,1021,695,68.1,216,Matches
1460,Saša Lukić\c6e8cf1f,rs SRB,MF,Torino,it Serie A,21,1996,11.0,579,14,99,329,200,16,548,13,18,72.2,13,0,403,2694,1388,62,20,7,9,20,454,375,82.6,32,Matches
1461,Senad Lulić\7fd58fe3,ba BIH,DFMF,Lazio,it Serie A,32,1986,32.5,2052,72,447,932,838,92,1853,49,95,51.6,53,2,1399,8749,5294,231,75,27,47,43,1486,1295,87.1,141,Matches
1462,Antonio Luna\ed239245,es ESP,DF,Levante,es La Liga,27,1991,14.0,787,57,244,379,214,14,657,12,15,80.0,12,0,447,2602,1290,54,20,1,11,12,465,410,88.2,33,Matches
1463,Andriy Lunin\3061e1ec,ua UKR,GK,Leganés,es La Liga,19,1999,4.1,137,124,136,0,1,0,93,0,0,,0,0,66,243,116,0,0,0,0,1,50,50,100.0,0,Matches
1464,Sebastiano Luperto\997fff07,it ITA,DF,Napoli,it Serie A,21,1996,8.1,526,52,239,291,18,4,501,0,0,,0,0,340,1762,1020,23,2,0,0,2,371,362,97.6,4,Matches
1465,Fabian Lustenberger\a63a995f,ch SUI,DFMF,Hertha BSC,de Bundesliga,30,1988,24.1,1553,139,801,787,41,4,1496,2,2,100.0,2,0,939,3465,1430,29,2,0,3,2,945,927,98.1,11,Matches
1466,Andreas Luthe\7fe12375,de GER,GK,Augsburg,de Bundesliga,31,1987,14.6,517,481,517,0,0,0,363,0,0,,0,0,267,1081,550,0,0,0,0,0,218,218,100.0,0,Matches
1467,Lyanco\b5bf1770,br BRA,DF,Torino,it Serie A,21,1997,1.0,40,10,30,15,1,0,39,2,2,100.0,2,0,21,138,86,1,1,0,1,0,15,14,93.3,0,Matches
1468,Lyanco\b5bf1770,br BRA,DF,Bologna,it Serie A,21,1997,12.4,685,115,403,299,34,9,651,10,14,71.4,10,0,377,2578,1413,30,7,0,3,8,334,326,97.6,3,Matches
1469,Hervé Lybohy\dc709ab5,ne NIG,DF,Nîmes,fr Ligue 1,35,1983,16.4,726,79,437,316,16,6,706,2,2,100.0,2,0,398,2176,1248,18,1,0,4,2,411,396,96.4,5,Matches
1470,Charalambos Lykogiannis\5efc5389,gr GRE,DF,Cagliari,it Serie A,24,1993,9.2,542,37,159,247,161,7,428,5,14,35.7,5,0,270,1032,465,24,8,1,3,12,268,247,92.2,15,Matches
1471,Yann M'Vila\d4133fa1,fr FRA,MF,Saint-Étienne,fr Ligue 1,28,1990,36.2,2624,95,789,1759,198,6,2571,13,18,72.2,15,0,1846,7054,2693,73,13,0,17,15,1887,1824,96.7,17,Matches
