Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
700,Nabil Fekir\bece776f,fr FRA,MF,Betis,es La Liga,28-133,1993,12.3,16,13,2,10,4,1,8,12.5,7,246,54,22.0,38,132,76,7,0,0,7,7,23,1,0,Matches
701,Felipe\51a3c4c8,br BRA,DF,Atlético Madrid,es La Liga,32-196,1989,5.1,6,4,1,4,1,0,2,0.0,2,33,8,24.2,19,13,1,7,4,0,3,9,15,22,1,Matches
702,Luiz Felipe\15d0c248,br BRA,DF,Lazio,it Serie A,24-251,1997,10.6,20,8,9,11,0,5,12,41.7,7,72,26,36.1,39,30,3,23,14,1,9,21,41,43,0,Matches
703,Ohis Felix Uduokhai\677da306,de GER,DF,Augsburg,de Bundesliga,24-080,1997,3.0,4,2,2,2,0,1,5,20.0,4,37,15,40.5,19,15,3,7,4,0,3,5,9,20,0,Matches
704,João Félix\8aafd64f,pt POR,FWMF,Atlético Madrid,es La Liga,22-018,1999,3.6,1,0,0,1,0,0,0,,0,14,1,7.1,1,6,7,1,1,0,0,3,4,2,0,Matches
705,Kiko Femenía\e5d01ecf,es ESP,DF,Watford,eng Premier League,30-299,1991,5.0,11,6,8,3,0,8,13,61.5,5,42,12,28.6,22,15,5,11,4,0,7,11,22,14,0,Matches
706,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,eng Premier League,27-081,1994,11.4,21,17,9,8,4,6,25,24.0,19,205,55,26.8,38,106,61,6,0,0,6,9,30,16,1,Matches
707,Edimilson Fernandes\3bb625ac,ch SUI,DFFW,Arminia,de Bundesliga,25-227,1996,3.1,3,3,0,2,1,1,4,25.0,3,47,18,38.3,13,24,10,4,2,1,2,2,5,6,0,Matches
708,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,30-209,1991,9.0,1,1,0,1,0,1,1,100.0,0,3,1,33.3,3,0,0,0,0,0,0,0,1,0,1,Matches
709,Álex Fernández\aa677a35,es ESP,MF,Cádiz,es La Liga,29-044,1992,8.7,27,15,14,9,4,11,28,39.3,17,217,53,24.4,85,117,15,17,1,0,16,15,42,16,0,Matches
710,Álvaro Fernández\f127d782,es ESP,GK,Brentford,eng Premier League,23-229,1998,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,Matches
711,Federico Fernández\f25b010f,ar ARG,DF,Newcastle Utd,eng Premier League,32-280,1989,4.9,1,1,0,1,0,0,6,0.0,6,24,4,16.7,13,9,2,9,7,0,2,8,9,19,0,Matches
712,Fernandinho\101da2b5,br BRA,MF,Manchester City,eng Premier League,36-208,1985,2.1,8,5,1,6,1,1,7,14.3,6,31,10,32.3,9,19,3,3,0,0,3,0,8,4,0,Matches
713,Fernando\41f32541,br BRA,MFDF,Sevilla,es La Liga,34-126,1987,11.4,14,10,7,6,1,5,23,21.7,18,123,41,33.3,57,58,8,22,8,0,14,18,32,27,0,Matches
714,Alex Ferrari\d0dbca9f,it ITA,DF,Sampdoria,it Serie A,27-150,1994,1.1,6,3,5,1,0,4,6,66.7,2,20,11,55.0,11,9,0,2,1,0,1,5,11,8,0,Matches
715,Salvador Ferrer\eb76987d,es ESP,DFMF,Spezia,it Serie A,23-311,1998,9.7,25,17,14,8,3,11,22,50.0,11,117,37,31.6,50,50,17,22,8,1,14,17,42,27,0,Matches
716,Jordan Ferri\375622c5,fr FRA,MF,Montpellier,fr Ligue 1,29-261,1992,11.6,36,25,16,18,2,13,35,37.1,22,238,66,27.7,105,115,18,14,1,0,13,15,51,9,0,Matches
717,Riccardo Fiamozzi\9f9b9269,it ITA,DF,Empoli,it Serie A,28-194,1993,2.0,1,1,0,0,1,0,0,,0,20,7,35.0,7,7,6,0,0,0,0,6,7,2,0,Matches
718,Fidel\eb82b6f1,es ESP,MF,Elche,es La Liga,32-032,1989,10.8,12,9,1,7,4,5,22,22.7,17,162,48,29.6,57,75,30,6,0,0,6,11,23,10,0,Matches
719,Karol Fila\50ac8941,pl POL,DF,Strasbourg,fr Ligue 1,23-168,1998,3.2,5,3,3,1,1,2,2,100.0,0,48,14,29.2,12,23,13,5,2,0,3,4,9,7,0,Matches
720,Alfreð Finnbogason\f9e7c4ac,is ISL,FWMF,Augsburg,de Bundesliga,32-300,1989,1.6,2,0,0,1,1,0,2,0.0,2,24,4,16.7,2,17,5,4,1,0,3,0,2,2,0,Matches
721,Luca Fiordilino\9bb1ad91,it ITA,MF,Venezia,it Serie A,25-126,1996,1.3,2,1,1,0,1,2,4,50.0,2,19,5,26.3,14,2,3,3,0,0,3,3,5,2,0,Matches
722,Roberto Firmino\4c370d81,br BRA,FW,Liverpool,eng Premier League,30-057,1991,4.1,9,6,2,5,2,1,5,20.0,4,94,32,34.0,14,42,38,6,0,0,6,1,10,1,0,Matches
723,Junior Firpo\24f59bb2,es ESP,DF,Leeds United,eng Premier League,25-098,1996,6.0,20,11,12,6,2,10,15,66.7,5,109,34,31.2,52,41,16,10,1,0,9,14,34,11,0,Matches
724,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,28-168,1993,13.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,1,0,0,1,0,0,0,0,Matches
725,Ashley Fletcher\eeb6551f,eng ENG,FWDF,Watford,eng Premier League,26-057,1995,0.1,1,1,1,0,0,0,0,,0,5,0,0.0,4,0,1,0,0,0,0,0,1,0,0,Matches
726,Alexis Flips\caef7840,fr FRA,FWMF,Reims,fr Ligue 1,21-314,2000,4.9,10,6,4,3,3,5,12,41.7,7,101,34,33.7,32,43,26,9,0,0,9,14,24,3,0,Matches
727,Alessandro Florenzi\e288d4b3,it ITA,FWDF,Milan,it Serie A,30-262,1991,2.4,5,3,2,1,2,2,5,40.0,3,38,11,28.9,6,22,10,3,0,0,3,5,10,4,0,Matches
728,Phil Foden\ed1e53f3,eng ENG,FW,Manchester City,eng Premier League,21-184,2000,6.8,3,3,1,1,1,2,2,100.0,0,133,38,28.6,16,48,69,5,1,0,4,7,10,0,0,Matches
729,Mamadou Fofana\4c4ffacc,ml MLI,DF,Metz,fr Ligue 1,23-311,1998,0.4,1,1,0,1,0,0,1,0.0,1,2,2,100.0,1,1,0,2,1,0,1,3,4,2,0,Matches
730,Seko Fofana\5313ed43,ci CIV,MF,Lens,fr Ligue 1,26-205,1995,14.8,16,10,4,10,2,6,22,27.3,16,220,62,28.2,61,110,49,18,2,0,16,20,36,8,1,Matches
731,Youssouf Fofana\822d51d7,fr FRA,MF,Monaco,fr Ligue 1,22-322,1999,8.0,25,20,6,16,3,11,21,52.4,10,160,54,33.8,33,102,25,11,0,0,11,14,39,10,0,Matches
732,Thomas Foket\90eb507d,be BEL,DF,Reims,fr Ligue 1,27-064,1994,8.3,12,8,7,5,0,7,19,36.8,12,95,30,31.6,48,37,10,8,1,0,7,11,23,11,0,Matches
733,Thomas Fontaine\9f90c06b,mg MAD,DF,Lorient,fr Ligue 1,30-204,1991,1.9,1,0,1,0,0,0,2,0.0,2,24,4,16.7,12,11,1,3,3,0,0,2,3,8,0,Matches
734,José Fontán\1827a42d,es ESP,DF,Celta Vigo,es La Liga,21-290,2000,2.0,5,2,2,3,0,0,1,0.0,1,19,8,42.1,9,10,0,1,0,0,1,3,8,9,0,Matches
735,José Fonte\90f87966,pt POR,DF,Lille,fr Ligue 1,37-341,1983,15.0,16,12,12,4,0,5,16,31.3,11,93,32,34.4,50,32,11,17,11,0,6,30,46,55,0,Matches
736,Fernando Forestieri\d60c26fc,it ITA,FWMF,Udinese,it Serie A,31-317,1990,0.6,1,1,0,1,0,1,2,50.0,1,5,2,40.0,1,3,1,0,0,0,0,0,1,1,0,Matches
737,Pablo Fornals\82927de4,es ESP,FWMF,West Ham,eng Premier League,25-279,1996,11.4,19,10,7,6,6,10,37,27.0,27,245,65,26.5,74,112,59,18,1,0,17,19,38,7,0,Matches
738,Emil Forsberg\9a2e0ccc,se SWE,MFFW,RB Leipzig,de Bundesliga,30-036,1991,7.6,13,9,1,7,5,2,6,33.3,4,113,44,38.9,8,50,55,12,0,0,12,4,17,1,1,Matches
739,Adam Forshaw\9f1938ab,eng ENG,MF,Leeds United,eng Premier League,30-051,1991,3.2,8,3,2,6,0,4,8,50.0,4,86,21,24.4,22,57,7,3,0,0,3,4,12,7,0,Matches
740,Marcus Forss\82c215a0,fi FIN,FWMF,Brentford,eng Premier League,22-163,1999,1.9,3,1,0,2,1,2,3,66.7,1,60,16,26.7,10,23,27,3,0,0,3,1,4,0,0,Matches
741,Philipp Förster\76fa965f,de GER,FWMF,Stuttgart,de Bundesliga,26-297,1995,4.9,10,5,2,7,1,5,9,55.6,4,111,20,18.0,30,53,28,8,1,0,7,3,13,2,0,Matches
742,Francesco Forte\69e11a01,it ITA,FW,Venezia,it Serie A,28-211,1993,3.4,5,3,0,3,2,3,5,60.0,2,55,10,18.2,4,27,24,4,0,0,4,0,5,3,0,Matches
743,Steven Fortes\574aa9ec,cv CPV,DF,Lens,fr Ligue 1,29-225,1992,1.0,1,0,1,0,0,0,0,,0,10,3,30.0,8,2,0,1,0,0,1,2,3,2,0,Matches
744,Ben Foster\d0b3ceb9,eng ENG,GK,Watford,eng Premier League,38-239,1983,8.0,0,0,0,0,0,0,2,0.0,2,2,0,0.0,2,0,0,0,0,0,0,0,0,3,0,Matches
745,Dimitri Foulquier\45e17712,fr FRA,DF,Granada,es La Liga,28-250,1993,2.0,2,2,2,0,0,1,3,33.3,2,18,3,16.7,3,10,5,1,1,1,0,2,4,4,0,Matches
746,Dimitri Foulquier\45e17712,fr FRA,DF,Valencia,es La Liga,28-250,1993,11.2,25,16,13,10,2,7,10,70.0,3,178,50,28.1,83,76,19,28,5,0,23,17,42,24,0,Matches
747,Juan Foyth\6c7762c3,ar ARG,DF,Villarreal,es La Liga,23-320,1998,9.5,22,18,13,6,3,11,19,57.9,8,127,47,37.0,68,40,19,18,3,0,15,14,36,26,0,Matches
748,Raphael Framberger\626fab5f,de GER,DFMF,Augsburg,de Bundesliga,26-083,1995,3.7,6,3,4,1,1,2,6,33.3,4,54,18,33.3,20,20,14,5,1,0,4,4,10,14,0,Matches
749,Przemysław Frankowski\00a8d210,pl POL,DF,Lens,fr Ligue 1,26-230,1995,12.5,27,17,10,14,3,9,33,27.3,24,218,48,22.0,70,109,39,12,0,0,12,22,49,18,0,Matches
750,Enric Franquesa\40883e3a,es ESP,DF,Levante,es La Liga,24-275,1997,4.4,4,1,3,0,1,1,2,50.0,1,54,10,18.5,30,16,8,9,0,0,9,6,10,10,0,Matches
751,Fransérgio\deba6b05,br BRA,MF,Bordeaux,fr Ligue 1,31-041,1990,5.0,9,4,1,5,3,2,13,15.4,11,86,20,23.3,16,53,17,5,2,0,3,7,16,8,1,Matches
752,Ryan Fraser\d56543a0,sct SCO,MF,Newcastle Utd,eng Premier League,27-277,1994,3.5,4,2,4,0,0,0,4,0.0,4,29,9,31.0,12,9,8,2,0,0,2,4,8,2,0,Matches
753,Davide Frattesi\2a7d27c1,it ITA,MF,Sassuolo,it Serie A,22-037,1999,11.9,16,9,6,8,2,5,13,38.5,8,198,48,24.2,54,104,40,23,5,0,18,16,32,23,2,Matches
754,Fred\b853e0ad,br BRA,MF,Manchester Utd,eng Premier League,28-268,1993,8.4,24,19,9,11,4,7,29,24.1,22,224,58,25.9,69,127,28,19,4,0,15,12,36,14,0,Matches
755,Ryan Fredericks\c067631c,eng ENG,DF,West Ham,eng Premier League,29-049,1992,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,Matches
756,Remo Freuler\98d2c2c4,ch SUI,MF,Atalanta,it Serie A,29-227,1992,10.5,19,10,10,6,3,9,20,45.0,11,164,66,40.2,48,89,27,13,2,0,11,17,36,10,1,Matches
757,Marvin Friedrich\b77f44a4,de GER,DF,Union Berlin,de Bundesliga,25-350,1995,9.0,10,7,8,2,0,6,8,75.0,2,118,42,35.6,69,43,6,11,1,0,10,22,32,38,0,Matches
758,Jeremie Frimpong\74f2e748,nl NED,DF,Leverkusen,de Bundesliga,20-353,2000,11.6,20,10,12,8,0,7,11,63.6,4,154,45,29.2,74,55,25,21,4,0,17,20,40,18,0,Matches
759,Jorge de Frutos\38ce1150,es ESP,MFFW,Levante,es La Liga,24-281,1997,8.9,25,17,9,8,8,5,23,21.7,18,193,53,27.5,63,79,51,9,0,0,9,15,40,7,0,Matches
760,Chris Führich\0cf778df,de GER,FWDF,Stuttgart,de Bundesliga,23-323,1998,3.4,7,4,3,2,2,2,5,40.0,3,66,20,30.3,10,35,21,6,0,0,6,6,13,1,0,Matches
761,Angelo Fulgini\4b96c347,fr FRA,MFFW,Angers,fr Ligue 1,25-100,1996,12.4,9,4,2,5,2,4,12,33.3,8,162,36,22.2,27,75,60,12,1,0,11,15,24,1,0,Matches
762,Marius Funk\86314793,de GER,GK,Greuther Fürth,de Bundesliga,25-331,1996,7.0,0,0,0,0,0,0,0,,0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,1,Matches
763,Stephan Fürstner\18c2e247,de GER,MF,Mainz 05,de Bundesliga,34-078,1987,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,2,1,0,0,0,0,0,0,0,1,0,Matches
764,Matteo Gabbia\c235e803,it ITA,DF,Milan,it Serie A,22-038,1999,1.6,0,0,0,0,0,0,1,0.0,1,18,9,50.0,8,9,1,0,0,0,0,4,4,3,0,Matches
765,Manolo Gabbiadini\8f866fe8,it ITA,FWMF,Sampdoria,it Serie A,30-002,1991,4.1,6,2,3,0,3,0,5,0.0,5,57,12,21.1,11,25,21,6,1,0,5,2,8,1,0,Matches
766,Mijat Gaćinović\16daec92,rs SRB,FWDF,Hoffenheim,de Bundesliga,26-293,1995,1.2,3,2,1,1,1,3,4,75.0,1,19,5,26.3,7,7,5,1,0,0,1,2,5,4,0,Matches
767,Gianluca Gaetano\3b387cc7,it ITA,MF,Napoli,it Serie A,21-207,2000,0.2,2,1,2,0,0,1,2,50.0,1,8,2,25.0,3,3,2,0,0,0,0,2,4,0,0,Matches
768,Roberto Gagliardini\ce30bfc8,it ITA,MF,Inter,it Serie A,27-235,1994,2.5,6,4,2,3,1,1,6,16.7,5,62,16,25.8,13,35,14,4,1,0,3,6,12,1,0,Matches
769,Riccardo Gagliolo\173061c0,se SWE,DF,Salernitana,it Serie A,31-214,1990,7.8,10,4,6,2,2,3,10,30.0,7,76,21,27.6,48,23,5,12,6,0,6,16,26,39,0,Matches
770,Javi Galán\a4b00319,es ESP,DF,Celta Vigo,es La Liga,27-009,1994,14.6,61,36,32,25,4,20,39,51.3,19,257,93,36.2,103,108,46,24,2,0,22,27,88,19,0,Matches
771,Iñigo Ruiz de Galarreta\91f7631f,es ESP,MF,Mallorca,es La Liga,28-114,1993,8.2,16,8,4,12,0,5,17,29.4,12,111,31,27.9,28,76,7,12,1,0,11,12,28,11,0,Matches
772,Nicolas Galazzi\a796492f,it ITA,DF,Venezia,it Serie A,20-345,2000,0.2,1,1,1,0,0,0,1,0.0,1,5,1,20.0,3,0,2,0,0,0,0,0,1,0,0,Matches
773,Pablo Galdames Millán\dd403465,cl CHI,MF,Genoa,it Serie A,24-333,1996,2.2,1,0,1,0,0,1,2,50.0,1,26,3,11.5,5,11,10,3,0,0,3,1,2,3,0,Matches
774,Thiago Galhardo\766f48dd,br BRA,FWMF,Celta Vigo,es La Liga,32-131,1989,4.4,5,4,1,2,2,0,5,0.0,5,82,24,29.3,11,31,40,9,2,0,7,4,9,2,0,Matches
775,Conor Gallagher\c2731c10,eng ENG,MF,Crystal Palace,eng Premier League,21-295,2000,11.6,32,20,18,7,7,6,22,27.3,16,288,81,28.1,74,145,69,16,3,0,13,12,44,14,0,Matches
776,Gauthier Gallon\db3164e1,fr FRA,GK,Troyes,fr Ligue 1,28-219,1993,14.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,1,0,Matches
777,Cristian Gamboa\f27680d9,cr CRC,DF,Bochum,de Bundesliga,32-035,1989,4.2,11,6,5,5,1,5,12,41.7,7,68,13,19.1,36,26,6,6,0,0,6,17,28,17,0,Matches
778,Kévin Gameiro\42276181,fr FRA,FWMF,Strasbourg,fr Ligue 1,34-203,1987,8.8,7,5,3,3,1,0,7,0.0,7,155,36,23.2,16,71,68,6,0,0,6,5,12,1,0,Matches
779,Idrissa Gana Gueye\72c812f3,sn SEN,MF,Paris S-G,fr Ligue 1,32-063,1989,8.2,32,18,14,11,7,6,28,21.4,22,188,51,27.1,80,78,30,6,2,0,4,16,48,8,1,Matches
780,Ignatius Ganago\23c63b7f,cm CMR,FW,Lens,fr Ligue 1,22-285,1999,6.0,0,0,0,0,0,0,6,0.0,6,64,12,18.8,3,24,37,2,1,0,1,2,2,1,0,Matches
781,Silvère Ganvoula M'Boussy\6c731625,cg CGO,FW,Bochum,de Bundesliga,25-159,1996,0.8,0,0,0,0,0,0,0,,0,13,3,23.1,0,6,7,0,0,0,0,0,0,1,0,Matches
782,Álvaro García\90bbd822,es ESP,FWMF,Rayo Vallecano,es La Liga,29-032,1992,13.9,21,11,5,10,6,2,12,16.7,10,192,50,26.0,50,65,77,24,2,0,22,33,54,6,0,Matches
783,Dani García\240d3a0b,es ESP,MF,Athletic Club,es La Liga,31-188,1990,11.4,20,14,9,10,1,7,24,29.2,17,154,52,33.8,50,79,25,11,2,0,9,10,30,18,1,Matches
784,David García\3e42f707,es ESP,DF,Osasuna,es La Liga,27-287,1994,14.0,11,8,5,6,0,3,6,50.0,3,105,29,27.6,54,47,4,14,11,1,3,26,37,101,0,Matches
785,Eric García\2bed3eab,es ESP,DF,Barcelona,es La Liga,20-323,2001,10.4,9,4,3,6,0,3,12,25.0,9,100,34,34.0,45,49,6,20,9,0,11,22,31,19,1,Matches
786,Francisco Garcia\7226539b,es ESP,DF,Rayo Vallecano,es La Liga,22-106,1999,15.0,27,14,17,8,2,15,25,60.0,10,237,71,30.0,116,99,22,33,2,0,31,35,62,38,0,Matches
787,Manu García\6ed1a2a2,es ESP,MF,Alavés,es La Liga,23-330,1998,4.9,4,3,0,3,1,2,9,22.2,7,79,20,25.3,16,41,22,5,0,0,5,5,9,2,0,Matches
788,Raúl García\b418dbd4,es ESP,FW,Athletic Club,es La Liga,35-140,1986,7.9,10,8,4,6,0,1,12,8.3,11,184,45,24.5,13,84,87,10,3,0,7,9,19,6,0,Matches
789,Rubén García\5c96b017,es ESP,FWMF,Osasuna,es La Liga,28-137,1993,9.9,22,11,5,13,4,6,15,40.0,9,160,49,30.6,50,81,29,24,3,0,21,7,29,9,1,Matches
790,Saúl García\dafa5038,es ESP,FW,Alavés,es La Liga,27-019,1994,0.0,1,0,1,0,0,0,0,,0,2,0,0.0,1,1,0,0,0,0,0,0,1,0,0,Matches
791,Unai García\4a633cfe,es ESP,DF,Osasuna,es La Liga,29-298,1992,8.2,18,8,13,3,2,10,14,71.4,4,72,17,23.6,39,28,5,15,4,0,11,16,34,49,0,Matches
792,Mario Gaspar\fb5d47b3,es ESP,DF,Villarreal,es La Liga,31-004,1990,1.8,4,4,1,3,0,2,3,66.7,1,20,6,30.0,8,9,3,3,1,0,2,2,6,5,0,Matches
793,Johan Gastien\868eaba0,fr FRA,MF,Clermont Foot,fr Ligue 1,33-307,1988,9.8,15,10,6,9,0,5,24,20.8,19,196,70,35.7,55,115,26,28,5,0,23,20,35,19,0,Matches
794,Dwight Gayle\e58a03c6,eng ENG,FW,Newcastle Utd,eng Premier League,31-042,1990,0.3,1,0,0,1,0,0,0,,0,9,1,11.1,1,7,1,0,0,0,0,0,1,0,0,Matches
795,Jean-Philippe Gbamin\6bd603db,ci CIV,MF,Everton,eng Premier League,26-064,1995,0.5,1,1,1,0,0,0,1,0.0,1,9,5,55.6,6,1,2,0,0,0,0,0,1,1,0,Matches
796,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,eng Premier League,31-021,1990,12.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,1,0,0,1,0,0,0,0,Matches
797,Linus Gechter\ad2b068c,de GER,DF,Hertha BSC,de Bundesliga,17-274,2004,1.3,4,4,3,1,0,2,5,40.0,3,14,4,28.6,8,6,0,2,0,0,2,3,7,13,0,Matches
798,Dennis Geiger\37f606f0,de GER,MF,Hoffenheim,de Bundesliga,23-171,1998,7.3,14,11,5,7,2,6,13,46.2,7,132,43,32.6,39,69,24,6,0,0,6,14,28,1,0,Matches
799,Joe Gelhardt\01962d0d,eng ENG,FWMF,Leeds United,eng Premier League,19-208,2002,1.4,0,0,0,0,0,0,0,,0,35,16,45.7,4,17,14,1,0,0,1,1,1,1,0,Matches
800,Yannick Gerhardt\62ab9184,de GER,DFMF,Wolfsburg,de Bundesliga,27-260,1994,5.2,16,12,7,7,2,3,8,37.5,5,112,41,36.6,40,53,19,14,1,0,13,6,22,12,0,Matches
801,Valère Germain\ea0ff634,fr FRA,FW,Montpellier,fr Ligue 1,31-225,1990,8.6,8,5,2,4,2,2,6,33.3,4,115,35,30.4,10,47,58,4,0,0,4,4,12,12,0,Matches
802,Gerson\8827bf46,br BRA,MFFW,Marseille,fr Ligue 1,24-192,1997,8.3,15,10,5,9,1,1,8,12.5,7,156,33,21.2,36,83,37,10,2,0,8,11,26,3,0,Matches
803,Willem Geubbels\9836e892,fr FRA,MFFW,Nantes,fr Ligue 1,20-104,2001,1.2,2,0,1,1,0,0,4,0.0,4,26,1,3.8,8,7,11,3,0,0,3,1,3,1,0,Matches
804,Hamadi Al Ghaddioui\5723931e,ma MAR,FW,Stuttgart,de Bundesliga,31-067,1990,4.8,6,4,1,3,2,0,0,,0,91,28,30.8,6,39,46,3,0,0,3,0,6,4,0,Matches
805,Anwar El Ghazi\ffa90327,nl NED,FWMF,Aston Villa,eng Premier League,26-209,1995,4.1,3,3,1,2,0,2,5,40.0,3,44,18,40.9,6,21,17,4,0,0,4,2,5,1,0,Matches
806,Paolo Ghiglione\71dc23da,it ITA,DF,Genoa,it Serie A,24-299,1997,2.4,4,2,2,2,0,3,5,60.0,2,32,7,21.9,7,11,14,7,1,0,6,6,10,11,0,Matches
807,Saman Ghoddos\f7b1d4e0,ir IRN,MFFW,Brentford,eng Premier League,28-083,1993,2.8,7,4,3,2,2,5,7,71.4,2,70,19,27.1,22,30,18,5,0,0,5,4,11,6,0,Matches
808,Faouzi Ghoulam\c5adc293,dz ALG,DF,Napoli,it Serie A,30-300,1991,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,0,0,1,0,0,0,0,0,0,0,0,Matches
809,Dimitris Giannoulis\112c495e,gr GRE,DF,Norwich City,eng Premier League,26-042,1995,4.2,11,5,6,5,0,7,9,77.8,2,63,15,23.8,35,17,11,17,2,0,15,11,22,9,0,Matches
810,Morgan Gibbs-White\32f60ed8,eng ENG,FWMF,Wolves,eng Premier League,21-305,2000,0.1,0,0,0,0,0,0,0,,0,3,0,0.0,1,1,1,1,0,0,1,0,0,0,0,Matches
811,Ben Gibson\bcfb0142,eng ENG,DF,Norwich City,eng Premier League,28-317,1993,9.7,7,5,6,1,0,3,4,75.0,1,44,16,36.4,25,17,2,23,10,0,13,20,27,69,0,Matches
812,Niko Gießelmann\7242b495,de GER,DF,Union Berlin,de Bundesliga,30-063,1991,11.7,22,7,9,11,2,9,18,50.0,9,156,51,32.7,62,70,24,22,3,0,19,9,31,20,1,Matches
813,Rafał Gikiewicz\17376543,pl POL,GK,Augsburg,de Bundesliga,34-033,1987,13.0,0,0,0,0,0,0,3,0.0,3,4,0,0.0,4,0,0,0,0,0,0,0,0,0,1,Matches
814,Óscar Gil\6652cf96,es ESP,DF,Espanyol,es La Liga,24-216,1997,8.3,22,12,15,6,1,9,23,39.1,14,145,35,24.1,90,42,13,19,4,0,15,6,28,12,1,Matches
815,Billy Gilmour\df10e27c,sct SCO,MF,Norwich City,eng Premier League,20-170,2001,5.8,14,11,9,4,1,6,13,46.2,7,115,31,27.0,53,47,15,5,0,0,5,11,25,14,0,Matches
816,Daniel Ginczek\e5f63987,de GER,MFFW,Wolfsburg,de Bundesliga,30-229,1991,0.1,0,0,0,0,0,0,0,,0,8,2,25.0,2,2,4,0,0,0,0,0,0,0,0,Matches
817,Matthias Ginter\f521b80a,de GER,DF,M'Gladbach,de Bundesliga,27-313,1994,10.7,15,12,9,6,0,10,16,62.5,6,58,28,48.3,34,20,4,12,3,0,9,17,32,43,0,Matches
818,Nicholas Gioacchini\79ab7593,us USA,FWMF,Montpellier,fr Ligue 1,21-126,2000,1.9,3,2,2,1,0,1,2,50.0,1,32,7,21.9,8,10,14,2,0,0,2,2,5,1,0,Matches
819,Jimmy Giraudon\6ba71da5,fr FRA,DF,Troyes,fr Ligue 1,29-316,1992,13.0,9,6,6,3,0,3,16,18.8,13,98,40,40.8,66,32,0,29,13,1,16,45,54,45,0,Matches
820,Andrei Girotto\3befc2b6,br BRA,MFDF,Nantes,fr Ligue 1,29-284,1992,14.4,47,21,27,13,7,20,41,48.8,21,283,83,29.3,116,143,24,32,13,0,19,27,74,42,0,Matches
821,Olivier Giroud\16ceb862,fr FRA,FW,Milan,it Serie A,35-059,1986,5.4,4,2,1,1,2,0,3,0.0,3,81,14,17.3,8,33,40,9,3,0,6,0,4,5,0,Matches
822,Serge Gnabry\88e357ef,de GER,FW,Bayern Munich,de Bundesliga,26-137,1995,8.3,15,9,2,9,4,6,16,37.5,10,118,41,34.7,21,46,51,6,0,0,6,11,26,0,0,Matches
823,Ben Godfrey\9f7c837d,eng ENG,DF,Everton,eng Premier League,23-317,1998,8.5,21,9,13,7,1,7,13,53.8,6,106,33,31.1,65,35,6,21,8,0,13,27,48,32,2,Matches
824,Diego Godín\fc4f85b1,uy URU,DF,Cagliari,it Serie A,35-285,1986,6.9,15,9,11,2,2,5,9,55.6,4,87,29,33.3,51,32,4,11,4,0,7,15,30,35,0,Matches
825,Edoardo Goldaniga\4b029b31,it ITA,MFDF,Sassuolo,it Serie A,28-026,1993,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
826,Aleksandr Golovin\3708e9fa,ru RUS,MFFW,Monaco,fr Ligue 1,25-182,1996,5.1,8,4,2,5,1,5,14,35.7,9,110,31,28.2,23,57,30,8,1,0,7,5,13,2,0,Matches
827,André Gomes\1961b2aa,pt POR,MF,Everton,eng Premier League,28-121,1993,0.8,1,0,0,0,1,0,0,,0,19,6,31.6,4,9,6,2,0,0,2,2,3,0,0,Matches
828,Angel Gomes\645a3363,eng ENG,MF,Lille,fr Ligue 1,21-089,2000,4.1,7,6,2,3,2,1,4,25.0,3,76,20,26.3,17,41,18,3,0,0,3,2,9,2,0,Matches
829,Dani Gómez\0e5ddc7c,es ESP,FW,Levante,es La Liga,23-121,1998,4.0,1,1,0,1,0,0,2,0.0,2,64,14,21.9,6,36,22,1,0,0,1,1,2,4,0,Matches
830,Joe Gomez\7a11550b,eng ENG,DF,Liverpool,eng Premier League,24-189,1997,0.2,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,1,0,0,Matches
831,Maxi Gómez\4c2e9442,uy URU,FW,Valencia,es La Liga,25-106,1996,8.8,4,2,0,3,1,1,2,50.0,1,71,19,26.8,4,29,38,3,0,0,3,0,4,5,0,Matches
832,Moi Gómez\5a626448,es ESP,MFFW,Villarreal,es La Liga,27-158,1994,5.7,7,3,2,2,3,4,7,57.1,3,81,31,38.3,14,35,32,4,0,0,4,6,13,2,0,Matches
