Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,GA,GA90,SoTA,Saves,Save%,W,D,L,CS,CS%,PKatt,PKA,PKsv,PKm,Save%,Matches
145,Ionuț Radu\67f649be,ro ROU,GK,Genoa,it Serie A,22,1997,17,17,1530,17.0,35,2.06,89,61,67.4,2,5,10,2,11.8,7,6,0,1,0.0,Matches
146,Boris Radunović\0dfce079,rs SRB,GK,Hellas Verona,it Serie A,23,1996,3,3,270,3.0,8,2.67,13,7,53.8,1,0,2,1,33.3,2,2,0,0,0.0,Matches
147,Rafael\dd06d56c,br BRA,GK,Cagliari,it Serie A,37,1982,6,5,454,5.0,11,2.18,15,6,40.0,1,1,3,0,0.0,3,2,0,1,0.0,Matches
148,Predrag Rajković\58ad9383,rs SRB,GK,Reims,fr Ligue 1,23,1995,27,27,2430,27.0,18,0.67,84,65,79.8,10,11,6,12,44.4,5,1,3,1,75.0,Matches
149,Aaron Ramsdale\466fb2c5,eng ENG,GK,Bournemouth,eng Premier League,21,1998,37,37,3330,37.0,62,1.68,177,120,67.8,9,7,21,5,13.5,6,5,1,0,16.7,Matches
150,Darren Randolph\6385ebfb,ie IRL,GK,West Ham,eng Premier League,32,1987,2,2,180,2.0,5,2.50,9,5,55.6,0,1,1,0,0.0,1,1,0,0,0.0,Matches
151,Manolo Reina\605eb473,es ESP,GK,Mallorca,es La Liga,34,1985,36,36,3240,36.0,60,1.67,164,117,71.3,9,5,22,5,13.9,14,13,1,0,7.1,Matches
152,Pepe Reina\e358587b,es ESP,GK,Milan,it Serie A,36,1982,2,2,90,1.0,1,1.00,5,4,80.0,1,0,0,0,0.0,1,0,1,0,100.0,Matches
153,Pepe Reina\e358587b,es ESP,GK,Aston Villa,eng Premier League,36,1982,12,12,1080,12.0,20,1.67,50,32,64.0,3,3,6,2,16.7,3,2,1,0,33.3,Matches
154,Álex Remiro\374ee424,es ESP,GK,Real Sociedad,es La Liga,24,1995,25,25,2250,25.0,32,1.28,87,62,71.3,11,4,10,6,24.0,8,7,1,0,12.5,Matches
155,Baptiste Reynet\bcf1b2e9,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,23,22,2034,22.6,49,2.17,112,67,58.9,3,3,16,2,9.1,5,3,2,0,40.0,Matches
156,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2,2,180,2.0,4,2.00,11,7,63.6,2,0,0,0,0.0,0,0,0,0,,Matches
157,Roberto\ba3ca78f,es ESP,GK,West Ham,eng Premier League,33,1986,8,7,687,7.6,17,2.23,51,36,68.6,0,1,6,0,0.0,1,1,0,0,0.0,Matches
158,Roberto\ba3ca78f,es ESP,GK,Alavés,es La Liga,33,1986,9,8,790,8.8,19,2.16,51,35,68.6,2,1,5,2,25.0,3,3,0,0,0.0,Matches
159,Joel Robles\cda0b317,es ESP,GK,Betis,es La Liga,29,1990,33,33,2887,32.1,48,1.50,118,80,68.6,9,11,13,5,15.2,11,11,0,0,0.0,Matches
160,Antonio Rosati\28a15394,it ITA,GK,Torino,it Serie A,36,1983,1,1,90,1.0,1,1.00,5,4,80.0,0,1,0,0,0.0,0,0,0,0,,Matches
161,Francesco Rossi\7b5f516f,it ITA,GK,Atalanta,it Serie A,28,1991,1,0,11,0.1,1,8.18,1,0,0.0,0,0,0,0,,0,0,0,0,,Matches
162,Rubén\24279b8b,es ESP,GK,Osasuna,es La Liga,35,1984,19,18,1583,17.6,24,1.36,51,29,58.8,5,9,4,5,27.8,3,3,0,0,0.0,Matches
163,Stéphane Ruffier\cac76a72,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22,22,1980,22.0,40,1.82,94,56,60.6,6,4,12,3,13.6,4,3,0,1,0.0,Matches
164,Gerónimo Rulli\625c144a,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25,25,2250,25.0,27,1.08,112,89,78.6,11,7,7,8,32.0,5,3,1,1,25.0,Matches
165,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,eng Premier League,27,1992,38,38,3420,38.0,54,1.42,164,114,68.3,9,14,15,9,23.7,2,2,0,0,0.0,Matches
166,Frederik Rønnow\a70b8345,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9,9,810,9.0,14,1.56,47,35,74.5,2,3,4,1,11.1,2,2,0,0,0.0,Matches
167,Romain Salin\74733221,fr FRA,GK,Rennes,fr Ligue 1,35,1984,5,4,360,4.0,5,1.25,18,13,72.2,2,0,2,2,50.0,1,0,1,0,100.0,Matches
168,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,eng Premier League,32,1986,38,38,3420,38.0,41,1.08,126,95,73.8,18,8,12,13,34.2,10,8,2,0,20.0,Matches
169,Markus Schubert\289b90cd,de GER,GK,Schalke 04,de Bundesliga,21,1998,9,8,742,8.2,18,2.18,52,35,69.2,1,3,4,2,25.0,2,2,0,0,0.0,Matches
170,Alexander Schwolow\0d55d942,de GER,GK,Freiburg,de Bundesliga,27,1992,24,24,2091,23.2,32,1.38,114,83,74.6,9,6,9,4,16.7,3,3,0,0,0.0,Matches
171,Matz Sels\834b5c4c,be BEL,GK,Strasbourg,fr Ligue 1,27,1992,27,27,2430,27.0,32,1.19,95,67,72.6,11,5,11,8,29.6,7,6,1,0,14.3,Matches
172,Luigi Sepe\343f753a,it ITA,GK,Parma,it Serie A,28,1991,34,34,3060,34.0,53,1.56,184,134,74.5,13,6,15,5,14.7,9,6,3,0,33.3,Matches
173,Rui Silva\ea83bfa6,pt POR,GK,Granada,es La Liga,25,1994,35,35,3150,35.0,42,1.20,136,97,72.1,15,8,12,12,34.3,5,4,1,0,20.0,Matches
174,Marco Silvestri\0d422df7,it ITA,GK,Hellas Verona,it Serie A,28,1991,35,35,3150,35.0,43,1.23,148,108,75.7,11,13,11,9,25.7,7,7,0,0,0.0,Matches
175,Unai Simón\5dcf3e90,es ESP,GK,Athletic Club,es La Liga,22,1997,34,34,2991,33.2,29,0.87,103,78,76.7,13,9,12,12,35.3,7,5,0,2,0.0,Matches
176,Salvatore Sirigu\10dc46f0,it ITA,GK,Torino,it Serie A,32,1987,36,36,3240,36.0,64,1.78,189,135,70.9,11,6,19,7,19.4,10,9,1,0,10.0,Matches
177,Antonio Sivera\9970da54,es ESP,GK,Alavés,es La Liga,22,1996,3,3,270,3.0,3,1.00,4,2,50.0,1,1,1,1,33.3,1,1,0,0,0.0,Matches
178,Łukasz Skorupski\ab4449d6,pl POL,GK,Bologna,it Serie A,28,1991,37,37,3330,37.0,64,1.73,180,122,67.8,12,10,15,2,5.4,8,6,1,1,14.3,Matches
179,Dennis Smarsch\45f6f52b,de GER,GK,Hertha BSC,de Bundesliga,20,1999,2,1,151,1.7,4,2.38,11,7,63.6,0,0,1,0,0.0,0,0,0,0,,Matches
180,Yann Sommer\420c18a1,ch SUI,GK,M'Gladbach,de Bundesliga,30,1988,34,34,3060,34.0,40,1.18,152,110,74.3,20,5,9,7,20.6,2,1,1,0,50.0,Matches
181,David Soria\8f8c6934,es ESP,GK,Getafe,es La Liga,26,1993,38,38,3420,38.0,37,0.97,102,70,68.6,14,12,12,15,39.5,6,5,1,0,16.7,Matches
182,Juan Soriano\5512b1a9,es ESP,GK,Leganés,es La Liga,21,1997,11,11,990,11.0,18,1.64,34,22,61.8,1,3,7,1,9.1,5,5,0,0,0.0,Matches
183,Marco Sportiello\ac4003af,it ITA,GK,Atalanta,it Serie A,27,1992,6,5,525,5.8,5,0.86,19,14,73.7,4,0,1,2,40.0,0,0,0,0,,Matches
184,Jed Steer\a8a3d139,eng ENG,GK,Aston Villa,eng Premier League,26,1992,1,1,7,0.1,0,0.00,0,0,,0,0,1,0,0.0,0,0,0,0,,Matches
185,Zack Steffen\42130443,us USA,GK,Düsseldorf,de Bundesliga,24,1995,17,17,1530,17.0,36,2.12,95,61,63.2,4,3,10,2,11.8,2,1,1,0,50.0,Matches
186,Thomas Strakosha\339fe0e8,al ALB,GK,Lazio,it Serie A,24,1995,38,38,3420,38.0,42,1.11,145,111,75.9,24,6,8,11,28.9,9,7,1,1,12.5,Matches
187,Wojciech Szczęsny\01b8a2b2,pl POL,GK,Juventus,it Serie A,29,1990,29,29,2591,28.8,33,1.15,120,95,79.2,19,4,6,11,37.9,10,8,1,1,11.1,Matches
188,Ciprian Tătărușanu\b056e3da,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2,2,180,2.0,2,1.00,11,9,81.8,1,0,1,1,50.0,0,0,0,0,,Matches
189,Marc-André ter Stegen\6f51e382,de GER,GK,Barcelona,es La Liga,27,1992,36,36,3240,36.0,36,1.00,110,78,72.7,24,6,6,14,38.9,7,6,1,0,14.3,Matches
190,Pietro Terracciano\e1b0a70d,it ITA,GK,Fiorentina,it Serie A,29,1990,7,7,624,6.9,5,0.72,19,16,89.5,5,1,1,3,42.9,3,3,0,0,0.0,Matches
191,Demba Thiam\0f47717b,sn SEN,GK,SPAL,it Serie A,21,1998,2,2,180,2.0,4,2.00,14,11,78.6,0,1,1,0,0.0,1,1,0,0,0.0,Matches
192,Niclas Thiede\cac55e10,de GER,GK,Freiburg,de Bundesliga,20,1999,1,0,69,0.8,1,1.30,4,3,75.0,0,0,0,0,,0,0,0,0,,Matches
193,Kevin Trapp\ce17b5eb,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,22,22,1980,22.0,38,1.73,104,69,64.4,11,3,8,4,18.2,1,1,0,0,0.0,Matches
194,Mark Travers\fe558029,ie IRL,GK,Bournemouth,eng Premier League,20,1999,1,1,90,1.0,3,3.00,5,2,40.0,0,0,1,0,0.0,0,0,0,0,,Matches
195,Stefano Turati\bf168004,it ITA,GK,Sassuolo,it Serie A,17,2001,2,2,180,2.0,4,2.00,11,8,72.7,0,2,0,0,0.0,1,1,0,0,0.0,Matches
196,Samir Ujkani\96640846,xk KVX,GK,Torino,it Serie A,31,1988,1,1,90,1.0,3,3.00,5,3,60.0,0,0,1,0,0.0,1,1,0,0,0.0,Matches
197,Sven Ulreich\7d3e7da6,de GER,GK,Bayern Munich,de Bundesliga,30,1988,2,2,90,1.0,1,1.00,3,2,66.7,1,0,0,0,0.0,0,0,0,0,,Matches
198,Tomáš Vaclík\7b456af7,cz CZE,GK,Sevilla,es La Liga,30,1989,33,33,2925,32.5,31,0.95,96,68,69.8,15,12,6,14,42.4,3,2,1,0,33.3,Matches
199,Koke Vegas\bfb15d99,es ESP,GK,Levante,es La Liga,23,1995,2,2,180,2.0,2,1.00,10,8,80.0,2,0,0,1,50.0,1,0,0,1,,Matches
200,Mauro Vigorito\582a251c,it ITA,GK,Lecce,it Serie A,29,1990,5,4,423,4.7,9,1.91,27,19,70.4,3,0,1,1,25.0,1,1,0,0,0.0,Matches
201,Iván Villar\cde52ef5,es ESP,GK,Celta Vigo,es La Liga,22,1997,4,3,280,3.1,5,1.61,11,6,54.5,0,1,2,1,33.3,0,0,0,0,,Matches
202,Felix Wiedwald\e2d34771,de GER,GK,Eint Frankfurt,de Bundesliga,29,1990,3,3,270,3.0,8,2.67,21,13,61.9,0,0,3,0,0.0,0,0,0,0,,Matches
203,Yoel\61bb7498,es ESP,GK,Eibar,es La Liga,30,1988,4,4,270,3.0,5,1.67,14,9,64.3,2,0,1,1,25.0,1,0,1,0,100.0,Matches
204,Robin Zentner\5c4bf6ba,de GER,GK,Mainz 05,de Bundesliga,24,1994,22,22,1935,21.5,40,1.86,113,75,65.5,8,2,12,3,13.6,2,1,1,0,50.0,Matches
205,Leopold Zingerle\bf9d9070,de GER,GK,Paderborn 07,de Bundesliga,25,1994,28,28,2520,28.0,57,2.04,147,95,63.3,4,7,17,5,17.9,4,3,1,0,25.0,Matches
