Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Touches,Def Pen,Def 3rd,Mid 3rd,Att 3rd,Att Pen,Live,Succ,Att,Succ%,#Pl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,Prog,Matches
2087,Pepe Reina\e358587b,es ESP,GK,Milan,it Serie A,36,1982,1.0,41,36,40,1,0,0,30,0,0,,0,0,18,141,85,0,0,0,0,0,16,16,100.0,0,Matches
2088,Jeff Reine-Adélaïde\d504b3e1,fr FRA,MFFW,Lyon,fr Ligue 1,21,1998,8.7,517,6,77,324,174,14,500,33,45,73.3,34,1,444,2527,1319,68,25,3,18,26,507,419,82.6,56,Matches
2089,Jeff Reine-Adélaïde\d504b3e1,fr FRA,MF,Angers,fr Ligue 1,21,1998,0.9,51,0,7,35,19,4,49,7,8,87.5,7,0,46,323,237,10,4,0,2,3,43,35,81.4,6,Matches
2090,Karim Rekik\3376a776,nl NED,DF,Hertha BSC,de Bundesliga,24,1994,14.0,847,105,439,428,36,10,820,4,7,57.1,4,1,578,3117,1605,51,9,0,3,4,564,560,99.3,6,Matches
2091,Álex Remiro\374ee424,es ESP,GK,Real Sociedad,es La Liga,24,1995,25.0,975,861,970,6,1,1,745,1,1,100.0,1,0,547,2392,1101,0,0,0,0,0,520,519,99.8,1,Matches
2092,Loïc Rémy\5c2da10f,fr FRA,FW,Lille,fr Ligue 1,32,1987,10.7,324,8,18,141,186,46,311,16,23,69.6,16,1,228,1065,546,28,12,5,26,12,419,254,60.6,110,Matches
2093,Panagiotis Retsos\4bd00a50,gr GRE,DF,Leverkusen,de Bundesliga,20,1998,1.3,110,5,33,72,11,0,102,1,1,100.0,1,0,73,342,211,6,1,0,0,1,74,74,100.0,0,Matches
2094,Marco Reus\36a3ff67,de GER,MFFW,Dortmund,de Bundesliga,30,1989,16.6,895,17,79,411,457,119,858,29,53,54.7,32,2,608,2605,1183,69,21,9,37,34,978,681,69.6,158,Matches
2095,Elvis Rexhbeçaj\1ae836b1,de GER,MF,Köln,de Bundesliga,21,1997,6.9,314,9,67,174,100,14,307,6,11,54.5,7,0,199,1140,647,25,11,1,13,6,263,204,77.6,24,Matches
2096,Gio Reyna\7fa4e703,us USA,MFFW,Dortmund,de Bundesliga,16,2002,3.9,280,4,33,163,106,14,277,19,26,73.1,20,1,231,1150,617,33,8,4,11,10,268,228,85.1,23,Matches
2097,Baptiste Reynet\bcf1b2e9,fr FRA,GK,Toulouse,fr Ligue 1,28,1990,22.6,912,739,896,24,3,1,612,0,0,,0,0,447,2436,1517,1,0,0,0,1,354,353,99.7,1,Matches
2098,Nico Ribaudo\ce8039aa,es ESP,FWMF,Espanyol,es La Liga,18,2001,2.0,99,0,9,53,47,5,98,5,10,50.0,5,0,87,504,314,16,6,1,2,5,99,73,73.7,12,Matches
2099,Lucas Ribeiro\607d64c6,br BRA,MF,Hoffenheim,de Bundesliga,20,1999,0.7,36,5,16,19,3,1,34,2,4,50.0,2,0,23,97,57,2,0,0,0,2,24,21,87.5,1,Matches
2100,Franck Ribéry\f61c7c4e,fr FRA,FW,Fiorentina,it Serie A,36,1983,15.7,971,9,82,525,499,95,961,58,95,61.1,62,3,888,5740,3479,182,69,28,40,57,969,817,84.3,121,Matches
2101,Davide Riccardi\7b4b9221,it ITA,DF,Lecce,it Serie A,23,1996,0.2,4,0,3,1,0,0,4,0,0,,0,0,2,8,0,0,0,0,0,0,2,2,100.0,0,Matches
2102,Declan Rice\1c7012b8,eng ENG,MF,West Ham,eng Premier League,20,1999,38.0,2084,112,631,1308,303,29,2052,41,53,77.4,43,0,1366,8634,3671,127,55,6,19,28,1351,1267,93.8,35,Matches
2103,Chris Richards\0a3d6d2b,us USA,DF,Bayern Munich,de Bundesliga,19,2000,0.1,5,0,1,4,0,0,5,0,0,,0,0,2,13,0,0,0,0,0,0,4,4,100.0,0,Matches
2104,Richarlison\fa031b34,br BRA,FW,Everton,eng Premier League,22,1997,34.1,1375,53,178,586,726,181,1353,66,107,61.7,70,2,995,5797,3259,164,54,39,90,99,1507,938,62.2,324,Matches
2105,Marco Richter\f972644c,de GER,MFFW,Augsburg,de Bundesliga,21,1997,25.3,1017,22,167,488,442,63,988,49,112,43.8,59,4,760,3379,1722,84,25,13,82,67,937,667,71.2,144,Matches
2106,Diego Rico\d9ba39fc,es ESP,DF,Bournemouth,eng Premier League,26,1993,25.9,1825,97,642,770,489,13,1452,19,40,47.5,23,5,863,3576,1913,70,26,2,13,21,893,838,93.8,40,Matches
2107,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,fr Ligue 1,25,1993,2.0,55,47,55,0,0,0,38,1,1,100.0,1,0,18,64,39,0,0,0,0,0,20,20,100.0,0,Matches
2108,Jaïro Riedewald\7a1f2c08,nl NED,DFMF,Crystal Palace,eng Premier League,22,1996,8.5,482,35,148,257,101,8,408,11,15,73.3,11,1,263,965,522,19,7,1,8,8,280,253,90.4,12,Matches
2109,Emiliano Rigoni\a1216563,ar ARG,MFFW,Sampdoria,it Serie A,26,1993,4.8,260,2,28,122,139,15,229,16,32,50.0,17,2,199,1029,580,28,11,6,9,12,237,178,75.1,52,Matches
2110,Tomás Rincón\f1cfc209,ve VEN,MF,Torino,it Serie A,31,1988,30.0,1626,87,415,963,351,24,1537,37,47,78.7,40,0,1054,5636,3068,112,48,8,23,34,1073,1001,93.3,42,Matches
2111,Luis Rioja\eb3dd471,es ESP,MF,Alavés,es La Liga,25,1993,18.2,597,12,87,282,293,22,577,24,44,54.5,25,0,431,2585,1565,89,28,5,29,26,546,391,71.6,73,Matches
2112,Renaud Ripart\beae3a73,fr FRA,FWDF,Nîmes,fr Ligue 1,26,1993,22.5,972,49,172,468,378,87,891,27,65,41.5,28,2,575,2455,1131,57,21,3,59,36,1016,614,60.4,212,Matches
2113,Rodrigo Riquelme\65154df0,es ESP,MF,Atlético Madrid,es La Liga,19,2000,0.1,8,0,0,3,5,1,8,0,0,,0,0,6,35,20,1,0,0,1,1,6,5,83.3,5,Matches
2114,Andrea Rispoli\39ee6cb6,it ITA,DF,Lecce,it Serie A,30,1988,21.2,1301,103,498,545,360,22,1158,5,8,62.5,6,1,787,5075,2801,96,41,3,12,12,869,813,93.6,41,Matches
2115,Marcel Risse\140afefb,de GER,MFFW,Köln,de Bundesliga,29,1989,1.5,81,3,17,30,37,4,67,1,2,50.0,1,0,53,230,73,7,2,1,0,3,48,40,83.3,6,Matches
2116,Mihailo Ristić\ea0aa7e0,rs SRB,DFMF,Montpellier,fr Ligue 1,23,1995,9.0,468,22,112,243,139,12,413,6,12,50.0,6,1,286,1644,841,42,9,3,11,13,365,286,78.4,26,Matches
2117,Matt Ritchie\71ef519e,sct SCO,DFMF,Newcastle Utd,eng Premier League,29,1989,14.6,850,46,226,349,318,14,697,11,16,68.8,12,0,472,2634,1266,56,21,1,7,11,555,461,83.1,46,Matches
2118,Marlon Ritter\ce2c51c0,de GER,MF,Paderborn 07,de Bundesliga,24,1994,4.8,266,8,64,120,92,8,233,2,4,50.0,2,1,144,655,341,16,0,1,7,5,179,153,85.5,27,Matches
2119,Cristian Rivera\8ef81d2d,es ESP,MF,Leganés,es La Liga,22,1997,3.5,165,9,61,95,16,1,161,2,3,66.7,2,0,104,477,176,6,0,1,2,3,111,103,92.8,3,Matches
2120,Maxence Rivera\46a7b605,fr FRA,MF,Saint-Étienne,fr Ligue 1,17,2002,0.3,15,0,1,7,9,2,14,2,3,66.7,3,0,12,27,9,1,0,1,1,3,12,10,83.3,5,Matches
2121,Rober\c00097d2,es ESP,DF,Levante,es La Liga,24,1995,2.1,101,16,60,43,1,0,99,2,2,100.0,2,0,64,430,237,4,0,0,0,0,72,71,98.6,1,Matches
2122,Roberto\ba3ca78f,es ESP,GK,West Ham,eng Premier League,33,1986,7.6,265,235,263,3,0,0,188,0,0,,0,0,106,589,369,0,0,0,0,0,85,84,98.8,0,Matches
2123,Roberto\ba3ca78f,es ESP,GK,Alavés,es La Liga,33,1986,8.8,269,240,267,1,1,1,161,0,0,,0,0,87,449,275,0,0,0,0,0,76,76,100.0,0,Matches
2124,Sergi Roberto\335fa267,es ESP,DFMF,Barcelona,es La Liga,27,1992,26.0,2359,69,467,1319,751,62,2232,14,25,56.0,16,1,1743,8548,5249,250,75,8,26,24,1997,1865,93.4,132,Matches
2125,Patrick Roberts\59d93937,eng ENG,FWMF,Norwich City,eng Premier League,22,1997,0.3,13,0,2,9,3,0,12,3,3,100.0,3,0,14,88,59,3,1,0,0,0,12,11,91.7,3,Matches
2126,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,eng Premier League,25,1994,34.6,3265,100,684,1619,1217,95,2879,24,48,50.0,30,0,2164,10629,6486,261,112,16,39,20,2438,2276,93.4,161,Matches
2127,Callum Robinson\e75750a3,ie IRL,FWMF,Sheffield Utd,eng Premier League,24,1995,7.5,230,0,24,96,124,30,221,7,15,46.7,9,0,176,763,363,25,5,6,14,17,366,165,45.1,65,Matches
2128,Jack Robinson\7399c7a8,eng ENG,DF,Sheffield Utd,eng Premier League,25,1993,5.6,332,32,140,175,35,0,307,2,2,100.0,2,0,186,921,498,20,4,0,5,2,184,179,97.3,1,Matches
2129,Joel Robles\cda0b317,es ESP,GK,Betis,es La Liga,29,1990,32.1,1232,1053,1222,15,0,0,891,0,0,,0,0,631,2479,1260,0,0,0,0,0,579,579,100.0,0,Matches
2130,Marc Roca\da27e268,es ESP,MF,Espanyol,es La Liga,22,1996,33.4,2036,85,464,1394,297,18,1960,16,25,64.0,17,0,1286,6438,3363,156,24,3,28,20,1416,1308,92.4,35,Matches
2131,Rubén Rochina\ecd8c01e,es ESP,MF,Levante,es La Liga,28,1991,20.8,1281,37,258,694,403,26,1188,42,65,64.6,46,1,893,3897,1924,93,26,3,36,50,1023,889,86.9,103,Matches
2132,Sebastian Rode\e12b0b5b,de GER,MF,Eint Frankfurt,de Bundesliga,28,1990,21.5,1415,49,335,899,283,21,1363,15,21,71.4,15,0,888,5277,2851,112,31,4,13,13,1038,917,88.3,64,Matches
2133,Rodri\6434f10d,es ESP,MF,Manchester City,eng Premier League,23,1996,27.6,2777,89,567,1900,489,29,2754,25,31,80.6,26,0,2069,9232,5007,221,54,1,10,21,2266,2191,96.7,46,Matches
2134,Rodrigo\1fb1c435,es ESP,FW,Valencia,es La Liga,28,1991,20.9,847,17,80,447,378,89,832,17,41,41.5,22,0,595,3557,1658,85,25,17,52,23,1047,699,66.8,209,Matches
2135,Kévin Rodrigues\f1bed920,pt POR,DFMF,Leganés,es La Liga,25,1994,21.5,1079,45,249,455,432,34,930,37,52,71.2,40,6,631,2504,1360,75,25,8,37,39,716,566,79.1,91,Matches
2136,Kévin Rodrigues\f1bed920,pt POR,DF,Real Sociedad,es La Liga,25,1994,0.1,9,0,3,6,3,1,9,0,0,,0,0,6,17,11,1,2,0,1,0,8,7,87.5,1,Matches
2137,Óscar Rodríguez Arnaiz\19709006,es ESP,MFFW,Leganés,es La Liga,21,1998,21.3,1105,16,127,587,489,65,986,42,86,48.8,48,2,763,4121,2338,115,51,10,42,31,892,703,78.8,130,Matches
2138,Ángel Rodríguez\8cfc2f69,es ESP,FW,Getafe,es La Liga,32,1987,15.6,555,6,28,232,328,91,547,15,26,57.7,16,0,384,1734,766,48,15,11,65,40,862,415,48.1,181,Matches
2139,Dani Rodríguez\70f8e0bd,es ESP,MFFW,Mallorca,es La Liga,31,1988,33.8,1591,58,293,909,526,66,1522,54,81,66.7,56,5,1145,7000,3705,155,55,8,53,77,1289,1066,82.7,152,Matches
2140,Guido Rodríguez\34e393f2,ar ARG,MF,Betis,es La Liga,25,1994,10.4,626,32,169,399,79,8,608,12,15,80.0,12,1,413,1485,593,23,5,1,8,5,429,416,97.0,18,Matches
2141,James Rodríguez\715bf047,co COL,MF,Real Madrid,es La Liga,28,1991,4.7,351,1,34,188,145,10,320,0,1,0.0,0,0,229,1152,458,22,6,1,6,3,295,267,90.5,24,Matches
2142,Jay Rodriguez\4ab53cdb,eng ENG,FW,Burnley,eng Premier League,30,1989,22.4,805,19,74,359,408,92,790,19,42,45.2,22,1,458,1986,844,50,19,9,64,41,1093,561,51.3,196,Matches
2143,Mario Rodriguez\a5cdedc7,es ESP,FW,Granada,es La Liga,22,1997,0.0,3,0,1,2,1,0,3,0,0,,0,0,2,16,10,0,0,0,0,0,4,3,75.0,1,Matches
2144,Ricardo Rodríguez\7f78ad23,ch SUI,DF,Milan,it Serie A,26,1992,4.3,324,15,105,177,59,0,287,0,2,0.0,0,0,208,996,548,26,5,0,1,4,219,213,97.3,1,Matches
2145,Rodrygo\8f5e92a6,br BRA,FW,Real Madrid,es La Liga,18,2001,11.3,648,4,56,298,351,65,639,24,48,50.0,26,2,545,2812,1853,122,30,23,31,20,687,541,78.7,90,Matches
2146,Jack Rodwell\a07579ee,eng ENG,MF,Sheffield Utd,eng Premier League,28,1991,0.2,3,1,3,0,0,0,3,0,0,,0,0,1,7,7,0,0,0,0,0,1,1,100.0,0,Matches
2147,Marko Rog\b6b2b820,hr CRO,MF,Cagliari,it Serie A,24,1995,25.7,1488,43,355,887,405,32,1426,59,78,75.6,62,0,1121,6220,3748,150,67,11,28,50,1068,968,90.6,83,Matches
2148,Agustín Rogel\ea42c03f,uy URU,DF,Toulouse,fr Ligue 1,21,1997,9.5,428,65,265,187,12,8,416,1,1,100.0,1,0,261,1383,728,10,1,0,2,2,285,273,95.8,7,Matches
2149,Rogério\10e7f486,br BRA,DF,Sassuolo,it Serie A,21,1998,11.3,836,38,232,421,246,19,734,15,20,75.0,16,2,560,3334,1830,79,35,3,5,11,610,566,92.8,30,Matches
2150,Marcos Rojo\e0991c04,ar ARG,DF,Manchester Utd,eng Premier League,29,1990,1.4,70,9,24,35,12,3,60,0,1,0.0,0,0,39,200,87,4,1,0,1,0,41,40,97.6,4,Matches
2151,Filippo Romagna\84594618,it ITA,DF,Sassuolo,it Serie A,22,1997,16.4,1169,178,599,631,26,9,1143,2,2,100.0,2,0,816,4546,2591,50,2,0,2,0,866,860,99.3,6,Matches
2152,Alessio Romagnoli\3ead85f9,it ITA,DF,Milan,it Serie A,24,1995,34.3,2284,312,1159,1195,72,19,2226,4,6,66.7,4,0,1455,7730,3750,81,11,1,3,2,1625,1598,98.3,4,Matches
2153,Alaixys Romao\0aa874f4,tg TOG,MF,Reims,fr Ligue 1,35,1984,19.8,1204,63,385,769,143,15,1173,18,22,81.8,18,0,784,4194,1931,54,13,1,11,13,816,773,94.7,32,Matches
2154,Cristian Romero\a3d94a58,ar ARG,DF,Genoa,it Serie A,21,1998,28.6,1885,382,1157,731,109,29,1773,14,18,77.8,14,0,1202,7060,4022,65,10,1,6,14,1218,1187,97.5,17,Matches
2155,Luka Romero\ca6edaa0,ar ARG,MF,Mallorca,es La Liga,14,2004,0.1,2,0,0,2,0,0,2,0,0,,0,0,2,44,7,1,0,0,0,0,2,2,100.0,0,Matches
2156,Oriol Romeu\4b511457,es ESP,MF,Southampton,eng Premier League,27,1991,20.7,1261,64,288,822,207,4,1242,13,16,81.3,13,0,736,3049,1583,66,18,0,9,8,768,728,94.8,19,Matches
2157,Rômulo\07abb358,it ITA,MF,Brescia,it Serie A,32,1987,19.1,722,24,171,322,301,42,694,29,45,64.4,30,0,541,3485,1881,79,31,7,25,28,639,488,76.4,96,Matches
2158,Rômulo\07abb358,it ITA,DF,Genoa,it Serie A,32,1987,0.2,11,1,3,6,3,0,10,1,2,50.0,1,0,5,45,36,2,1,0,0,0,7,7,100.0,0,Matches
2159,Cristiano Ronaldo\dea698d9,pt POR,FW,Juventus,it Serie A,34,1985,32.4,1761,28,91,777,1071,242,1699,57,87,65.5,60,2,1345,8163,5073,320,107,57,69,50,1930,1505,78.0,352,Matches
2160,Facundo Roncaglia\51e3954c,ar ARG,DF,Osasuna,es La Liga,32,1987,14.2,732,76,316,400,68,4,639,15,18,83.3,16,1,372,2534,1140,30,9,2,4,3,312,296,94.9,3,Matches
2161,Valentin Rongier\ed45c4a5,fr FRA,MF,Marseille,fr Ligue 1,24,1994,19.9,1498,27,282,955,364,34,1477,24,32,75.0,25,0,1015,5385,2671,122,25,9,19,25,1168,1074,92.0,58,Matches
2162,Valentin Rongier\ed45c4a5,fr FRA,MF,Nantes,fr Ligue 1,24,1994,3.0,198,3,21,100,86,8,185,5,5,100.0,5,0,141,645,237,11,2,3,3,4,171,145,84.8,18,Matches
2163,Marten de Roon\2a1beb34,nl NED,MF,Atalanta,it Serie A,28,1991,30.2,2300,81,518,1397,523,18,2241,12,19,63.2,12,1,1601,7557,3675,159,47,2,9,19,1709,1638,95.8,38,Matches
2164,Roberto Rosales\81069528,ve VEN,DF,Leganés,es La Liga,30,1988,20.8,1114,58,275,476,400,20,888,11,18,61.1,12,0,553,2314,1187,62,19,4,15,17,639,543,85.0,48,Matches
2165,Antonio Rosati\28a15394,it ITA,GK,Torino,it Serie A,36,1983,1.0,39,39,39,0,0,0,23,0,0,,0,0,16,84,34,0,0,0,0,0,14,13,92.9,0,Matches
2166,Danny Rose\89d10e53,eng ENG,DF,Tottenham,eng Premier League,29,1990,9.9,682,47,196,341,194,13,594,11,22,50.0,14,1,443,2181,1226,53,17,1,5,7,428,415,97.0,13,Matches
2167,Danny Rose\89d10e53,eng ENG,DF,Newcastle Utd,eng Premier League,29,1990,9.6,505,25,182,274,81,4,449,3,6,50.0,3,0,293,1282,700,24,13,0,2,4,312,290,92.9,11,Matches
2168,Luca Rossettini\47a500ae,it ITA,DF,Lecce,it Serie A,34,1985,25.1,1287,312,870,469,22,6,1240,1,1,100.0,1,0,693,3550,1808,28,2,0,2,2,811,803,99.0,6,Matches
2169,Francesco Rossi\7b5f516f,it ITA,GK,Atalanta,it Serie A,28,1991,0.1,3,3,3,0,0,0,3,0,0,,0,0,1,1,0,0,0,0,0,0,2,2,100.0,0,Matches
2170,Jérôme Roussillon\13203c45,fr FRA,DF,Wolfsburg,de Bundesliga,26,1993,26.3,1416,85,419,671,432,47,1171,42,71,59.2,44,9,796,4292,2772,111,33,15,33,45,850,726,85.4,82,Matches
2171,Nolan Roux\3071a619,fr FRA,FW,Nîmes,fr Ligue 1,31,1988,6.5,212,5,17,89,112,32,197,5,11,45.5,6,0,113,442,203,13,2,1,14,9,258,138,53.5,57,Matches
2172,Nicolò Rovella\e58cbfd5,it ITA,MF,Genoa,it Serie A,17,2001,1.2,76,0,15,60,9,1,75,0,0,,0,0,58,285,104,4,2,0,0,1,58,52,89.7,1,Matches
2173,Amir Rrahmani\4b3e1a38,xk KVX,DF,Hellas Verona,it Serie A,25,1994,35.9,1941,266,902,934,211,55,1862,12,23,52.2,14,0,1069,6031,3064,118,38,1,5,13,1167,1101,94.3,46,Matches
2174,Rubén\24279b8b,es ESP,GK,Osasuna,es La Liga,35,1984,17.6,560,484,558,3,0,0,356,2,2,100.0,2,0,250,1610,951,0,0,0,0,0,199,197,99.0,0,Matches
2175,Waldo Rubio\ccaa5728,es ESP,MFFW,Valladolid,es La Liga,23,1995,9.8,424,18,106,195,168,23,415,20,42,47.6,23,1,311,1937,1321,62,17,13,18,13,350,289,82.6,38,Matches
2176,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,eng Premier League,26,1993,19.0,1642,194,811,905,67,14,1611,0,0,,0,0,1137,6581,3827,100,19,0,2,5,1201,1193,99.3,11,Matches
2177,Sebastian Rudy\80f36c88,de GER,MFDF,Hoffenheim,de Bundesliga,29,1990,30.4,1808,65,446,1010,452,30,1671,16,25,64.0,18,1,1092,4635,2431,101,39,3,27,26,1278,1169,91.5,101,Matches
2178,Stéphane Ruffier\cac76a72,fr FRA,GK,Saint-Étienne,fr Ligue 1,32,1986,22.0,663,593,662,1,0,0,439,0,0,,0,0,304,1261,702,0,0,0,0,0,256,256,100.0,0,Matches
2179,Dion Ruffo Luci\f239e6dd,it ITA,MF,Bologna,it Serie A,18,2001,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1,1,1,100.0,0,Matches
2180,Daniele Rugani\14b8fcdf,it ITA,DF,Juventus,it Serie A,25,1994,7.7,515,56,229,292,14,6,506,0,0,,0,0,301,1474,797,16,0,0,1,1,362,355,98.1,5,Matches
2181,Mário Rui\0b5a292a,pt POR,DF,Napoli,it Serie A,28,1991,21.8,2219,72,542,1116,700,31,1988,26,38,68.4,28,3,1574,6924,4474,200,64,5,13,14,1675,1613,96.3,57,Matches
2182,Aitor Ruibal\a55d8df5,es ESP,DFFW,Leganés,es La Liga,23,1996,13.6,588,12,107,280,249,36,559,33,57,57.9,37,5,433,1824,1243,63,18,12,22,32,501,377,75.2,76,Matches
2183,Fabián Ruiz Peña\c0c7ff58,es ESP,MF,Napoli,it Serie A,23,1996,29.8,2649,65,435,1597,793,54,2587,30,43,69.8,31,8,2052,9656,5429,248,88,16,33,34,2322,2174,93.6,158,Matches
2184,Gerónimo Rulli\625c144a,ar ARG,GK,Montpellier,fr Ligue 1,27,1992,25.0,952,810,946,7,1,0,678,0,0,,0,0,471,2157,1312,0,0,0,0,0,380,379,99.7,0,Matches
2185,Lukas Rupp\3faa1780,de GER,FWMF,Norwich City,eng Premier League,28,1991,7.7,342,19,95,176,91,15,335,9,15,60.0,9,0,231,951,340,12,6,0,13,13,281,216,76.9,23,Matches
2186,Lukas Rupp\3faa1780,de GER,MFFW,Hoffenheim,de Bundesliga,28,1991,3.8,222,8,43,133,64,13,220,4,12,33.3,5,0,151,643,322,13,6,3,8,12,205,158,77.1,29,Matches
2187,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,eng Premier League,27,1992,38.0,1547,1301,1542,6,1,1,1221,0,0,,0,0,896,3952,1858,0,0,0,1,0,845,841,99.5,0,Matches
2188,Julian Ryerson\009a4f60,no NOR,DFFW,Union Berlin,de Bundesliga,21,1997,4.1,227,19,75,100,65,5,184,6,9,66.7,6,0,124,694,309,15,8,2,5,7,131,113,86.3,10,Matches
2189,Frederik Rønnow\a70b8345,dk DEN,GK,Eint Frankfurt,de Bundesliga,26,1992,9.0,373,321,370,3,0,0,294,0,0,,0,0,213,893,576,0,0,0,0,0,187,187,100.0,0,Matches
2190,João Victor Santos Sá\1a1033a1,br BRA,MFFW,Wolfsburg,de Bundesliga,25,1994,18.1,691,7,94,316,335,68,681,35,53,66.0,40,2,456,2231,1362,77,27,21,46,35,739,432,58.5,138,Matches
2191,Roli Pereira de Sa\60f58477,fr FRA,MF,Nantes,fr Ligue 1,22,1996,0.1,13,0,2,8,5,0,12,0,0,,0,0,12,72,39,4,1,0,0,0,11,11,100.0,0,Matches
2192,Youssouf Sabaly\fbbb9269,sn SEN,DF,Bordeaux,fr Ligue 1,26,1993,10.1,724,36,178,417,174,17,633,12,20,60.0,14,0,458,2161,1171,43,16,6,8,17,480,427,89.0,20,Matches
2193,Stefano Sabelli\0ccac09c,it ITA,DF,Brescia,it Serie A,26,1993,35.2,2417,158,900,1101,595,24,1990,27,49,55.1,29,2,1343,8210,5340,189,81,3,28,26,1381,1277,92.5,38,Matches
2194,Abdelhamid Sabiri\4830e0af,de GER,MF,Paderborn 07,de Bundesliga,22,1996,11.6,621,36,150,369,138,17,598,33,54,61.1,35,2,441,1755,763,27,4,1,20,24,492,423,86.0,42,Matches
2195,Marcel Sabitzer\e280527c,at AUT,MFFW,RB Leipzig,de Bundesliga,25,1994,27.8,1825,37,272,968,697,78,1698,25,39,64.1,26,3,1194,5360,2887,146,57,11,35,37,1505,1293,85.9,181,Matches
2196,Ihsan Sacko\68a87d66,fr FRA,FWDF,Nice,fr Ligue 1,22,1997,1.6,62,0,9,28,31,8,61,2,7,28.6,2,0,57,315,187,10,2,0,5,4,72,53,73.6,9,Matches
2197,Alexis Saelemaekers\ee251371,be BEL,FWDF,Milan,it Serie A,20,1999,7.6,419,5,52,187,200,26,391,5,10,50.0,5,0,263,1314,798,44,14,7,12,11,334,279,83.5,42,Matches
2198,Jorge Sáenz\bfca375c,es ESP,DFFW,Celta Vigo,es La Liga,22,1996,4.1,207,26,125,87,4,0,205,0,0,,0,0,110,547,259,3,0,0,1,1,133,131,98.5,0,Matches
2199,Nuri Şahin\f4081572,tr TUR,MF,Werder Bremen,de Bundesliga,30,1988,13.9,926,61,254,539,195,4,813,11,16,68.8,11,0,530,2314,1279,42,21,0,3,9,552,518,93.8,14,Matches
2200,Wesley Saïd\90fcf472,fr FRA,MFFW,Toulouse,fr Ligue 1,24,1995,12.9,533,15,90,285,202,39,516,31,43,72.1,32,0,396,2433,1486,67,22,9,22,21,513,382,74.5,67,Matches
2201,Allan Saint-Maximin\2b16cb1a,fr FRA,MFFW,Newcastle Utd,eng Premier League,22,1997,20.7,794,9,136,333,432,80,786,102,150,68.0,106,3,768,5399,3757,182,53,37,53,61,773,583,75.4,89,Matches
2202,Théo Sainte-Luce\93c942fb,fr FRA,DFFW,Nîmes,fr Ligue 1,20,1998,0.2,4,0,1,3,0,0,4,0,0,,0,0,4,13,6,0,0,0,0,1,4,3,75.0,0,Matches
2203,Borja Sainz\1b40049a,es ESP,MFFW,Alavés,es La Liga,18,2001,6.4,239,4,53,106,107,26,238,11,27,40.7,13,1,176,1005,582,21,7,5,24,19,229,133,58.1,35,Matches
2204,Romain Saïss\9fbbcf39,ma MAR,DF,Wolves,eng Premier League,29,1990,30.1,1931,175,926,1008,88,26,1891,7,9,77.8,8,1,1058,4594,2448,51,5,0,6,8,1201,1165,97.0,21,Matches
2205,Bukayo Saka\bc7dc64d,eng ENG,DFFW,Arsenal,eng Premier League,17,2001,19.5,1069,40,271,470,405,61,948,31,48,64.6,31,2,726,3919,2454,121,37,19,32,37,835,696,83.4,90,Matches
2206,Hiroki Sakai\d63e2912,jp JPN,DF,Marseille,fr Ligue 1,29,1990,18.0,1328,41,346,710,330,22,1134,12,26,46.2,13,1,789,3439,2091,87,21,7,15,15,861,785,91.2,45,Matches
2207,Mamadou Sakho\87935cf3,fr FRA,DF,Crystal Palace,eng Premier League,29,1990,10.3,608,93,354,283,11,3,591,5,6,83.3,5,0,368,1696,855,14,1,0,3,2,388,378,97.4,0,Matches
2208,Jacopo Sala\da5a981b,it ITA,DF,SPAL,it Serie A,27,1991,9.5,576,33,163,265,182,12,504,9,17,52.9,10,3,352,1676,890,47,14,1,8,7,379,333,87.9,26,Matches
2209,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,eng Premier League,27,1992,32.0,1405,5,57,408,1018,317,1349,66,99,66.7,70,3,1069,4891,2904,186,40,54,85,79,1815,1109,61.1,383,Matches
2210,Bartosz Salamon\9b30df1e,pl POL,DF,SPAL,it Serie A,28,1991,3.8,180,36,103,89,5,2,176,0,0,,0,0,111,744,483,9,0,0,2,0,119,118,99.2,2,Matches
2211,Eddie Salcedo\0489bb30,it ITA,FWMF,Hellas Verona,it Serie A,17,2001,7.6,326,4,20,137,196,44,317,10,17,58.8,10,0,236,1084,558,43,12,10,28,24,416,265,63.7,106,Matches
2212,William Saliba\972aeb2a,fr FRA,DF,Saint-Étienne,fr Ligue 1,18,2001,11.0,661,85,346,327,30,4,633,10,14,71.4,11,0,417,2790,1589,38,8,0,4,7,397,389,98.0,6,Matches
2213,Yannis Salibur\bb4a42be,fr FRA,MFFW,Mallorca,es La Liga,28,1991,0.9,53,1,6,26,27,7,52,2,3,66.7,2,0,41,275,172,10,3,3,0,3,52,44,84.6,11,Matches
2214,Romain Salin\74733221,fr FRA,GK,Rennes,fr Ligue 1,35,1984,4.0,142,127,142,0,0,0,89,0,0,,0,0,47,316,135,0,0,0,0,0,42,40,95.2,0,Matches
