Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2180,Tim Ream\28b40c9c,us USA,DF,Fulham,eng Premier League,32,1987,7.0,396,434,91.2,8687,2742,102,106,96.2,220,228,96.5,72,94,76.6,0,0.0,0.0,0,31,0,0,24,Matches
2181,Ante Rebić\536cebe5,hr CRO,FW,Milan,it Serie A,26,1993,19.7,307,483,63.6,4613,1302,170,233,73.0,87,141,61.7,26,49,53.1,4,5.3,-1.3,34,18,32,9,46,Matches
2182,Arkadiusz Reca\6213fd82,pl POL,DF,Crotone,it Serie A,25,1995,25.7,735,1047,70.2,13426,4548,311,390,79.7,331,447,74.0,83,152,54.6,3,3.0,0.0,25,27,28,13,82,Matches
2183,Recio\54073b28,es ESP,MF,Eibar,es La Liga,29,1991,8.2,343,430,79.8,6288,1581,161,181,89.0,126,150,84.0,49,82,59.8,0,0.7,-0.7,13,30,6,3,24,Matches
2184,Daishawn Redan\16b4260e,nl NED,FWMF,Hertha BSC,de Bundesliga,19,2001,1.1,19,29,65.5,312,87,7,11,63.6,11,15,73.3,0,0,,0,0.0,0.0,1,4,1,0,5,Matches
2185,Nathan Redmond\ab651565,eng ENG,MFFW,Southampton,eng Premier League,26,1994,19.3,564,743,75.9,9326,2326,281,338,83.1,216,280,77.1,50,76,65.8,3,3.3,-0.3,29,35,31,5,74,Matches
2186,Harrison Reed\803ae100,eng ENG,MF,Fulham,eng Premier League,25,1995,25.0,1262,1460,86.4,24280,5739,467,506,92.3,625,688,90.8,155,228,68.0,2,1.4,+0.6,22,86,18,4,97,Matches
2187,Vasco Regini\339c6ed4,it ITA,DF,Sampdoria,it Serie A,29,1990,1.0,33,37,89.2,603,284,13,14,92.9,15,17,88.2,3,4,75.0,0,0.0,0.0,1,2,1,1,2,Matches
2188,Sergio Reguilón\3353737a,es ESP,DF,Tottenham,eng Premier League,23,1996,24.9,1076,1393,77.2,18509,6530,525,591,88.8,466,569,81.9,72,172,41.9,3,1.7,+1.3,17,60,27,16,82,Matches
2189,Bobby Reid\0f7533cd,jm JAM,MFDF,Fulham,eng Premier League,27,1993,26.4,612,826,74.1,10197,2922,308,360,85.6,230,297,77.4,54,120,45.0,2,1.4,+0.6,15,38,28,6,60,Matches
2190,Pepe Reina\e358587b,es ESP,GK,Lazio,it Serie A,37,1982,29.0,914,1120,81.6,26272,17009,159,159,100.0,393,398,98.7,357,558,64.0,0,0.0,0.0,1,12,1,0,1,Matches
2191,Jeff Reine-Adélaïde\d504b3e1,fr FRA,MFFW,Nice,fr Ligue 1,22,1998,11.8,497,593,83.8,9065,1968,216,240,90.0,212,242,87.6,55,85,64.7,2,2.4,-0.4,17,49,13,2,50,Matches
2192,Jeff Reine-Adélaïde\d504b3e1,fr FRA,FW,Lyon,fr Ligue 1,22,1998,0.3,15,19,78.9,246,71,9,11,81.8,5,5,100.0,1,2,50.0,0,0.0,0.0,1,3,1,0,2,Matches
2193,Reinier\6b21b7b5,br BRA,MFFW,Dortmund,de Bundesliga,18,2002,2.9,100,113,88.5,1329,293,65,70,92.9,28,32,87.5,3,4,75.0,1,0.4,+0.6,4,4,3,1,5,Matches
2194,Francisco Reis Ferreira\4b3c863f,pt POR,DF,Valencia,es La Liga,23,1997,2.0,67,76,88.2,1613,554,16,16,100.0,35,39,89.7,16,19,84.2,0,0.0,0.0,0,3,0,0,4,Matches
2195,Rocco Reitz\cc971106,de GER,MF,M'Gladbach,de Bundesliga,18,2002,0.7,35,43,81.4,552,174,18,21,85.7,13,15,86.7,3,6,50.0,0,0.1,-0.1,2,4,0,0,3,Matches
2196,Karim Rekik\3376a776,nl NED,DF,Sevilla,es La Liga,25,1994,7.3,435,490,88.8,7610,2368,188,202,93.1,216,238,90.8,29,47,61.7,0,0.1,-0.1,3,24,5,1,24,Matches
2197,Álex Remiro\374ee424,es ESP,GK,Real Sociedad,es La Liga,25,1995,38.0,855,1203,71.1,26319,16478,146,149,98.0,377,383,98.4,331,669,49.5,0,0.0,0.0,0,12,0,0,1,Matches
2198,Panagiotis Retsos\4bd00a50,gr GRE,DF,Saint-Étienne,fr Ligue 1,21,1998,3.0,161,187,86.1,3295,973,60,64,93.8,73,88,83.0,28,34,82.4,0,0.1,-0.1,2,9,1,0,9,Matches
2199,Marco Reus\36a3ff67,de GER,MFFW,Dortmund,de Bundesliga,31,1989,25.3,914,1145,79.8,14881,3833,501,589,85.1,297,348,85.3,88,133,66.2,6,8.1,-2.1,50,60,43,6,101,Matches
2200,Elvis Rexhbeçaj\1ae836b1,de GER,MFFW,Köln,de Bundesliga,22,1997,20.4,419,646,64.9,7778,2868,183,232,78.9,154,205,75.1,65,162,40.1,2,2.3,-0.3,26,44,14,4,50,Matches
2201,Oriol Rey\e8a0d2f7,es ESP,MF,Valladolid,es La Liga,22,1998,0.2,11,13,84.6,270,77,1,2,50.0,7,8,87.5,3,3,100.0,0,0.0,0.0,0,2,0,0,1,Matches
2202,Gio Reyna\7fa4e703,us USA,FWMF,Dortmund,de Bundesliga,17,2002,22.0,768,969,79.3,11985,2485,434,507,85.6,255,303,84.2,56,98,57.1,5,4.3,+0.7,34,46,31,2,58,Matches
2203,Baptiste Reynet\bcf1b2e9,fr FRA,GK,Nîmes,fr Ligue 1,29,1990,38.0,1069,1587,67.4,34589,20438,116,116,100.0,540,542,99.6,412,928,44.4,0,0.8,-0.8,4,32,1,0,1,Matches
2204,Bryan Reynolds\2306bf5c,us USA,DF,Roma,it Serie A,19,2001,3.1,124,147,84.4,2171,641,65,71,91.5,47,55,85.5,11,18,61.1,0,0.0,0.0,1,8,2,0,5,Matches
2205,Franck Ribéry\f61c7c4e,fr FRA,FW,Fiorentina,it Serie A,37,1983,23.9,772,894,86.4,13430,2849,382,420,91.0,290,326,89.0,88,103,85.4,6,4.5,+1.5,31,77,35,2,92,Matches
2206,Ricard\fce521d7,es ESP,DF,Atlético Madrid,es La Liga,20,2000,0.3,14,20,70.0,292,161,5,6,83.3,7,10,70.0,2,3,66.7,0,0.0,0.0,0,1,2,2,0,Matches
2207,Federico Ricci\524eb8c5,it ITA,FW,Sassuolo,it Serie A,26,1994,0.0,4,4,100.0,61,10,3,3,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2208,Giacomo Ricci\cfb38237,it ITA,DF,Parma,it Serie A,23,1996,0.7,19,26,73.1,389,163,5,6,83.3,12,15,80.0,2,4,50.0,0,0.0,0.0,0,3,1,1,4,Matches
2209,Matteo Ricci\3cf7dc7e,it ITA,MF,Spezia,it Serie A,26,1994,24.8,1418,1665,85.2,32319,8862,380,430,88.4,684,745,91.8,342,459,74.5,2,1.4,+0.6,22,169,24,0,173,Matches
2210,Declan Rice\1c7012b8,eng ENG,MF,West Ham,eng Premier League,21,1999,32.0,1298,1506,86.2,25003,6065,525,580,90.5,567,628,90.3,192,261,73.6,1,2.1,-1.1,19,113,21,9,94,Matches
2211,Chris Richards\0a3d6d2b,us USA,DF,Hoffenheim,de Bundesliga,20,2000,10.5,592,674,87.8,12598,3849,170,179,95.0,330,356,92.7,89,124,71.8,1,0.3,+0.7,4,34,3,0,36,Matches
2212,Chris Richards\0a3d6d2b,us USA,DF,Bayern Munich,de Bundesliga,20,2000,1.0,79,87,90.8,1492,461,36,39,92.3,33,35,94.3,10,10,100.0,1,0.3,+0.7,3,8,5,3,9,Matches
2213,Lewis Richardson\4fa62ae4,eng ENG,FWMF,Burnley,eng Premier League,17,2003,0.0,0,1,0.0,0,0,0,1,0.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2214,Richarlison\fa031b34,br BRA,FW,Everton,eng Premier League,23,1997,31.8,534,772,69.2,8273,1745,297,375,79.2,186,261,71.3,36,62,58.1,3,3.2,-0.2,25,24,14,1,42,Matches
2215,Marco Richter\f972644c,de GER,FWMF,Augsburg,de Bundesliga,22,1997,15.7,285,477,59.7,5638,1775,111,155,71.6,111,155,71.6,51,122,41.8,1,1.6,-0.6,15,31,12,5,39,Matches
2216,Mikel Rico\def69cd0,es ESP,MF,Huesca,es La Liga,35,1984,24.3,704,901,78.1,13549,3011,299,352,84.9,293,343,85.4,104,165,63.0,4,1.5,+2.5,19,52,13,6,64,Matches
2217,Sergio Rico\5f0241b2,es ESP,GK,Paris S-G,fr Ligue 1,26,1993,9.0,196,216,90.7,4275,2523,56,56,100.0,106,106,100.0,33,53,62.3,0,0.0,0.0,0,0,0,0,0,Matches
2218,Jaïro Riedewald\7a1f2c08,nl NED,MF,Crystal Palace,eng Premier League,23,1996,20.2,533,628,84.9,9123,2310,251,283,88.7,214,245,87.3,55,76,72.4,0,1.0,-1.0,11,46,8,0,42,Matches
2219,Emiliano Rigoni\a1216563,ar ARG,MFFW,Elche,es La Liga,27,1993,12.7,303,408,74.3,4897,1031,160,185,86.5,106,120,88.3,25,81,30.9,1,1.9,-0.9,11,13,6,3,18,Matches
2220,Tomás Rincón\f1cfc209,ve VEN,MF,Torino,it Serie A,32,1988,31.6,1156,1375,84.1,21399,5922,562,628,89.5,427,482,88.6,153,225,68.0,1,1.8,-0.8,14,118,16,4,98,Matches
2221,Luis Rioja\eb3dd471,es ESP,MFDF,Alavés,es La Liga,26,1993,23.2,436,651,67.0,7082,2168,230,280,82.1,152,227,67.0,39,90,43.3,2,3.3,-1.3,25,31,17,11,40,Matches
2222,Renaud Ripart\beae3a73,fr FRA,MFFW,Nîmes,fr Ligue 1,27,1993,33.9,820,1196,68.6,14543,4159,390,497,78.5,291,409,71.1,107,179,59.8,0,1.2,-1.2,14,67,21,7,91,Matches
2223,Andrea Rispoli\39ee6cb6,it ITA,DF,Crotone,it Serie A,31,1988,7.2,224,318,70.4,4155,1703,90,109,82.6,101,126,80.2,27,58,46.6,0,0.6,-0.6,10,9,7,6,27,Matches
2224,Mihailo Ristić\ea0aa7e0,rs SRB,DF,Montpellier,fr Ligue 1,24,1995,24.8,983,1265,77.7,20017,8006,394,443,88.9,393,486,80.9,178,290,61.4,2,1.5,+0.5,19,76,37,21,96,Matches
2225,Matt Ritchie\71ef519e,sct SCO,DFMF,Newcastle Utd,eng Premier League,30,1989,15.0,411,607,67.7,7978,3480,184,210,87.6,149,195,76.4,69,178,38.8,2,1.5,+0.5,24,27,18,13,37,Matches
2226,Maxence Rivera\46a7b605,fr FRA,MFFW,Saint-Étienne,fr Ligue 1,18,2002,2.7,82,110,74.5,1394,343,38,43,88.4,33,44,75.0,9,18,50.0,0,0.1,-0.1,3,8,1,1,9,Matches
2227,Emmanuel Rivière\2bae5658,fr FRA,FWMF,Crotone,it Serie A,30,1990,7.1,113,148,76.4,1519,241,72,86,83.7,32,45,71.1,3,4,75.0,1,0.6,+0.4,5,5,1,0,6,Matches
2228,Rober\c00097d2,es ESP,DFMF,Levante,es La Liga,25,1995,15.8,726,853,85.1,16095,5178,228,244,93.4,339,372,91.1,152,215,70.7,1,0.7,+0.3,3,54,1,0,58,Matches
2229,Roberto\ba3ca78f,es ESP,GK,Valladolid,es La Liga,34,1986,13.0,200,411,48.7,8584,6225,14,14,100.0,65,65,100.0,121,332,36.4,0,0.0,0.0,0,3,0,0,0,Matches
2230,Sergi Roberto\335fa267,es ESP,DFMF,Barcelona,es La Liga,28,1992,10.5,800,887,90.2,12331,3382,436,467,93.4,307,330,93.0,42,56,75.0,2,2.0,0.0,13,53,18,2,44,Matches
2231,Tyler Roberts\6c17e046,wls WAL,MFFW,Leeds United,eng Premier League,21,1999,14.9,337,467,72.2,5289,1239,177,228,77.6,112,145,77.2,28,55,50.9,2,1.8,+0.2,15,25,22,1,43,Matches
2232,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,eng Premier League,26,1994,37.6,2567,3213,79.9,47107,15919,1112,1261,88.2,1171,1344,87.1,258,521,49.5,7,6.9,+0.1,66,177,66,26,265,Matches
2233,Antonee Robinson\289601e6,us USA,DF,Fulham,eng Premier League,22,1997,24.0,982,1352,72.6,18310,7073,410,482,85.1,442,564,78.4,120,251,47.8,0,1.6,-1.6,28,40,43,25,87,Matches
2234,Callum Robinson\e75750a3,ie IRL,FWMF,West Brom,eng Premier League,25,1995,17.3,318,449,70.8,5031,1145,170,209,81.3,104,133,78.2,31,63,49.2,0,0.8,-0.8,14,21,12,7,21,Matches
2235,Jack Robinson\7399c7a8,eng ENG,DF,Sheffield Utd,eng Premier League,26,1993,9.7,354,439,80.6,6743,2333,144,157,91.7,154,180,85.6,51,89,57.3,1,0.9,+0.1,1,24,1,0,20,Matches
2236,Joel Robles\cda0b317,es ESP,GK,Betis,es La Liga,30,1990,18.0,355,565,62.8,11228,7383,80,81,98.8,132,134,98.5,142,349,40.7,0,0.0,0.0,1,6,0,0,1,Matches
2237,Hal Robson-Kanu\fb2dec57,wls WAL,FWMF,West Brom,eng Premier League,31,1989,6.2,64,86,74.4,941,238,33,40,82.5,16,22,72.7,7,12,58.3,0,0.4,-0.4,6,7,2,1,9,Matches
2238,Marc Roca\da27e268,es ESP,MF,Bayern Munich,de Bundesliga,23,1996,2.0,111,123,90.2,1920,728,55,59,93.2,45,47,95.7,11,14,78.6,0,0.0,0.0,1,8,3,0,15,Matches
2239,Christopher Rocchia\aa21406e,fr FRA,DF,Marseille,fr Ligue 1,22,1998,0.2,14,15,93.3,221,42,8,8,100.0,3,3,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches
2240,Rubén Rochina\ecd8c01e,es ESP,MF,Levante,es La Liga,29,1991,15.6,600,832,72.1,13239,3835,225,266,84.6,220,276,79.7,141,258,54.7,1,2.1,-1.1,16,74,29,6,84,Matches
2241,Marek Rodák\17acc2ed,sk SVK,GK,Fulham,eng Premier League,23,1996,2.0,37,46,80.4,959,536,9,9,100.0,15,15,100.0,12,21,57.1,0,0.0,0.0,0,0,0,0,0,Matches
2242,Sebastian Rode\e12b0b5b,de GER,MF,Eint Frankfurt,de Bundesliga,29,1990,18.1,883,1053,83.9,15803,4025,390,449,86.9,385,426,90.4,93,140,66.4,0,1.3,-1.3,20,79,19,3,87,Matches
2243,Joe Rodon\8d62d31a,wls WAL,DF,Tottenham,eng Premier League,22,1997,8.1,365,411,88.8,7783,1857,101,110,91.8,206,219,94.1,56,78,71.8,0,0.0,0.0,0,9,0,0,10,Matches
2244,Rodri\6434f10d,es ESP,MF,Manchester City,eng Premier League,24,1996,30.5,2495,2728,91.5,50166,10296,938,998,94.0,1102,1180,93.4,427,495,86.3,2,1.7,+0.3,27,239,17,1,156,Matches
2245,Rodrigo\1fb1c435,es ESP,MFFW,Leeds United,eng Premier League,29,1991,14.3,432,573,75.4,7609,1732,210,252,83.3,161,205,78.5,49,77,63.6,2,2.4,-0.4,28,39,20,4,57,Matches
2246,Rodrigo\85bed4ee,es ESP,FWMF,Betis,es La Liga,20,2000,6.0,215,254,84.6,3614,881,103,115,89.6,76,89,85.4,24,32,75.0,0,0.5,-0.5,7,14,10,1,22,Matches
2247,Kévin Rodrigues\f1bed920,pt POR,MFDF,Eibar,es La Liga,26,1994,12.2,376,556,67.6,7164,2717,161,185,87.0,153,212,72.2,56,133,42.1,1,0.7,+0.3,12,36,12,5,46,Matches
2248,Óscar Rodríguez Arnaiz\19709006,es ESP,MFFW,Sevilla,es La Liga,22,1998,5.7,260,342,76.0,4801,1181,131,149,87.9,90,111,81.1,35,68,51.5,0,0.9,-0.9,11,18,10,3,18,Matches
2249,Ángel Rodríguez\8cfc2f69,es ESP,FWMF,Getafe,es La Liga,33,1987,15.3,212,318,66.7,3324,339,122,159,76.7,56,90,62.2,24,42,57.1,0,0.5,-0.5,6,10,7,1,10,Matches
2250,Guido Rodríguez\34e393f2,ar ARG,MF,Betis,es La Liga,26,1994,31.8,1408,1653,85.2,27258,6773,570,638,89.3,588,653,90.0,221,299,73.9,0,0.7,-0.7,11,115,9,1,94,Matches
2251,James Rodríguez\715bf047,co COL,FWMF,Everton,eng Premier League,29,1991,19.6,879,1111,79.1,18324,5584,359,415,86.5,313,361,86.7,190,290,65.5,4,5.4,-1.4,43,104,41,7,132,Matches
2252,Jay Rodriguez\4ab53cdb,eng ENG,FWMF,Burnley,eng Premier League,31,1989,14.1,208,283,73.5,2682,611,132,165,80.0,54,77,70.1,8,18,44.4,2,1.7,+0.3,8,11,7,1,22,Matches
2253,Miguel Rodríguez\958d67bb,es ESP,FWMF,Celta Vigo,es La Liga,17,2003,0.3,11,16,68.8,218,39,7,9,77.8,2,3,66.7,2,2,100.0,0,0.0,0.0,0,0,0,0,1,Matches
2254,Ricardo Rodríguez\7f78ad23,ch SUI,DF,Torino,it Serie A,27,1992,13.8,612,726,84.3,11271,3643,285,302,94.4,252,287,87.8,68,117,58.1,0,0.3,-0.3,6,43,7,1,43,Matches
2255,Víctor Rodríguez\15781606,es ESP,MF,Elche,es La Liga,31,1989,4.7,296,325,91.1,5417,1177,127,138,92.0,131,136,96.3,35,42,83.3,0,0.6,-0.6,4,26,2,0,21,Matches
2256,Rodrygo\8f5e92a6,br BRA,FW,Real Madrid,es La Liga,19,2001,10.9,340,420,81.0,4761,1273,217,242,89.7,103,123,83.7,13,27,48.1,6,3.0,+3.0,17,19,17,2,36,Matches
2257,Marko Rog\b6b2b820,hr CRO,MF,Cagliari,it Serie A,25,1995,12.9,540,617,87.5,9371,2332,249,275,90.5,226,249,90.8,56,72,77.8,0,0.6,-0.6,9,48,7,1,44,Matches
2258,Rogério\10e7f486,br BRA,DF,Sassuolo,it Serie A,22,1998,20.9,1097,1294,84.8,18439,5300,539,578,93.3,463,532,87.0,80,147,54.4,1,1.5,-0.5,12,60,18,7,61,Matches
2259,Luis Rojas\11e0904f,cl CHI,MFFW,Crotone,it Serie A,18,2002,1.2,39,50,78.0,645,87,18,21,85.7,16,19,84.2,3,7,42.9,0,0.0,0.0,0,2,0,0,1,Matches
2260,Alessio Romagnoli\3ead85f9,it ITA,DF,Milan,it Serie A,25,1995,21.2,914,1010,90.5,18659,5267,267,282,94.7,517,548,94.3,124,167,74.3,1,0.5,+0.5,3,41,3,1,49,Matches
2261,Cristian Romero\a3d94a58,ar ARG,DF,Atalanta,it Serie A,22,1998,28.3,1128,1247,90.5,24001,6356,305,339,90.0,610,641,95.2,197,232,84.9,2,1.0,+1.0,8,50,7,0,68,Matches
2262,Oriol Romeu\4b511457,es ESP,MF,Southampton,eng Premier League,28,1991,19.6,1042,1258,82.8,17575,3666,505,576,87.7,441,501,88.0,77,141,54.6,1,1.1,-0.1,14,62,15,1,87,Matches
2263,Cristiano Ronaldo\dea698d9,pt POR,FW,Juventus,it Serie A,35,1985,31.1,853,1086,78.5,12997,2825,485,575,84.3,289,357,81.0,55,87,63.2,2,2.8,-0.8,30,59,32,6,81,Matches
2264,Facundo Roncaglia\51e3954c,ar ARG,DF,Osasuna,es La Liga,33,1987,13.7,390,560,69.6,8553,3760,132,159,83.0,179,234,76.5,76,146,52.1,1,0.1,+0.9,4,35,4,0,46,Matches
2265,Valentin Rongier\ed45c4a5,fr FRA,MF,Marseille,fr Ligue 1,25,1994,21.0,1208,1388,87.0,20565,4279,589,643,91.6,486,540,90.0,100,139,71.9,2,1.1,+0.9,11,94,9,2,81,Matches
2266,Marten de Roon\2a1beb34,nl NED,MF,Atalanta,it Serie A,29,1991,33.6,1869,2148,87.0,37115,11168,696,764,91.1,900,988,91.1,257,355,72.4,1,2.1,-1.1,25,247,23,4,199,Matches
2267,Jérôme Roussillon\13203c45,fr FRA,DF,Wolfsburg,de Bundesliga,27,1993,13.7,505,673,75.0,9538,3610,213,250,85.2,218,281,77.6,68,121,56.2,2,1.5,+0.5,16,28,11,5,45,Matches
2268,Nolan Roux\3071a619,fr FRA,FW,Nîmes,fr Ligue 1,32,1988,7.2,104,154,67.5,1537,226,64,88,72.7,29,38,76.3,8,16,50.0,0,0.3,-0.3,2,4,5,2,6,Matches
2269,Nicolò Rovella\e58cbfd5,it ITA,MF,Genoa,it Serie A,18,2001,13.2,700,824,85.0,14405,3269,260,287,90.6,303,331,91.5,127,186,68.3,2,1.5,+0.5,18,49,12,4,47,Matches
2270,Amir Rrahmani\4b3e1a38,xk KVX,DF,Napoli,it Serie A,26,1994,12.2,532,577,92.2,11326,3160,156,164,95.1,265,279,95.0,99,119,83.2,0,0.0,0.0,0,16,0,0,17,Matches
2271,Rubén\24279b8b,es ESP,GKMF,Osasuna,es La Liga,36,1984,2.1,40,61,65.6,2198,1912,3,3,100.0,4,4,100.0,33,54,61.1,0,0.0,0.0,0,3,0,0,0,Matches
2272,Waldo Rubio\ccaa5728,es ESP,FWMF,Valladolid,es La Liga,24,1995,4.2,82,121,67.8,1805,601,31,38,81.6,36,45,80.0,14,27,51.9,0,0.1,-0.1,1,14,3,1,10,Matches
2273,John Ruddy\da8b19e2,eng ENG,GK,Wolves,eng Premier League,33,1986,1.0,19,24,79.2,524,323,3,3,100.0,7,7,100.0,9,14,64.3,0,0.0,0.0,0,0,0,0,0,Matches
2274,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,eng Premier League,27,1993,19.0,1339,1475,90.8,27991,7649,391,405,96.5,746,776,96.1,191,271,70.5,0,0.3,-0.3,3,111,4,1,52,Matches
2275,Sebastian Rudy\80f36c88,de GER,MFDF,Hoffenheim,de Bundesliga,30,1990,18.6,713,972,73.4,12797,4374,307,363,84.6,302,371,81.4,87,179,48.6,3,2.2,+0.8,29,69,24,8,89,Matches
2276,Sebastian Rudy\80f36c88,de GER,DF,Schalke 04,de Bundesliga,30,1990,2.0,91,136,66.9,1561,840,45,59,76.3,31,41,75.6,12,22,54.5,0,0.1,-0.1,2,3,5,1,10,Matches
2277,Kevin Rüegg\90573602,ch SUI,DFMF,Hellas Verona,it Serie A,21,1998,2.3,56,82,68.3,922,242,28,30,93.3,24,32,75.0,3,13,23.1,0,0.0,0.0,0,4,1,1,2,Matches
2278,Daniele Rugani\14b8fcdf,it ITA,DF,Cagliari,it Serie A,26,1994,11.1,395,495,79.8,7366,2442,142,167,85.0,211,237,89.0,39,80,48.8,1,0.4,+0.6,1,20,2,0,26,Matches
2279,Daniele Rugani\14b8fcdf,it ITA,DF,Rennes,fr Ligue 1,26,1994,1.0,57,65,87.7,1192,412,12,12,100.0,35,39,89.7,9,12,75.0,0,0.0,0.0,0,0,0,0,2,Matches
2280,Matteo Ruggeri\ae9898c5,it ITA,DF,Atalanta,it Serie A,18,2002,2.3,96,118,81.4,1536,550,49,51,96.1,40,55,72.7,5,9,55.6,0,0.0,0.0,1,4,0,0,9,Matches
2281,Mário Rui\0b5a292a,pt POR,DF,Napoli,it Serie A,29,1991,18.5,1126,1381,81.5,19700,6988,560,608,92.1,433,501,86.4,118,225,52.4,2,2.0,0.0,30,64,25,12,86,Matches
2282,Aitor Ruibal\a55d8df5,es ESP,FWMF,Betis,es La Liga,24,1996,17.7,426,563,75.7,6432,2150,242,286,84.6,144,182,79.1,28,48,58.3,2,2.4,-0.4,23,36,22,4,51,Matches
2283,Fabián Ruiz Peña\c0c7ff58,es ESP,MF,Napoli,it Serie A,24,1996,28.5,1888,2124,88.9,37149,9443,783,857,91.4,733,795,92.2,335,398,84.2,1,2.8,-1.8,42,208,39,4,166,Matches
2284,Isma Ruiz\6e36226f,es ESP,MF,Granada,es La Liga,19,2001,0.7,15,21,71.4,298,40,7,11,63.6,4,6,66.7,2,2,100.0,0,0.0,0.0,0,1,0,0,1,Matches
2285,Kays Ruiz\90a9cc01,ma MAR,FWMF,Paris S-G,fr Ligue 1,17,2002,2.1,159,181,87.8,2273,523,100,110,90.9,40,47,85.1,10,13,76.9,0,0.0,0.0,0,13,3,0,14,Matches
2286,Víctor Ruiz\b3dc6eca,es ESP,DF,Betis,es La Liga,31,1989,24.0,1098,1245,88.2,23228,8269,334,358,93.3,558,594,93.9,193,272,71.0,0,0.1,-0.1,2,52,4,0,67,Matches
2287,Gerónimo Rulli\625c144a,ar ARG,GK,Villarreal,es La Liga,28,1992,2.0,77,96,80.2,2138,1068,11,11,100.0,38,38,100.0,28,46,60.9,0,0.0,0.0,0,0,0,0,0,Matches
2288,Georginio Rutter\c64c01fc,fr FRA,FWMF,Rennes,fr Ligue 1,18,2002,0.5,9,15,60.0,129,6,7,9,77.8,1,2,50.0,1,1,100.0,0,0.1,-0.1,1,0,0,0,0,Matches
2289,Georginio Rutter\c64c01fc,fr FRA,FW,Hoffenheim,de Bundesliga,18,2002,2.7,51,64,79.7,806,151,23,28,82.1,16,21,76.2,6,8,75.0,0,0.2,-0.2,2,0,3,1,5,Matches
2290,Mathew Ryan\4535e4bb,au AUS,GK,Arsenal,eng Premier League,28,1992,3.0,62,67,92.5,1535,794,13,13,100.0,32,32,100.0,16,21,76.2,0,0.0,0.0,0,0,0,0,0,Matches
2291,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,eng Premier League,28,1992,11.0,314,399,78.7,8454,4146,62,62,100.0,160,160,100.0,92,177,52.0,0,0.0,0.0,0,1,0,0,0,Matches
2292,Julian Ryerson\009a4f60,no NOR,DFMF,Union Berlin,de Bundesliga,22,1997,11.9,419,570,73.5,7428,2421,205,241,85.1,151,203,74.4,55,92,59.8,2,1.3,+0.7,10,15,6,3,28,Matches
2293,Frederik Rønnow\a70b8345,dk DEN,GK,Schalke 04,de Bundesliga,27,1992,10.5,284,383,74.2,7521,4241,70,70,100.0,122,123,99.2,86,184,46.7,0,0.0,0.0,0,1,0,0,0,Matches
2294,João Victor Santos Sá\1a1033a1,br BRA,FW,Wolfsburg,de Bundesliga,26,1994,5.2,146,186,78.5,2266,420,80,97,82.5,47,57,82.5,14,16,87.5,1,1.0,0.0,9,6,4,0,10,Matches
2295,Roli Pereira de Sa\60f58477,fr FRA,MFFW,Nantes,fr Ligue 1,23,1996,0.6,43,47,91.5,731,144,19,21,90.5,20,21,95.2,3,3,100.0,0,0.0,0.0,1,4,1,0,3,Matches
2296,Idriss Saadi\17f29fb0,dz ALG,FWMF,Strasbourg,fr Ligue 1,28,1992,1.4,18,30,60.0,246,23,9,15,60.0,7,9,77.8,1,3,33.3,0,0.2,-0.2,1,0,0,0,1,Matches
2297,Youssouf Sabaly\fbbb9269,sn SEN,DF,Bordeaux,fr Ligue 1,27,1993,32.3,1671,1971,84.8,26260,10174,916,994,92.2,619,713,86.8,104,172,60.5,2,1.6,+0.4,25,94,28,9,130,Matches
2298,Mathys Saban\7d9f3d69,fr FRA,FW,Saint-Étienne,fr Ligue 1,18,2002,0.1,3,3,100.0,49,2,2,2,100.0,1,1,100.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
2299,Marcel Sabitzer\e280527c,at AUT,MF,RB Leipzig,de Bundesliga,26,1994,22.5,1068,1344,79.5,18822,5777,529,591,89.5,393,469,83.8,120,222,54.1,3,2.3,+0.7,29,121,48,6,159,Matches
2300,Alexis Saelemaekers\ee251371,be BEL,FW,Milan,it Serie A,21,1999,22.4,710,886,80.1,10209,2539,421,484,87.0,224,276,81.2,33,66,50.0,4,2.8,+1.2,31,42,21,7,63,Matches
2301,Modibo Sagnan\76d679c7,fr FRA,DFMF,Real Sociedad,es La Liga,21,1999,6.9,335,386,86.8,7549,1707,78,90,86.7,183,194,94.3,71,90,78.9,0,0.2,-0.2,2,15,2,0,14,Matches
2302,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Newcastle Utd,eng Premier League,23,1997,17.3,348,436,79.8,5913,1360,171,200,85.5,132,157,84.1,36,52,69.2,4,3.3,+0.7,28,27,10,2,46,Matches
