Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
750,John Donald\5e95c000,es ESP,DFFW,Elche,es La Liga,19,2000,0.6,19,20,95.0,379,146,10,11,90.9,5,5,100.0,4,4,100.0,0,0.0,0.0,0,0,0,0,0,Matches
751,Ji Dong-won\7d841904,kr KOR,FWDF,Mainz 05,de Bundesliga,29,1991,0.7,15,27,55.6,172,78,11,15,73.3,3,8,37.5,0,1,0.0,0,0.0,0.0,1,3,0,0,2,Matches
752,Anastasios Donis\0f26fd24,gr GRE,MF,Reims,fr Ligue 1,23,1996,1.1,13,20,65.0,171,36,9,10,90.0,4,7,57.1,0,3,0.0,0,0.0,0.0,0,0,1,0,1,Matches
753,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,21,1999,37.0,977,1245,78.5,26019,15413,220,222,99.1,439,441,99.5,317,580,54.7,0,0.0,0.0,0,7,0,0,1,Matches
754,Gabriel Dos Santos\67ac5bb8,br BRA,DF,Arsenal,eng Premier League,22,1997,22.2,1283,1492,86.0,27010,7820,378,414,91.3,675,722,93.5,217,330,65.8,0,0.1,-0.1,2,82,3,2,53,Matches
755,Bas Dost\dc90cfbe,nl NED,FW,Eint Frankfurt,de Bundesliga,31,1989,9.1,203,312,65.1,2941,701,119,168,70.8,63,94,67.0,13,28,46.4,2,2.3,-0.3,11,24,6,0,28,Matches
756,Lucas Douath\3cd7820a,fr FRA,MF,Saint-Étienne,fr Ligue 1,16,2003,14.7,541,625,86.6,9986,1903,221,247,89.5,236,269,87.7,71,84,84.5,0,0.1,-0.1,3,33,2,0,26,Matches
757,Abdoulaye Doucouré\02b29014,fr FRA,MF,Everton,eng Premier League,27,1993,27.1,1146,1333,86.0,20026,4093,517,588,87.9,482,534,90.3,117,147,79.6,3,2.2,+0.8,18,69,21,1,65,Matches
758,Cheick Doucouré\ce4f40c7,ml MLI,MF,Lens,fr Ligue 1,20,2000,29.2,1273,1463,87.0,25108,5434,497,565,88.0,537,592,90.7,214,252,84.9,1,1.8,-0.8,25,154,20,1,136,Matches
759,Fodé Doucouré\1bfe34dc,ml MLI,DF,Reims,fr Ligue 1,19,2001,3.7,149,193,77.2,2758,1050,49,60,81.7,85,102,83.3,12,25,48.0,0,0.5,-0.5,4,11,3,1,14,Matches
760,Mahamadou Doucouré\9826ea33,ml MLI,FW,Nîmes,fr Ligue 1,20,2000,0.5,10,13,76.9,159,21,4,5,80.0,6,8,75.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
761,Cheick Doukouré\e208bcc8,ci CIV,MF,Levante,es La Liga,27,1992,1.1,39,45,86.7,796,101,14,15,93.3,16,19,84.2,8,10,80.0,0,0.1,-0.1,1,3,0,0,1,Matches
762,Idrissa Doumbia\685857dc,ci CIV,MF,Huesca,es La Liga,22,1998,8.7,378,413,91.5,7084,1236,148,161,91.9,184,195,94.4,44,51,86.3,0,0.0,0.0,1,21,1,0,17,Matches
763,Moussa Doumbia\6481421d,ml MLI,MFFW,Reims,fr Ligue 1,25,1994,10.0,338,417,81.1,5439,1150,173,197,87.8,115,131,87.8,30,56,53.6,1,1.2,-0.2,14,21,11,4,27,Matches
764,Souleyman Doumbia\9daeac61,ci CIV,DF,Angers,fr Ligue 1,23,1996,24.7,1033,1265,81.7,16764,6027,553,609,90.8,399,465,85.8,70,155,45.2,1,2.7,-1.7,17,43,19,5,77,Matches
765,Aleksandar Dragović\6fd8a334,at AUT,DF,Leverkusen,de Bundesliga,29,1991,12.6,942,1058,89.0,20529,6358,288,313,92.0,457,496,92.1,189,233,81.1,0,0.4,-0.4,6,82,4,0,72,Matches
766,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,22,1997,35.0,696,1063,65.5,23008,15272,130,130,100.0,248,257,96.5,314,672,46.7,1,0.1,+0.9,1,20,1,0,0,Matches
767,Denis Drăguș\0e490f6e,ro ROU,FWMF,Crotone,it Serie A,21,1999,2.0,53,71,74.6,762,208,29,38,76.3,16,20,80.0,4,7,57.1,0,0.0,0.0,0,4,4,0,6,Matches
768,Radu Drăgușin\620922ed,ro ROU,DF,Juventus,it Serie A,18,2002,0.0,1,1,100.0,19,19,0,0,,1,1,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
769,Mouhamadou Drammeh\309937e7,fr FRA,MF,Reims,fr Ligue 1,21,1999,1.9,43,53,81.1,808,180,18,21,85.7,17,22,77.3,7,7,100.0,0,0.0,0.0,2,4,0,0,4,Matches
770,Julian Draxler\1a992676,de GER,MFFW,Paris S-G,fr Ligue 1,26,1993,11.8,548,634,86.4,9317,1967,276,307,89.9,210,238,88.2,51,69,73.9,3,2.8,+0.2,27,35,22,2,55,Matches
771,Dominick Drexler\809940aa,de GER,MFFW,Köln,de Bundesliga,30,1990,13.7,411,536,76.7,6577,1589,219,252,86.9,141,175,80.6,36,71,50.7,1,1.6,-0.6,14,20,16,4,40,Matches
772,Matthieu Dreyer\fbf83734,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15.0,225,361,62.3,7604,5141,24,24,100.0,98,104,94.2,103,232,44.4,0,0.0,0.0,0,2,0,0,0,Matches
773,Domingos Duarte\93090f69,pt POR,DF,Granada,es La Liga,25,1995,26.3,761,948,80.3,17453,6258,186,212,87.7,397,445,89.2,172,274,62.8,0,1.0,-1.0,5,56,4,1,85,Matches
774,Léo Duarte\73ddc40c,br BRA,DF,Milan,it Serie A,24,1996,0.2,13,13,100.0,264,46,4,4,100.0,7,7,100.0,2,2,100.0,0,0.0,0.0,0,0,0,0,0,Matches
775,Óscar Duarte\aa0ac32d,cr CRC,DF,Levante,es La Liga,31,1989,22.9,1009,1154,87.4,22919,7276,247,266,92.9,525,556,94.4,222,310,71.6,0,0.2,-0.2,4,48,0,0,55,Matches
776,Rubén Duarte\1fe0492d,es ESP,DF,Alavés,es La Liga,24,1995,28.3,934,1319,70.8,18364,9661,403,462,87.2,385,504,76.4,138,312,44.2,1,2.4,-1.4,26,71,24,10,115,Matches
777,Leo Dubois\ff0ab48c,fr FRA,DF,Lyon,fr Ligue 1,25,1994,32.3,1818,2291,79.4,33411,13410,803,896,89.6,775,921,84.1,219,404,54.2,4,5.8,-1.8,68,133,54,18,218,Matches
778,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13.0,310,427,72.6,9691,5363,63,63,100.0,123,126,97.6,121,235,51.5,0,0.0,0.0,0,2,0,0,0,Matches
779,Ondrej Duda\79ca3e23,sk SVK,FWMF,Köln,de Bundesliga,25,1994,28.2,897,1250,71.8,17329,4615,392,465,84.3,308,415,74.2,166,294,56.5,5,4.1,+0.9,44,95,23,9,102,Matches
780,Unai Dufur\c261b5dd,es ESP,DF,Eibar,es La Liga,21,1999,0.7,34,43,79.1,697,313,8,9,88.9,21,25,84.0,5,7,71.4,0,0.0,0.0,0,2,0,0,4,Matches
781,Haris Duljević\9b6556d2,ba BIH,MFFW,Nîmes,fr Ligue 1,26,1993,8.6,238,306,77.8,4070,1282,116,136,85.3,93,115,80.9,21,39,53.8,2,1.3,+0.7,12,25,15,3,44,Matches
782,Paul Dummett\3fe6bd8c,wls WAL,DF,Newcastle Utd,eng Premier League,28,1991,13.9,411,535,76.8,7707,3851,185,200,92.5,166,200,83.0,52,119,43.7,0,0.5,-0.5,4,31,5,2,23,Matches
783,Alfred Duncan\528492ea,gh GHA,MF,Fiorentina,it Serie A,27,1993,1.8,65,85,76.5,1327,343,25,30,83.3,26,32,81.3,12,17,70.6,0,0.0,0.0,1,9,0,0,8,Matches
784,Alfred Duncan\528492ea,gh GHA,MF,Cagliari,it Serie A,27,1993,11.9,491,605,81.2,9635,2647,178,208,85.6,237,278,85.3,68,103,66.0,1,1.1,-0.1,9,64,13,2,60,Matches
785,Lewis Dunk\282f75f3,eng ENG,DF,Brighton,eng Premier League,28,1991,32.6,1935,2151,90.0,45296,12437,477,505,94.5,1000,1051,95.1,442,570,77.5,0,0.9,-0.9,9,116,2,0,70,Matches
786,Jimmy Dunne\1fdfd6da,ie IRL,DF,Burnley,eng Premier League,22,1997,3.0,104,146,71.2,2320,570,29,37,78.4,52,68,76.5,22,38,57.9,0,0.1,-0.1,2,1,1,0,2,Matches
787,Erik Durm\cf623c78,de GER,DF,Eint Frankfurt,de Bundesliga,28,1992,16.4,517,736,70.2,9676,3949,216,251,86.1,235,316,74.4,58,132,43.9,2,2.1,-0.1,12,26,15,8,48,Matches
788,Hugo Duro\37e103f8,es ESP,FW,Real Madrid,es La Liga,20,1999,0.6,5,5,100.0,53,5,5,5,100.0,0,0,,0,0,,0,0.1,-0.1,1,0,1,0,1,Matches
789,Jean-Kevin Duverne\0cbc8baa,fr FRA,DF,Brest,fr Ligue 1,23,1997,22.5,1131,1337,84.6,26106,9150,273,308,88.6,598,661,90.5,253,352,71.9,0,0.6,-0.6,4,102,4,1,90,Matches
790,Paulo Dybala\e0921a4f,ar ARG,FW,Juventus,it Serie A,26,1993,12.6,578,705,82.0,10089,2224,299,328,91.2,185,218,84.9,75,126,59.5,3,2.9,+0.1,31,43,26,4,68,Matches
791,Edin Džeko\3bb7f478,ba BIH,FW,Roma,it Serie A,34,1986,20.3,342,511,66.9,5827,1220,189,262,72.1,93,135,68.9,46,64,71.9,3,2.5,+0.5,27,21,16,0,41,Matches
792,Steeve-Mike Ebongue\9d5ab351,fr FRA,MF,Genoa,it Serie A,19,2001,0.6,22,27,81.5,323,79,13,15,86.7,8,9,88.9,1,1,100.0,1,0.5,+0.5,1,2,1,0,1,Matches
793,Enzo Ebosse\9ba7b4fa,fr FRA,DF,Angers,fr Ligue 1,21,1999,2.9,127,153,83.0,2022,834,65,68,95.6,53,62,85.5,7,17,41.2,0,0.6,-0.6,1,2,0,0,3,Matches
794,Bruno Ecuele Manga\72a0fb65,ga GAB,DF,Dijon,fr Ligue 1,32,1988,38.0,1655,1918,86.3,38553,13763,372,412,90.3,921,990,93.0,357,497,71.8,0,0.0,0.0,1,59,3,0,66,Matches
795,Simone Edera\8697c095,it ITA,DFMF,Torino,it Serie A,23,1997,0.6,16,22,72.7,331,69,9,10,90.0,4,6,66.7,3,4,75.0,0,0.2,-0.2,2,0,0,0,0,Matches
796,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,26,1993,36.0,906,1090,83.1,24435,13863,131,135,97.0,507,511,99.2,261,436,59.9,1,0.4,+0.6,1,7,2,0,1,Matches
797,Kyle Edwards\1566e437,eng ENG,MFFW,West Brom,eng Premier League,22,1998,1.3,30,35,85.7,420,91,18,18,100.0,12,13,92.3,0,2,0.0,0,0.0,0.0,0,3,0,0,3,Matches
798,John Egan\debe38a0,ie IRL,DF,Sheffield Utd,eng Premier League,27,1992,29.2,925,1094,84.6,21851,6700,231,253,91.3,480,526,91.3,209,301,69.4,1,0.3,+0.7,3,81,7,1,58,Matches
799,Johannes Eggestein\d571df78,de GER,FWMF,Werder Bremen,de Bundesliga,22,1998,0.4,11,17,64.7,155,26,7,8,87.5,4,7,57.1,0,2,0.0,0,0.0,0.0,1,1,0,0,2,Matches
800,Maximilian Eggestein\beb882a8,de GER,MF,Werder Bremen,de Bundesliga,23,1996,32.7,1075,1367,78.6,19480,6336,475,591,80.4,465,550,84.5,122,173,70.5,5,3.3,+1.7,26,122,27,3,160,Matches
801,Lilian Egloff\2f7fec15,de GER,MF,Stuttgart,de Bundesliga,17,2002,0.2,4,4,100.0,58,3,1,1,100.0,2,2,100.0,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
802,Kingsley Ehizibue\76b2817e,nl NED,DF,Köln,de Bundesliga,25,1995,12.6,433,584,74.1,8404,3261,153,190,80.5,214,279,76.7,58,91,63.7,1,0.7,+0.3,7,22,11,8,36,Matches
803,Albin Ekdal\f503ea63,se SWE,MF,Sampdoria,it Serie A,31,1989,25.5,896,1067,84.0,15826,3931,409,463,88.3,372,428,86.9,99,133,74.4,1,0.9,+0.1,9,73,5,0,80,Matches
804,Hugo Ekitike\5b92d896,fr FRA,MFFW,Reims,fr Ligue 1,18,2002,1.0,21,26,80.8,257,36,14,17,82.4,3,4,75.0,1,2,50.0,0,0.0,0.0,1,2,0,0,1,Matches
805,Anthony Elanga\2fba6108,se SWE,FW,Manchester Utd,eng Premier League,18,2002,1.7,43,53,81.1,672,121,25,28,89.3,11,13,84.6,5,6,83.3,0,0.0,0.0,1,4,0,0,2,Matches
806,Niclas Eliasson\0033fb1b,se SWE,MFFW,Nîmes,fr Ligue 1,24,1995,20.0,322,525,61.3,5783,2097,161,193,83.4,101,154,65.6,48,145,33.1,3,3.4,-0.4,36,13,16,10,33,Matches
807,Elif Elmas\cf007308,mk MKD,MFFW,Napoli,it Serie A,20,1999,8.2,325,359,90.5,5181,666,183,194,94.3,120,132,90.9,21,26,80.8,1,0.7,+0.3,10,12,4,1,11,Matches
808,Ahmed Elmohamady\615ef733,eg EGY,DF,Aston Villa,eng Premier League,32,1987,9.3,464,594,78.1,8878,3641,193,210,91.9,200,257,77.8,66,113,58.4,0,0.6,-0.6,13,36,26,8,48,Matches
809,Mohamed Elneny\47a34c4f,eg EGY,MF,Arsenal,eng Premier League,28,1992,17.2,937,1003,93.4,18475,3672,334,351,95.2,458,476,96.2,136,157,86.6,0,0.2,-0.2,4,77,9,0,60,Matches
810,Aritz Elustondo\f7dc2ae5,es ESP,DF,Real Sociedad,es La Liga,26,1994,20.9,1057,1210,87.4,22870,6981,293,318,92.1,563,613,91.8,192,265,72.5,0,0.2,-0.2,3,89,5,2,88,Matches
811,Nico Elvedi\48035304,ch SUI,DF,M'Gladbach,de Bundesliga,23,1996,28.2,1738,1873,92.8,35755,8987,545,578,94.3,910,945,96.3,271,319,85.0,1,0.2,+0.8,3,36,3,1,63,Matches
812,Rodrigo Ely\fd47b4f2,br BRA,DF,Alavés,es La Liga,26,1993,5.2,125,159,78.6,3190,1013,27,33,81.8,61,70,87.1,35,53,66.0,0,0.1,-0.1,1,4,1,0,5,Matches
813,Sepe Elye Wahi\0d7b6576,fr FRA,FW,Montpellier,fr Ligue 1,17,2003,6.2,72,110,65.5,986,180,47,68,69.1,16,23,69.6,5,8,62.5,1,0.7,+0.3,7,6,2,0,5,Matches
814,Breel Embolo\0b4f388a,ch SUI,FWMF,M'Gladbach,de Bundesliga,23,1997,16.0,335,459,73.0,4526,697,217,264,82.2,86,122,70.5,17,27,63.0,2,1.0,+1.0,14,11,14,1,23,Matches
815,Emerson\df8b52a5,br BRA,DF,Betis,es La Liga,21,1999,33.2,1565,1928,81.2,25193,9342,840,932,90.1,577,689,83.7,113,211,53.6,4,2.2,+1.8,31,83,42,16,112,Matches
816,Manu Emmanuel Gyabuaa\a69eb5fd,it ITA,MF,Atalanta,it Serie A,18,2001,0.0,1,1,100.0,12,9,1,1,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
817,Renaud Emond\5c9ac7f0,be BEL,FWMF,Nantes,fr Ligue 1,28,1991,3.9,62,88,70.5,1072,146,29,41,70.7,22,31,71.0,9,13,69.2,0,0.1,-0.1,2,4,0,0,4,Matches
818,Alan Empereur\825b8997,br BRA,DF,Hellas Verona,it Serie A,26,1994,2.4,95,121,78.5,1988,565,24,26,92.3,58,68,85.3,13,23,56.5,0,0.0,0.0,0,9,0,0,10,Matches
819,Youssef En-Nesyri\04e17fd5,ma MAR,FW,Sevilla,es La Liga,23,1997,25.7,281,408,68.9,4089,465,166,207,80.2,87,133,65.4,16,32,50.0,0,1.3,-1.3,11,8,0,0,10,Matches
820,Keita Endo\1a83027b,jp JPN,MFFW,Union Berlin,de Bundesliga,22,1997,5.1,76,108,70.4,1302,400,36,51,70.6,25,36,69.4,10,13,76.9,0,1.1,-1.1,6,7,3,3,7,Matches
821,Wataru Endo\c149016b,jp JPN,MF,Stuttgart,de Bundesliga,27,1993,32.8,1517,1806,84.0,27734,8622,618,696,88.8,712,806,88.3,157,234,67.1,3,2.1,+0.9,25,141,23,2,174,Matches
822,Sergi Enrich\bb4b1242,es ESP,FW,Eibar,es La Liga,30,1990,15.6,357,462,77.3,5289,781,212,262,80.9,104,135,77.0,25,34,73.5,0,1.0,-1.0,13,23,8,2,26,Matches
823,Christian Eriksen\980522ec,dk DEN,MF,Inter,it Serie A,28,1992,15.4,844,1028,82.1,16043,4454,351,386,90.9,366,405,90.4,110,206,53.4,0,2.6,-2.6,30,78,22,4,71,Matches
824,Martin Erlic\0fee6bda,hr CRO,DF,Spezia,it Serie A,22,1998,20.0,890,1040,85.6,21974,4864,175,206,85.0,456,499,91.4,254,325,78.2,1,0.5,+0.5,1,50,0,0,41,Matches
825,Patrick Erras\e3f6253d,de GER,MFFW,Werder Bremen,de Bundesliga,25,1995,0.3,20,33,60.6,373,77,11,16,68.8,6,9,66.7,3,6,50.0,0,0.0,0.0,1,1,1,0,1,Matches
826,Gonzalo Escalante\3f79a1c8,ar ARG,MF,Lazio,it Serie A,27,1993,8.1,427,483,88.4,7985,1797,165,183,90.2,209,231,90.5,48,58,82.8,1,0.0,+1.0,1,42,4,0,34,Matches
827,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,24,1995,5.0,74,151,49.0,3201,2488,7,7,100.0,22,23,95.7,45,121,37.2,0,0.0,0.0,0,7,0,0,0,Matches
828,Dani Escriche\5a36f180,es ESP,FWMF,Huesca,es La Liga,22,1998,9.5,198,267,74.2,2850,467,116,143,81.1,70,86,81.4,7,21,33.3,1,1.3,-0.3,6,10,2,0,15,Matches
829,Sergio Escudero\b0616e3d,es ESP,DF,Sevilla,es La Liga,30,1989,6.3,342,407,84.0,5989,2168,163,175,93.1,146,163,89.6,26,55,47.3,0,0.5,-0.5,7,21,12,4,23,Matches
830,Alfonso Espino\db001fa9,uy URU,DF,Cádiz,es La Liga,28,1992,28.9,666,1039,64.1,13322,6944,267,313,85.3,279,408,68.4,102,256,39.8,3,1.3,+1.7,14,48,13,10,59,Matches
831,Vicente Esquerdo\ced26057,es ESP,MF,Valencia,es La Liga,21,1999,2.6,77,97,79.4,1445,319,38,42,90.5,26,32,81.3,11,17,64.7,0,0.1,-0.1,2,3,1,0,7,Matches
832,Nahuel Estévez\cec60a2f,ar ARG,MF,Spezia,it Serie A,24,1995,19.6,677,908,74.6,12996,3261,281,327,85.9,280,343,81.6,101,200,50.5,3,1.9,+1.1,23,56,26,10,73,Matches
833,Pervis Estupiñán\d38fdf53,ec ECU,DF,Villarreal,es La Liga,22,1998,13.0,523,667,78.4,9534,3076,235,273,86.1,220,260,84.6,61,98,62.2,0,1.3,-1.3,15,14,22,15,32,Matches
834,Yoann Etienne\a59d55b1,fr FRA,DF,Lorient,fr Ligue 1,23,1997,1.0,24,38,63.2,382,240,13,14,92.9,10,18,55.6,1,4,25.0,0,0.1,-0.1,1,3,0,0,4,Matches
835,Xabier Etxeita\4a895384,es ESP,DF,Getafe,es La Liga,32,1987,9.8,195,289,67.5,5002,1287,30,43,69.8,104,120,86.7,59,118,50.0,0,0.2,-0.2,1,13,0,0,18,Matches
836,Jonny Evans\f8fcd2a5,nir NIR,DF,Leicester City,eng Premier League,32,1988,27.5,1544,1764,87.5,33869,10330,383,415,92.3,873,927,94.2,277,402,68.9,2,0.3,+1.7,8,92,3,0,63,Matches
837,Edu Expósito\283c7121,es ESP,MF,Eibar,es La Liga,23,1996,27.3,879,1179,74.6,17085,4672,339,422,80.3,382,461,82.9,137,242,56.6,3,2.8,+0.2,41,103,19,3,119,Matches
838,Valentin Eysseric\ae82fa48,fr FRA,MFFW,Fiorentina,it Serie A,28,1992,8.1,264,356,74.2,4984,1417,130,152,85.5,82,104,78.8,43,79,54.4,0,0.5,-0.5,8,31,9,4,29,Matches
839,Eberechi Eze\ae4fc6a4,eng ENG,MF,Crystal Palace,eng Premier League,22,1998,28.4,918,1158,79.3,14737,4359,503,564,89.2,297,360,82.5,85,174,48.9,6,2.8,+3.2,39,77,32,3,111,Matches
840,Jokin Ezkieta\0f7dbaf6,es ESP,GK,Athletic Club,es La Liga,23,1996,1.0,21,24,87.5,532,248,4,4,100.0,12,12,100.0,5,8,62.5,0,0.0,0.0,0,0,0,0,0,Matches
841,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,35,1985,35.0,606,1002,60.5,24399,17382,54,55,98.2,186,190,97.9,364,755,48.2,0,0.0,0.0,0,19,0,0,0,Matches
842,Fabinho\7f3b388c,br BRA,DFMF,Liverpool,eng Premier League,26,1993,28.5,1867,2049,91.1,38166,9896,592,632,93.7,984,1039,94.7,272,350,77.7,0,0.4,-0.4,3,110,16,1,102,Matches
843,Fábio\bc7b4580,br BRA,DF,Nantes,fr Ligue 1,30,1990,16.7,668,864,77.3,12016,4798,285,324,88.0,301,376,80.1,71,127,55.9,1,0.5,+0.5,11,54,7,4,64,Matches
844,Cesc Fàbregas\33508c78,es ESP,MF,Monaco,fr Ligue 1,33,1987,9.7,643,812,79.2,12755,4424,259,297,87.2,258,298,86.6,112,186,60.2,3,2.9,+0.1,26,91,18,3,90,Matches
845,Bandiougou Fadiga\45bb4303,fr FRA,FWMF,Paris S-G,fr Ligue 1,19,2001,0.7,33,34,97.1,475,99,22,22,100.0,9,10,90.0,2,2,100.0,0,0.0,0.0,0,3,1,1,1,Matches
846,Bandiougou Fadiga\45bb4303,fr FRA,MF,Brest,fr Ligue 1,19,2001,0.5,25,29,86.2,442,95,13,13,100.0,9,10,90.0,3,6,50.0,0,0.0,0.0,1,1,1,0,3,Matches
847,Wout Faes\9c221d14,be BEL,DF,Reims,fr Ligue 1,22,1998,32.2,1418,1623,87.4,32892,10006,343,379,90.5,722,771,93.6,343,452,75.9,0,0.1,-0.1,3,78,3,0,74,Matches
848,Nicolò Fagioli\366be751,it ITA,MF,Juventus,it Serie A,19,2001,0.2,17,18,94.4,284,108,7,7,100.0,10,10,100.0,0,1,0.0,0,0.0,0.0,0,3,0,0,3,Matches
849,Ralf Fährmann\1e43fad8,de GER,GK,Schalke 04,de Bundesliga,31,1988,20.8,541,825,65.6,15846,9206,101,102,99.0,237,243,97.5,199,476,41.8,0,0.1,-0.1,2,8,0,0,0,Matches
850,Romain Faivre\745ca0a3,fr FRA,MFFW,Brest,fr Ligue 1,22,1998,32.1,1188,1482,80.2,21119,5678,579,657,88.1,437,515,84.9,145,253,57.3,5,5.7,-0.7,63,78,35,5,126,Matches
851,Fali\72a84002,es ESP,DFMF,Cádiz,es La Liga,26,1993,29.3,505,715,70.6,12418,3733,132,157,84.1,224,277,80.9,143,266,53.8,0,0.7,-0.7,8,55,8,3,53,Matches
852,Iago Falque\440c84ed,es ESP,MFFW,Benevento,it Serie A,30,1990,4.0,156,208,75.0,2775,718,74,80,92.5,62,74,83.8,17,44,38.6,1,1.3,-0.3,12,12,14,1,23,Matches
853,Andri Fannar Baldursson\61f2f56a,is ISL,MF,Bologna,it Serie A,18,2002,2.4,55,70,78.6,983,265,21,25,84.0,32,37,86.5,2,8,25.0,0,0.1,-0.1,1,8,2,0,5,Matches
854,Paolo Faragò\9085dd7c,it ITA,DFMF,Cagliari,it Serie A,27,1993,4.1,187,225,83.1,3327,1253,84,86,97.7,85,104,81.7,16,28,57.1,0,0.7,-0.7,6,8,5,3,14,Matches
855,Paolo Faragò\9085dd7c,it ITA,DF,Bologna,it Serie A,27,1993,0.3,11,13,84.6,201,89,3,4,75.0,7,7,100.0,1,1,100.0,0,0.0,0.0,0,0,1,0,2,Matches
856,Davide Faraoni\aae9d04a,it ITA,DF,Hellas Verona,it Serie A,28,1991,32.1,1077,1492,72.2,21138,9104,410,494,83.0,491,642,76.5,160,296,54.1,7,3.8,+3.2,23,99,37,8,147,Matches
857,Mohamed Fares\b7a5bc86,dz ALG,DF,Lazio,it Serie A,24,1996,12.7,426,555,76.8,7026,1943,206,232,88.8,169,214,79.0,33,73,45.2,1,1.5,-0.5,14,18,15,12,29,Matches
858,Diego Farias\157d29b6,br BRA,FW,Spezia,it Serie A,30,1990,16.8,537,660,81.4,10126,2026,233,273,85.3,231,272,84.9,67,89,75.3,2,3.0,-1.0,31,29,21,4,62,Matches
859,Wuilker Faríñez\2c127b6f,ve VEN,GK,Lens,fr Ligue 1,22,1998,1.2,17,27,63.0,370,198,5,5,100.0,8,8,100.0,4,14,28.6,0,0.0,0.0,0,0,0,0,0,Matches
860,Noah Fatar\2693f6bc,fr FRA,FWMF,Angers,fr Ligue 1,18,2002,0.2,7,9,77.8,97,1,3,3,100.0,4,5,80.0,0,1,0.0,0,0.0,0.0,0,0,0,0,0,Matches
861,Ansu Fati\0ba976e4,es ESP,FW,Barcelona,es La Liga,17,2002,4.8,174,205,84.9,2150,459,122,137,89.1,40,47,85.1,3,5,60.0,0,1.4,-1.4,9,3,7,0,11,Matches
862,Julien Faussurier\767212e6,fr FRA,DF,Brest,fr Ligue 1,33,1987,10.6,466,610,76.4,10059,4412,158,184,85.9,218,259,84.2,87,142,61.3,3,2.2,+0.8,21,32,31,21,61,Matches
863,Andrea Favilli\44510fde,it ITA,FW,Hellas Verona,it Serie A,23,1997,3.8,60,82,73.2,923,104,36,48,75.0,17,23,73.9,5,5,100.0,0,0.1,-0.1,2,2,1,0,3,Matches
864,Federico Fazio\4e358a2d,ar ARG,DF,Roma,it Serie A,33,1987,4.5,269,307,87.6,5260,1645,100,112,89.3,128,135,94.8,38,55,69.1,0,0.0,0.0,0,27,2,0,19,Matches
865,Nabil Fekir\bece776f,fr FRA,MFFW,Betis,es La Liga,27,1993,29.1,1070,1324,80.8,17975,4890,533,603,88.4,371,434,85.5,120,207,58.0,6,5.3,+0.7,52,118,48,6,119,Matches
866,Felipe\51a3c4c8,br BRA,DF,Atlético Madrid,es La Liga,31,1989,22.9,889,1027,86.6,18752,5905,291,317,91.8,430,478,90.0,157,216,72.7,0,0.2,-0.2,3,35,0,0,40,Matches
867,Luiz Felipe\15d0c248,br BRA,DF,Lazio,it Serie A,23,1997,10.1,500,546,91.6,10835,2686,147,157,93.6,257,274,93.8,91,108,84.3,0,0.2,-0.2,3,32,2,0,28,Matches
868,Ohis Felix Uduokhai\677da306,de GER,DF,Augsburg,de Bundesliga,22,1997,29.0,1215,1443,84.2,25522,8174,380,421,90.3,624,690,90.4,203,302,67.2,0,0.2,-0.2,3,67,4,1,85,Matches
869,João Félix\8aafd64f,pt POR,FWMF,Atlético Madrid,es La Liga,20,1999,17.5,566,679,83.4,8432,2626,346,388,89.2,152,185,82.2,41,58,70.7,5,3.8,+1.2,20,66,21,0,75,Matches
870,Zinedine Ferhat\005c0807,dz ALG,FWMF,Nîmes,fr Ligue 1,27,1993,32.9,824,1242,66.3,14238,4438,422,520,81.2,263,407,64.6,108,229,47.2,10,5.9,+4.1,50,70,47,12,118,Matches
871,Bruno Fernandes\507c7bdf,pt POR,MF,Manchester Utd,eng Premier League,25,1994,34.4,1702,2283,74.6,32546,9338,811,946,85.7,587,736,79.8,269,470,57.2,12,11.0,+1.0,94,177,96,8,227,Matches
872,Edimilson Fernandes\3bb625ac,ch SUI,MFDF,Mainz 05,de Bundesliga,24,1996,9.3,261,357,73.1,5082,1795,106,128,82.8,116,141,82.3,34,73,46.6,1,0.9,+0.1,10,13,7,3,25,Matches
873,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,29,1991,29.0,698,921,75.8,18559,10955,145,146,99.3,303,307,98.7,228,446,51.1,0,0.0,0.0,0,9,0,0,0,Matches
