Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog,Matches
2149,Aleandro Rosi\1b729ba2,it ITA,DFMF,Genoa,it Serie A,30,1987,18.9,565,812,69.6,9243,3866,283,338,83.7,233,326,71.5,37,112,33.0,1,0.6,+0.4,8,37,6,2,63,Matches
2150,Valentin Rosier\9b6d9b53,fr FRA,DF,Dijon,fr Ligue 1,20,1996,30.9,1092,1422,76.8,19941,7442,451,523,86.2,518,630,82.2,104,210,49.5,3,2.5,+0.5,19,84,24,11,94,Matches
2151,Luca Rossettini\47a500ae,it ITA,DF,Genoa,it Serie A,32,1985,22.5,845,1030,82.0,18826,5412,194,223,87.0,479,533,89.9,167,260,64.2,0,0.1,-0.1,3,53,1,0,48,Matches
2152,Francesco Rossi\7b5f516f,it ITA,GK,Atalanta,it Serie A,26,1991,0.1,3,3,100.0,89,79,0,0,,2,2,100.0,1,1,100.0,0,0.0,0.0,0,0,0,0,0,Matches
2153,Giuseppe Rossi\fe48a073,it ITA,FWMF,Genoa,it Serie A,30,1987,2.9,85,103,82.5,1463,167,38,45,84.4,34,40,85.0,10,14,71.4,0,0.3,-0.3,1,3,6,0,10,Matches
2154,Jérôme Roussillon\13203c45,fr FRA,DFMF,Montpellier,fr Ligue 1,24,1993,20.9,723,976,74.1,13121,6239,329,390,84.4,299,373,80.2,84,165,50.9,2,5.2,-3.2,36,53,26,15,86,Matches
2155,Wayne Routledge\1d387eee,eng ENG,MFFW,Swansea City,eng Premier League,32,1985,4.8,113,176,64.2,1892,574,51,71,71.8,49,64,76.6,8,23,34.8,0,0.6,-0.6,5,8,6,3,15,Matches
2156,Nolan Roux\3071a619,fr FRA,FWMF,Metz,fr Ligue 1,29,1988,31.5,527,772,68.3,8792,1971,278,365,76.2,171,262,65.3,56,97,57.7,2,1.8,+0.2,26,31,16,2,63,Matches
2157,Rubén\24279b8b,es ESP,GK,La Coruña,es La Liga,33,1984,27.5,296,514,57.6,11118,7534,33,34,97.1,97,101,96.0,162,375,43.2,0,0.0,0.0,0,3,0,0,0,Matches
2158,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,eng Premier League,24,1993,26.0,1536,1718,89.4,32574,9542,478,503,95.0,797,850,93.8,246,335,73.4,1,0.5,+0.5,2,112,3,0,81,Matches
2159,Sebastian Rudy\80f36c88,de GER,MF,Bayern Munich,de Bundesliga,27,1990,16.8,928,1062,87.4,17060,3961,389,423,92.0,414,457,90.6,115,158,72.8,4,1.0,+3.0,18,93,10,0,71,Matches
2160,Stéphane Ruffier\cac76a72,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,1986,34.6,567,888,63.9,18214,11356,58,60,96.7,254,257,98.8,254,565,45.0,0,0.0,0.0,0,6,0,0,0,Matches
2161,Vincent Rüfli\a87e9eb6,ch SUI,MFFW,Dijon,fr Ligue 1,29,1988,0.3,11,14,78.6,236,112,3,4,75.0,7,8,87.5,1,2,50.0,0,0.0,0.0,0,2,0,0,1,Matches
2162,Daniele Rugani\14b8fcdf,it ITA,DF,Juventus,it Serie A,23,1994,21.5,1362,1512,90.1,28987,7945,377,403,93.5,768,821,93.5,211,278,75.9,1,0.4,+0.6,2,57,0,0,29,Matches
2163,Mário Rui\0b5a292a,pt POR,DF,Napoli,it Serie A,26,1991,23.2,1818,2141,84.9,27298,10205,1085,1157,93.8,599,699,85.7,104,224,46.4,2,1.8,+0.2,27,116,32,7,137,Matches
2164,Aitor Ruibal\a55d8df5,es ESP,FW,Betis,es La Liga,21,1996,0.1,5,5,100.0,42,11,4,4,100.0,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2165,Fabián Ruiz Peña\c0c7ff58,es ESP,MF,Betis,es La Liga,21,1996,29.5,1806,2119,85.2,33433,7569,783,912,85.9,778,876,88.8,222,283,78.4,6,2.2,+3.8,29,179,30,0,156,Matches
2166,Víctor Ruiz\b3dc6eca,es ESP,DF,Villarreal,es La Liga,28,1989,26.8,1217,1460,83.4,25618,10426,389,430,90.5,620,679,91.3,199,334,59.6,1,0.2,+0.8,5,63,4,1,50,Matches
2167,Antonio Rukavina\e12d7851,rs SRB,DF,Villarreal,es La Liga,33,1984,14.1,473,617,76.7,9217,3949,163,195,83.6,245,294,83.3,61,113,54.0,0,0.9,-0.9,12,27,11,6,43,Matches
2168,Gerónimo Rulli\625c144a,ar ARG,GK,Real Sociedad,es La Liga,25,1992,26.0,694,916,75.8,20312,12403,89,92,96.7,356,367,97.0,248,454,54.6,0,0.0,0.0,1,4,0,0,0,Matches
2169,Lukas Rupp\3faa1780,de GER,MF,Hoffenheim,de Bundesliga,26,1991,12.9,360,480,75.0,5775,1816,181,223,81.2,138,178,77.5,31,53,58.5,2,2.2,-0.2,16,30,11,4,50,Matches
2170,Marco Russ\e26c4233,de GER,DF,Eint Frankfurt,de Bundesliga,31,1985,12.7,469,562,83.5,9747,3716,137,156,87.8,259,285,90.9,71,110,64.5,0,0.1,-0.1,3,26,2,0,49,Matches
2171,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,eng Premier League,25,1992,38.0,631,1173,53.8,29002,21663,22,24,91.7,163,163,100.0,446,986,45.2,0,0.0,0.0,0,26,1,0,0,Matches
2172,Idriss Saadi\17f29fb0,dz ALG,FW,Strasbourg,fr Ligue 1,25,1992,10.4,120,196,61.2,1636,404,68,90,75.6,40,68,58.8,6,18,33.3,0,0.5,-0.5,6,6,8,4,9,Matches
2173,Youssouf Sabaly\fbbb9269,sn SEN,DF,Bordeaux,fr Ligue 1,24,1993,34.4,1578,2013,78.4,26100,11364,813,928,87.6,603,747,80.7,131,243,53.9,5,4.2,+0.8,40,143,54,29,142,Matches
2174,Abdelhamid Sabiri\4830e0af,de GER,MF,Huddersfield,eng Premier League,20,1996,2.4,68,96,70.8,1045,205,30,37,81.1,28,41,68.3,5,9,55.6,1,0.3,+0.7,3,11,1,1,5,Matches
2175,Marcel Sabitzer\e280527c,at AUT,MFFW,RB Leipzig,de Bundesliga,23,1994,19.9,661,933,70.8,11152,4166,341,425,80.2,227,304,74.7,76,160,47.5,5,3.2,+1.8,35,78,30,8,100,Matches
2176,Enric Saborit\eb5bc3eb,es ESP,DF,Athletic Club,es La Liga,25,1992,15.9,510,699,73.0,9816,3250,205,259,79.2,236,313,75.4,67,111,60.4,1,0.6,+0.4,9,38,10,4,43,Matches
2177,Ihsan Sacko\68a87d66,fr FRA,FW,Nice,fr Ligue 1,20,1997,2.9,67,86,77.9,1124,199,37,43,86.0,22,26,84.6,7,9,77.8,0,0.5,-0.5,2,3,2,1,3,Matches
2178,Ihsan Sacko\68a87d66,fr FRA,FWMF,Strasbourg,fr Ligue 1,20,1997,7.9,140,201,69.7,2262,414,76,99,76.8,51,70,72.9,11,20,55.0,1,1.2,-0.2,6,6,2,0,8,Matches
2179,Mujaid Sadick\21164a21,es ESP,DF,La Coruña,es La Liga,17,2000,1.2,36,39,92.3,650,164,13,13,100.0,21,23,91.3,2,3,66.7,0,0.0,0.0,0,0,0,0,0,Matches
2180,Armando Sadiku\8b6d1830,al ALB,FW,Levante,es La Liga,26,1991,3.0,49,68,72.1,712,214,27,39,69.2,17,22,77.3,3,5,60.0,0,0.0,0.0,2,6,0,0,4,Matches
2181,Umar Sadiq\686cbe7d,ng NGA,FW,Torino,it Serie A,20,1997,2.5,33,55,60.0,329,50,27,40,67.5,4,7,57.1,0,0,,0,0.2,-0.2,3,0,1,0,1,Matches
2182,Bacary Sagna\6ef56efd,fr FRA,DF,Benevento,it Serie A,34,1983,10.6,681,773,88.1,11856,4120,306,333,91.9,311,338,92.0,58,90,64.4,0,0.7,-0.7,12,35,5,4,34,Matches
2183,Adrián Sahibeddine\22c77851,fr FRA,FWMF,Dijon,fr Ligue 1,22,1994,0.2,5,6,83.3,57,27,3,4,75.0,1,1,100.0,0,0,,0,0.0,0.0,0,0,1,0,1,Matches
2184,Nuri Şahin\f4081572,tr TUR,MF,Dortmund,de Bundesliga,28,1988,13.6,920,1108,83.0,16889,5475,393,445,88.3,409,460,88.9,107,179,59.8,2,1.9,+0.1,19,139,21,2,131,Matches
2185,Wesley Saïd\90fcf472,fr FRA,FWMF,Dijon,fr Ligue 1,22,1995,20.4,365,496,73.6,5794,1310,183,216,84.7,144,200,72.0,25,54,46.3,1,1.8,-0.8,14,29,11,0,39,Matches
2186,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Nice,fr Ligue 1,20,1997,25.0,668,904,73.9,11266,2697,341,414,82.4,251,335,74.9,57,98,58.2,5,5.0,0.0,47,24,38,15,71,Matches
2187,Allan Saint-Maximin\2b16cb1a,fr FRA,MFFW,Monaco,fr Ligue 1,20,1997,0.2,3,5,60.0,47,14,1,3,33.3,2,2,100.0,0,0,,0,0.2,-0.2,1,0,1,1,0,Matches
2188,Henri Saivet\f3709655,sn SEN,MF,Newcastle Utd,eng Premier League,26,1990,0.9,18,30,60.0,286,78,7,13,53.8,4,6,66.7,3,7,42.9,0,0.0,0.0,0,2,0,0,0,Matches
2189,Gōtoku Sakai\c8e25f78,jp JPN,DFMF,Hamburger SV,de Bundesliga,26,1991,25.4,1030,1351,76.2,20218,7501,427,510,83.7,419,527,79.5,170,267,63.7,0,0.7,-0.7,13,97,23,10,109,Matches
2190,Hiroki Sakai\d63e2912,jp JPN,DF,Marseille,fr Ligue 1,27,1990,28.0,1197,1502,79.7,18749,8142,629,694,90.6,451,561,80.4,77,165,46.7,2,1.2,+0.8,13,87,12,5,126,Matches
2191,Diafra Sakho\57c433c8,sn SEN,FWMF,West Ham,eng Premier League,27,1989,3.4,49,71,69.0,751,102,32,39,82.1,10,16,62.5,5,8,62.5,0,0.0,0.0,1,5,2,1,3,Matches
2192,Diafra Sakho\57c433c8,sn SEN,FW,Rennes,fr Ligue 1,27,1989,8.7,98,140,70.0,1287,237,57,77,74.0,27,38,71.1,4,9,44.4,1,0.3,+0.7,5,7,5,1,8,Matches
2193,Mamadou Sakho\87935cf3,fr FRA,DF,Crystal Palace,eng Premier League,27,1990,17.8,628,736,85.3,12165,4841,227,245,92.7,321,356,90.2,75,120,62.5,2,1.2,+0.8,2,22,0,0,37,Matches
2194,Bakary Sako\381d7d54,ml MLI,FWMF,Crystal Palace,eng Premier League,29,1988,5.3,97,159,61.0,1691,431,58,78,74.4,21,37,56.8,12,29,41.4,0,0.8,-0.8,7,5,5,3,7,Matches
2195,Emiliano Sala\5d59e0df,ar ARG,FW,Nantes,fr Ligue 1,26,1990,33.7,513,818,62.7,6768,1395,321,461,69.6,136,218,62.4,26,48,54.2,3,2.8,+0.2,31,34,17,2,48,Matches
2196,Jacopo Sala\da5a981b,it ITA,DF,Sampdoria,it Serie A,25,1991,11.0,631,752,83.9,11594,3880,279,299,93.3,270,303,89.1,73,125,58.4,0,0.3,-0.3,6,51,10,4,68,Matches
2197,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,eng Premier League,25,1992,32.3,770,1038,74.2,12133,3648,422,521,81.0,255,328,77.7,62,120,51.7,10,9.0,+1.0,64,44,47,6,108,Matches
2198,Bartosz Salamon\9b30df1e,pl POL,DF,SPAL,it Serie A,26,1991,19.2,709,898,79.0,15847,5715,193,232,83.2,375,418,89.7,136,234,58.1,0,0.2,-0.2,4,59,6,1,58,Matches
2199,Carlos Salcedo\64c07ae1,mx MEX,DF,Eint Frankfurt,de Bundesliga,23,1993,17.9,783,982,79.7,18705,6331,169,199,84.9,421,476,88.4,186,284,65.5,0,0.0,0.0,1,51,2,0,65,Matches
2200,Eddie Salcedo\0489bb30,it ITA,MFFW,Genoa,it Serie A,15,2001,0.4,5,6,83.3,74,11,3,3,100.0,2,3,66.7,0,0,,0,0.0,0.0,0,0,0,0,1,Matches
2201,Yannis Salibur\bb4a42be,fr FRA,FWMF,Guingamp,fr Ligue 1,26,1991,16.9,469,617,76.0,7854,2082,229,267,85.8,177,227,78.0,49,80,61.3,1,2.3,-1.3,25,32,18,6,43,Matches
2202,Sejad Salihović\a4e14205,ba BIH,MF,Hamburger SV,de Bundesliga,32,1984,4.1,169,234,72.2,3346,865,79,93,84.9,55,72,76.4,31,62,50.0,1,0.8,+0.2,8,18,4,3,9,Matches
2203,Yoann Salmier\c3725db2,gf GUF,DF,Strasbourg,fr Ligue 1,24,1992,12.3,449,538,83.5,10462,3575,88,99,88.9,261,289,90.3,97,143,67.8,1,0.6,+0.4,2,21,4,0,23,Matches
2204,Mamadou Samassa\cfe852d8,ml MLI,GK,Troyes,fr Ligue 1,27,1990,21.0,265,499,53.1,9578,6319,20,21,95.2,112,116,96.6,131,359,36.5,0,0.0,0.0,1,10,0,0,1,Matches
2205,Brice Samba\60d90c55,cg CGO,GK,Caen,fr Ligue 1,23,1994,3.5,51,87,58.6,2077,1583,2,3,66.7,19,20,95.0,30,64,46.9,0,0.0,0.0,0,1,0,0,0,Matches
2206,Junior Sambia\24eb7ed6,fr FRA,MFFW,Montpellier,fr Ligue 1,20,1996,17.1,607,787,77.1,11321,3446,277,319,86.8,213,275,77.5,100,164,61.0,5,3.1,+1.9,37,46,15,4,68,Matches
2207,Frédéric Sammaritano\8802c1d5,fr FRA,FWMF,Dijon,fr Ligue 1,31,1986,15.9,457,599,76.3,7747,2226,222,264,84.1,163,199,81.9,54,91,59.3,3,2.0,+1.0,23,39,23,8,52,Matches
2208,Sergi Samper\6a7586f4,es ESP,MF,Las Palmas,es La Liga,22,1995,1.6,67,83,80.7,1306,235,27,31,87.1,28,30,93.3,12,20,60.0,0,0.0,0.0,0,1,1,0,1,Matches
2209,Jairo Samperio\c0a0c18f,es ESP,FWDF,Las Palmas,es La Liga,24,1993,6.2,104,157,66.2,1506,437,64,83,77.1,32,50,64.0,6,17,35.3,0,0.4,-0.4,5,4,4,1,5,Matches
2210,Jairo Samperio\c0a0c18f,es ESP,MFFW,Mainz 05,de Bundesliga,24,1993,0.4,4,7,57.1,47,17,2,3,66.7,2,4,50.0,0,0,,0,0.0,0.0,0,1,0,0,0,Matches
2211,Mario Sampirisi\cda2ec29,it ITA,DF,Crotone,it Serie A,24,1992,24.4,822,1100,74.7,16488,8043,273,327,83.5,431,514,83.9,115,247,46.6,0,0.6,-0.6,8,79,19,8,99,Matches
2212,Mikel San José\003a5c72,es ESP,MF,Athletic Club,es La Liga,28,1989,23.9,802,1034,77.6,15508,4621,316,389,81.2,369,448,82.4,114,177,64.4,1,1.2,-0.2,13,101,12,2,102,Matches
2213,Antonio Sanabria\0a447501,py PAR,FW,Betis,es La Liga,21,1996,9.5,122,158,77.2,1836,241,77,92,83.7,32,45,71.1,10,15,66.7,0,0.1,-0.1,3,6,0,0,7,Matches
2214,Renato Sanches\032f894e,pt POR,MF,Swansea City,eng Premier League,19,1997,7.8,336,432,77.8,5853,1383,164,187,87.7,119,152,78.3,41,76,53.9,0,0.3,-0.3,6,25,3,0,31,Matches
2215,Alexis Sánchez\2c0f8e9e,cl CHI,FWMF,Arsenal,eng Premier League,28,1988,16.7,659,934,70.6,12453,3847,301,377,79.8,243,333,73.0,100,176,56.8,3,6.2,-3.2,48,71,79,11,146,Matches
2216,Alexis Sánchez\2c0f8e9e,cl CHI,FWMF,Manchester Utd,eng Premier League,28,1988,11.6,457,626,73.0,7566,2358,245,294,83.3,143,195,73.3,50,94,53.2,3,2.5,+0.5,26,49,32,4,76,Matches
2217,Carlos Sánchez\50b51fac,co COL,MFFW,Fiorentina,it Serie A,31,1986,4.1,206,250,82.4,3994,1017,75,87,86.2,97,108,89.8,31,48,64.6,0,0.0,0.0,0,13,0,0,13,Matches
2218,Carlos Sánchez\50b51fac,co COL,MF,Espanyol,es La Liga,31,1986,12.5,479,574,83.4,9392,1906,188,223,84.3,217,245,88.6,69,94,73.4,0,0.5,-0.5,4,39,3,0,31,Matches
2219,Davinson Sánchez\da7b447d,co COL,DF,Tottenham,eng Premier League,21,1996,28.2,1689,1875,90.1,37340,11804,455,492,92.5,893,953,93.7,329,413,79.7,0,0.1,-0.1,4,68,2,0,77,Matches
2220,Sergio Sánchez\83a83b0a,es ESP,DF,Espanyol,es La Liga,31,1986,1.1,30,40,75.0,558,237,12,15,80.0,15,16,93.8,3,9,33.3,0,0.0,0.0,0,2,0,0,5,Matches
2221,Víctor Sánchez\ad4d0985,es ESP,DFMF,Espanyol,es La Liga,29,1987,27.3,962,1389,69.3,16888,6280,477,575,83.0,369,499,73.9,104,280,37.1,2,0.5,+1.5,7,89,14,4,106,Matches
2222,Jadon Sancho\dbf053da,eng ENG,FW,Dortmund,de Bundesliga,17,2000,7.7,308,372,82.8,4616,928,168,195,86.2,110,127,86.6,18,30,60.0,4,3.1,+0.9,20,13,10,0,23,Matches
2223,Sandro\c1c2c925,br BRA,MF,Benevento,it Serie A,28,1989,12.8,619,694,89.2,10959,2425,262,288,91.0,284,308,92.2,64,82,78.0,0,0.2,-0.2,5,28,4,0,29,Matches
2224,Alex Sandro\0d82903c,br BRA,DF,Juventus,it Serie A,26,1991,23.5,1423,1680,84.7,28301,8351,529,604,87.6,670,745,89.9,210,293,71.7,3,2.5,+0.5,28,105,45,23,125,Matches
2225,Arona Sané\22df75d8,sn SEN,MF,Atlético Madrid,es La Liga,22,1995,0.7,9,14,64.3,152,9,2,5,40.0,7,9,77.8,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2226,Lamine Sané\125cb9fe,sn SEN,DF,Werder Bremen,de Bundesliga,30,1987,8.7,323,400,80.8,7285,2539,79,105,75.2,175,200,87.5,69,93,74.2,0,0.2,-0.2,1,26,0,0,20,Matches
2227,Leroy Sané\2b114be3,de GER,FW,Manchester City,eng Premier League,21,1996,26.9,948,1190,79.7,14019,2956,552,641,86.1,322,389,82.8,47,101,46.5,15,8.0,+7.0,56,24,39,9,66,Matches
2228,Salif Sané\791abba1,sn SEN,DF,Hannover 96,de Bundesliga,26,1990,32.0,1448,1788,81.0,33226,12251,329,398,82.7,818,907,90.2,291,454,64.1,1,0.8,+0.2,9,101,7,0,137,Matches
2229,Ibrahim Sangaré\bced0375,ci CIV,MF,Toulouse,fr Ligue 1,19,1997,17.7,621,835,74.4,13088,3969,208,261,79.7,265,324,81.8,127,210,60.5,1,1.5,-0.5,18,103,8,2,93,Matches
2230,Younousse Sankharé\c650629d,sn SEN,MFFW,Bordeaux,fr Ligue 1,27,1989,20.9,751,879,85.4,12790,3900,351,387,90.7,306,348,87.9,78,113,69.0,1,1.6,-0.6,21,88,7,2,88,Matches
2231,Baissama Sankoh\a8b4a643,gn GUI,MFDF,Caen,fr Ligue 1,25,1992,17.1,432,546,79.1,7624,1997,176,214,82.2,203,246,82.5,41,62,66.1,0,0.9,-0.9,8,32,4,1,40,Matches
2232,Siriki Sanogo\ff120e44,ci CIV,MF,Benevento,it Serie A,15,2001,0.4,12,16,75.0,204,27,5,7,71.4,6,7,85.7,1,2,50.0,0,0.0,0.0,0,0,0,0,1,Matches
2233,Yaya Sanogo\11ced928,fr FRA,FW,Toulouse,fr Ligue 1,24,1993,16.8,170,302,56.3,2634,538,93,158,58.9,54,84,64.3,14,25,56.0,1,0.4,+0.6,10,16,8,1,23,Matches
2234,Morgan Sanson\6e7f1353,fr FRA,MF,Marseille,fr Ligue 1,22,1994,24.1,817,1051,77.7,14312,3367,397,462,85.9,307,390,78.7,89,148,60.1,2,3.7,-1.7,37,76,26,11,79,Matches
2235,Nicola Sansone\7eb97a8e,it ITA,FWMF,Villarreal,es La Liga,25,1991,7.1,167,232,72.0,2665,654,99,129,76.7,51,69,73.9,15,22,68.2,1,1.5,-0.5,13,11,6,1,21,Matches
2236,Baptiste Santamaria\5e22e2a4,fr FRA,MF,Angers,fr Ligue 1,22,1995,28.8,936,1169,80.1,18459,5491,361,418,86.4,419,496,84.5,144,226,63.7,0,1.1,-1.1,16,116,6,3,105,Matches
2237,Ivan Santini\086d7db3,hr CRO,FW,Caen,fr Ligue 1,28,1989,30.8,447,689,64.9,6027,982,282,403,70.0,122,195,62.6,17,32,53.1,1,1.5,-0.5,25,31,5,0,31,Matches
2238,Davide Santon\88c89891,it ITA,DF,Inter,it Serie A,26,1991,9.3,439,547,80.3,8153,2437,185,206,89.8,194,233,83.3,54,89,60.7,0,0.1,-0.1,2,26,2,0,30,Matches
2239,Christian Santos\4efd29bb,ve VEN,FW,Alavés,es La Liga,29,1988,4.8,90,141,63.8,1121,128,57,82,69.5,22,43,51.2,4,6,66.7,0,0.2,-0.2,3,4,1,1,1,Matches
2240,Douglas Santos\c50e5bba,br BRA,DF,Hamburger SV,de Bundesliga,23,1994,26.4,1048,1493,70.2,20362,9228,442,514,86.0,418,582,71.8,168,319,52.7,1,2.0,-1.0,24,104,36,16,144,Matches
2241,Samir Santos\92b4758e,br BRA,DF,Udinese,it Serie A,22,1994,28.5,1107,1376,80.5,23085,7474,317,356,89.0,612,698,87.7,173,296,58.4,0,0.2,-0.2,4,72,6,3,82,Matches
2242,Antonio Santurro\61228681,it ITA,GK,Bologna,it Serie A,25,1992,1.0,18,42,42.9,863,713,0,0,,4,4,100.0,14,38,36.8,0,0.0,0.0,0,1,0,0,0,Matches
2243,Riccardo Saponara\3bb7af3b,it ITA,MFFW,Fiorentina,it Serie A,25,1991,10.0,342,434,78.8,6340,2193,158,187,84.5,141,166,84.9,42,71,59.2,4,2.9,+1.1,37,50,22,1,69,Matches
2244,Pablo Sarabia\9744ff80,es ESP,FWMF,Sevilla,es La Liga,25,1992,26.6,840,1155,72.7,13894,4636,422,519,81.3,341,437,78.0,66,160,41.3,5,5.8,-0.8,46,53,52,13,125,Matches
2245,Yusuf Sari\a2da58b1,tr TUR,FW,Marseille,fr Ligue 1,18,1998,0.0,0,0,,0,0,0,0,,0,0,,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2246,Bouna Sarr\1a4b9094,sn SEN,DFFW,Marseille,fr Ligue 1,25,1992,19.9,1083,1289,84.0,17945,6651,526,586,89.8,448,517,86.7,87,141,61.7,2,2.4,-0.4,29,59,29,21,76,Matches
2247,Ismaila Sarr\bfdb33aa,sn SEN,FWMF,Rennes,fr Ligue 1,19,1998,20.6,324,431,75.2,4627,1210,191,227,84.1,104,140,74.3,15,32,46.9,3,3.0,0.0,17,18,14,3,32,Matches
2248,Malang Sarr\4315f30d,fr FRA,DF,Nice,fr Ligue 1,18,1999,14.7,933,1056,88.4,19863,7322,288,308,93.5,464,499,93.0,165,215,76.7,0,0.3,-0.3,5,66,2,1,52,Matches
2249,Imanol Sarriegi\b32b7d1b,es ESP,MFFW,Eibar,es La Liga,22,1995,0.5,18,23,78.3,349,28,6,7,85.7,10,12,83.3,2,4,50.0,0,0.0,0.0,0,4,0,0,0,Matches
2250,Marco Sau\1ad1f50d,it ITA,FWMF,Cagliari,it Serie A,29,1987,14.6,290,380,76.3,4252,573,166,207,80.2,87,112,77.7,20,32,62.5,0,1.0,-1.0,13,12,6,1,10,Matches
2251,Stefan Savić\f6ac68c1,me MNE,DF,Atlético Madrid,es La Liga,26,1991,25.5,812,1026,79.1,18425,6163,211,252,83.7,423,475,89.1,173,286,60.5,0,0.2,-0.2,2,58,4,0,56,Matches
2252,Gianluca Scamacca\8790f988,it ITA,FW,Sassuolo,it Serie A,18,1999,0.3,12,17,70.6,199,95,6,7,85.7,6,9,66.7,0,0,,0,0.5,-0.5,1,2,3,0,3,Matches
2253,Fabian Schär\c8aa95da,ch SUI,DF,La Coruña,es La Liga,25,1991,24.7,740,958,77.2,17310,6756,210,245,85.7,345,407,84.8,182,299,60.9,2,0.3,+1.7,4,54,6,0,53,Matches
2254,Ezequiel Schelotto\a6e316c1,it ITA,DF,Brighton,eng Premier League,28,1989,14.6,449,600,74.8,8132,3473,194,220,88.2,192,258,74.4,54,94,57.4,0,0.8,-0.8,4,34,7,4,28,Matches
2255,Pasquale Schiattarella\bd84fc61,it ITA,MF,SPAL,it Serie A,30,1987,22.1,939,1180,79.6,18036,5183,374,431,86.8,406,484,83.9,139,223,62.3,3,4.0,-1.0,43,96,36,6,139,Matches
2256,Eros Schiavon\c4f97172,it ITA,MFDF,SPAL,it Serie A,34,1983,4.3,85,130,65.4,1353,490,42,47,89.4,36,58,62.1,5,17,29.4,0,0.0,0.0,1,3,2,0,8,Matches
2257,Patrik Schick\5d4f7d61,cz CZE,FW,Roma,it Serie A,21,1996,11.0,226,293,77.1,3156,590,147,177,83.1,67,84,79.8,7,15,46.7,0,1.7,-1.7,12,14,8,1,17,Matches
2258,Julian Schieber\37c213cf,de GER,MFFW,Hertha BSC,de Bundesliga,28,1989,0.6,5,14,35.7,60,24,3,6,50.0,2,7,28.6,0,0,,0,0.0,0.0,0,0,0,0,0,Matches
2259,Christopher Schindler\8ae9869d,de GER,DF,Huddersfield,eng Premier League,27,1990,36.3,1149,1371,83.8,25175,7487,325,364,89.3,566,645,87.8,247,342,72.2,1,1.8,-0.8,6,53,1,0,50,Matches
2260,Sven Schipplock\53eeaf6a,de GER,FWMF,Hamburger SV,de Bundesliga,28,1988,3.8,44,76,57.9,556,189,32,47,68.1,10,21,47.6,1,2,50.0,0,0.1,-0.1,3,2,0,0,5,Matches
2261,Jeffrey Schlupp\3312f911,gh GHA,DFMF,Crystal Palace,eng Premier League,24,1992,19.4,613,817,75.0,10069,3805,321,369,87.0,236,306,77.1,45,100,45.0,1,1.2,-0.2,13,59,10,4,55,Matches
2262,Kasper Schmeichel\53af52f3,dk DEN,GK,Leicester City,eng Premier League,30,1986,32.9,609,1136,53.6,26909,19000,29,30,96.7,183,189,96.8,397,917,43.3,0,0.1,-0.1,2,19,0,0,3,Matches
2263,Marcel Schmelzer\89565ac5,de GER,DF,Dortmund,de Bundesliga,29,1988,16.6,1069,1291,82.8,17235,6712,505,556,90.8,498,582,85.6,54,118,45.8,0,0.5,-0.5,9,88,12,3,113,Matches
2264,Jonathan Schmid\088ca1bd,fr FRA,DFFW,Augsburg,de Bundesliga,27,1990,16.4,445,622,71.5,8283,3875,206,253,81.4,153,197,77.7,78,147,53.1,0,2.0,-2.0,25,24,8,2,37,Matches
2265,Manuel Schmiedebach\d8f5dc3d,de GER,MF,Hannover 96,de Bundesliga,28,1988,1.8,50,75,66.7,991,355,22,25,88.0,20,31,64.5,7,13,53.8,0,0.2,-0.2,3,6,1,1,6,Matches
2266,Benno Schmitz\ad00b1a8,de GER,DF,RB Leipzig,de Bundesliga,22,1994,0.9,41,55,74.5,694,245,18,23,78.3,18,24,75.0,4,7,57.1,0,0.1,-0.1,2,1,0,0,1,Matches
2267,Morgan Schneiderlin\51b41c5c,fr FRA,MF,Everton,eng Premier League,27,1989,23.7,944,1129,83.6,17608,5030,400,451,88.7,391,449,87.1,124,189,65.6,0,0.3,-0.3,9,99,2,1,74,Matches
2268,Alessandro Schöpf\106bca06,at AUT,DFMF,Schalke 04,de Bundesliga,23,1994,9.0,314,412,76.2,4960,1760,176,203,86.7,108,143,75.5,25,51,49.0,0,0.6,-0.6,5,19,6,0,22,Matches
2269,Nico Schulz\fa274d97,de GER,DFMF,Hoffenheim,de Bundesliga,24,1993,19.8,756,1029,73.5,13610,4799,346,407,85.0,318,417,76.3,84,158,53.2,2,3.0,-1.0,28,55,35,17,98,Matches
2270,André Schürrle\ecbb3fdf,de GER,FW,Dortmund,de Bundesliga,26,1990,13.7,395,549,71.9,6343,1497,209,264,79.2,146,185,78.9,32,71,45.1,6,2.3,+3.7,18,26,24,8,43,Matches
2271,Julian Schuster\d0421d25,de GER,DFMF,Freiburg,de Bundesliga,32,1985,14.5,602,748,80.5,12865,4421,179,197,90.9,325,358,90.8,97,186,52.2,0,1.2,-1.2,15,37,8,1,48,Matches
