Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,CrdY,CrdR,2CrdY,Fls,Fld,Off,Crs,Int,TklW,PKwon,PKcon,OG,Recov,Won,Lost,Won%,Matches
467,Timothy Castagne\197640fd,be BEL,DF,Atalanta,it Serie A,23,1995,19.7,4,0,0,21,10,5,52,12,23,1,0,0,159,33,24,57.9,Matches
468,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,27,1992,26.0,1,0,0,0,3,0,0,0,0,0,0,0,149,0,0,,Matches
469,Jean-Charles Castelletto\e0f3a1f6,cm CMR,DF,Brest,fr Ligue 1,24,1995,20.4,3,1,0,26,11,1,2,16,12,0,0,0,189,60,38,61.2,Matches
470,Samu Castillejo\130a7a3f,es ESP,FWMF,Milan,it Serie A,24,1995,13.4,3,1,0,18,23,7,46,18,18,0,0,0,99,17,34,33.3,Matches
471,Jonny Castro\e28868f3,es ESP,DF,Wolves,eng Premier League,25,1994,32.1,4,0,0,38,34,2,43,36,61,0,0,0,237,37,54,40.7,Matches
472,Lucas Castro\56b2957b,ar ARG,MF,SPAL,it Serie A,30,1989,4.7,0,0,0,9,5,0,5,1,6,0,0,0,26,5,2,71.4,Matches
473,Lucas Castro\56b2957b,ar ARG,MF,Cagliari,it Serie A,30,1989,6.7,2,0,0,16,9,1,19,4,8,0,0,0,60,5,6,45.5,Matches
474,Gaetano Castrovilli\0728bebe,it ITA,MF,Fiorentina,it Serie A,22,1997,29.7,10,0,0,69,93,0,31,25,46,1,2,0,252,21,41,33.9,Matches
475,Danilo Cataldi\ba3d3bea,it ITA,MF,Lazio,it Serie A,24,1994,6.6,3,0,0,6,3,0,11,5,14,0,0,0,80,5,2,71.4,Matches
476,Craig Cathcart\89e4b358,nir NIR,DF,Watford,eng Premier League,30,1989,27.6,7,0,0,22,3,0,3,16,26,0,0,0,258,75,45,62.5,Matches
477,Edinson Cavani\527f063d,uy URU,FW,Paris S-G,fr Ligue 1,32,1987,6.7,2,0,0,8,2,3,4,0,4,0,0,0,24,4,6,40.0,Matches
478,Santi Cazorla\e2e9c250,es ESP,MF,Villarreal,es La Liga,34,1984,27.2,3,0,0,29,49,3,53,13,28,0,0,0,192,11,21,34.4,Matches
479,Dani Ceballos\c0617e2b,es ESP,MF,Arsenal,eng Premier League,22,1996,18.8,1,0,0,25,39,0,22,20,28,0,0,0,190,11,22,33.3,Matches
480,Federico Ceccherini\d9624b51,it ITA,DF,Fiorentina,it Serie A,27,1992,9.3,3,0,0,9,16,0,0,10,10,0,1,0,96,27,11,71.1,Matches
481,Christian Celesia\d2fd20d6,it ITA,DF,Torino,it Serie A,17,2002,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,Matches
482,Zeki Çelik\31a62dc7,tr TUR,DF,Lille,fr Ligue 1,22,1997,23.0,4,0,0,44,12,4,47,15,34,1,0,1,232,24,36,40.0,Matches
483,Fabien Centonze\3c6bbbab,fr FRA,DF,Metz,fr Ligue 1,23,1996,28.0,3,0,0,22,34,2,59,45,53,0,0,0,259,37,26,58.7,Matches
484,Luca Ceppitelli\7d50454d,it ITA,DF,Cagliari,it Serie A,29,1989,13.8,5,0,0,9,11,0,2,17,12,0,0,1,112,33,29,53.2,Matches
485,Alberto Cerri\1079c685,it ITA,FW,SPAL,it Serie A,23,1996,4.7,1,0,0,8,7,2,2,1,1,0,0,0,9,19,11,63.3,Matches
486,Alberto Cerri\1079c685,it ITA,FW,Cagliari,it Serie A,23,1996,2.7,1,0,0,5,3,2,0,0,3,0,1,0,11,22,16,57.9,Matches
487,Julian Chabot\ae7058f9,de GER,DF,Sampdoria,it Serie A,21,1998,6.3,1,1,0,10,6,0,0,14,10,0,0,0,51,21,10,67.7,Matches
488,Florian Chabrolle\5d9577aa,fr FRA,MF,Marseille,fr Ligue 1,21,1998,0.2,0,0,0,1,0,0,0,0,0,0,0,0,3,0,0,,Matches
489,Fouad Chafik\edd1466a,ma MAR,DF,Dijon,fr Ligue 1,32,1986,17.0,1,0,0,22,21,0,38,30,23,0,1,0,158,11,12,47.8,Matches
490,Sofian Chakla\37f04799,ma MAR,DF,Villarreal,es La Liga,25,1993,2.0,1,0,0,3,1,0,0,1,0,0,1,0,22,2,2,50.0,Matches
491,Nathaniel Chalobah\422862ea,eng ENG,MF,Watford,eng Premier League,24,1994,10.3,1,0,0,12,12,0,4,9,19,0,0,0,115,17,14,54.8,Matches
492,Calum Chambers\dc6f5bdd,eng ENG,DF,Arsenal,eng Premier League,24,1995,12.2,5,0,0,17,4,0,27,13,18,0,1,0,123,37,27,57.8,Matches
493,Jhon Chancellor\84b6acaa,ve VEN,DF,Brescia,it Serie A,27,1992,24.9,3,0,0,21,7,3,1,14,19,0,0,1,189,69,39,63.9,Matches
494,Timothy Chandler\b3b7f5a6,us USA,DFMF,Eint Frankfurt,de Bundesliga,29,1990,13.6,4,0,0,21,12,4,47,6,10,0,0,0,87,42,30,58.3,Matches
495,Kwon Chang-hoon\7961f7aa,kr KOR,MFFW,Freiburg,de Bundesliga,25,1994,7.5,0,0,0,4,23,3,16,7,6,1,0,0,68,16,23,41.0,Matches
496,Gaëtan Charbonnier\18ebca4b,fr FRA,FWMF,Brest,fr Ligue 1,30,1988,22.9,5,0,0,40,34,9,33,5,22,1,0,0,107,50,81,38.2,Matches
497,Brendan Chardonnet\16aa7d4c,fr FRA,DF,Brest,fr Ligue 1,24,1994,9.1,4,0,0,7,5,0,0,8,8,0,2,0,80,31,21,59.6,Matches
498,Charles\c4b8bcf4,br BRA,FW,Eibar,es La Liga,35,1984,14.5,8,0,0,40,21,7,3,3,6,1,0,0,67,51,89,36.4,Matches
499,Xavier Chavalerin\279ddf6a,fr FRA,MF,Reims,fr Ligue 1,28,1991,23.9,6,0,0,45,11,4,37,29,52,0,0,0,205,15,18,45.5,Matches
500,Pablo Chavarría\4207e578,ar ARG,FWMF,Mallorca,es La Liga,31,1988,2.3,1,0,0,15,4,7,5,0,1,0,0,0,9,18,11,62.1,Matches
501,Aurélien Chedjou\80e4c841,cm CMR,DF,Amiens,fr Ligue 1,34,1985,21.9,4,1,1,14,10,0,0,27,27,0,1,0,255,45,23,66.2,Matches
502,Pape Cheikh Diop\873ce3a2,sn SEN,MF,Celta Vigo,es La Liga,21,1997,6.7,5,1,1,25,19,0,1,2,6,0,0,0,61,3,8,27.3,Matches
503,Chema\7f203b54,es ESP,DF,Getafe,es La Liga,27,1992,3.4,4,0,0,8,2,1,0,2,2,0,0,0,57,14,14,50.0,Matches
504,Rayan Cherki\b34c63a5,fr FRA,MFFW,Lyon,fr Ligue 1,15,2003,1.6,0,0,0,1,5,0,3,1,2,0,0,0,13,0,2,0.0,Matches
505,Denis Cheryshev\0ac94a23,ru RUS,MFFW,Valencia,es La Liga,28,1990,10.3,5,0,0,27,17,2,40,8,7,1,1,0,74,10,15,40.0,Matches
506,Giorgio Chiellini\e85fb9b8,it ITA,DF,Juventus,it Serie A,34,1984,2.2,0,0,0,4,2,0,0,1,2,0,0,0,18,4,2,66.7,Matches
507,Federico Chiesa\b0f7e36c,it ITA,FWDF,Fiorentina,it Serie A,21,1997,29.3,7,0,0,55,51,7,54,5,30,2,0,0,175,6,30,16.7,Matches
508,Ben Chilwell\d2424d1b,eng ENG,DF,Leicester City,eng Premier League,22,1996,26.4,3,0,0,34,32,1,78,20,26,0,0,0,240,62,22,73.8,Matches
509,Vlad Chiricheș\c316607a,ro ROU,DF,Sassuolo,it Serie A,29,1989,7.9,0,0,0,9,4,1,1,7,12,0,0,0,75,13,13,50.0,Matches
510,Tahith Chong\2696b6a9,nl NED,FWDF,Manchester Utd,eng Premier League,19,1999,0.4,0,0,0,2,1,0,0,1,0,0,0,0,2,0,2,0.0,Matches
511,Joris Chotard\7909ffa4,fr FRA,MF,Montpellier,fr Ligue 1,17,2001,13.9,5,1,1,31,26,1,8,16,21,0,0,0,164,19,16,54.3,Matches
512,Hamza Choudhury\7d2d3329,eng ENG,MF,Leicester City,eng Premier League,21,1997,9.9,4,1,1,13,11,0,4,18,13,0,0,0,104,11,8,57.9,Matches
513,Mounir Chouiar\45c1c326,fr FRA,MFFW,Dijon,fr Ligue 1,20,1999,16.7,4,1,0,35,21,4,32,11,27,0,0,0,124,12,12,50.0,Matches
514,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,eng Premier League,23,1996,19.5,5,0,0,18,11,0,0,15,20,0,0,0,173,68,40,63.0,Matches
515,Samuel Chukwueze\b8a642fc,ng NGA,MFFW,Villarreal,es La Liga,20,1999,22.8,2,0,0,19,58,12,45,9,15,2,0,0,150,11,30,26.8,Matches
516,Darko Churlinov\c6608135,mk MKD,FW,Köln,de Bundesliga,19,2000,0.2,0,0,0,1,0,1,1,0,0,0,0,0,3,0,1,0.0,Matches
517,Churripi\81a606fc,es ESP,GK,Valladolid,es La Liga,25,1994,2.7,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,,Matches
518,Luca Cigarini\ae64d449,it ITA,MF,Cagliari,it Serie A,33,1986,17.8,8,1,1,39,32,0,19,19,26,0,0,0,195,10,13,43.5,Matches
519,Per Ciljan Skjelbred\ecab64a0,no NOR,MF,Hertha BSC,de Bundesliga,32,1987,18.1,4,0,0,26,11,0,4,22,31,0,0,0,173,19,17,52.8,Matches
520,Jasper Cillessen\04ac8285,nl NED,GK,Valencia,es La Liga,30,1989,23.3,1,0,0,0,6,0,0,0,0,0,0,0,127,0,0,,Matches
521,Thiago Cionek\46f5c54d,pl POL,DF,SPAL,it Serie A,33,1986,24.1,11,0,0,59,54,0,45,23,33,1,1,0,230,45,24,65.2,Matches
522,Ibrahim Cissé\9cebd6ce,ci CIV,DFFW,Nice,fr Ligue 1,20,1999,0.6,0,0,0,0,1,0,0,0,1,0,0,0,4,3,3,50.0,Matches
523,Ibrahim Cissé\0f87f8c2,sn SEN,DF,Angers,fr Ligue 1,23,1996,0.7,1,0,0,2,0,0,1,0,0,0,0,0,11,1,1,50.0,Matches
524,Andrea Cistana\fe6a7685,it ITA,DF,Brescia,it Serie A,22,1997,20.4,7,1,0,24,15,1,6,24,21,0,1,0,171,47,47,50.0,Matches
525,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,eng Premier League,29,1989,13.2,3,0,0,11,8,0,2,14,12,0,0,0,100,31,31,50.0,Matches
526,Leon Clarke\91c975a0,eng ENG,FWMF,Sheffield Utd,eng Premier League,34,1985,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1,66.7,Matches
527,Alexis Claude-Maurice\741418c3,fr FRA,MFFW,Nice,fr Ligue 1,21,1998,18.1,2,0,0,17,48,1,19,12,18,0,0,0,96,10,9,52.6,Matches
528,Christian Clemens\612cb8d3,de GER,MFFW,Köln,de Bundesliga,27,1991,0.2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,,Matches
529,Óscar Clemente\9dfdbdeb,es ESP,MF,Atlético Madrid,es La Liga,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
530,Yannis Clementia\7800bdb8,fr FRA,GK,Nice,fr Ligue 1,22,1997,2.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,Matches
531,Denilho Cleonise\91c9de34,nl NED,FW,Genoa,it Serie A,17,2001,0.5,2,0,0,2,1,0,0,2,0,0,0,0,1,0,1,0.0,Matches
532,Carlos Clerc\33a61a52,es ESP,DF,Levante,es La Liga,27,1992,20.5,4,0,0,25,19,2,44,17,19,0,0,0,173,27,27,50.0,Matches
533,Tom Cleverley\6cdd8245,eng ENG,MF,Watford,eng Premier League,29,1989,10.8,2,0,0,19,13,0,20,9,17,0,0,0,92,8,14,36.4,Matches
534,Conor Coady\2928dca2,eng ENG,DF,Wolves,eng Premier League,26,1993,38.0,5,0,0,20,6,0,0,24,22,0,1,0,387,42,24,63.6,Matches
535,Marcus Coco\3010aefb,fr FRA,FW,Nantes,fr Ligue 1,23,1996,0.2,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,,Matches
536,Renaud Cohade\4e7d66f8,fr FRA,MF,Metz,fr Ligue 1,34,1984,8.5,3,0,0,18,5,1,14,7,16,0,0,0,85,17,7,70.8,Matches
537,Coke\6d8f8441,es ESP,DF,Levante,es La Liga,32,1987,11.0,3,0,0,20,12,1,17,6,15,0,0,0,110,17,11,60.7,Matches
538,Séamus Coleman\0420d84f,ie IRL,DF,Everton,eng Premier League,30,1988,20.4,5,1,1,21,21,1,34,12,31,0,0,0,211,30,22,57.7,Matches
539,Álex Collado\85dace26,es ESP,DF,Barcelona,es La Liga,20,1999,0.1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,100.0,Matches
540,Ebrima Colley\bf356094,gm GAM,FW,Atalanta,it Serie A,19,2000,0.9,1,0,0,2,4,0,0,1,1,0,0,0,12,1,1,50.0,Matches
541,Omar Colley\8b95acda,gm GAM,DF,Sampdoria,it Serie A,26,1992,30.8,10,0,0,46,17,2,6,40,34,0,2,0,352,87,40,68.5,Matches
542,Jamilu Collins\33a95e0a,ng NGA,DF,Paderborn 07,de Bundesliga,24,1994,29.6,9,1,1,46,34,1,30,40,41,0,2,0,352,34,33,50.7,Matches
543,Simone Colombi\72be9309,it ITA,GK,Parma,it Serie A,28,1991,4.0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,,Matches
544,Lorenzo Colombo\04df29a5,it ITA,FW,Milan,it Serie A,17,2002,0.1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,Matches
545,Racine Coly\166a981d,sn SEN,DFFW,Nice,fr Ligue 1,23,1995,7.2,5,2,2,11,7,1,6,6,9,0,0,0,70,13,9,59.1,Matches
546,Kingsley Coman\042e8a49,fr FRA,FWMF,Bayern Munich,de Bundesliga,23,1996,16.7,2,0,0,11,34,4,75,2,15,1,0,0,126,18,19,48.6,Matches
547,Daniel Congré\3f5b4635,fr FRA,DF,Montpellier,fr Ligue 1,34,1985,21.6,4,0,0,18,17,0,5,29,23,1,0,1,219,46,37,55.4,Matches
548,Aaron Connolly\27c01749,ie IRL,FW,Brighton,eng Premier League,19,2000,14.0,0,0,0,15,37,14,7,5,8,2,0,0,54,14,48,22.6,Matches
549,Andrea Consigli\8cabdc1e,it ITA,GK,Sassuolo,it Serie A,32,1987,31.0,1,0,0,0,3,0,0,0,0,0,0,0,131,0,1,0.0,Matches
550,Andrea Conti\8fef5412,it ITA,DF,Milan,it Serie A,25,1994,19.2,8,0,0,42,20,0,22,27,31,0,0,0,147,17,13,56.7,Matches
551,Lewis Cook\2afc7272,eng ENG,MF,Bournemouth,eng Premier League,22,1997,15.0,5,0,0,31,18,0,9,13,16,0,0,0,168,14,16,46.7,Matches
552,Steve Cook\3e5e4e63,eng ENG,DF,Bournemouth,eng Premier League,28,1991,27.0,6,1,0,19,14,1,3,19,13,0,1,0,287,108,61,63.9,Matches
553,Francis Coquelin\a6951bf8,fr FRA,MF,Valencia,es La Liga,28,1991,21.2,8,1,1,37,31,2,3,29,24,1,1,0,202,21,10,67.7,Matches
554,Gabriele Corbo\091795f2,it ITA,DF,Bologna,it Serie A,19,2000,1.4,1,0,0,2,1,0,0,1,1,0,0,0,10,2,2,50.0,Matches
555,Sébastien Corchia\0e7ccfc4,fr FRA,DF,Espanyol,es La Liga,28,1990,3.0,1,0,0,5,6,0,9,2,0,0,0,0,12,0,0,,Matches
556,Iñigo Córdoba\49ea92be,es ESP,FW,Athletic Club,es La Liga,22,1997,16.0,4,0,0,34,16,4,24,10,14,0,0,0,106,17,18,48.6,Matches
557,Jhon Córdoba\9f381d8b,co COL,FW,Köln,de Bundesliga,26,1993,22.2,5,0,0,65,72,26,11,7,11,0,0,0,94,55,91,37.7,Matches
558,Sergio Córdova\229cd98a,ve VEN,FWMF,Augsburg,de Bundesliga,21,1997,4.1,0,0,0,7,13,1,3,1,3,0,0,0,23,13,31,29.5,Matches
559,Benjamin Corgnet\cfd8dde3,fr FRA,MF,Strasbourg,fr Ligue 1,32,1987,2.9,0,0,0,3,2,0,8,1,3,0,0,0,7,10,12,45.5,Matches
560,Jack Cork\74e12f1e,eng ENG,MF,Burnley,eng Premier League,30,1989,29.0,1,0,0,46,30,1,8,25,27,0,0,0,339,53,64,45.3,Matches
561,Andreas Cornelius\c693347d,dk DEN,FW,Parma,it Serie A,26,1993,16.6,1,0,0,44,34,3,9,2,6,1,0,0,78,93,61,60.4,Matches
562,Maxwel Cornet\beb391dd,ci CIV,FWDF,Lyon,fr Ligue 1,22,1996,14.8,1,0,0,16,29,2,48,15,14,0,0,0,123,18,22,45.0,Matches
563,Quentin Cornette\5d42d487,fr FRA,FWMF,Amiens,fr Ligue 1,25,1994,3.9,0,0,0,4,5,1,31,9,1,0,0,0,26,3,2,60.0,Matches
564,Ángel Correa\01eb744d,ar ARG,MFFW,Atlético Madrid,es La Liga,24,1995,22.9,5,0,0,28,48,9,28,12,15,0,0,0,147,16,37,30.2,Matches
565,Joaquín Correa\45b9b619,ar ARG,FWMF,Lazio,it Serie A,24,1994,22.2,0,0,0,22,54,6,13,5,11,3,0,0,86,16,46,25.8,Matches
566,Rober Correa\46bd3a5b,es ESP,DF,Eibar,es La Liga,26,1992,10.3,3,0,0,14,11,0,18,5,9,0,0,0,127,33,24,57.9,Matches
567,Thierry Correia\c78b352d,pt POR,DF,Valencia,es La Liga,20,1999,2.9,0,0,0,3,8,0,3,1,5,0,0,0,21,0,4,0.0,Matches
568,Antonio Cortés\31a1288d,es ESP,FWMF,Granada,es La Liga,19,2000,2.0,2,0,0,6,5,0,4,0,3,0,0,0,12,4,7,36.4,Matches
569,Angelo da Costa Júnior\18736214,br BRA,GK,Bologna,it Serie A,35,1983,1.0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,,Matches
570,Danny da Costa\5ddb8f9f,de GER,DFMF,Eint Frankfurt,de Bundesliga,26,1993,15.4,0,0,0,8,6,4,66,11,21,0,0,0,111,30,30,50.0,Matches
571,Diego Costa\a190d597,es ESP,FW,Atlético Madrid,es La Liga,30,1988,15.0,5,0,0,24,25,19,6,3,9,0,0,1,56,58,84,40.8,Matches
572,Douglas Costa\4fa7cb9b,br BRA,FWMF,Juventus,it Serie A,28,1990,8.9,1,0,0,11,13,3,28,6,5,0,0,0,53,1,7,12.5,Matches
573,Jaume Costa\808d48f3,es ESP,DF,Valencia,es La Liga,31,1988,15.4,2,1,0,19,24,2,22,8,18,0,0,0,98,18,18,50.0,Matches
574,Nuno da Costa\909222de,cv CPV,FWMF,Strasbourg,fr Ligue 1,28,1991,5.9,4,0,0,14,15,0,6,5,6,0,0,0,36,19,13,59.4,Matches
575,David Costas\545e2f01,es ESP,DF,Celta Vigo,es La Liga,24,1995,3.8,1,0,0,4,2,0,0,7,4,0,0,0,38,8,7,53.3,Matches
576,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,fr Ligue 1,32,1987,28.0,1,0,0,0,2,0,0,0,0,0,0,0,116,0,0,,Matches
577,Kalifa Coulibaly\9980269a,ml MLI,FW,Nantes,fr Ligue 1,27,1991,18.0,1,0,0,37,12,22,8,7,7,0,0,0,53,85,86,49.7,Matches
578,Senou Coulibaly\67b7357e,ml MLI,DF,Dijon,fr Ligue 1,24,1994,7.4,0,0,0,7,5,0,0,12,5,0,0,0,61,10,10,50.0,Matches
579,Yoann Court\26e4447b,fr FRA,FWMF,Brest,fr Ligue 1,29,1990,16.3,6,0,0,22,24,6,33,12,32,1,0,0,91,11,19,36.7,Matches
580,Thibaut Courtois\1840e36d,be BEL,GK,Real Madrid,es La Liga,27,1992,34.0,1,0,0,0,4,0,0,0,0,0,0,0,161,1,0,100.0,Matches
581,Philippe Coutinho\0ef89a37,br BRA,MFFW,Bayern Munich,de Bundesliga,27,1992,15.7,0,0,0,4,30,3,18,6,25,1,0,0,92,6,10,37.5,Matches
582,Nicolas Cozza\8f325097,fr FRA,DF,Montpellier,fr Ligue 1,20,1999,6.2,1,0,0,5,4,1,0,7,4,0,0,0,40,14,9,60.9,Matches
583,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,25,1994,16.0,1,0,0,0,1,0,0,0,0,0,0,0,71,0,0,,Matches
584,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,eng Premier League,29,1989,30.3,7,0,0,23,22,2,70,15,29,0,0,0,295,51,34,60.0,Matches
585,Domenico Criscito\35dd6d80,it ITA,DF,Genoa,it Serie A,32,1986,22.8,7,0,0,34,43,0,47,38,44,0,1,0,201,28,16,63.6,Matches
586,Bryan Cristante\16657b95,it ITA,MF,Roma,it Serie A,24,1995,18.0,7,1,0,36,9,0,5,11,14,0,1,0,165,13,24,35.1,Matches
587,Sebastián Cristóforo\3c05c659,uy URU,MF,Eibar,es La Liga,25,1993,9.7,1,0,0,26,30,2,7,7,24,0,0,0,96,6,14,30.0,Matches
588,Sebastián Cristóforo\3c05c659,uy URU,MF,Fiorentina,it Serie A,25,1993,1.0,0,0,0,0,2,0,0,2,4,0,0,0,10,0,0,,Matches
589,Juan Cuadrado\0ab1f153,co COL,DF,Juventus,it Serie A,31,1988,29.5,7,1,0,37,87,3,77,24,40,1,0,0,257,17,24,41.5,Matches
590,Cucho\71b47ab9,co COL,FWMF,Mallorca,es La Liga,20,1999,16.5,5,1,1,19,40,4,17,9,11,0,1,0,78,41,65,38.7,Matches
591,Marc Cucurella\1daec722,es ESP,MFDF,Getafe,es La Liga,21,1998,36.0,9,0,0,81,76,6,105,29,62,1,0,0,375,50,86,36.8,Matches
592,Iván Cuéllar\75751c99,es ESP,GK,Leganés,es La Liga,35,1984,27.0,4,1,1,0,5,0,1,0,0,0,0,0,181,0,0,,Matches
593,Jaume Cuéllar\934e264d,bo BOL,FWMF,SPAL,it Serie A,17,2001,0.8,0,0,0,2,3,0,0,0,1,0,0,0,0,0,2,0.0,Matches
594,Mickaël Cuisance\5722eced,fr FRA,MFFW,Bayern Munich,de Bundesliga,19,1999,3.4,1,0,0,11,5,0,3,1,3,1,0,0,16,0,4,0.0,Matches
595,Matheus Cunha\dc62b55d,br BRA,FWMF,Hertha BSC,de Bundesliga,20,1999,8.3,3,0,0,22,34,2,5,6,9,1,0,0,60,6,16,27.3,Matches
596,Matheus Cunha\dc62b55d,br BRA,FWMF,RB Leipzig,de Bundesliga,20,1999,3.1,0,0,0,8,7,3,4,3,4,0,0,0,26,6,9,40.0,Matches
597,Felipe Curcio\8913a9f9,br BRA,DF,Brescia,it Serie A,26,1993,0.1,0,0,0,0,1,0,1,0,0,0,0,0,2,1,0,100.0,Matches
598,Patrick Cutrone\a4fe8cda,it ITA,FW,Wolves,eng Premier League,21,1998,3.3,0,0,0,5,10,4,6,0,4,0,0,0,25,5,21,19.2,Matches
599,Patrick Cutrone\a4fe8cda,it ITA,FW,Fiorentina,it Serie A,21,1998,9.3,1,0,0,12,13,11,8,3,6,1,0,0,37,10,36,21.7,Matches
600,Wylan Cyprien\3e092724,fr FRA,MF,Nice,fr Ligue 1,24,1995,19.7,3,1,1,17,38,1,24,16,16,0,1,0,155,11,9,55.0,Matches
601,Rafael Czichos\b0a0698b,de GER,DF,Köln,de Bundesliga,29,1990,24.5,4,1,1,32,24,1,4,14,37,0,2,1,274,67,44,60.4,Matches
602,Lennart-Marten Czyborra\7ba1f1ef,de GER,DF,Atalanta,it Serie A,20,1999,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
603,Marco D'Alessandro\060606ec,it ITA,MFDF,SPAL,it Serie A,28,1991,8.7,0,1,0,2,11,1,23,5,9,0,0,0,33,0,8,0.0,Matches
604,Danilo D'Ambrosio\44eb9093,it ITA,DF,Inter,it Serie A,30,1988,15.6,6,0,0,37,21,4,16,14,20,0,0,0,119,20,17,54.1,Matches
605,Felice D'Amico\0c35d28d,it ITA,MF,Sampdoria,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,Matches
606,Lucas Da Cunha\007faf7a,fr FRA,MF,Rennes,fr Ligue 1,18,2001,0.8,0,0,0,0,0,0,1,0,1,0,0,0,6,1,5,16.7,Matches
607,Jacopo Da Riva\9591723b,it ITA,FW,Atalanta,it Serie A,18,2000,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
608,Damien Da Silva\1ec7e1c5,fr FRA,DF,Rennes,fr Ligue 1,31,1988,24.9,3,0,0,28,11,2,2,20,17,0,1,1,235,91,31,74.6,Matches
609,Moanes Dabbur\eac044ad,il ISR,FW,Sevilla,es La Liga,27,1992,0.3,0,0,0,0,0,0,1,0,1,0,0,0,3,1,1,50.0,Matches
610,Moanes Dabbur\eac044ad,il ISR,FW,Hoffenheim,de Bundesliga,27,1992,8.5,4,0,0,25,23,4,10,5,7,1,0,0,56,10,23,30.3,Matches
611,Bryan Dabo\c53083ad,bf BFA,MF,SPAL,it Serie A,27,1992,12.5,4,0,0,19,22,1,3,8,14,0,0,0,81,13,8,61.9,Matches
612,Colin Dagba\29c02c9f,fr FRA,DF,Paris S-G,fr Ligue 1,20,1998,7.4,1,0,0,11,4,2,22,7,4,0,0,0,51,1,5,16.7,Matches
613,Mahmoud Dahoud\db4ed67b,de GER,MF,Dortmund,de Bundesliga,23,1996,6.2,1,0,0,12,8,0,4,5,7,0,0,0,58,3,5,37.5,Matches
614,Leon Dajaku\aeaf1bc1,de GER,DFFW,Bayern Munich,de Bundesliga,18,2001,0.1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,,Matches
615,Felipe dal Belo\8cea6319,br BRA,DF,SPAL,it Serie A,35,1984,11.1,5,0,0,23,11,1,4,7,8,0,1,0,81,16,9,64.0,Matches
616,Christian Dalle Mura\f32df091,it ITA,MF,Fiorentina,it Serie A,17,2002,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
617,Diogo Dalot\d9565625,pt POR,DFMF,Manchester Utd,eng Premier League,20,1999,0.7,0,0,0,1,0,0,2,0,2,0,0,0,8,4,0,100.0,Matches
618,Charlie Daniels\9d107085,eng ENG,DF,Bournemouth,eng Premier League,32,1986,1.4,0,0,0,0,0,0,3,4,0,0,0,0,9,2,1,66.7,Matches
619,Danilo\94b2001f,br BRA,DF,Juventus,it Serie A,28,1991,16.0,4,1,1,22,17,2,20,15,17,0,1,0,142,17,13,56.7,Matches
620,Scott Dann\52105203,eng ENG,DF,Crystal Palace,eng Premier League,32,1987,14.1,0,0,0,5,0,0,2,11,5,0,0,0,154,36,32,52.9,Matches
621,Kevin Danso\6e33125f,at AUT,DF,Southampton,eng Premier League,20,1998,3.1,2,1,1,3,3,0,6,2,4,0,0,0,28,11,10,52.4,Matches
622,Dante\fd2bc67d,br BRA,DF,Nice,fr Ligue 1,35,1983,21.0,7,0,0,22,5,1,1,18,19,0,1,1,181,53,21,71.6,Matches
623,Andrea Danzi\263b855a,it ITA,MF,Hellas Verona,it Serie A,20,1999,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,Matches
624,Sergi Darder\070a3904,es ESP,MFFW,Espanyol,es La Liga,25,1993,29.5,4,0,0,46,32,2,19,20,25,0,0,0,205,28,21,57.1,Matches
625,Vladimír Darida\3eb0f2df,cz CZE,MF,Hertha BSC,de Bundesliga,28,1990,25.1,8,1,1,44,29,3,44,24,39,0,0,0,232,21,43,32.8,Matches
626,Matteo Darmian\96e0490d,it ITA,DF,Parma,it Serie A,29,1989,29.8,6,0,0,44,50,3,45,16,39,0,1,0,254,33,33,50.0,Matches
627,Alphonso Davies\d781d855,ca CAN,DF,Bayern Munich,de Bundesliga,18,2000,24.8,4,1,1,25,42,7,68,24,49,0,0,0,366,27,24,52.9,Matches
