Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Min,Mn/MP,Min%,90s,Starts,Mn/Start,Compl,Subs,Mn/Sub,unSub,PPM,onG,onGA,+/-,+/-90,On-Off,onxG,onxGA,xG+/-,xG+/-90,On-Off,Matches
1374,Max Kilman\d0f72bf1,eng ENG,DF,Wolves,eng Premier League,24-189,1997,13,1169,90,99.9,13.0,13,90,12,0,,0,1.54,12,12,0,0.00,0.00,15.3,15.8,-0.6,-0.04,+3.34,Matches
1375,Joshua Kimmich\49296448,de GER,MF,Bayern Munich,de Bundesliga,26-293,1995,11,971,88,83.0,10.8,11,88,10,0,,0,2.55,39,11,+28,+2.60,+2.14,31.9,9.2,+22.6,+2.10,+0.52,Matches
1376,Presnel Kimpembe\aef6e670,fr FRA,DF,Paris S-G,fr Ligue 1,26-107,1995,12,995,83,79.0,11.1,11,89,10,1,16,0,2.58,24,11,+13,+1.18,-0.52,20.1,10.5,+9.6,+0.87,+0.64,Matches
1377,Joshua King\43458538,no NOR,FW,Watford,eng Premier League,29-317,1992,10,726,73,67.2,8.1,9,78,6,1,26,0,1.00,13,9,+4,+0.50,+2.53,11.8,14.0,-2.2,-0.28,+1.26,Matches
1378,Jakub Kiwior\dc3e663e,pl POL,DF,Spezia,it Serie A,21-286,2000,0,,,,,0,,0,0,,7,,,,,,,,,,,,Matches
1379,Sofian Kiyine\ce1806be,ma MAR,MFFW,Venezia,it Serie A,24-057,1997,9,508,56,40.3,5.6,6,73,3,3,23,3,1.00,6,10,-4,-0.71,-0.11,5.1,10.2,-5.1,-0.90,-0.45,Matches
1380,Simon Kjær\8b8a56ce,dk DEN,DF,Milan,it Serie A,32-247,1989,9,709,79,60.6,7.9,8,83,7,1,45,2,2.22,18,12,+6,+0.76,-0.80,12.7,11.1,+1.6,+0.20,-0.94,Matches
1381,Kristoffer Klaesson\3f70db80,no NOR,GK,Leeds United,eng Premier League,21-001,2000,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
1382,Philipp Klement\0cddeaa7,de GER,MFFW,Stuttgart,de Bundesliga,29-080,1992,6,338,56,28.9,3.8,3,72,0,3,40,2,0.67,7,8,-1,-0.27,+0.17,7.0,6.5,+0.5,+0.13,+0.75,Matches
1383,Mateusz Klich\282679b4,pl POL,MF,Leeds United,eng Premier League,31-168,1990,8,613,77,52.4,6.8,8,77,3,0,,4,0.75,6,13,-7,-1.03,-0.87,7.9,10.1,-2.1,-0.31,+0.17,Matches
1384,Mateo Klimowicz\2b7c56b4,de GER,FWMF,Stuttgart,de Bundesliga,21-145,2000,11,501,46,42.8,5.6,6,67,1,5,20,2,1.09,9,10,-1,-0.18,+0.36,6.8,9.2,-2.4,-0.42,-0.04,Matches
1385,Niklas Klinger\74d654b4,de GER,GK,Wolfsburg,de Bundesliga,26-046,1995,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1386,Fabian Klos\e21042ae,de GER,FW,Arminia,de Bundesliga,33-361,1987,13,966,74,82.6,10.7,11,81,3,2,36,0,0.69,9,15,-6,-0.56,+1.21,10.9,17.2,-6.3,-0.64,+0.89,Matches
1387,Lukas Klostermann\ca8033cb,de GER,DF,RB Leipzig,de Bundesliga,25-179,1996,8,629,79,58.2,7.0,7,88,6,1,11,1,1.38,15,6,+9,+1.29,+1.09,14.8,9.9,+4.8,+0.69,+0.41,Matches
1388,Justin Kluivert\4c3a6744,nl NED,MF,Nice,fr Ligue 1,22-207,1999,6,316,53,23.4,3.5,5,58,0,1,28,1,1.67,8,2,+6,+1.71,+1.10,5.8,2.0,+3.7,+1.06,+0.19,Matches
1389,Lukas Klünter\92948149,de GER,DF,Hertha BSC,de Bundesliga,25-186,1996,3,94,31,8.0,1.0,1,31,0,2,32,1,1.00,0,2,-2,-1.91,-0.91,0.6,2.4,-1.8,-1.69,-1.06,Matches
1390,Ansgar Knauff\19a967ab,de GER,FWMF,Dortmund,de Bundesliga,19-322,2002,5,114,23,9.7,1.3,0,,0,5,23,6,1.80,2,1,+1,+0.79,-0.32,2.2,2.3,-0.2,-0.13,-0.78,Matches
1391,Robin Knoche\6bd5cd5d,de GER,DF,Union Berlin,de Bundesliga,29-190,1992,12,1080,90,100.0,12.0,12,90,12,0,,0,1.67,19,17,+2,+0.17,,16.2,16.1,+0.1,+0.01,,Matches
1392,Gregor Kobel\cd59b9df,ch SUI,GK,Dortmund,de Bundesliga,23-357,1997,13,1125,87,96.2,12.5,13,87,12,0,,0,2.31,32,18,+14,+1.12,+1.12,25.3,16.9,+8.3,+0.67,+2.49,Matches
1393,Robin Koch\ea6bc03a,de GER,MF,Leeds United,eng Premier League,25-134,1996,1,90,90,7.7,1.0,1,90,1,0,,0,0.00,1,5,-4,-4.00,-3.67,0.6,1.5,-0.8,-0.84,-0.48,Matches
1394,Philippe Koffi\9f1c2822,fr FRA,FW,Reims,fr Ligue 1,19-264,2002,7,218,31,17.3,2.4,1,69,0,6,25,0,1.14,3,3,0,0.00,+0.26,3.0,2.2,+0.8,+0.33,+0.66,Matches
1395,Rudy Kohon\9cd28348,fr FRA,DF,Troyes,fr Ligue 1,17-189,2004,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1396,Dominik Kohr\0fbecd11,de GER,MF,Mainz 05,de Bundesliga,27-301,1994,10,763,76,65.2,8.5,9,80,4,1,45,0,1.50,12,7,+5,+0.59,+1.03,13.5,8.9,+4.6,+0.55,+0.71,Matches
1397,Koba Koindredi\3a58d075,fr FRA,MF,Valencia,es La Liga,20-032,2001,4,46,12,3.4,0.5,0,,0,4,12,7,0.75,2,0,+2,+3.91,+3.98,0.7,0.4,+0.2,+0.46,+0.37,Matches
1398,Koke\55126f3b,es ESP,MF,Atlético Madrid,es La Liga,29-324,1992,10,875,88,74.8,9.7,10,88,9,0,,1,2.20,20,11,+9,+0.93,+0.93,13.7,7.6,+6.1,+0.63,+0.60,Matches
1399,Aleksandr Kokorin\fec5accc,ru RUS,FWMF,Fiorentina,it Serie A,30-254,1991,3,30,10,2.4,0.3,0,,0,3,10,4,1.00,1,2,-1,-3.00,-3.22,0.2,2.0,-1.8,-5.42,-5.67,Matches
1400,Aleksandar Kolarov\eda40760,rs SRB,DF,Inter,it Serie A,36-018,1985,2,29,15,2.3,0.3,0,,0,2,15,11,3.00,0,1,-1,-3.10,-4.57,0.9,0.1,+0.8,+2.47,+1.57,Matches
1401,Sead Kolašinac\3935e52e,ba BIH,DF,Arsenal,eng Premier League,28-161,1993,2,91,46,7.8,1.0,1,90,1,1,1,2,1.50,0,5,-5,-4.95,-5.20,0.1,3.8,-3.7,-3.64,-3.57,Matches
1402,Randal Kolo Muani\c0b3669f,fr FRA,FW,Nantes,fr Ligue 1,22-358,1998,14,1146,82,84.9,12.7,13,87,9,1,9,0,1.36,20,18,+2,+0.16,+1.04,16.6,16.0,+0.6,+0.05,+0.67,Matches
1403,Timothée Kolodziejczak\ab096c6f,fr FRA,DF,Saint-Étienne,fr Ligue 1,30-058,1991,12,1044,87,82.9,11.6,12,87,10,0,,1,0.92,13,21,-8,-0.69,+0.98,15.0,17.2,-2.3,-0.19,+0.44,Matches
1404,Ghislain Konan\6b2c894b,ci CIV,DF,Reims,fr Ligue 1,25-336,1995,12,1080,90,85.7,12.0,12,90,12,0,,1,1.00,12,13,-1,-0.08,+0.92,9.6,12.2,-2.5,-0.21,+0.01,Matches
1405,Ibrahima Konaté\5ed9b537,fr FRA,DF,Liverpool,eng Premier League,22-187,1999,4,360,90,30.8,4.0,4,90,4,0,,9,2.50,14,2,+12,+3.00,+1.22,10.1,4.5,+5.6,+1.39,-0.30,Matches
1406,Geoffrey Kondogbia\cce181df,cf CTA,MFDF,Atlético Madrid,es La Liga,28-286,1993,9,415,46,35.5,4.6,4,73,2,5,25,0,1.78,9,4,+5,+1.08,+0.61,5.7,3.7,+2.0,+0.43,-0.07,Matches
1407,Kouadio Koné\86574238,fr FRA,MF,M'Gladbach,de Bundesliga,20-195,2001,8,600,75,51.3,6.7,8,75,1,0,,1,1.75,11,5,+6,+0.90,+1.85,10.6,4.3,+6.3,+1.06,+0.76,Matches
1408,Youssouf Koné\e6eadfb8,ml MLI,DF,Troyes,fr Ligue 1,26-146,1995,7,411,59,32.6,4.6,5,69,1,2,34,1,0.86,3,11,-8,-1.75,-1.65,4.5,7.4,-2.8,-0.62,-0.21,Matches
1409,Ezri Konsa\0313a347,eng ENG,DF,Aston Villa,eng Premier League,24-036,1997,12,1037,86,88.6,11.5,12,86,10,0,,0,1.33,18,18,0,0.00,+2.03,12.0,17.1,-5.1,-0.44,-0.24,Matches
1410,Teun Koopmeiners\a26fb8aa,nl NED,MF,Atalanta,it Serie A,23-273,1998,11,575,52,45.6,6.4,6,76,3,5,23,1,2.09,18,9,+9,+1.41,+1.15,13.4,7.1,+6.4,+1.00,+1.14,Matches
1411,Nils-Jonathan Körber\6ac69ff9,de GER,GK,Hertha BSC,de Bundesliga,25-015,1996,0,,,,,0,,0,0,,3,,,,,,,,,,,,Matches
1412,Laurent Koscielny\f5efb153,fr FRA,DF,Bordeaux,fr Ligue 1,36-079,1985,9,754,84,59.8,8.4,9,84,7,0,,0,0.78,9,18,-9,-1.07,-1.07,7.0,16.6,-9.6,-1.14,-1.11,Matches
1413,Odilon Kossonou\1f3afdcb,ci CIV,DF,Leverkusen,de Bundesliga,20-328,2001,11,791,72,73.2,8.8,9,87,8,2,3,1,1.91,24,14,+10,+1.14,+1.76,13.8,13.3,+0.5,+0.06,-0.18,Matches
1414,Filip Kostić\b1cd37e6,rs SRB,FWDF,Eint Frankfurt,de Bundesliga,29-027,1992,11,908,83,84.1,10.1,10,88,8,1,32,0,1.27,13,15,-2,-0.20,-0.20,12.5,21.1,-8.6,-0.86,-1.65,Matches
1415,Rominigue Kouamé\86a2ba20,ml MLI,MF,Troyes,fr Ligue 1,24-346,1996,14,1257,90,99.8,14.0,14,90,13,0,,0,0.93,13,22,-9,-0.64,-0.64,14.1,21.1,-7.0,-0.50,-10.49,Matches
1416,Nianzou Kouassi\5853ac44,fr FRA,DFMF,Bayern Munich,de Bundesliga,19-174,2002,5,120,24,10.3,1.3,1,45,0,4,19,6,2.40,4,1,+3,+2.25,+0.02,4.1,1.5,+2.6,+1.96,-0.09,Matches
1417,Tomáš Koubek\dc366c36,cz CZE,GK,Augsburg,de Bundesliga,29-094,1992,0,,,,,0,,0,0,,13,,,,,,,,,,,,Matches
1418,Kalidou Koulibaly\da974c7b,sn SEN,DF,Napoli,it Serie A,30-161,1991,12,1066,89,91.1,11.8,12,89,11,0,,0,2.58,25,6,+19,+1.60,+1.60,21.4,8.7,+12.7,+1.07,+1.34,Matches
1419,Jules Koundé\4d1666ff,fr FRA,DF,Sevilla,es La Liga,23-016,1998,11,990,90,84.6,11.0,11,90,11,0,,0,2.18,21,8,+13,+1.18,+0.68,16.7,9.5,+7.2,+0.65,+0.26,Matches
1420,Boubakar Kouyaté\562a4799,ml MLI,DF,Metz,fr Ligue 1,24-227,1997,11,955,87,70.7,10.6,11,87,10,0,,0,1.09,14,16,-2,-0.19,+2.32,9.6,15.7,-6.1,-0.58,+0.32,Matches
1421,Cheikhou Kouyaté\8d3c902d,sn SEN,MFDF,Crystal Palace,eng Premier League,31-342,1989,11,814,74,69.6,9.0,9,86,6,2,22,2,1.27,10,14,-4,-0.44,-1.45,9.8,9.7,0.0,0.00,-0.80,Matches
1422,Mateo Kovačić\79c0821a,hr CRO,MF,Chelsea,eng Premier League,27-206,1994,9,702,78,65.0,7.8,8,82,5,1,45,0,2.44,20,2,+18,+2.31,+0.40,12.4,7.4,+4.9,+0.63,-0.53,Matches
1423,Viktor Kovalenko\9d60028d,ua UKR,MF,Spezia,it Serie A,25-287,1996,7,573,82,49.0,6.4,7,82,4,0,,2,1.00,6,10,-4,-0.63,+1.18,6.5,10.3,-3.8,-0.59,+0.33,Matches
1424,Emil Krafth\77cf6852,se SWE,DF,Newcastle Utd,eng Premier League,27-118,1994,6,452,75,38.6,5.0,5,88,3,1,10,6,0.50,4,11,-7,-1.39,-0.52,2.4,9.8,-7.4,-1.47,-1.00,Matches
1425,Alex Král\e717705a,cz CZE,MF,West Ham,eng Premier League,23-193,1998,0,,,,,0,,0,0,,6,,,,,,,,,,,,Matches
1426,Andrej Kramarić\603cb947,hr CRO,FWMF,Hoffenheim,de Bundesliga,30-162,1991,12,1017,85,86.9,11.3,11,89,10,1,34,0,1.42,22,18,+4,+0.35,-1.41,18.9,15.9,+2.9,+0.26,-1.61,Matches
1427,Christoph Kramer\496aeede,de GER,MF,M'Gladbach,de Bundesliga,30-282,1991,5,274,55,23.4,3.0,3,75,2,2,25,2,1.40,2,7,-5,-1.64,-2.14,6.0,6.7,-0.7,-0.24,-1.23,Matches
1428,Jean-Philippe Krasso\037f2523,fr FRA,FW,Saint-Étienne,fr Ligue 1,24-134,1997,11,340,31,27.0,3.8,4,58,0,7,15,3,0.82,8,7,+1,+0.26,+1.54,5.9,6.2,-0.2,-0.06,+0.28,Matches
1429,Filip Krastev\7254ebfb,bg BUL,MF,Troyes,fr Ligue 1,20-044,2001,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1430,Julian Kristoffersen\b804c280,no NOR,FW,Salernitana,it Serie A,24-202,1997,1,7,7,0.6,0.1,0,,0,1,7,1,0.00,0,0,0,0.00,+1.29,0.2,0.2,0.0,+0.13,+0.64,Matches
1431,Toni Kroos\6ce1f46f,de GER,MF,Real Madrid,es La Liga,31-328,1990,6,499,83,42.6,5.5,6,83,4,0,,0,2.17,10,6,+4,+0.72,-1.16,9.4,6.2,+3.2,+0.58,+0.14,Matches
1432,Florian Krüger\f9f92b5f,de GER,FWMF,Arminia,de Bundesliga,22-288,1999,10,269,27,23.0,3.0,2,76,0,8,15,1,0.70,2,3,-1,-0.33,+0.56,3.0,5.0,-2.0,-0.69,+0.14,Matches
1433,Tim Krul\f23f9d20,nl NED,GK,Norwich City,eng Premier League,33-239,1988,13,1170,90,100.0,13.0,13,90,13,0,,0,0.69,7,27,-20,-1.54,,11.5,22.6,-11.1,-0.85,,Matches
1434,Rade Krunić\817c6964,ba BIH,MF,Milan,it Serie A,28-052,1993,8,518,65,44.3,5.8,6,77,2,2,28,0,2.38,15,5,+10,+1.74,+1.19,9.0,5.9,+3.1,+0.55,-0.05,Matches
1435,Max Kruse\f9446dcd,de GER,FWMF,Union Berlin,de Bundesliga,33-254,1988,9,722,80,66.9,8.0,9,80,2,0,,1,2.00,12,7,+5,+0.62,+1.38,11.2,8.0,+3.3,+0.41,+1.20,Matches
1436,Lukas Kübler\2a29eb9b,de GER,DF,Freiburg,de Bundesliga,29-090,1992,11,874,79,74.7,9.7,10,87,4,1,7,1,1.82,14,11,+3,+0.31,-0.60,13.3,12.7,+0.6,+0.06,-0.04,Matches
1437,Takefusa Kubo\16aa3654,jp JPN,MFFW,Mallorca,es La Liga,20-177,2001,7,435,62,32.2,4.8,5,76,0,2,27,0,1.29,3,5,-2,-0.41,+0.18,2.7,5.8,-3.2,-0.65,-0.43,Matches
1438,Juraj Kucka\5aaef9ef,sk SVK,MF,Watford,eng Premier League,34-275,1987,10,849,85,78.6,9.4,10,85,7,0,,0,1.00,11,15,-4,-0.42,-0.42,10.6,16.9,-6.3,-0.67,+0.08,Matches
1439,Mykola Kukharevych\8197a269,ua UKR,FW,Troyes,fr Ligue 1,20-150,2001,2,15,8,1.2,0.2,0,,0,2,8,2,0.50,0,0,0,0.00,+0.65,0.5,0.0,+0.5,+2.91,+3.42,Matches
1440,Dejan Kulusevski\df3cda47,se SWE,FWMF,Juventus,it Serie A,21-217,2000,12,439,37,34.8,4.9,2,77,1,10,29,2,1.50,7,7,0,0.00,-0.22,7.9,6.0,+1.9,+0.38,+0.07,Matches
1441,Marash Kumbulla\a40819d9,al ALB,DF,Roma,it Serie A,21-293,2000,3,152,51,13.0,1.7,2,76,0,1,1,8,2.00,3,2,+1,+0.59,-0.03,4.6,1.7,+2.9,+1.72,+1.16,Matches
1442,Fabian Kunze\d25fee56,de GER,MF,Arminia,de Bundesliga,23-167,1998,9,517,57,44.2,5.7,5,88,4,4,19,3,0.89,3,8,-5,-0.87,-0.18,5.3,10.1,-4.9,-0.85,-0.10,Matches
1443,Layvin Kurzawa\41e7ef1c,fr FRA,DF,Paris S-G,fr Ligue 1,29-085,1992,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1444,Enock Kwateng\4bf69118,fr FRA,DF,Bordeaux,fr Ligue 1,24-233,1997,13,1077,83,85.5,12.0,12,90,11,1,1,0,1.00,16,25,-9,-0.75,-0.75,11.8,21.0,-9.2,-0.77,-0.50,Matches
1445,Giorgos Kyriakopoulos\0a483542,gr GRE,DFFW,Sassuolo,it Serie A,25-296,1996,7,233,33,19.9,2.6,2,90,2,5,11,4,0.71,2,7,-5,-1.93,-2.32,2.0,4.4,-2.4,-0.91,-1.11,Matches
1446,Andrea La Mantia\c375dfa5,it ITA,FWMF,Empoli,it Serie A,30-206,1991,5,45,9,3.6,0.5,0,,0,5,9,9,1.80,2,0,+2,+4.00,+4.52,2.0,0.9,+1.1,+2.23,+2.77,Matches
1447,Ronny Labonne\884a806d,mq MTQ,MF,Lorient,fr Ligue 1,24-075,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1448,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Montpellier,fr Ligue 1,27-209,1994,4,341,85,27.1,3.8,4,85,2,0,,0,1.00,9,8,+1,+0.26,+0.36,5.7,6.0,-0.3,-0.09,+0.36,Matches
1449,Gaëtan Laborde\7cdda3bf,fr FRA,FW,Rennes,fr Ligue 1,27-209,1994,10,855,86,67.9,9.5,10,86,6,0,,0,2.00,21,6,+15,+1.58,+2.25,18.8,9.5,+9.4,+0.99,+1.65,Matches
1450,Alexandre Lacazette\9dbb75ca,fr FRA,MFFW,Arsenal,eng Premier League,30-184,1991,8,348,44,29.7,3.9,4,65,0,4,23,3,1.75,7,4,+3,+0.78,+1.32,6.2,6.5,-0.3,-0.07,+0.40,Matches
1451,Tom Lacoux\295ba708,fr FRA,MF,Bordeaux,fr Ligue 1,19-307,2002,1,90,90,7.1,1.0,1,90,1,0,,4,3.00,3,2,+1,+1.00,+1.77,1.8,1.2,+0.6,+0.61,+1.41,Matches
1452,Lenny Lacroix\5413ef36,fr FRA,DF,Metz,fr Ligue 1,18-295,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1453,Maxence Lacroix\277c49ed,fr FRA,DF,Wolfsburg,de Bundesliga,21-236,2000,10,866,87,74.0,9.6,10,87,7,0,,0,1.60,11,12,-1,-0.10,+0.19,15.0,12.1,+2.9,+0.30,+0.26,Matches
1454,Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,22-309,1999,15,1350,90,100.0,15.0,15,90,15,0,,0,1.27,20,20,0,0.00,,18.4,19.2,-0.8,-0.05,,Matches
1455,Víctor Laguardia\b7c99b9b,es ESP,DF,Alavés,es La Liga,32-023,1989,13,1170,90,92.9,13.0,13,90,13,0,,1,1.08,11,16,-5,-0.38,+2.62,13.9,16.6,-2.7,-0.21,+0.96,Matches
1456,Konrad Laimer\c1b7847c,at AUT,MF,RB Leipzig,de Bundesliga,24-185,1997,8,183,23,16.9,2.0,1,57,0,7,18,2,1.75,3,4,-1,-0.49,-1.60,2.9,6.0,-3.1,-1.51,-2.44,Matches
1457,Stefan Lainer\4aea5077,at AUT,DF,M'Gladbach,de Bundesliga,29-093,1992,3,144,48,12.3,1.6,2,67,1,1,10,0,0.33,1,4,-3,-1.87,-2.14,2.9,4.0,-1.1,-0.77,-1.65,Matches
1458,Diego Lainez\bf12926c,mx MEX,MFFW,Betis,es La Liga,21-172,2000,1,21,21,1.7,0.2,0,,0,1,21,6,3.00,1,0,+1,+4.29,+4.00,0.8,0.3,+0.4,+1.85,+1.72,Matches
1459,Adam Lallana\99813635,eng ENG,MF,Brighton,eng Premier League,33-202,1988,12,978,82,83.6,10.9,11,85,8,1,45,1,1.42,12,13,-1,-0.09,+0.38,12.0,13.2,-1.2,-0.11,-0.23,Matches
1460,Vassilis Lambropoulos\591477c9,gr GRE,DF,Bochum,de Bundesliga,31-242,1990,11,988,90,84.4,11.0,11,90,10,0,,2,1.36,12,17,-5,-0.46,+1.03,13.8,19.6,-5.8,-0.53,-0.13,Matches
1461,Érik Lamela\abe66106,ar ARG,FW,Sevilla,es La Liga,29-269,1992,12,604,50,51.6,6.7,5,73,2,7,34,0,2.25,11,2,+9,+1.34,+0.55,10.5,3.6,+6.9,+1.02,+0.85,Matches
1462,Sam Lammers\c283ddef,nl NED,FW,Eint Frankfurt,de Bundesliga,24-212,1997,7,355,51,32.9,3.9,4,65,0,3,32,2,1.00,4,4,0,0.00,+0.25,2.9,6.5,-3.6,-0.91,-0.47,Matches
1463,Sam Lammers\c283ddef,nl NED,FW,Atalanta,it Serie A,24-212,1997,2,38,19,3.0,0.4,0,,0,2,19,0,2.00,1,1,0,0.00,-0.81,0.7,0.1,+0.5,+1.30,+0.95,Matches
1464,Tariq Lamptey\f4e433d4,eng ENG,FWDF,Brighton,eng Premier League,21-059,2000,6,318,53,27.2,3.5,3,76,0,3,30,3,0.67,2,2,0,0.00,+0.21,5.4,2.3,+3.1,+0.88,+1.32,Matches
1465,Jannis Lang\cd5e787a,de GER,DF,Wolfsburg,de Bundesliga,19-139,2002,0,,,,,0,,0,0,,1,,,,,,,,,,,,Matches
1466,Manuel Lanzini\26f6dca8,ar ARG,MFFW,West Ham,eng Premier League,28-286,1993,6,84,14,7.8,0.9,0,,0,6,14,6,1.67,2,1,+1,+1.07,+0.35,2.9,1.0,+2.0,+2.10,+1.81,Matches
1467,Aymeric Laporte\119b9a8e,es ESP,DF,Manchester City,eng Premier League,27-185,1994,9,730,81,67.6,8.1,9,81,6,0,,1,2.44,22,4,+18,+2.22,+1.96,20.8,5.3,+15.5,+1.91,+1.21,Matches
1468,Julien Laporte\f066022d,fr FRA,DF,Lorient,fr Ligue 1,28-024,1993,13,1125,87,89.3,12.5,13,87,12,0,,0,1.15,12,18,-6,-0.48,+0.85,14.8,20.4,-5.6,-0.45,+0.99,Matches
1469,Yasser Larouci\0ed063d6,dz ALG,DF,Troyes,fr Ligue 1,20-331,2001,1,15,15,1.2,0.2,0,,0,1,15,0,0.00,0,0,0,0.00,+0.65,0.6,0.0,+0.6,+3.51,+4.03,Matches
1470,Gautier Larsonneur\b49729cb,fr FRA,GK,Brest,fr Ligue 1,24-278,1997,0,,,0.0,0.0,0,,0,0,,13,1.00,1,1,0,,,,,,,,Matches
1471,Kevin Lasagna\09538fdb,it ITA,FWMF,Hellas Verona,it Serie A,29-110,1992,7,230,33,18.3,2.6,2,63,0,5,21,6,0.43,2,9,-7,-2.74,-3.61,2.5,4.4,-1.8,-0.72,-0.87,Matches
1472,Jamaal Lascelles\450ab6fc,eng ENG,DF,Newcastle Utd,eng Premier League,28-017,1993,10,900,90,76.9,10.0,10,90,10,0,,1,0.50,11,22,-11,-1.10,-0.10,7.3,18.8,-11.5,-1.15,-1.27,Matches
1473,Bryan Lasme\ebac0ace,fr FRA,FWMF,Arminia,de Bundesliga,23-014,1998,10,395,40,33.8,4.4,4,72,0,6,18,3,0.50,3,5,-2,-0.46,+0.47,3.4,8.3,-4.9,-1.15,-0.55,Matches
1474,Toni Lato\8e088e04,es ESP,DF,Valencia,es La Liga,24-007,1997,4,317,79,23.5,3.5,3,83,2,1,68,1,0.50,2,6,-4,-1.14,-1.57,3.2,2.6,+0.6,+0.18,+0.10,Matches
1475,Armand Lauriente\2d22cea7,fr FRA,FW,Lorient,fr Ligue 1,22-359,1998,11,776,71,61.6,8.6,9,81,1,2,23,0,1.27,9,12,-3,-0.35,+0.58,9.8,13.5,-3.8,-0.44,+0.30,Matches
1476,Roméo Lavia\ecad9aa5,be BEL,MF,Manchester City,eng Premier League,17-326,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,,Matches
1477,Darko Lazović\5128bde4,rs SRB,DF,Hellas Verona,it Serie A,31-074,1990,13,977,75,77.5,10.9,11,81,5,2,45,0,1.38,23,19,+4,+0.37,+0.69,14.4,14.7,-0.2,-0.02,-0.04,Matches
1478,Manuel Lazzari\02caf6e0,it ITA,DF,Lazio,it Serie A,27-364,1993,10,516,52,44.1,5.7,5,73,3,5,30,2,1.40,10,11,-1,-0.17,-0.86,6.6,9.3,-2.7,-0.48,-0.72,Matches
1479,Théo Le Bris\afe39ca8,fr FRA,MF,Lorient,fr Ligue 1,19-058,2002,3,52,17,4.1,0.6,0,,0,3,17,3,1.33,0,2,-2,-3.46,-3.01,0.0,2.1,-2.1,-3.61,-3.19,Matches
1480,Jérémy Le Douaron\88c4d190,fr FRA,FWMF,Brest,fr Ligue 1,23-221,1998,14,535,38,42.5,5.9,5,66,0,9,23,0,1.07,11,9,+2,+0.34,+0.71,6.9,11.0,-4.1,-0.70,-0.80,Matches
1481,Enzo Le Fée\6f806d99,fr FRA,MF,Lorient,fr Ligue 1,21-298,2000,13,692,53,54.9,7.7,8,73,2,5,22,0,0.92,6,11,-5,-0.65,-0.17,6.8,14.7,-7.9,-1.03,-1.06,Matches
1482,Vincent Le Goff\2321ea6e,fr FRA,DF,Lorient,fr Ligue 1,32-044,1989,13,1170,90,92.9,13.0,13,90,13,0,,0,1.15,13,20,-7,-0.54,+0.46,15.3,22.6,-7.3,-0.56,-0.07,Matches
1483,Maxime Le Marchand\321a71a7,fr FRA,DF,Strasbourg,fr Ligue 1,32-048,1989,8,650,81,51.6,7.2,7,90,7,1,20,1,1.63,13,8,+5,+0.69,+0.54,9.7,10.3,-0.6,-0.08,-0.24,Matches
1484,Robin Le Normand\9a64e67e,fr FRA,DF,Real Sociedad,es La Liga,25-017,1996,14,1260,90,100.0,14.0,14,90,14,0,,0,2.07,19,10,+9,+0.64,,18.5,12.6,+5.9,+0.42,,Matches
1485,Rafael Leão\20730eae,pt POR,FW,Milan,it Serie A,22-171,1999,13,955,73,81.6,10.6,11,78,4,2,50,0,2.46,27,10,+17,+1.60,+2.86,18.9,11.0,+7.8,+0.74,+0.89,Matches
1486,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,fr Ligue 1,36-068,1985,14,1260,90,93.3,14.0,14,90,14,0,,0,1.57,23,20,+3,+0.21,-3.79,23.3,15.7,+7.6,+0.55,-2.05,Matches
1487,Benjamin Lecomte\2fa2a875,fr FRA,GK,Atlético Madrid,es La Liga,30-216,1991,0,,,,,0,,0,0,,12,,,,,,,,,,,,Matches
1488,Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,es La Liga,28-288,1993,14,1260,90,100.0,14.0,14,90,14,0,,0,0.86,12,23,-11,-0.79,,13.5,19.7,-6.2,-0.44,,Matches
1489,Pierre Lees-Melou\f5044e54,fr FRA,MF,Norwich City,eng Premier League,28-187,1993,9,736,82,62.9,8.2,9,82,6,0,,4,0.56,3,16,-13,-1.59,-0.14,6.7,15.9,-9.2,-1.13,-0.74,Matches
1490,Wu Lei\e3fabb0a,cn CHN,FWMF,Espanyol,es La Liga,30-009,1991,11,287,26,22.8,3.2,3,54,0,8,16,2,1.45,1,3,-2,-0.63,-0.81,3.3,3.2,+0.1,+0.02,+0.19,Matches
1491,Maxim Leitsch\7e12a98d,de GER,DF,Bochum,de Bundesliga,23-194,1998,2,96,48,8.2,1.1,1,90,1,1,6,0,1.50,0,1,-1,-0.94,-0.35,1.0,3.4,-2.4,-2.26,-1.91,Matches
1492,Lucas Leiva\4c78b5ed,br BRA,MF,Lazio,it Serie A,34-323,1987,12,655,55,56.0,7.3,8,75,2,4,14,1,1.75,16,16,0,0.00,-0.70,11.9,12.6,-0.8,-0.10,-0.06,Matches
