Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG,Matches
467,Kwon Chang-hoon\7961f7aa,kr KOR,FWMF,Dijon,fr Ligue 1,24,1994,10.4,2,20,6,30.0,1.92,0.58,0.10,0.33,17.6,1,0,0,2.3,2.3,0.12,-0.3,-0.3,Matches
468,Charles\c4b8bcf4,br BRA,FW,Eibar,es La Liga,34,1984,19.3,14,59,24,40.7,3.05,1.24,0.14,0.33,14.0,0,6,7,11.6,6.3,0.11,+2.4,+1.7,Matches
469,Xavier Chavalerin\279ddf6a,fr FRA,MF,Reims,fr Ligue 1,27,1991,36.0,2,21,8,38.1,0.58,0.22,0.10,0.25,22.6,0,0,0,1.0,1.0,0.05,+1.0,+1.0,Matches
470,Pablo Chavarría\4207e578,ar ARG,FW,Reims,fr Ligue 1,30,1988,21.9,5,44,18,40.9,2.01,0.82,0.11,0.28,11.5,0,0,0,6.6,6.6,0.15,-1.6,-1.6,Matches
471,Chechu\e98f3a6a,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
472,Pape Cheikh Diop\873ce3a2,sn SEN,MF,Lyon,fr Ligue 1,20,1997,5.0,0,4,1,25.0,0.79,0.20,0.00,0.00,12.6,0,0,0,0.4,0.4,0.11,-0.4,-0.4,Matches
473,Chema\7f203b54,es ESP,DF,Levante,es La Liga,26,1992,13.9,2,5,2,40.0,0.36,0.14,0.40,1.00,19.5,0,0,0,0.6,0.6,0.11,+1.4,+1.4,Matches
474,Denis Cheryshev\0ac94a23,ru RUS,MFFW,Valencia,es La Liga,27,1990,19.0,2,29,7,24.1,1.53,0.37,0.07,0.29,16.4,0,0,0,3.2,3.2,0.11,-1.2,-1.2,Matches
475,Raman Chibsah\aa5a409a,gh GHA,MF,Frosinone,it Serie A,25,1993,29.1,1,34,10,29.4,1.17,0.34,0.03,0.10,17.9,0,0,0,2.7,2.7,0.08,-1.7,-1.7,Matches
476,Leandro Chichizola\8d957256,ar ARG,GK,Getafe,es La Liga,28,1990,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
477,Giorgio Chiellini\e85fb9b8,it ITA,DF,Juventus,it Serie A,33,1984,22.1,1,15,4,26.7,0.68,0.18,0.07,0.25,11.6,0,0,0,1.4,1.4,0.09,-0.4,-0.4,Matches
478,Federico Chiesa\b0f7e36c,it ITA,FWMF,Fiorentina,it Serie A,20,1997,33.7,6,133,42,31.6,3.95,1.25,0.05,0.14,18.7,0,0,0,9.4,9.4,0.07,-3.4,-3.4,Matches
479,Ben Chilwell\d2424d1b,eng ENG,DF,Leicester City,eng Premier League,21,1996,36.0,0,20,10,50.0,0.56,0.28,0.00,0.00,21.6,0,0,0,0.9,0.9,0.04,-0.9,-0.9,Matches
480,Vlad Chiricheș\c316607a,ro ROU,DF,Napoli,it Serie A,28,1989,1.6,0,1,0,0.0,0.61,0.00,0.00,,7.0,0,0,0,0.2,0.2,0.22,-0.2,-0.2,Matches
481,Tahith Chong\2696b6a9,nl NED,FW,Manchester Utd,eng Premier League,18,1999,0.4,0,2,1,50.0,4.74,2.37,0.00,0.00,13.1,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
482,Hamza Choudhury\7d2d3329,eng ENG,MF,Leicester City,eng Premier League,20,1997,6.6,0,4,2,50.0,0.61,0.30,0.00,0.00,18.5,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
483,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,eng Premier League,22,1996,6.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
484,Cyrus Christie\7eb67dad,ie IRL,DF,Fulham,eng Premier League,25,1992,21.6,0,11,4,36.4,0.51,0.18,0.00,0.00,21.1,0,0,0,0.7,0.7,0.06,-0.7,-0.7,Matches
485,Samuel Chukwueze\b8a642fc,ng NGA,FWMF,Villarreal,es La Liga,19,1999,19.0,5,58,23,39.7,3.06,1.21,0.09,0.22,17.8,0,0,0,5.2,5.2,0.09,-0.2,-0.2,Matches
486,Camillo Ciano\2114abf9,it ITA,FWMF,Frosinone,it Serie A,28,1990,27.3,7,73,21,28.8,2.68,0.77,0.07,0.24,25.4,21,2,3,6.4,4.1,0.06,+0.6,+0.9,Matches
487,Amato Ciciretti\1ab0b878,it ITA,FWMF,Parma,it Serie A,24,1993,1.5,0,1,0,0.0,0.65,0.00,0.00,,8.0,0,0,0,0.2,0.2,0.17,-0.2,-0.2,Matches
488,Luca Cigarini\ae64d449,it ITA,MF,Cagliari,it Serie A,32,1986,18.7,0,19,2,10.5,1.02,0.11,0.00,0.00,29.9,2,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
489,Per Ciljan Skjelbred\ecab64a0,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,11.1,0,5,1,20.0,0.45,0.09,0.00,0.00,22.3,0,0,0,0.7,0.7,0.13,-0.7,-0.7,Matches
490,Jasper Cillessen\04ac8285,nl NED,GK,Barcelona,es La Liga,29,1989,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
491,Laurent Ciman\5113d9a7,be BEL,DF,Dijon,fr Ligue 1,32,1985,8.0,0,8,3,37.5,1.00,0.38,0.00,0.00,24.7,2,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
492,Daniel Ciofani\b09a3ecc,it ITA,FW,Frosinone,it Serie A,33,1985,18.0,5,50,18,36.0,2.78,1.00,0.06,0.17,13.9,0,2,2,5.2,3.7,0.07,-0.2,-0.7,Matches
493,Thiago Cionek\46f5c54d,pl POL,DF,SPAL,it Serie A,32,1986,28.2,0,13,0,0.0,0.46,0.00,0.00,,11.3,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
494,Ibrahima Cissé\be4fede9,gn GUI,MF,Fulham,eng Premier League,24,1994,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
495,Till Cissokho\e8b5ad37,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,0.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
496,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,9.5,3,6,3,50.0,0.63,0.31,0.50,1.00,8.3,0,0,0,0.5,0.5,0.08,+2.5,+2.5,Matches
497,Tom Cleverley\6cdd8245,eng ENG,MFFW,Watford,eng Premier League,28,1989,5.3,1,4,2,50.0,0.75,0.38,0.25,0.50,20.3,1,0,0,0.2,0.2,0.06,+0.8,+0.8,Matches
498,Nathaniel Clyne\0442183b,eng ENG,DF,Liverpool,eng Premier League,27,1991,1.2,0,3,0,0.0,2.43,0.00,0.00,,29.9,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
499,Nathaniel Clyne\0442183b,eng ENG,DF,Bournemouth,eng Premier League,27,1991,12.7,0,2,0,0.0,0.16,0.00,0.00,,10.6,0,0,0,0.3,0.3,0.15,-0.3,-0.3,Matches
500,Conor Coady\2928dca2,eng ENG,DF,Wolves,eng Premier League,25,1993,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
501,Marcus Coco\3010aefb,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,20.4,1,27,7,25.9,1.32,0.34,0.04,0.14,16.7,0,0,0,2.4,2.4,0.09,-1.4,-1.4,Matches
502,Coke\6d8f8441,es ESP,DF,Levante,es La Liga,31,1987,20.2,4,13,7,53.8,0.64,0.35,0.31,0.57,12.1,0,0,0,1.2,1.2,0.10,+2.8,+2.8,Matches
503,Joel Coleman\b73e459a,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
504,Séamus Coleman\0420d84f,ie IRL,DF,Everton,eng Premier League,29,1988,28.4,2,13,5,38.5,0.46,0.18,0.15,0.40,17.8,0,0,0,1.1,1.1,0.09,+0.9,+0.9,Matches
505,Álex Collado\85dace26,es ESP,FW,Barcelona,es La Liga,19,1999,0.9,0,2,0,0.0,2.12,0.00,0.00,,17.6,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
506,Omar Colley\8b95acda,gm GAM,DF,Sampdoria,it Serie A,25,1992,19.6,0,8,1,12.5,0.41,0.05,0.00,0.00,8.9,0,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
507,Racine Coly\166a981d,sn SEN,DFMF,Nice,fr Ligue 1,22,1995,5.6,0,5,0,0.0,0.89,0.00,0.00,,13.6,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
508,Kingsley Coman\042e8a49,fr FRA,FWMF,Bayern Munich,de Bundesliga,22,1996,15.3,6,31,18,58.1,2.02,1.18,0.19,0.33,15.4,0,0,0,3.8,3.8,0.12,+2.2,+2.2,Matches
509,Santi Comesaña\5ae499d0,es ESP,MF,Rayo Vallecano,es La Liga,21,1996,22.6,1,9,2,22.2,0.40,0.09,0.11,0.50,14.9,1,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
510,Daniel Congré\3f5b4635,fr FRA,DF,Montpellier,fr Ligue 1,33,1985,36.6,2,16,5,31.3,0.44,0.14,0.13,0.40,10.2,0,0,0,1.7,1.7,0.10,+0.3,+0.3,Matches
511,Andrea Consigli\8cabdc1e,it ITA,GK,Sassuolo,it Serie A,31,1987,35.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
512,Andrea Conti\8fef5412,it ITA,DF,Milan,it Serie A,24,1994,5.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
513,Lewis Cook\2afc7272,eng ENG,MF,Bournemouth,eng Premier League,21,1997,8.0,0,3,0,0.0,0.37,0.00,0.00,,24.3,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
514,Steve Cook\3e5e4e63,eng ENG,DF,Bournemouth,eng Premier League,27,1991,31.0,1,24,9,37.5,0.78,0.29,0.04,0.11,14.4,0,0,0,1.4,1.4,0.06,-0.4,-0.4,Matches
515,Duje Čop\8b0b02c9,hr CRO,FW,Valladolid,es La Liga,28,1990,7.6,0,16,6,37.5,2.10,0.79,0.00,0.00,11.5,0,0,0,2.8,2.8,0.17,-2.8,-2.8,Matches
516,Francis Coquelin\a6951bf8,fr FRA,MF,Valencia,es La Liga,27,1991,19.6,0,10,3,30.0,0.51,0.15,0.00,0.00,18.4,0,0,0,0.4,0.4,0.04,-0.4,-0.4,Matches
517,Gabriele Corbo\091795f2,it ITA,DF,Bologna,it Serie A,18,2000,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
518,Iñigo Córdoba\49ea92be,es ESP,FW,Athletic Club,es La Liga,21,1997,14.7,0,22,8,36.4,1.50,0.55,0.00,0.00,20.0,0,0,0,1.3,1.3,0.06,-1.3,-1.3,Matches
519,Sergio Córdova\229cd98a,ve VEN,FW,Augsburg,de Bundesliga,20,1997,5.9,3,12,4,33.3,2.03,0.68,0.25,0.75,14.6,0,0,0,1.5,1.5,0.12,+1.5,+1.5,Matches
520,Benjamin Corgnet\cfd8dde3,fr FRA,MFFW,Strasbourg,fr Ligue 1,31,1987,7.5,1,18,7,38.9,2.41,0.94,0.06,0.14,15.8,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches
521,Ante Ćorić\2d3f7367,hr CRO,MF,Roma,it Serie A,21,1997,0.3,0,1,0,0.0,3.75,0.00,0.00,,34.0,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
522,Jack Cork\74e12f1e,eng ENG,MF,Burnley,eng Premier League,29,1989,36.8,1,14,2,14.3,0.38,0.05,0.07,0.50,16.6,0,0,0,1.6,1.6,0.11,-0.6,-0.6,Matches
523,Andreas Cornelius\c693347d,dk DEN,FW,Bordeaux,fr Ligue 1,25,1993,8.8,3,22,9,40.9,2.50,1.02,0.14,0.33,13.4,0,0,0,2.0,2.0,0.09,+1.0,+1.0,Matches
524,Maxwel Cornet\beb391dd,ci CIV,FW,Lyon,fr Ligue 1,21,1996,14.2,7,48,21,43.8,3.37,1.48,0.15,0.33,14.8,2,0,0,7.0,7.0,0.15,0.0,0.0,Matches
525,Quentin Cornette\5d42d487,fr FRA,MFFW,Amiens,fr Ligue 1,24,1994,2.3,0,7,2,28.6,3.01,0.86,0.00,0.00,17.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
526,Ángel Correa\01eb744d,ar ARG,MFFW,Atlético Madrid,es La Liga,23,1995,21.3,3,32,11,34.4,1.50,0.52,0.09,0.27,21.6,0,0,0,2.2,2.2,0.07,+0.8,+0.8,Matches
527,Joaquín Correa\45b9b619,ar ARG,FWMF,Lazio,it Serie A,23,1994,21.4,5,70,29,41.4,3.27,1.35,0.07,0.17,16.6,1,0,0,7.0,7.0,0.10,-2.0,-2.0,Matches
528,Danny da Costa\5ddb8f9f,de GER,DFMF,Eint Frankfurt,de Bundesliga,25,1993,33.7,2,21,7,33.3,0.62,0.21,0.10,0.29,13.7,0,0,0,3.0,3.0,0.14,-1.0,-1.0,Matches
529,Diego Costa\a190d597,es ESP,FW,Atlético Madrid,es La Liga,29,1988,12.4,2,16,10,62.5,1.29,0.81,0.13,0.20,14.1,0,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches
530,Douglas Costa\4fa7cb9b,br BRA,FWMF,Juventus,it Serie A,27,1990,6.9,1,20,6,30.0,2.90,0.87,0.05,0.17,21.6,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
531,Filippo Costa\00528660,it ITA,MFDF,SPAL,it Serie A,23,1995,6.3,0,6,0,0.0,0.96,0.00,0.00,,21.2,1,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
532,Hélder Costa\f13d02a6,ao ANG,FWMF,Wolves,eng Premier League,24,1994,14.9,1,25,7,28.0,1.68,0.47,0.04,0.14,18.9,0,0,0,2.4,2.4,0.10,-1.4,-1.4,Matches
533,Jaume Costa\808d48f3,es ESP,DF,Villarreal,es La Liga,30,1988,16.6,1,13,2,15.4,0.78,0.12,0.08,0.50,22.1,0,0,0,0.6,0.6,0.05,+0.4,+0.4,Matches
534,Nuno da Costa\909222de,cv CPV,FW,Strasbourg,fr Ligue 1,27,1991,22.8,8,45,17,37.8,1.97,0.75,0.16,0.41,16.2,0,1,1,5.7,4.9,0.11,+2.3,+2.1,Matches
535,David Costas\545e2f01,es ESP,DF,Celta Vigo,es La Liga,23,1995,13.0,0,2,2,100.0,0.15,0.15,0.00,0.00,8.6,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
536,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,fr Ligue 1,31,1987,37.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
537,Kalifa Coulibaly\9980269a,ml MLI,FW,Nantes,fr Ligue 1,26,1991,19.5,8,50,16,32.0,2.57,0.82,0.14,0.44,11.7,0,1,1,7.9,7.1,0.14,+0.1,-0.1,Matches
538,Senou Coulibaly\67b7357e,ml MLI,DFMF,Dijon,fr Ligue 1,23,1994,4.6,1,2,1,50.0,0.44,0.22,0.50,1.00,10.5,0,0,0,0.1,0.1,0.07,+0.9,+0.9,Matches
539,Thibaut Courtois\1840e36d,be BEL,GK,Real Madrid,es La Liga,26,1992,27.0,0,1,0,0.0,0.04,0.00,0.00,,9.0,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
540,Philippe Coutinho\0ef89a37,br BRA,FWMF,Barcelona,es La Liga,26,1992,22.4,5,67,31,46.3,2.99,1.38,0.07,0.16,19.2,3,0,0,7.2,7.2,0.11,-2.2,-2.2,Matches
541,Nicolas Cozza\8f325097,fr FRA,DF,Montpellier,fr Ligue 1,19,1999,10.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
542,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,24,1994,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
543,Aaron Cresswell\4f974391,eng ENG,DF,West Ham,eng Premier League,28,1989,17.7,0,11,0,0.0,0.62,0.00,0.00,,23.5,2,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
544,Domenico Criscito\35dd6d80,it ITA,DF,Genoa,it Serie A,31,1986,34.1,2,30,5,16.7,0.88,0.15,0.03,0.20,27.5,5,1,1,1.7,0.9,0.03,+0.3,+0.1,Matches
545,Lorenzo Crisetig\f54dfca8,it ITA,MF,Frosinone,it Serie A,25,1993,5.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
546,Bryan Cristante\16657b95,it ITA,MF,Roma,it Serie A,23,1995,26.9,4,44,11,25.0,1.63,0.41,0.09,0.36,16.6,0,0,0,4.0,4.0,0.09,0.0,0.0,Matches
547,Sebastián Cristóforo\3c05c659,uy URU,MFFW,Getafe,es La Liga,24,1993,5.0,0,1,1,100.0,0.20,0.20,0.00,0.00,19.8,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
548,Enzo Crivelli\06f33dc8,fr FRA,FW,Caen,fr Ligue 1,23,1995,25.1,6,22,10,45.5,0.88,0.40,0.27,0.60,9.9,0,0,0,5.4,5.4,0.24,+0.6,+0.6,Matches
549,Peter Crouch\73d9bdc7,eng ENG,FW,Burnley,eng Premier League,37,1981,1.0,0,4,1,25.0,3.91,0.98,0.00,0.00,9.0,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
550,Alessio da Cruz\b6667741,nl NED,FWMF,Parma,it Serie A,21,1997,1.6,0,1,0,0.0,0.62,0.00,0.00,,14.9,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
551,Juan Cuadrado\0ab1f153,co COL,MFDF,Juventus,it Serie A,30,1988,13.6,1,16,3,18.8,1.18,0.22,0.06,0.33,21.8,0,0,0,1.2,1.2,0.08,-0.2,-0.2,Matches
552,Cucho\71b47ab9,co COL,FW,Huesca,es La Liga,19,1999,23.9,4,79,24,30.4,3.31,1.00,0.03,0.08,15.9,3,2,2,10.0,8.5,0.11,-6.0,-6.5,Matches
553,Marc Cucurella\1daec722,es ESP,MFFW,Eibar,es La Liga,20,1998,26.2,1,21,2,9.5,0.80,0.08,0.05,0.50,15.7,0,0,0,1.8,1.8,0.09,-0.8,-0.8,Matches
554,Iván Cuéllar\75751c99,es ESP,GK,Leganés,es La Liga,34,1984,33.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
555,Mickaël Cuisance\5722eced,fr FRA,MF,M'Gladbach,de Bundesliga,18,1999,3.1,0,8,1,12.5,2.58,0.32,0.00,0.00,21.7,1,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
556,Matheus Cunha\dc62b55d,br BRA,FWMF,RB Leipzig,de Bundesliga,19,1999,9.5,2,34,11,32.4,3.59,1.16,0.06,0.18,16.7,0,0,0,3.4,3.4,0.10,-1.4,-1.4,Matches
557,Greg Cunningham\dc10b26c,ie IRL,DF,Cardiff City,eng Premier League,27,1991,7.0,0,2,1,50.0,0.29,0.14,0.00,0.00,17.5,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
558,Patrick Cutrone\a4fe8cda,it ITA,FW,Milan,it Serie A,20,1998,16.2,3,36,14,38.9,2.22,0.86,0.08,0.21,14.1,0,0,0,4.1,4.1,0.11,-1.1,-1.1,Matches
559,Wylan Cyprien\3e092724,fr FRA,MF,Nice,fr Ligue 1,23,1995,26.2,4,52,18,34.6,1.98,0.69,0.06,0.17,27.4,16,1,2,4.9,3.4,0.07,-0.9,-0.4,Matches
560,Marco D'Alessandro\060606ec,it ITA,DFMF,Udinese,it Serie A,27,1991,16.6,0,11,2,18.2,0.66,0.12,0.00,0.00,19.3,0,0,0,0.8,0.7,0.07,-0.8,-0.7,Matches
561,Danilo D'Ambrosio\44eb9093,it ITA,DF,Inter,it Serie A,29,1988,28.7,2,17,6,35.3,0.59,0.21,0.12,0.33,10.0,0,0,0,2.3,2.3,0.14,-0.3,-0.3,Matches
562,Damien Da Silva\1ec7e1c5,fr FRA,DF,Rennes,fr Ligue 1,30,1988,31.9,2,14,2,14.3,0.44,0.06,0.14,1.00,8.1,0,0,0,1.3,1.3,0.10,+0.7,+0.7,Matches
563,Kouadio-Yves Dabila\3067cbef,ci CIV,DF,Lille,fr Ligue 1,21,1997,8.7,0,2,0,0.0,0.23,0.00,0.00,,12.9,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
564,Abdoulaye Dabo\797f6070,fr FRA,FW,Nantes,fr Ligue 1,17,2001,1.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
565,Bryan Dabo\c53083ad,bf BFA,MFDF,Fiorentina,it Serie A,26,1992,9.2,1,9,4,44.4,0.97,0.43,0.11,0.25,18.4,0,0,0,1.0,1.0,0.11,0.0,0.0,Matches
566,Christoph Daferner\e5be34dd,de GER,FW,Freiburg,de Bundesliga,20,1998,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
567,Colin Dagba\29c02c9f,fr FRA,DF,Paris S-G,fr Ligue 1,19,1998,10.2,0,3,1,33.3,0.29,0.10,0.00,0.00,22.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
568,Mahmoud Dahoud\db4ed67b,de GER,MF,Dortmund,de Bundesliga,22,1996,7.7,1,11,2,18.2,1.42,0.26,0.09,0.50,22.8,0,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
569,Leon Dajaku\aeaf1bc1,de GER,MFFW,Stuttgart,de Bundesliga,17,2001,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
570,Felipe dal Belo\8cea6319,br BRA,DF,SPAL,it Serie A,34,1984,26.2,3,15,8,53.3,0.57,0.30,0.20,0.38,7.8,0,0,0,2.1,2.1,0.14,+0.9,+0.9,Matches
571,Nicola Dalmonte\59a3efba,it ITA,MFFW,Genoa,it Serie A,20,1997,0.5,0,3,0,0.0,6.14,0.00,0.00,,14.4,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
572,Diogo Dalot\d9565625,pt POR,DFMF,Manchester Utd,eng Premier League,19,1999,11.3,0,15,0,0.0,1.33,0.00,0.00,,24.2,0,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
573,Matty Daly\03e48abb,eng ENG,MF,Huddersfield,eng Premier League,17,2001,0.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
574,Vitalie Damașcan\54e0c0cc,md MDA,MF,Torino,it Serie A,19,1999,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
575,Loïc Damour\074d8166,fr FRA,MF,Cardiff City,eng Premier League,27,1991,0.3,0,1,0,0.0,3.91,0.00,0.00,,25.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
576,Charlie Daniels\9d107085,eng ENG,DF,Bournemouth,eng Premier League,31,1986,17.6,1,12,3,25.0,0.68,0.17,0.08,0.33,18.8,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
577,Danilo\94b2001f,br BRA,DF,Manchester City,eng Premier League,27,1991,9.0,1,14,3,21.4,1.56,0.33,0.07,0.33,24.7,0,0,0,0.5,0.5,0.03,+0.5,+0.5,Matches
578,Scott Dann\52105203,eng ENG,DF,Crystal Palace,eng Premier League,31,1987,7.4,0,6,1,16.7,0.81,0.14,0.00,0.00,10.9,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
579,Kevin Danso\6e33125f,at AUT,DF,Augsburg,de Bundesliga,19,1998,13.9,1,9,5,55.6,0.65,0.36,0.11,0.20,10.6,0,0,0,0.5,0.5,0.06,+0.5,+0.5,Matches
580,Dante\fd2bc67d,br BRA,DF,Nice,fr Ligue 1,34,1983,35.8,1,17,3,17.6,0.47,0.08,0.06,0.33,11.0,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
581,Palkó Dárdai\db7161ed,hu HUN,MFFW,Hertha BSC,de Bundesliga,19,1999,1.3,0,2,0,0.0,1.59,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
582,Sergi Darder\070a3904,es ESP,MF,Espanyol,es La Liga,24,1993,30.1,5,55,16,29.1,1.83,0.53,0.09,0.31,22.6,1,0,0,3.5,3.5,0.06,+1.5,+1.5,Matches
583,Vladimír Darida\3eb0f2df,cz CZE,MF,Hertha BSC,de Bundesliga,27,1990,4.2,0,8,3,37.5,1.91,0.72,0.00,0.00,18.8,0,0,0,1.1,1.1,0.14,-1.1,-1.1,Matches
584,Matteo Darmian\96e0490d,it ITA,DF,Manchester Utd,eng Premier League,28,1989,4.9,0,1,1,100.0,0.20,0.20,0.00,0.00,23.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
585,Alphonso Davies\d781d855,ca CAN,FWMF,Bayern Munich,de Bundesliga,17,2000,0.9,1,2,1,50.0,2.25,1.13,0.50,1.00,18.8,0,0,0,0.2,0.2,0.09,+0.8,+0.8,Matches
586,Ben Davies\44781702,wls WAL,DF,Tottenham,eng Premier League,25,1993,20.5,0,15,1,6.7,0.73,0.05,0.00,0.00,19.4,0,0,0,0.9,0.9,0.06,-0.9,-0.9,Matches
587,Tom Davies\9228b07c,eng ENG,MF,Everton,eng Premier League,20,1998,10.9,0,7,2,28.6,0.64,0.18,0.00,0.00,19.7,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
588,Steven Davis\cf15bbb1,nir NIR,MF,Southampton,eng Premier League,33,1985,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
589,Kevin De Bruyne\e46012d4,be BEL,MF,Manchester City,eng Premier League,27,1991,10.8,2,31,11,35.5,2.86,1.02,0.06,0.18,22.8,3,0,0,2.1,2.1,0.07,-0.1,-0.1,Matches
590,Sebastien De Maio\952a03fe,fr FRA,DF,Udinese,it Serie A,31,1987,13.0,1,12,2,16.7,0.92,0.15,0.08,0.50,16.2,0,0,0,0.9,0.9,0.07,+0.1,+0.1,Matches
591,Sebastien De Maio\952a03fe,fr FRA,DF,Bologna,it Serie A,31,1987,5.5,0,1,0,0.0,0.18,0.00,0.00,,10.2,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
592,Rodrigo De Paul\162efffd,ar ARG,MFFW,Udinese,it Serie A,24,1994,35.4,9,80,25,31.3,2.26,0.71,0.08,0.24,24.7,7,3,6,9.4,4.9,0.06,-0.4,+1.1,Matches
593,Daniele De Rossi\532d2690,it ITA,MF,Roma,it Serie A,35,1983,14.1,1,6,1,16.7,0.43,0.07,0.17,1.00,16.8,0,0,0,0.9,0.9,0.16,+0.1,+0.1,Matches
594,Mattia De Sciglio\ae4e2852,it ITA,DF,Juventus,it Serie A,25,1992,19.4,0,6,0,0.0,0.31,0.00,0.00,,24.7,0,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
595,Lorenzo De Silvestri\e74f0e59,it ITA,DFMF,Torino,it Serie A,30,1988,26.8,2,28,9,32.1,1.04,0.34,0.07,0.22,12.9,0,0,0,2.7,2.7,0.10,-0.7,-0.7,Matches
