Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,GA,PKA,FK,CK,OG,PSxG,PSxG/SoT,PSxG+/-,/90,Cmp,Att,Cmp%,Att,Thr,Launch%,AvgLen,Att,Launch%,AvgLen,Opp,Stp,Stp%,#OPA,#OPA/90,AvgDist,Matches
11,Édgar Badía\e4346678,es ESP,GK,Elche,es La Liga,28,1992,30.0,46,5,0,5,0,45.6,0.30,-0.4,-0.01,262,518,50.6,864,143,39.5,35.9,283,62.5,43.3,302,23,7.6,20,0.67,13.3,Matches
12,Stefan Bajic\be13e5a8,fr FRA,GK,Saint-Étienne,fr Ligue 1,18,2001,1.0,4,0,0,0,0,1.8,0.44,-2.2,-2.23,3,17,17.6,29,9,37.9,34.8,7,85.7,50.9,12,2,16.7,0,0.00,13.6,Matches
13,Oliver Baumann\47064058,de GER,GK,Hoffenheim,de Bundesliga,30,1990,31.0,51,6,0,4,2,48.1,0.33,-0.9,-0.03,190,459,41.4,1148,174,32.9,32.8,204,39.7,35.1,272,11,4.0,36,1.16,15.1,Matches
14,Walter Benítez\8a2248b4,ar ARG,GK,Nice,fr Ligue 1,27,1993,38.0,53,7,0,12,0,48.5,0.26,-4.5,-0.12,129,347,37.2,924,170,25.8,29.6,302,36.1,34.7,356,25,7.0,17,0.45,13.3,Matches
15,Alessandro Berardi\ec1f737d,it ITA,GK,Hellas Verona,it Serie A,29,1991,0.3,0,0,0,0,0,0.0,0.05,0.0,+0.15,3,10,30.0,7,0,85.7,46.1,4,100.0,68.5,5,1,20.0,0,0.00,,Matches
16,Paul Bernardoni\28dabd43,fr FRA,GK,Angers,fr Ligue 1,23,1997,38.0,58,7,0,6,1,49.9,0.33,-7.1,-0.19,177,512,34.6,720,210,43.9,38.9,269,72.9,52.8,318,24,7.5,11,0.29,13.1,Matches
17,Dimitry Bertaud\380a15e2,fr FRA,GK,Montpellier,fr Ligue 1,22,1998,8.3,11,1,0,1,0,12.0,0.29,+1.0,+0.12,109,198,55.1,231,44,56.7,43.2,82,81.7,57.8,96,13,13.5,2,0.24,11.6,Matches
18,Rubén Blanco\967f34d3,es ESP,GK,Celta Vigo,es La Liga,25,1995,18.2,27,1,1,2,0,22.8,0.37,-4.2,-0.23,111,298,37.2,520,81,40.2,36.2,144,61.8,46.3,149,9,6.0,12,0.66,14.9,Matches
19,Elias Bördner\8758ddf4,de GER,GK,Eint Frankfurt,de Bundesliga,18,2002,1.0,1,0,0,0,0,0.8,0.13,-0.2,-0.24,4,18,22.2,32,9,50.0,38.0,11,18.2,23.7,10,0,0.0,0,0.00,7.5,Matches
20,Yassine Bounou\f6798fc3,ma MAR,GK,Sevilla,es La Liga,29,1991,33.0,28,4,0,4,2,25.8,0.22,-0.2,-0.01,199,419,47.5,897,141,34.0,35.0,199,57.3,44.2,284,32,11.3,23,0.70,15.6,Matches
21,Claudio Bravo\10072610,cl CHI,GK,Betis,es La Liga,37,1983,20.0,25,4,0,2,1,27.1,0.34,+3.1,+0.16,139,358,38.8,519,81,52.4,43.0,130,66.2,51.3,186,10,5.4,8,0.40,12.8,Matches
22,Fabian Bredlow\d28339cb,de GER,GK,Stuttgart,de Bundesliga,25,1995,1.0,1,0,0,0,0,2.4,0.27,+1.4,+1.41,2,11,18.2,27,5,37.0,33.1,9,11.1,27.6,17,1,5.9,0,0.00,10.3,Matches
23,Gianluigi Buffon\e40d028b,it ITA,GK,Juventus,it Serie A,42,1978,8.0,5,2,1,0,0,5.0,0.16,0.0,0.00,33,74,44.6,242,44,24.4,30.0,62,24.2,26.6,81,2,2.5,5,0.63,14.0,Matches
24,Roman Bürki\9d12e142,ch SUI,GK,Dortmund,de Bundesliga,29,1990,18.5,30,4,0,6,0,25.4,0.26,-4.6,-0.25,92,201,45.8,520,106,30.8,32.5,109,37.6,36.3,121,9,7.4,6,0.32,13.4,Matches
25,Jack Butland\cc70a1d5,eng ENG,GK,Crystal Palace,eng Premier League,27,1993,1.0,2,0,0,0,0,0.8,0.17,-1.2,-1.17,3,18,16.7,13,2,76.9,55.2,8,100.0,77.1,10,1,10.0,2,2.00,23.0,Matches
26,David Button\e608ed4c,eng ENG,GK,West Brom,eng Premier League,31,1989,1.0,2,0,0,1,0,1.7,0.24,-0.3,-0.31,8,29,27.6,25,2,68.0,49.2,12,100.0,67.0,10,1,10.0,0,0.00,10.0,Matches
27,Marcin Bułka\db87a2c4,pl POL,GK,Paris S-G,fr Ligue 1,20,1999,1.0,1,0,0,0,0,1.3,0.45,+0.3,+0.32,2,5,40.0,28,9,17.9,25.5,2,0.0,21.5,7,0,0.0,2,2.00,13.1,Matches
28,Willy Caballero\a179d516,ar ARG,GK,Chelsea,eng Premier League,38,1981,1.0,3,0,0,1,0,1.5,0.49,-1.5,-1.54,1,3,33.3,20,2,15.0,24.6,6,0.0,19.7,8,0,0.0,2,2.00,22.0,Matches
29,Marc-Aurèle Caillard\5ee6e943,fr FRA,GK,Metz,fr Ligue 1,26,1994,4.0,10,3,1,1,0,9.2,0.33,-0.8,-0.20,17,48,35.4,71,27,35.2,33.2,30,76.7,59.7,29,4,13.8,2,0.50,14.6,Matches
30,Cárdenas\e1846dde,es ESP,GK,Levante,es La Liga,23,1997,8.0,11,0,0,0,0,11.4,0.28,+0.4,+0.05,45,104,43.3,207,42,38.2,35.9,57,43.9,37.2,88,5,5.7,9,1.13,15.2,Matches
31,Scott Carson\3e1550ee,eng ENG,GK,Manchester City,eng Premier League,34,1985,1.0,3,1,0,1,0,2.4,0.21,-0.6,-0.58,0,1,0.0,14,6,0.0,21.4,2,50.0,47.0,7,0,0.0,0,0.00,14.6,Matches
32,Kiko Casilla\58bc7d18,es ESP,GK,Leeds United,eng Premier League,33,1986,3.0,2,0,0,0,0,4.3,0.36,+2.3,+0.77,16,26,61.5,63,21,20.6,26.0,31,41.9,34.0,18,3,16.7,1,0.33,14.9,Matches
33,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,28,1992,32.0,33,3,1,3,1,33.4,0.31,+1.4,+0.05,236,535,44.1,1045,157,38.3,36.4,203,66.5,52.1,257,21,8.2,34,1.06,15.7,Matches
34,Sébastien Cibois\2b9b37b2,fr FRA,GK,Brest,fr Ligue 1,22,1998,3.0,4,1,0,0,0,5.0,0.45,+1.0,+0.34,14,37,37.8,68,13,41.2,38.5,22,40.9,39.8,28,3,10.7,2,0.67,14.2,Matches
35,Alberto Cifuentes\94084f83,es ESP,GK,Cádiz,es La Liga,41,1979,2.0,3,0,0,0,0,1.8,0.29,-1.2,-0.62,25,63,39.7,53,3,92.5,59.7,16,87.5,61.1,17,1,5.9,2,1.00,14.3,Matches
36,Jasper Cillessen\04ac8285,nl NED,GK,Valencia,es La Liga,31,1989,10.0,11,1,1,0,0,12.1,0.23,+1.1,+0.11,71,198,35.9,222,41,59.0,45.0,95,70.5,54.2,123,8,6.5,8,0.80,13.4,Matches
37,Simone Colombi\72be9309,it ITA,GK,Parma,it Serie A,29,1991,2.0,7,1,0,3,0,4.9,0.46,-2.1,-1.07,16,30,53.3,39,6,56.4,41.0,11,72.7,50.2,13,1,7.7,1,0.50,13.0,Matches
38,Andrea Consigli\8cabdc1e,it ITA,GK,Sassuolo,it Serie A,33,1987,37.0,56,4,0,4,1,57.5,0.30,+2.5,+0.07,185,409,45.2,1123,161,30.9,30.9,235,26.4,25.9,327,29,8.9,26,0.70,15.9,Matches
39,Alex Cordaz\e66ebabb,it ITA,GK,Crotone,it Serie A,37,1983,36.0,91,5,2,10,2,76.4,0.36,-12.6,-0.35,248,606,40.9,1136,160,42.1,35.4,310,41.3,34.1,318,18,5.7,30,0.83,15.1,Matches
40,Angelo da Costa Júnior\18736214,br BRA,GK,Bologna,it Serie A,36,1983,6.0,9,1,1,0,0,9.4,0.36,+0.4,+0.07,35,70,50.0,245,23,24.5,30.3,42,23.8,24.4,48,0,0.0,7,1.17,16.0,Matches
41,Benoît Costil\2434f24a,fr FRA,GK,Bordeaux,fr Ligue 1,33,1987,38.0,57,7,2,6,1,46.6,0.27,-8.4,-0.22,318,690,46.1,1035,144,47.3,39.2,291,68.7,50.5,324,18,5.6,21,0.55,13.8,Matches
42,Thibaut Courtois\1840e36d,be BEL,GK,Real Madrid,es La Liga,28,1992,38.0,28,7,0,3,1,29.8,0.22,+2.8,+0.07,136,351,38.7,1074,234,24.1,32.2,233,39.5,39.2,286,27,9.4,24,0.63,15.0,Matches
43,Alessio Cragno\f554e29b,it ITA,GK,Cagliari,it Serie A,26,1994,34.0,53,5,1,7,0,55.2,0.29,+2.2,+0.06,206,485,42.5,683,129,46.3,37.1,279,60.6,43.6,320,31,9.7,15,0.44,12.8,Matches
44,Gian Crespi\4dea2f2c,it ITA,GK,Crotone,it Serie A,19,2001,1.0,0,0,0,0,0,0.4,0.38,+0.4,+0.38,8,13,61.5,31,4,32.3,27.0,11,27.3,31.2,8,0,0.0,0,0.00,9.2,Matches
45,Finn Dahmen\dee3013b,de GER,GK,Mainz 05,de Bundesliga,22,1998,3.0,10,1,0,1,0,9.2,0.42,-0.8,-0.26,9,26,34.6,59,16,33.9,32.9,27,22.2,25.7,34,1,2.9,2,0.67,11.6,Matches
46,Karl Darlow\cde3309f,eng ENG,GK,Newcastle Utd,eng Premier League,29,1990,25.0,43,3,1,4,2,37.0,0.28,-4.0,-0.16,184,532,34.6,506,88,68.4,50.5,220,84.5,60.2,239,22,9.2,6,0.24,12.2,Matches
47,Yehvann Diouf\eedea60b,fr FRA,GK,Reims,fr Ligue 1,20,1999,1.5,1,1,0,0,0,1.0,0.03,0.0,+0.01,5,16,31.3,40,13,27.5,32.2,12,41.7,39.0,11,0,0.0,1,0.67,15.3,Matches
48,Marko Dmitrović\ac295d9e,rs SRB,GK,Eibar,es La Liga,28,1992,34.7,49,3,0,5,0,46.9,0.34,-2.1,-0.06,305,786,38.8,839,98,68.3,54.6,235,90.6,72.7,253,20,7.9,41,1.18,16.8,Matches
49,Jaume Doménech\c9cb972b,es ESP,GK,Valencia,es La Liga,29,1990,28.0,42,4,2,7,2,39.2,0.28,-0.8,-0.03,264,525,50.3,654,105,53.4,40.8,243,72.4,53.4,325,21,6.5,15,0.54,13.0,Matches
50,Gianluigi Donnarumma\08f5afaa,it ITA,GK,Milan,it Serie A,21,1999,37.0,38,2,2,7,1,39.7,0.30,+2.7,+0.07,183,431,42.5,1026,140,33.2,32.3,219,41.1,35.9,335,29,8.7,22,0.59,14.8,Matches
51,Bartłomiej Drągowski\085e71a7,pl POL,GK,Fiorentina,it Serie A,22,1997,35.0,55,8,1,10,1,53.4,0.35,-0.6,-0.02,229,566,40.5,803,166,51.9,41.9,260,57.3,45.3,335,24,7.2,17,0.49,14.3,Matches
52,Matthieu Dreyer\fbf83734,fr FRA,GK,Lorient,fr Ligue 1,31,1989,15.0,25,6,1,3,1,20.5,0.32,-3.5,-0.23,76,201,37.8,253,43,48.6,40.4,108,72.2,48.6,111,7,6.3,6,0.40,12.8,Matches
53,Martin Dúbravka\3a949a25,sk SVK,GK,Newcastle Utd,eng Premier League,31,1989,13.0,19,1,0,1,1,19.4,0.31,+1.4,+0.11,79,186,42.5,306,64,38.2,36.9,121,57.0,47.3,161,13,8.1,6,0.46,12.2,Matches
54,Ederson\3bb7b8b4,br BRA,GK,Manchester City,eng Premier League,26,1993,36.0,28,7,0,2,1,29.2,0.28,+2.2,+0.06,139,305,45.6,932,148,24.9,31.5,158,46.2,43.0,179,14,7.8,23,0.64,15.7,Matches
55,Aarón Escandell\67669ce7,es ESP,GK,Granada,es La Liga,24,1995,5.0,8,0,0,0,0,9.6,0.42,+1.6,+0.33,38,113,33.6,118,13,72.9,52.1,33,81.8,64.6,45,3,6.7,12,2.40,18.0,Matches
56,Jokin Ezkieta\0f7dbaf6,es ESP,GK,Athletic Club,es La Liga,23,1996,1.0,2,0,0,0,0,1.1,0.36,-0.9,-0.92,1,4,25.0,17,6,11.8,26.6,7,28.6,35.9,10,0,0.0,1,1.00,13.5,Matches
57,Łukasz Fabiański\9328b835,pl POL,GK,West Ham,eng Premier League,35,1985,35.0,44,3,0,4,4,44.8,0.31,+4.8,+0.14,281,662,42.4,731,141,60.9,46.2,271,80.1,57.0,357,27,7.6,11,0.31,12.4,Matches
58,Ralf Fährmann\1e43fad8,de GER,GK,Schalke 04,de Bundesliga,31,1988,20.8,50,3,1,8,2,40.5,0.27,-7.5,-0.36,126,397,31.7,642,116,42.7,37.5,183,67.2,48.6,225,13,5.8,18,0.86,14.5,Matches
59,Wuilker Faríñez\2c127b6f,ve VEN,GK,Lens,fr Ligue 1,22,1998,1.2,3,1,0,1,0,4.2,0.53,+1.2,+0.99,2,11,18.2,18,3,44.4,40.9,9,33.3,29.9,9,0,0.0,1,0.84,13.9,Matches
60,Aitor Fernández\a01c3d54,es ESP,GK,Levante,es La Liga,29,1991,29.0,44,3,1,6,2,38.8,0.31,-3.2,-0.11,124,330,37.6,716,150,38.3,36.2,205,27.3,30.0,255,18,7.1,27,0.93,14.9,Matches
61,Álvaro Fernández\f127d782,es ESP,GK,Huesca,es La Liga,22,1998,22.0,32,2,0,7,1,30.0,0.31,-1.0,-0.05,136,329,41.3,647,108,40.0,37.5,171,40.9,39.4,188,11,5.9,15,0.68,16.3,Matches
62,Andrés Fernández\307fcd26,es ESP,GK,Huesca,es La Liga,33,1986,16.0,21,3,1,3,1,16.9,0.29,-3.1,-0.19,91,260,35.0,445,70,44.3,38.0,121,52.1,42.1,167,13,7.8,7,0.44,12.2,Matches
63,Marco Festa\c195ae4a,it ITA,GK,Crotone,it Serie A,28,1992,1.0,1,0,0,0,0,1.6,0.20,+0.6,+0.61,9,15,60.0,28,9,35.7,34.4,10,50.0,37.7,12,1,8.3,1,1.00,10.6,Matches
64,Mark Flekken\a92ab7be,nl NED,GK,Freiburg,de Bundesliga,27,1993,3.0,6,2,0,0,0,7.4,0.39,+1.4,+0.46,31,64,48.4,98,9,42.9,41.4,27,81.5,65.7,32,1,3.1,1,0.33,12.3,Matches
65,Fraser Forster\c3e39f12,eng ENG,GK,Southampton,eng Premier League,32,1988,8.0,11,2,0,1,0,8.8,0.25,-2.2,-0.27,43,153,28.1,210,29,51.4,41.0,64,70.3,49.6,88,7,8.0,7,0.88,15.2,Matches
66,Daniel Fuzato\82328faf,br BRA,GK,Roma,it Serie A,23,1997,5.0,7,0,0,1,0,6.9,0.27,-0.1,-0.02,20,57,35.1,122,28,36.1,37.0,31,41.9,37.9,28,1,3.6,1,0.20,12.8,Matches
67,Manuel Gasparini\7033ca08,it ITA,GK,Udinese,it Serie A,18,2002,0.0,0,0,0,0,0,0.0,,0.0,0.00,1,1,100.0,1,0,100.0,48.0,1,0.0,21.0,0,0,,0,0.00,,Matches
68,Paulo Gazzaniga\63d17038,ar ARG,GK,Elche,es La Liga,28,1992,8.0,9,1,0,3,1,7.5,0.32,-0.5,-0.06,61,161,37.9,179,24,60.3,50.4,64,82.8,65.5,59,5,8.5,1,0.13,11.2,Matches
69,David de Gea\7ba6d84e,es ESP,GK,Manchester Utd,eng Premier League,29,1990,25.5,32,4,1,5,2,29.8,0.31,-0.2,-0.01,94,218,43.1,422,80,35.5,33.7,172,39.5,34.9,195,9,4.6,9,0.35,14.1,Matches
70,Rafał Gikiewicz\17376543,pl POL,GK,Augsburg,de Bundesliga,32,1987,34.0,55,6,0,4,3,51.9,0.27,+0.9,+0.03,256,653,39.2,1101,215,43.4,37.5,298,58.7,46.8,401,26,6.5,26,0.76,14.4,Matches
71,David Gil\fea23125,es ESP,GK,Cádiz,es La Liga,26,1994,4.0,10,1,0,1,0,6.4,0.37,-3.6,-0.90,32,110,29.1,86,9,86.0,57.9,37,97.3,69.1,47,3,6.4,1,0.25,10.5,Matches
72,Pierluigi Gollini\f0f7f62f,it ITA,GK,Atalanta,it Serie A,25,1995,24.0,26,4,0,3,1,24.7,0.32,-0.3,-0.01,117,270,43.3,550,82,34.5,35.4,118,67.8,52.5,135,7,5.2,23,0.96,16.3,Matches
73,Alfred Gomis\cecbce23,sn SEN,GK,Rennes,fr Ligue 1,26,1993,22.0,25,3,0,0,0,25.3,0.32,+0.3,+0.01,99,229,43.2,538,115,29.6,31.0,131,53.4,43.9,158,17,10.8,17,0.77,15.3,Matches
74,Alfred Gomis\cecbce23,sn SEN,GK,Dijon,fr Ligue 1,26,1993,5.0,10,3,0,2,1,9.9,0.30,+0.9,+0.17,28,94,29.8,121,28,43.0,39.4,67,62.7,49.6,78,8,10.3,3,0.60,12.8,Matches
75,Etienne Green\667b65da,eng ENG,GK,Saint-Étienne,fr Ligue 1,20,2000,8.0,8,2,1,0,0,8.5,0.27,+0.5,+0.06,44,129,34.1,149,31,52.3,42.4,70,72.9,55.3,75,5,6.7,5,0.63,13.3,Matches
76,Lennart Grill\37998008,de GER,GK,Leverkusen,de Bundesliga,21,1999,4.0,7,0,0,0,0,6.3,0.32,-0.7,-0.16,10,25,40.0,136,26,16.9,27.3,25,8.0,22.2,23,3,13.0,4,1.00,15.9,Matches
77,Vicente Guaita\ab13a5aa,es ESP,GK,Crystal Palace,eng Premier League,33,1987,37.0,64,3,1,9,0,61.8,0.36,-2.2,-0.06,253,721,35.1,766,147,58.9,43.9,314,86.0,60.9,367,26,7.1,15,0.41,13.1,Matches
78,Péter Gulácsi\bcb2ccd8,hu HUN,GK,RB Leipzig,de Bundesliga,30,1990,33.0,30,3,0,2,0,24.5,0.29,-5.5,-0.17,137,275,49.8,1003,171,24.2,30.3,166,19.3,27.5,186,12,6.5,53,1.61,18.7,Matches
79,Samir Handanović\74419746,si SVN,GK,Inter,it Serie A,36,1984,36.0,33,4,1,3,1,29.5,0.24,-2.5,-0.07,126,261,48.3,913,149,23.0,28.8,177,28.8,31.1,281,16,5.7,14,0.39,12.1,Matches
80,Dean Henderson\e5a76dfe,eng ENG,GK,Manchester Utd,eng Premier League,23,1997,12.5,12,0,0,4,0,12.3,0.26,+0.3,+0.02,41,110,37.3,220,61,35.9,35.4,94,33.0,33.5,105,9,8.6,14,1.12,15.3,Matches
81,Sergio Herrera\a4995f48,es ESP,GK,Osasuna,es La Liga,27,1993,32.9,40,4,0,6,2,43.7,0.32,+5.7,+0.17,431,927,46.5,887,83,77.1,54.3,257,94.6,64.4,375,34,9.1,51,1.55,16.3,Matches
82,Marwin Hitz\2e7ff968,ch SUI,GK,Dortmund,de Bundesliga,32,1987,15.5,16,2,0,1,1,15.8,0.33,+0.8,+0.05,94,181,51.9,427,69,28.3,31.9,123,48.8,41.7,92,7,7.6,7,0.45,14.3,Matches
83,Timo Horn\3cd9e95a,de GER,GK,Köln,de Bundesliga,27,1993,33.4,59,7,1,6,0,52.6,0.30,-6.4,-0.19,272,601,45.3,1111,117,45.2,39.0,215,46.0,40.4,269,9,3.3,23,0.69,14.1,Matches
84,Lukáš Hrádecký\ad3389d5,fi FIN,GK,Leverkusen,de Bundesliga,30,1989,28.5,29,1,1,0,2,26.8,0.31,-0.2,-0.01,209,503,41.6,1215,180,35.9,34.8,176,38.1,34.2,208,21,10.1,31,1.09,16.2,Matches
85,Rune Jarstein\27d2618c,no NOR,GK,Hertha BSC,de Bundesliga,35,1984,8.0,13,1,0,2,1,10.1,0.28,-1.9,-0.24,60,153,39.2,210,25,51.0,41.7,74,62.2,47.9,75,7,9.3,4,0.50,12.8,Matches
86,Sam Johnstone\9e5708be,eng ENG,GK,West Brom,eng Premier League,27,1993,37.0,74,7,2,13,3,75.3,0.30,+4.3,+0.12,336,961,35.0,987,169,71.2,51.3,295,87.5,60.9,348,25,7.2,26,0.70,14.5,Matches
87,Bingourou Kamara\3814120d,sn SEN,GK,Strasbourg,fr Ligue 1,23,1996,8.0,14,1,0,1,1,9.7,0.28,-3.3,-0.41,63,142,44.4,191,43,48.7,39.3,56,87.5,60.0,58,3,5.2,1,0.13,12.9,Matches
88,Loris Karius\32e7ce92,de GER,GK,Union Berlin,de Bundesliga,27,1993,3.2,1,0,0,0,1,1.7,0.35,+1.7,+0.53,21,56,37.5,75,9,56.0,44.3,20,70.0,56.5,30,2,6.7,0,0.00,11.5,Matches
89,Eiji Kawashima\a4527d33,jp JPN,GK,Strasbourg,fr Ligue 1,37,1983,24.0,31,3,1,3,0,29.5,0.31,-1.5,-0.06,199,421,47.3,522,79,53.1,42.1,193,74.6,56.2,204,12,5.9,5,0.21,11.5,Matches
90,Caoimhín Kelleher\62d7ef38,ie IRL,GK,Liverpool,eng Premier League,21,1998,2.0,1,0,0,0,0,2.2,0.32,+1.2,+0.62,8,19,42.1,48,10,31.3,34.1,14,28.6,33.7,19,2,10.5,1,0.50,18.3,Matches
91,Gregor Kobel\cd59b9df,ch SUI,GK,Stuttgart,de Bundesliga,22,1997,33.0,54,5,1,3,1,48.3,0.28,-4.7,-0.14,138,337,40.9,940,200,29.5,30.1,276,21.7,25.3,282,20,7.1,17,0.52,13.3,Matches
92,Alban Lafont\4e7db402,fr FRA,GK,Nantes,fr Ligue 1,21,1999,38.0,55,10,2,8,1,52.3,0.27,-1.7,-0.04,218,675,32.3,869,128,53.4,44.5,258,81.8,57.8,327,24,7.3,25,0.66,14.9,Matches
93,Michael Langer\d20f088b,at AUT,GK,Schalke 04,de Bundesliga,35,1985,2.7,12,0,0,5,1,8.7,0.36,-2.3,-0.85,11,35,31.4,50,7,44.0,38.2,26,50.0,39.3,23,0,0.0,3,1.13,15.1,Matches
94,Gautier Larsonneur\b49729cb,fr FRA,GK,Brest,fr Ligue 1,23,1997,35.0,62,8,1,6,2,52.4,0.29,-7.6,-0.22,221,455,48.6,982,165,37.0,36.6,282,32.6,34.5,341,26,7.6,15,0.43,12.9,Matches
95,Jean-Louis Leca\edbe46dc,fr FRA,GK,Lens,fr Ligue 1,34,1985,36.8,51,10,0,6,3,46.3,0.30,-1.7,-0.05,204,524,38.9,772,135,51.8,41.3,259,47.9,40.4,276,18,6.5,21,0.57,14.9,Matches
96,Benjamin Lecomte\2fa2a875,fr FRA,GK,Monaco,fr Ligue 1,29,1991,28.0,27,3,1,1,1,19.2,0.27,-6.8,-0.24,170,400,42.5,827,109,39.3,35.9,170,44.1,40.3,196,11,5.6,36,1.29,18.1,Matches
97,Jeremías Ledesma\6c4776b1,ar ARG,GK,Cádiz,es La Liga,27,1993,32.0,45,8,2,4,1,38.8,0.27,-5.2,-0.16,341,860,39.7,698,62,82.4,57.7,299,95.3,69.9,333,33,9.9,14,0.44,13.5,Matches
98,Bernd Leno\2628fd2b,de GER,GK,Arsenal,eng Premier League,28,1992,34.8,37,1,0,5,4,37.1,0.31,+4.1,+0.12,110,338,32.5,930,166,22.0,28.6,226,58.8,46.6,310,26,8.4,22,0.63,14.5,Matches
99,Karlo Letica\4a6914ff,hr CRO,GK,Sampdoria,it Serie A,23,1997,1.0,0,0,0,0,0,0.9,0.90,+0.9,+0.90,2,5,40.0,29,7,13.8,27.0,5,20.0,33.8,12,0,0.0,0,0.00,10.8,Matches
100,Hugo Lloris\8f62b6ee,fr FRA,GK,Tottenham,eng Premier League,33,1986,38.0,45,10,0,3,3,47.0,0.28,+5.0,+0.13,202,489,41.3,799,158,46.3,37.3,268,44.4,36.7,366,18,4.9,16,0.42,13.4,Matches
101,Niklas Lomb\9321b8ed,de GER,GK,Leverkusen,de Bundesliga,27,1993,1.5,3,0,0,0,0,3.1,0.38,+0.1,+0.04,5,17,29.4,53,13,26.4,30.5,7,42.9,37.9,12,1,8.3,1,0.67,14.2,Matches
102,Anthony Lopes\f00de885,pt POR,GK,Lyon,fr Ligue 1,29,1990,38.0,43,5,2,4,2,43.2,0.30,+2.2,+0.06,214,407,52.6,926,181,32.7,33.4,250,41.6,36.8,308,16,5.2,39,1.03,17.1,Matches
103,Pau López\20b9f052,es ESP,GK,Roma,it Serie A,25,1994,20.2,29,3,1,4,3,26.7,0.30,+0.7,+0.04,82,200,41.0,562,106,28.6,31.5,101,38.6,36.5,115,8,7.0,16,0.79,16.3,Matches
104,Andreas Luthe\7fe12375,de GER,GK,Union Berlin,de Bundesliga,33,1987,30.8,42,4,0,8,1,41.1,0.31,+0.1,0.00,211,510,41.4,922,106,40.8,37.3,216,62.0,44.5,237,16,6.8,11,0.36,13.3,Matches
105,Mike Maignan\fcb38f57,fr FRA,GK,Lille,fr Ligue 1,25,1995,38.0,23,1,0,7,2,25.8,0.23,+4.8,+0.13,153,437,35.0,832,191,34.9,35.3,238,61.8,52.2,286,23,8.0,26,0.68,15.5,Matches
106,Radosław Majecki\20de219a,pl POL,GK,Monaco,fr Ligue 1,20,1999,1.0,1,0,0,0,0,0.3,0.16,-0.7,-0.68,4,15,26.7,25,2,36.0,32.5,12,50.0,39.9,7,0,0.0,1,1.00,16.0,Matches
