Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
1116,Jordan Hugill\a36d4785,eng ENG,FWDF,West Ham,eng Premier League,25,1992,0.3,0,0,0,0,0,0,1,0.0,1,10,2,20.0,0,6,4,1,0,0,1,0,0,0,0,Matches
1117,Vitor Hugo\f2c1300a,br BRA,DF,Fiorentina,it Serie A,26,1991,13.4,31,21,27,4,0,9,23,39.1,14,118,47,39.8,80,36,2,21,6,0,15,24,55,78,2,Matches
1118,Mats Hummels\05d548d8,de GER,DF,Bayern Munich,de Bundesliga,28,1988,24.6,54,39,32,19,3,22,43,51.2,21,195,93,47.7,106,74,15,41,16,0,25,32,86,108,0,Matches
1119,Uwe Hünemeier\f42456eb,de GER,DF,Brighton,eng Premier League,31,1986,0.2,3,1,3,0,0,3,3,100.0,0,5,1,20.0,5,0,0,0,0,0,0,0,3,4,0,Matches
1120,Adrien Hunou\d14229f3,fr FRA,FWMF,Rennes,fr Ligue 1,23,1994,16.2,19,12,8,5,6,5,27,18.5,22,288,71,24.7,52,145,91,27,2,0,25,7,26,5,0,Matches
1121,Aaron Hunt\5f9f0531,de GER,MFFW,Hamburger SV,de Bundesliga,30,1986,23.1,30,22,12,16,2,5,37,13.5,32,484,135,27.9,102,261,121,30,2,0,28,14,44,21,0,Matches
1122,Emerson Hyndman\3be1a627,us USA,MF,Bournemouth,eng Premier League,21,1996,0.6,0,0,0,0,0,0,2,0.0,2,17,2,11.8,6,10,1,3,0,0,3,1,1,0,0,Matches
1123,Elseid Hysaj\2f3452eb,al ALB,DF,Napoli,it Serie A,23,1994,34.7,64,37,36,24,4,29,65,44.6,36,411,153,37.2,158,169,84,60,5,0,55,37,101,54,1,Matches
1124,Suk Hyun-jun\7ffaf233,kr KOR,FW,Troyes,fr Ligue 1,26,1991,14.0,6,3,1,3,2,3,12,25.0,9,251,58,23.1,19,153,79,7,0,0,7,3,9,4,0,Matches
1125,Pierre Højbjerg\8b04d6c1,dk DEN,MF,Southampton,eng Premier League,21,1995,18.6,58,42,27,27,4,14,59,23.7,45,424,108,25.5,165,198,61,33,4,0,29,50,108,39,0,Matches
1126,Jordon Ibe\9f736ed2,eng ENG,MFFW,Bournemouth,eng Premier League,21,1995,22.2,15,10,8,4,3,5,15,33.3,10,342,81,23.7,80,173,89,8,1,0,7,16,31,8,0,Matches
1127,Vedad Ibišević\c3fd9887,ba BIH,FW,Hertha BSC,de Bundesliga,32,1984,16.1,8,6,1,5,2,1,7,14.3,6,310,79,25.5,28,168,114,9,2,0,7,4,12,19,0,Matches
1128,Vicente Iborra\ad1ffcfd,es ESP,MF,Leicester City,eng Premier League,29,1988,15.7,24,17,16,8,0,6,32,18.8,26,296,88,29.7,127,145,24,35,13,0,22,28,52,65,0,Matches
1129,Zlatan Ibrahimović\4cde5509,se SWE,MFFW,Manchester Utd,eng Premier League,35,1981,1.2,2,1,1,0,1,1,3,33.3,2,18,5,27.8,1,10,7,1,1,0,0,0,2,2,0,Matches
1130,Mauro Icardi\43b78598,ar ARG,FW,Inter,it Serie A,24,1993,32.9,4,3,1,2,1,1,13,7.7,12,404,108,26.7,18,155,231,18,8,0,10,3,7,24,1,Matches
1131,Brown Ideye\f519b556,ng NGA,FW,Málaga,es La Liga,28,1988,8.1,1,1,0,1,0,0,4,0.0,4,169,44,26.0,6,100,63,2,0,0,2,1,2,8,0,Matches
1132,Edgar Ié\3767b3b7,pt POR,DF,Lille,fr Ligue 1,23,1994,35.0,69,38,49,17,3,22,57,38.6,35,332,123,37.0,216,93,23,66,23,1,43,72,141,92,2,Matches
1133,Julien Ielsch\20c2c0e8,fr FRA,MFDF,Amiens,fr Ligue 1,34,1983,6.9,29,15,15,9,5,11,22,50.0,11,155,34,21.9,55,80,20,17,3,0,14,8,37,8,0,Matches
1134,Pietro Iemmello\0861b8d6,it ITA,FW,Benevento,it Serie A,25,1992,9.8,6,5,2,4,0,0,8,0.0,8,136,39,28.7,6,64,66,7,1,0,6,2,8,10,0,Matches
1135,Kelechi Iheanacho\c92e1a31,ng NGA,MFFW,Leicester City,eng Premier League,20,1996,9.2,10,5,5,4,1,4,16,25.0,12,212,60,28.3,38,104,70,10,3,1,7,6,16,4,0,Matches
1136,Jordan Ikoko\8ff4872e,cd COD,DF,Guingamp,fr Ligue 1,23,1994,26.9,37,16,24,8,5,13,33,39.4,20,301,94,31.2,149,114,38,36,3,1,33,50,87,33,0,Matches
1137,Jonathan Ikone\42eaa028,fr FRA,FWMF,Montpellier,fr Ligue 1,19,1998,11.1,11,9,4,3,4,1,8,12.5,7,199,43,21.6,24,106,69,9,0,0,9,4,15,4,0,Matches
1138,Josip Iličić\68252d6d,si SVN,FWMF,Atalanta,it Serie A,29,1988,22.2,23,12,4,15,4,5,29,17.2,24,306,97,31.7,39,158,109,18,0,0,18,19,42,6,0,Matches
1139,Asier Illarramendi\5ce0b5ba,es ESP,MF,Real Sociedad,es La Liga,27,1990,35.1,60,40,23,32,5,23,78,29.5,55,658,180,27.4,218,346,94,65,13,1,52,55,115,26,0,Matches
1140,Jules Iloki\f352a2db,fr FRA,MFFW,Nantes,fr Ligue 1,25,1992,15.7,9,3,1,5,3,1,11,9.1,10,202,41,20.3,54,97,51,17,1,0,16,14,23,6,0,Matches
1141,Stefan Ilsanker\8494acc4,at AUT,DFMF,RB Leipzig,de Bundesliga,28,1989,14.3,34,23,22,10,2,9,28,32.1,19,169,60,35.5,75,73,21,28,10,0,18,15,49,53,2,Matches
1142,Giannelli Imbula\b86fe156,cd COD,MF,Toulouse,fr Ligue 1,24,1992,24.9,21,16,8,11,2,4,22,18.2,18,382,92,24.1,106,223,53,19,5,0,14,16,37,7,0,Matches
1143,Ciro Immobile\4431aed2,it ITA,FW,Lazio,it Serie A,27,1990,29.8,10,8,2,6,2,1,17,5.9,16,382,103,27.0,39,143,200,19,2,0,17,2,12,7,0,Matches
1144,Emmanuel Imorou\3e87d087,bj BEN,DF,Caen,fr Ligue 1,28,1988,0.4,0,0,0,0,0,0,0,,0,3,2,66.7,2,1,0,1,0,0,1,1,1,0,0,Matches
1145,Tom Ince\67d23ab0,eng ENG,MFFW,Huddersfield,eng Premier League,25,1992,27.2,44,32,17,18,9,6,38,15.8,32,487,146,30.0,111,212,164,29,1,0,28,19,63,14,0,Matches
1146,Svante Ingelsson\4133cfcf,se SWE,MF,Udinese,it Serie A,19,1998,3.6,12,8,4,6,2,2,11,18.2,9,71,17,23.9,18,43,10,4,0,0,4,3,15,4,0,Matches
1147,Roberto Inglese\6c1f7328,it ITA,FW,Chievo,it Serie A,25,1991,30.9,32,20,9,12,11,14,35,40.0,21,454,102,22.5,55,191,208,31,3,0,28,5,37,19,0,Matches
1148,Danny Ings\07802f7f,eng ENG,FWMF,Liverpool,eng Premier League,25,1992,3.0,4,3,1,0,3,1,1,100.0,0,52,15,28.8,7,26,19,6,1,0,5,1,5,0,0,Matches
1149,Andrés Iniesta\cfd65a29,es ESP,MFFW,Barcelona,es La Liga,33,1984,20.3,20,14,7,6,7,6,31,19.4,25,386,110,28.5,87,217,82,29,2,0,27,16,36,4,1,Matches
1150,Lorenzo Insigne\2f557579,it ITA,FW,Napoli,it Serie A,26,1991,34.3,30,14,12,12,6,10,41,24.4,31,446,115,25.8,50,207,189,20,2,0,18,18,48,3,0,Matches
1151,Emiliano Insúa\f3cccffe,ar ARG,DF,Stuttgart,de Bundesliga,28,1989,23.4,45,33,25,19,1,15,46,32.6,31,367,117,31.9,167,138,62,55,4,0,51,28,73,53,2,Matches
1152,Pablo Insua\4b5e7e90,es ESP,DF,Schalke 04,de Bundesliga,23,1993,0.3,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,1,1,0,0,0,0,2,0,Matches
1153,Takashi Inui\61bd33d0,jp JPN,MFFW,Eibar,es La Liga,29,1988,29.2,30,16,7,15,8,7,50,14.0,43,706,194,27.5,150,331,225,52,0,0,52,17,47,5,0,Matches
1154,Artur Ioniță\cedb3e36,md MDA,MF,Cagliari,it Serie A,26,1990,29.7,65,44,27,29,9,16,46,34.8,30,672,176,26.2,201,319,152,46,8,0,38,25,90,34,0,Matches
1155,Gorka Iraizoz\26f2473f,es ESP,GK,Girona,es La Liga,36,1981,8.5,0,0,0,0,0,0,1,0.0,1,1,0,0.0,1,0,0,1,0,0,1,0,0,0,2,Matches
1156,Stephen Ireland\bcf30f17,ie IRL,MF,Stoke City,eng Premier League,30,1986,1.5,1,0,1,0,0,0,4,0.0,4,37,7,18.9,16,16,5,3,1,0,2,1,2,1,0,Matches
1157,Carlos Isaac\3e5a168c,es ESP,DF,Atlético Madrid,es La Liga,19,1998,0.7,0,0,0,0,0,0,1,0.0,1,11,1,9.1,8,2,1,1,0,0,1,1,1,0,0,Matches
1158,Alexander Isak\8e92be30,se SWE,FWMF,Dortmund,de Bundesliga,17,1999,1.3,1,0,0,1,0,0,2,0.0,2,15,7,46.7,0,6,9,0,0,0,0,0,1,0,0,Matches
1159,Isco\a0b4bb3e,es ESP,MFFW,Real Madrid,es La Liga,25,1992,19.7,16,12,4,7,5,4,36,11.1,32,421,110,26.1,63,225,133,9,1,0,8,11,27,1,0,Matches
1160,Tatsuya Ito\6743cef5,jp JPN,MFFW,Hamburger SV,de Bundesliga,20,1997,11.2,15,6,3,7,5,4,23,17.4,19,234,71,30.3,55,114,65,22,0,0,22,4,19,1,0,Matches
1161,Gian-Luca Itter\e6c15f6e,de GER,DF,Wolfsburg,de Bundesliga,18,1999,4.6,14,6,11,2,1,4,11,36.4,7,97,32,33.0,68,24,5,9,0,0,9,7,21,9,0,Matches
1162,Manuel Iturra\000b3da6,cl CHI,MF,Málaga,es La Liga,33,1984,17.6,49,34,26,19,4,13,37,35.1,24,335,85,25.4,126,180,29,35,4,0,31,20,69,13,0,Matches
1163,Ander Iturraspe\6dce77a5,es ESP,MF,Athletic Club,es La Liga,28,1989,21.2,35,20,14,19,2,9,31,29.0,22,307,76,24.8,84,169,54,33,9,0,24,28,63,42,1,Matches
1164,Ivi\d2fa73e7,es ESP,MFFW,Levante,es La Liga,23,1994,19.6,41,24,21,17,3,14,57,24.6,43,615,131,21.3,215,272,128,26,1,0,25,14,55,6,0,Matches
1165,Alex Iwobi\6ca5ec4b,ng NGA,FWMF,Arsenal,eng Premier League,21,1996,20.3,26,21,13,9,4,8,24,33.3,16,318,97,30.5,88,147,83,18,1,0,17,12,38,8,0,Matches
1166,José Izquierdo\ca2bc3df,co COL,MF,Brighton,eng Premier League,25,1992,22.0,27,17,12,10,5,7,21,33.3,14,304,92,30.3,115,101,88,19,0,0,19,22,49,22,1,Matches
1167,Armando Izzo\89976232,it ITA,DF,Genoa,it Serie A,25,1992,15.4,35,23,16,13,6,16,23,69.6,7,171,64,37.4,89,71,11,18,6,0,12,26,61,88,0,Matches
1168,Koo Ja-cheol\3c05e082,kr KOR,MFFW,Augsburg,de Bundesliga,28,1989,22.7,46,30,17,23,6,15,39,38.5,24,394,106,26.9,97,224,73,27,1,0,26,28,74,32,1,Matches
1169,Paul Jaeckel\a93b6f4e,de GER,DF,Wolfsburg,de Bundesliga,19,1998,3.0,4,4,4,0,0,1,4,25.0,3,30,8,26.7,20,10,0,4,2,0,2,8,12,17,0,Matches
1170,Phil Jagielka\3233eefd,eng ENG,DF,Everton,eng Premier League,34,1982,22.9,37,26,30,7,0,11,26,42.3,15,227,91,40.1,155,66,6,43,23,2,20,53,90,199,1,Matches
1171,Kilian Jakob\99d6044d,de GER,FW,Augsburg,de Bundesliga,19,1998,0.6,0,0,0,0,0,0,0,,0,13,6,46.2,1,8,4,1,0,0,1,0,0,0,0,Matches
1172,Eldin Jakupović\1148323a,ch SUI,GK,Leicester City,eng Premier League,32,1984,2.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,1,0,Matches
1173,Christophe Jallet\46d50339,fr FRA,DF,Nice,fr Ligue 1,33,1983,13.0,26,16,19,6,1,14,28,50.0,14,132,47,35.6,73,43,16,23,7,0,16,22,48,17,0,Matches
1174,Ablie Jallow\1bc6135b,gm GAM,MFFW,Metz,fr Ligue 1,18,1998,1.4,2,1,1,0,1,0,5,0.0,5,6,2,33.3,3,1,2,2,0,0,2,0,2,0,0,Matches
1175,Matty James\ebd0a048,eng ENG,MF,Leicester City,eng Premier League,26,1991,11.0,21,20,6,15,0,5,16,31.3,11,198,66,33.3,72,106,20,16,2,0,14,16,37,27,0,Matches
1176,Vasilije Janjicic\8279c033,ch SUI,MF,Hamburger SV,de Bundesliga,18,1998,3.6,12,7,4,8,0,3,6,50.0,3,68,29,42.6,28,31,9,9,2,0,7,0,12,7,0,Matches
1177,Christoph Janker\cf01fe3a,de GER,DF,Augsburg,de Bundesliga,32,1985,0.9,3,2,2,1,0,2,3,66.7,1,10,5,50.0,8,1,1,1,0,0,1,1,4,5,0,Matches
1178,Saidy Janko\689c9cf4,gm GAM,DFMF,Saint-Étienne,fr Ligue 1,21,1995,15.8,33,15,22,7,4,15,27,55.6,12,168,56,33.3,95,54,19,38,1,0,37,12,45,16,0,Matches
1179,Jakub Jankto\1ea5f91c,cz CZE,MFFW,Udinese,it Serie A,21,1996,29.5,33,18,10,15,8,8,49,16.3,41,525,121,23.0,125,272,128,54,7,0,47,14,47,31,0,Matches
1180,Daryl Janmaat\45da6694,nl NED,DF,Watford,eng Premier League,28,1989,20.2,56,29,33,14,9,18,54,33.3,36,293,85,29.0,146,101,46,31,5,0,26,36,92,75,0,Matches
1181,Vincent Janssen\31dce0c8,nl NED,DF,Tottenham,eng Premier League,23,1994,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1182,Tony Jantschke\34b54da7,de GER,DF,M'Gladbach,de Bundesliga,27,1990,8.1,15,7,12,3,0,8,15,53.3,7,77,17,22.1,34,39,4,12,1,0,11,4,19,26,0,Matches
1183,Adnan Januzaj\4737cebe,be BEL,FWMF,Real Sociedad,es La Liga,22,1995,17.5,16,12,2,9,5,1,15,6.7,14,325,81,24.9,54,154,117,15,2,0,13,8,24,5,0,Matches
1184,Nicolas Janvier\22a62523,fr FRA,MFFW,Rennes,fr Ligue 1,18,1998,0.8,2,1,0,0,2,0,3,0.0,3,24,5,20.8,4,10,10,0,0,0,0,1,3,0,0,Matches
1185,Paweł Jaroszyński\958a601f,pl POL,DFMF,Chievo,it Serie A,22,1994,9.0,32,15,20,9,3,12,23,52.2,11,157,39,24.8,89,53,15,24,3,0,21,8,40,36,1,Matches
1186,Rune Jarstein\27d2618c,no NOR,GK,Hertha BSC,de Bundesliga,32,1984,31.0,0,0,0,0,0,0,1,0.0,1,2,1,50.0,2,0,0,0,0,0,0,0,0,1,1,Matches
1187,Jason\9038c2a1,es ESP,MFFW,Levante,es La Liga,23,1994,19.8,24,19,8,14,2,6,34,17.6,28,494,110,22.3,162,242,90,23,1,0,22,25,49,8,0,Matches
1188,Bakery Jatta\34c313d5,gm GAM,MFFW,Hamburger SV,de Bundesliga,19,1998,3.3,11,8,2,9,0,1,2,50.0,1,84,33,39.3,11,37,36,7,1,0,6,2,13,5,0,Matches
1189,Corentin Jean\7d9b37bf,fr FRA,MFFW,Toulouse,fr Ligue 1,22,1995,18.8,11,6,5,4,2,4,19,21.1,15,220,45,20.5,60,89,71,26,2,0,24,11,22,4,0,Matches
1190,Benjamin Jeannot\2e52206e,fr FRA,FWMF,Dijon,fr Ligue 1,25,1992,15.6,12,5,5,5,2,1,7,14.3,6,224,46,20.5,20,124,80,12,4,1,8,9,21,19,1,Matches
1191,Tin Jedvaj\f820504e,hr CRO,DF,Leverkusen,de Bundesliga,21,1995,6.7,10,6,4,4,2,6,15,40.0,9,98,39,39.8,51,42,5,15,2,0,13,5,15,29,0,Matches
1192,Jemerson\7cab69b5,br BRA,DF,Monaco,fr Ligue 1,24,1992,31.7,42,28,28,13,1,18,25,72.0,7,200,54,27.0,122,73,5,60,32,3,28,32,74,114,3,Matches
1193,Jesé\4a537185,es ESP,FWMF,Stoke City,eng Premier League,24,1993,6.8,11,6,4,6,1,5,10,50.0,5,136,21,15.4,34,64,38,6,1,0,5,3,14,1,0,Matches
1194,Gabriel Jesus\b66315ae,br BRA,FW,Manchester City,eng Premier League,20,1997,18.5,25,17,6,13,6,7,24,29.2,17,320,92,28.8,18,147,155,20,3,0,17,13,38,5,0,Matches
1195,Juan Jesus\79083382,br BRA,DF,Roma,it Serie A,26,1991,18.4,40,32,21,17,2,18,38,47.4,20,160,70,43.8,95,59,6,32,7,0,25,15,55,50,0,Matches
1196,Álvaro Jiménez\5f5501ed,es ESP,MFFW,Getafe,es La Liga,22,1995,5.9,11,5,5,3,3,8,21,38.1,13,126,26,20.6,35,59,32,8,0,0,8,2,13,0,0,Matches
1197,Joaquín\4c5b14d2,es ESP,FWMF,Betis,es La Liga,36,1981,27.5,16,10,7,7,2,3,21,14.3,18,493,127,25.8,128,266,99,23,2,0,21,13,29,28,0,Matches
1198,Aron Jóhannsson\c0dc9fc7,us USA,MFFW,Werder Bremen,de Bundesliga,26,1990,3.1,4,3,1,2,1,0,10,0.0,10,63,26,41.3,14,29,20,1,0,0,1,2,6,7,0,Matches
1199,Fabian Johnson\76e5da9d,us USA,MFFW,M'Gladbach,de Bundesliga,29,1987,5.2,9,4,5,3,1,3,7,42.9,4,54,17,31.5,20,27,7,18,3,0,15,2,11,6,0,Matches
1200,Glen Johnson\8cceca90,eng ENG,DF,Stoke City,eng Premier League,32,1984,6.1,6,3,5,1,0,5,17,29.4,12,53,16,30.2,24,22,7,6,2,0,4,14,20,18,0,Matches
1201,Karl-Johan Johnsson\a56bd2ee,se SWE,GK,Guingamp,fr Ligue 1,27,1990,38.0,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,0,1,0,0,0,0,0,0,3,0,Matches
1202,Miloš Jojić\fb59286d,rs SRB,MFFW,Köln,de Bundesliga,25,1992,16.2,37,23,15,16,6,8,33,24.2,25,410,111,27.1,124,195,91,33,3,0,30,15,52,9,0,Matches
1203,Jonathas\531807b3,br BRA,FW,Hannover 96,de Bundesliga,28,1989,7.0,3,2,0,2,1,1,3,33.3,2,122,39,32.0,1,65,56,5,2,0,3,0,3,12,0,Matches
1204,Phil Jones\def899bd,eng ENG,DF,Manchester Utd,eng Premier League,25,1992,21.9,25,12,18,7,0,8,19,42.1,11,218,73,33.5,134,81,3,37,18,1,19,47,72,150,1,Matches
1205,Nigel de Jong\a0e209bc,nl NED,MF,Mainz 05,de Bundesliga,32,1984,8.2,18,13,9,8,1,5,12,41.7,7,91,37,40.7,36,52,3,5,2,0,3,11,29,23,0,Matches
1206,Jony\244f57b9,es ESP,MFFW,Málaga,es La Liga,26,1991,2.4,1,1,1,0,0,0,4,0.0,4,58,16,27.6,15,28,15,1,0,0,1,1,2,1,0,Matches
1207,Joan Jordán\2a0c8ba4,es ESP,MF,Eibar,es La Liga,23,1994,27.0,25,18,5,16,4,8,64,12.5,56,531,167,31.5,74,278,179,33,1,0,32,27,52,10,0,Matches
1208,Jorge\13c44fc5,br BRA,DF,Monaco,fr Ligue 1,21,1996,21.3,58,33,30,18,10,17,40,42.5,23,295,83,28.1,152,105,38,39,3,0,36,52,110,28,0,Matches
1209,Jorginho\45db685d,it ITA,MF,Napoli,it Serie A,25,1991,29.4,67,44,18,36,13,16,71,22.5,55,574,180,31.4,135,331,108,37,3,0,34,52,119,11,0,Matches
1210,Willian José\d87e2cae,br BRA,FW,Real Sociedad,es La Liga,25,1991,30.8,6,5,2,2,2,3,9,33.3,6,443,131,29.6,15,172,256,12,3,0,9,1,7,24,0,Matches
1211,Joselu\6265208f,es ESP,FW,Newcastle Utd,eng Premier League,27,1990,19.0,22,12,10,9,3,6,31,19.4,25,336,76,22.6,35,161,140,28,3,0,25,12,34,29,0,Matches
1212,Yann Jouffre\5d66c10d,fr FRA,MFFW,Metz,fr Ligue 1,33,1984,3.0,6,5,3,2,1,3,8,37.5,5,18,3,16.7,6,8,4,4,1,0,3,2,8,2,0,Matches
1213,Vukašin Jovanović\0eb03d5b,rs SRB,DF,Bordeaux,fr Ligue 1,21,1996,16.0,21,12,15,6,0,2,17,11.8,15,70,19,27.1,38,27,5,28,13,0,15,13,34,53,2,Matches
1214,Stevan Jovetić\f36c432f,me MNE,FW,Monaco,fr Ligue 1,27,1989,8.4,4,4,0,3,1,0,4,0.0,4,151,42,27.8,7,57,87,6,2,0,4,6,10,4,0,Matches
1215,Luka Jović\4d8cd038,rs SRB,FW,Eint Frankfurt,de Bundesliga,19,1997,10.4,6,3,2,4,0,1,2,50.0,1,170,56,32.9,9,70,91,9,3,0,6,3,9,4,0,Matches
1216,Jozabed\9b337c7c,es ESP,MF,Celta Vigo,es La Liga,26,1991,16.4,16,8,9,6,1,5,20,25.0,15,337,75,22.3,74,203,60,22,3,0,19,10,26,11,0,Matches
1217,Juanfran\cfd8d664,es ESP,DF,Atlético Madrid,es La Liga,32,1985,14.5,22,13,13,7,2,5,27,18.5,22,204,52,25.5,123,52,29,38,5,0,33,15,37,17,0,Matches
1218,Juanfran\9ba48d64,es ESP,DF,La Coruña,es La Liga,28,1988,34.0,47,22,31,12,4,16,48,33.3,32,468,128,27.4,286,129,53,73,13,0,60,39,86,73,0,Matches
1219,Juankar\e9a12436,es ESP,DF,Málaga,es La Liga,27,1990,8.7,16,8,10,5,1,6,19,31.6,13,127,36,28.3,80,42,5,18,1,0,17,13,29,15,0,Matches
1220,Juanmi\84399660,es ESP,FWMF,Real Sociedad,es La Liga,24,1993,16.5,15,7,4,9,2,4,26,15.4,22,339,66,19.5,46,170,123,18,0,0,18,8,23,1,0,Matches
1221,Juanpe\1633fc8a,es ESP,DF,Girona,es La Liga,26,1991,34.1,43,34,26,15,2,21,42,50.0,21,208,66,31.7,121,76,11,41,16,0,25,24,67,96,1,Matches
1222,Juanpi\d79afcfc,ve VEN,MFFW,Málaga,es La Liga,23,1994,6.8,10,8,2,6,2,5,15,33.3,10,197,42,21.3,32,112,53,7,0,0,7,9,19,0,0,Matches
1223,Mariano Julio Izco\0d2bdb4b,ar ARG,MFFW,Crotone,it Serie A,34,1983,2.0,5,3,1,4,0,1,4,25.0,3,53,18,34.0,14,36,3,0,0,0,0,4,9,1,0,Matches
1224,Christopher Jullien\f323d995,fr FRA,DF,Toulouse,fr Ligue 1,24,1993,28.9,39,19,30,9,0,11,31,35.5,20,140,46,32.9,110,26,4,39,21,0,18,37,76,137,3,Matches
1225,David Juncà\de7d40d6,es ESP,DF,Eibar,es La Liga,23,1993,10.0,16,12,10,6,0,8,21,38.1,13,100,40,40.0,55,36,9,11,0,0,11,9,25,9,1,Matches
1226,Gideon Jung\a2e7de6f,de GER,MFDF,Hamburger SV,de Bundesliga,22,1994,28.6,54,31,30,22,2,12,36,33.3,24,381,131,34.4,159,193,29,44,12,1,32,28,82,78,0,Matches
1227,Sebastian Jung\86b30561,de GER,DF,Wolfsburg,de Bundesliga,27,1990,0.9,1,1,1,0,0,0,0,,0,14,4,28.6,10,4,0,1,0,0,1,0,1,6,0,Matches
1228,Zlatko Junuzović\dba67bc4,at AUT,MFFW,Werder Bremen,de Bundesliga,29,1987,18.1,39,22,16,17,6,12,35,34.3,23,365,91,24.9,89,201,75,21,3,0,18,13,52,15,0,Matches
1229,Mathias Jørgensen\0db5d2c8,dk DEN,DF,Huddersfield,eng Premier League,27,1990,38.0,65,38,42,21,2,18,46,39.1,28,410,137,33.4,261,144,5,65,23,0,42,86,151,291,2,Matches
1230,Christian Kabasele\914ab9a1,be BEL,DF,Watford,eng Premier League,26,1991,25.9,50,31,32,18,0,12,26,46.2,14,299,107,35.8,178,113,8,53,26,2,27,49,99,213,0,Matches
1231,Younès Kaboul\3680d723,fr FRA,DF,Watford,eng Premier League,31,1986,1.7,4,3,0,4,0,0,0,,0,15,7,46.7,6,9,0,4,2,0,2,4,8,18,0,Matches
1232,Alexander Kačaniklić\8ba3a754,se SWE,MFFW,Nantes,fr Ligue 1,25,1991,3.5,6,3,5,1,0,1,5,20.0,4,43,13,30.2,11,22,10,9,2,0,7,2,8,4,0,Matches
1233,Gojko Kačar\cc58c4ea,rs SRB,DF,Augsburg,de Bundesliga,30,1987,2.5,4,3,3,1,0,2,7,28.6,5,26,8,30.8,23,3,0,5,4,0,1,4,8,10,0,Matches
1234,Elias Kachunga\5bddccc9,cd COD,FWMF,Huddersfield,eng Premier League,25,1992,14.8,32,16,15,11,6,6,19,31.6,13,260,77,29.6,74,112,74,17,1,0,16,11,43,14,0,Matches
1235,Pavel Kadeřábek\79c90e45,cz CZE,DFMF,Hoffenheim,de Bundesliga,25,1992,24.4,43,22,20,16,7,12,41,29.3,29,394,110,27.9,145,203,46,28,6,0,22,19,62,46,0,Matches
1236,Shinji Kagawa\5afafbfe,jp JPN,MF,Dortmund,de Bundesliga,28,1989,13.0,29,18,10,11,8,13,26,50.0,13,245,69,28.2,52,123,70,8,2,0,6,4,33,9,0,Matches
1237,Sullay Kaikai\fc166e49,sl SLE,MF,Crystal Palace,eng Premier League,21,1995,0.2,1,1,0,1,0,0,0,,0,6,2,33.3,1,3,2,2,0,0,2,0,1,1,0,Matches
1238,Florian Kainz\94c18565,at AUT,MFFW,Werder Bremen,de Bundesliga,24,1992,19.0,28,14,9,16,3,7,23,30.4,16,346,79,22.8,64,202,80,21,1,0,20,11,39,17,0,Matches
1239,Dominik Kaiser\733fecf1,de GER,MFDF,RB Leipzig,de Bundesliga,28,1988,3.1,7,2,2,4,1,4,11,36.4,7,42,13,31.0,12,16,14,8,0,0,8,1,8,7,0,Matches
1240,Gaël Kakuta\5b1bf5e3,cd COD,MFFW,Amiens,fr Ligue 1,26,1991,34.3,43,30,16,21,6,9,36,25.0,27,614,167,27.2,131,306,177,44,6,0,38,26,69,10,0,Matches
1241,Nikola Kalinić\d4931a5a,hr CRO,FW,Milan,it Serie A,29,1988,20.1,5,3,1,2,2,0,12,0.0,12,276,72,26.1,8,107,161,10,4,0,6,4,9,9,0,Matches
1242,Salomon Kalou\2042d931,ci CIV,FWMF,Hertha BSC,de Bundesliga,31,1985,24.5,18,11,10,6,2,7,27,25.9,20,431,106,24.6,88,239,104,40,4,0,36,13,31,17,0,Matches
1243,Daichi Kamada\15b287da,jp JPN,FWMF,Eint Frankfurt,de Bundesliga,20,1996,1.6,0,0,0,0,0,0,0,,0,34,8,23.5,8,12,14,1,0,0,1,1,1,0,0,Matches
1244,François Kamano\81d3318f,gn GUI,FWMF,Bordeaux,fr Ligue 1,21,1996,22.4,36,23,12,19,5,10,30,33.3,20,317,86,27.1,81,146,90,27,1,0,26,18,54,3,0,Matches
1245,Bingourou Kamara\3814120d,sn SEN,GK,Strasbourg,fr Ligue 1,20,1996,18.8,0,0,0,0,0,0,2,0.0,2,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
1246,Boubacar Kamara\cc77354e,fr FRA,DFMF,Marseille,fr Ligue 1,17,1999,5.1,13,9,9,4,0,5,8,62.5,3,67,27,40.3,33,23,11,8,4,0,4,4,17,8,0,Matches
1247,Marcin Kamiński\463503e2,pl POL,DF,Stuttgart,de Bundesliga,25,1992,12.6,15,9,7,7,1,8,16,50.0,8,137,42,30.7,63,63,11,20,4,0,16,12,27,59,0,Matches
1248,Kevin Kampl\b825a650,si SVN,MF,Leverkusen,de Bundesliga,26,1990,0.3,1,1,1,0,0,0,0,,0,4,0,0.0,0,4,0,0,0,0,0,0,1,0,0,Matches
