Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Tkl,Att,Tkl%,Past,Press,Succ,%,Def 3rd,Mid 3rd,Att 3rd,Blocks,Sh,ShSv,Pass,Int,Tkl+Int,Clr,Err,Matches
281,Bernardo\17370b95,br BRA,DF,RB Leipzig,de Bundesliga,22,1995,15.0,36,19,17,13,6,10,26,38.5,16,224,75,33.5,101,93,30,35,5,0,30,27,63,69,0,Matches
282,Juan Bernat\433dc9a2,es ESP,DFFW,Bayern Munich,de Bundesliga,24,1993,9.9,22,13,14,5,3,12,21,57.1,9,121,40,33.1,51,40,30,12,1,0,11,11,33,6,0,Matches
283,Andrea Bertolacci\c75b6a02,it ITA,MF,Genoa,it Serie A,26,1991,32.2,84,56,43,34,7,17,66,25.8,49,691,201,29.1,252,340,99,54,10,0,44,44,128,28,0,Matches
284,Ryan Bertrand\01226327,eng ENG,DF,Southampton,eng Premier League,27,1989,34.8,52,25,31,14,7,21,43,48.8,22,364,118,32.4,159,143,62,58,12,0,46,44,96,79,1,Matches
285,Muhamed Bešić\7ca9f0f0,ba BIH,MF,Everton,eng Premier League,24,1992,0.5,2,1,2,0,0,1,3,33.3,2,13,2,15.4,8,5,0,2,2,0,0,0,2,0,0,Matches
286,Daniel Bessa\88895312,it ITA,MF,Genoa,it Serie A,24,1993,4.9,7,4,2,3,2,1,3,33.3,2,124,23,18.5,29,70,25,7,0,0,7,2,9,3,0,Matches
287,Daniel Bessa\88895312,it ITA,MFFW,Hellas Verona,it Serie A,24,1993,15.4,22,18,7,13,2,8,26,30.8,18,384,87,22.7,92,204,88,20,2,0,18,12,34,6,0,Matches
288,Vincent Bessat\5e6342d4,fr FRA,DFMF,Caen,fr Ligue 1,31,1985,17.4,33,19,24,8,1,19,47,40.4,28,275,75,27.3,120,110,45,22,0,0,22,19,52,16,1,Matches
289,Quentin Beunardeau\15285503,fr FRA,GK,Metz,fr Ligue 1,23,1994,0.4,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,Matches
290,Matteo Bianchetti\b3a20f18,it ITA,DF,Hellas Verona,it Serie A,24,1993,1.4,3,0,3,0,0,2,5,40.0,3,26,5,19.2,19,7,0,5,2,0,3,1,4,5,0,Matches
291,Ermin Bičakčić\7aac47fe,ba BIH,DF,Hoffenheim,de Bundesliga,27,1990,6.1,17,9,7,8,2,1,11,9.1,10,101,31,30.7,58,37,6,9,4,1,5,6,23,38,0,Matches
292,Pedro Bigas\697295b1,es ESP,DF,Las Palmas,es La Liga,26,1990,9.9,14,12,9,5,0,6,15,40.0,9,92,24,26.1,69,21,2,21,10,0,11,16,30,29,1,Matches
293,Lucas Biglia\5710a281,ar ARG,MF,Milan,it Serie A,31,1986,22.7,54,41,21,26,7,26,77,33.8,51,548,164,29.9,227,265,56,50,12,0,38,17,71,32,0,Matches
294,Philip Billing\d328a254,dk DEN,MF,Huddersfield,eng Premier League,21,1996,8.5,30,16,16,10,4,7,27,25.9,20,233,64,27.5,90,110,33,25,2,0,23,22,52,19,0,Matches
295,Jean-Claude Billong\a3e1d20d,cm CMR,DF,Benevento,it Serie A,23,1993,3.3,10,7,6,4,0,7,13,53.8,6,42,14,33.3,28,14,0,8,3,0,5,4,14,15,0,Matches
296,Davide Biondini\b4c3070a,it ITA,MFFW,Sassuolo,it Serie A,34,1983,2.3,3,3,2,1,0,0,5,0.0,5,63,14,22.2,17,32,14,2,0,0,2,2,5,2,0,Matches
297,Cristiano Biraghi\9e1577aa,it ITA,DF,Fiorentina,it Serie A,24,1992,33.1,75,40,35,28,12,33,68,48.5,35,487,144,29.6,208,215,64,76,5,0,71,18,93,85,1,Matches
298,Mame Biram Diouf\7f4f3e49,sn SEN,FWDF,Stoke City,eng Premier League,29,1987,28.8,59,36,32,17,10,14,31,45.2,17,467,112,24.0,118,188,161,29,1,0,28,21,80,53,0,Matches
299,Davide Biraschi\64cd167d,it ITA,DF,Genoa,it Serie A,23,1994,20.0,37,28,15,20,2,11,23,47.8,12,319,111,34.8,165,132,22,38,10,1,28,26,63,65,2,Matches
300,Valter Birsa\455a2b79,si SVN,MFFW,Chievo,it Serie A,30,1986,27.8,27,16,4,16,7,8,72,11.1,64,572,132,23.1,101,289,182,39,2,0,37,19,46,8,0,Matches
301,Milan Biševac\a51728e3,rs SRB,DF,Metz,fr Ligue 1,33,1983,7.9,9,7,6,2,1,4,7,57.1,3,34,13,38.2,25,8,1,6,0,0,6,2,11,37,0,Matches
302,Yves Bissouma\6c203af0,ml MLI,MFDF,Lille,fr Ligue 1,20,1996,17.4,59,37,28,26,5,14,35,40.0,21,285,81,28.4,111,147,27,20,1,1,19,38,97,11,0,Matches
303,Leonardo Bittencourt\dc62fbee,de GER,MFFW,Köln,de Bundesliga,23,1993,17.9,41,29,10,20,11,8,35,22.9,27,384,101,26.3,98,185,101,29,2,0,27,13,54,8,0,Matches
304,Albano Bizzarri\32b9b5fa,ar ARG,GK,Udinese,it Serie A,39,1977,32.0,0,0,0,0,0,0,0,,0,5,2,40.0,5,0,0,0,0,0,0,0,0,0,0,Matches
305,Rubén Blanco\967f34d3,es ESP,GK,Celta Vigo,es La Liga,22,1995,21.6,0,0,0,0,0,0,2,0.0,2,0,0,,0,0,0,1,0,0,1,0,0,0,0,Matches
306,Ludovic Blas\6191093d,fr FRA,MF,Guingamp,fr Ligue 1,19,1997,19.9,19,16,12,4,3,7,30,23.3,23,369,96,26.0,98,208,63,24,3,0,21,21,40,9,0,Matches
307,Pablo de Blasis\9ab48bde,ar ARG,FWMF,Mainz 05,de Bundesliga,29,1988,18.4,32,21,17,9,6,13,36,36.1,23,380,110,28.9,89,164,127,35,1,0,34,12,44,33,0,Matches
308,Jérémy Blayac\d9afac11,fr FRA,FWMF,Strasbourg,fr Ligue 1,34,1983,10.2,3,3,0,1,2,0,7,0.0,7,104,38,36.5,8,42,54,12,3,0,9,2,5,8,0,Matches
309,Alexis Blin\c69ef855,fr FRA,MF,Toulouse,fr Ligue 1,20,1996,21.0,40,21,19,17,4,18,61,29.5,43,426,113,26.5,140,229,57,35,6,0,29,32,72,28,0,Matches
