Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,Matches
2062,Milot Rashica\6c6a3300,xk KVX,FWMF,Werder Bremen,de Bundesliga,21,1996,4.3,14,3.28,8,0,2,3,1,0,1,0.23,0,0,0,1,0,0,Matches
2063,Konstantin Rausch\6435e737,ru RUS,DF,Köln,de Bundesliga,27,1990,10.3,21,2.04,14,3,2,2,0,0,1,0.10,1,0,0,0,0,0,Matches
2064,Yoric Ravet\4d74201d,fr FRA,MFFW,Freiburg,de Bundesliga,27,1989,5.5,24,4.36,16,8,0,0,0,0,4,0.73,1,3,0,0,0,0,Matches
2065,Ante Rebić\536cebe5,hr CRO,FWMF,Eint Frankfurt,de Bundesliga,23,1993,19.5,52,2.67,33,0,5,5,8,1,6,0.31,4,0,0,1,1,0,Matches
2066,Pedro Rebocho\276cce2e,pt POR,DF,Guingamp,fr Ligue 1,22,1995,19.1,37,1.93,27,7,0,0,1,2,3,0.16,2,0,0,0,0,1,Matches
2067,Recio\54073b28,es ESP,MF,Málaga,es La Liga,26,1991,20.4,49,2.40,27,14,1,2,4,1,4,0.20,0,2,0,1,1,0,Matches
2068,Nathan Redmond\ab651565,eng ENG,FWMF,Southampton,eng Premier League,23,1994,21.6,70,3.24,52,9,5,0,2,2,6,0.28,6,0,0,0,0,0,Matches
2069,Alberto Redondo\1214f0a6,es ESP,DF,Getafe,es La Liga,20,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2070,Fabian Reese\b1823b08,de GER,FWMF,Schalke 04,de Bundesliga,19,1997,0.8,3,3.60,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2071,Vasco Regini\339c6ed4,it ITA,DF,Sampdoria,it Serie A,26,1990,12.0,6,0.50,4,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2072,Xesc Regis\4b32b2be,es ESP,FW,Eibar,es La Liga,20,1996,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2073,Winston Reid\562eed5c,nz NZL,DF,West Ham,eng Premier League,29,1988,16.1,4,0.25,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2074,Pepe Reina\e358587b,es ESP,GK,Napoli,it Serie A,34,1982,37.0,5,0.14,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2075,Jeff Reine-Adélaïde\d504b3e1,fr FRA,MFFW,Angers,fr Ligue 1,19,1998,4.9,9,1.85,8,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2076,Karim Rekik\3376a776,nl NED,DF,Hertha BSC,de Bundesliga,22,1994,25.6,5,0.20,3,1,0,1,0,0,1,0.04,1,0,0,0,0,0,Matches
2077,Loïc Rémy\5c2da10f,fr FRA,FWMF,Getafe,es La Liga,30,1987,5.1,9,1.77,2,0,4,0,3,0,2,0.39,0,0,1,0,1,0,Matches
2078,Loïc Rémy\5c2da10f,fr FRA,FW,Las Palmas,es La Liga,30,1987,8.5,18,2.11,10,0,4,2,2,0,3,0.35,1,0,1,1,0,0,Matches
2079,Jan Repas\e0d725fe,si SVN,MFFW,Caen,fr Ligue 1,20,1997,10.0,20,2.00,16,0,2,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2080,Panagiotis Retsos\4bd00a50,gr GRE,DF,Leverkusen,de Bundesliga,18,1998,19.1,23,1.21,20,2,1,0,0,0,8,0.42,6,1,1,0,0,0,Matches
2081,Marco Reus\36a3ff67,de GER,MFFW,Dortmund,de Bundesliga,28,1989,10.3,29,2.82,20,5,3,1,0,0,3,0.29,1,0,2,0,0,0,Matches
2082,Elvis Rexhbeçaj\1ae836b1,de GER,DFMF,Wolfsburg,de Bundesliga,19,1997,1.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2083,Baptiste Reynet\bcf1b2e9,fr FRA,GK,Dijon,fr Ligue 1,26,1990,38.0,5,0.13,3,2,0,0,0,0,1,0.03,0,1,0,0,0,0,Matches
2084,Franck Ribéry\f61c7c4e,fr FRA,FWMF,Bayern Munich,de Bundesliga,34,1983,13.4,73,5.47,53,4,7,0,8,1,9,0.68,5,0,3,0,1,0,Matches
2085,Federico Ricca\54f5ce34,uy URU,DF,Málaga,es La Liga,22,1994,12.3,7,0.57,7,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2086,Federico Ricci\524eb8c5,it ITA,FWMF,Genoa,it Serie A,23,1994,2.4,9,3.73,7,1,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2087,Federico Ricci\524eb8c5,it ITA,FWMF,Crotone,it Serie A,23,1994,10.2,22,2.15,10,6,4,1,1,0,2,0.20,1,1,0,0,0,0,Matches
2088,Declan Rice\1c7012b8,eng ENG,DFMF,West Ham,eng Premier League,18,1999,15.9,8,0.50,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2089,Richarlison\fa031b34,br BRA,FWMF,Watford,eng Premier League,20,1997,31.4,76,2.42,42,0,12,10,10,2,11,0.35,4,0,2,3,2,0,Matches
2090,Marco Richter\f972644c,de GER,FWMF,Augsburg,de Bundesliga,19,1997,7.2,19,2.86,11,0,4,1,2,1,1,0.15,0,0,0,0,1,0,Matches
2091,Diego Rico\d9ba39fc,es ESP,DF,Leganés,es La Liga,24,1993,24.8,58,2.34,35,13,3,1,4,2,3,0.12,2,0,0,1,0,0,Matches
2092,Mikel Rico\def69cd0,es ESP,MF,Athletic Club,es La Liga,32,1984,13.0,23,1.77,22,1,0,0,0,0,4,0.31,4,0,0,0,0,0,Matches
2093,Sergio Rico\5f0241b2,es ESP,GK,Sevilla,es La Liga,23,1993,24.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2094,Jaïro Riedewald\7a1f2c08,nl NED,MFDF,Crystal Palace,eng Premier League,20,1996,4.9,4,0.81,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2095,Asier Riesgo\581c5276,es ESP,GK,Eibar,es La Liga,33,1983,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2096,Luca Rigoni\4dba2a97,it ITA,MFFW,Genoa,it Serie A,32,1984,17.5,24,1.37,20,0,2,2,0,0,2,0.11,2,0,0,0,0,0,Matches
2097,Nicola Rigoni\e327bd76,it ITA,MF,Chievo,it Serie A,26,1990,10.4,12,1.16,10,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2098,Tomás Rincón\f1cfc209,ve VEN,MF,Torino,it Serie A,29,1988,33.3,47,1.41,44,0,1,0,1,1,4,0.12,3,0,0,0,0,1,Matches
2099,Birk Risa\c70b221c,no NOR,FWDF,Köln,de Bundesliga,19,1998,0.9,2,2.22,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2100,Marcel Risse\140afefb,de GER,DFMF,Köln,de Bundesliga,27,1989,13.0,30,2.31,17,8,2,0,1,2,5,0.38,3,1,1,0,0,0,Matches
2101,Matt Ritchie\71ef519e,sct SCO,MFFW,Newcastle Utd,eng Premier League,27,1989,31.2,93,2.99,54,26,3,5,3,2,7,0.22,2,4,0,1,0,0,Matches
2102,Cristian Rivera\8ef81d2d,es ESP,MF,Eibar,es La Liga,20,1997,2.7,3,1.10,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2103,Emmanuel Rivière\2bae5658,fr FRA,FW,Metz,fr Ligue 1,27,1990,22.3,44,1.97,38,0,0,5,1,0,5,0.22,4,0,0,1,0,0,Matches
2104,Jonathan Rivierez\7af0e1f8,fr FRA,DF,Metz,fr Ligue 1,28,1989,22.9,33,1.44,24,6,2,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2105,Luca Rizzo\a3e4b724,it ITA,MF,SPAL,it Serie A,25,1992,5.4,13,2.40,6,3,4,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2106,Arjen Robben\09586899,nl NED,FWMF,Bayern Munich,de Bundesliga,33,1984,16.7,83,4.95,54,12,3,6,8,0,13,0.78,9,2,0,1,1,0,Matches
2107,Rober\c00097d2,es ESP,DFMF,Levante,es La Liga,22,1995,21.2,7,0.33,6,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2108,Roberto\ba3ca78f,es ESP,GK,Málaga,es La Liga,31,1986,34.0,2,0.06,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2109,Sergi Roberto\335fa267,es ESP,DF,Barcelona,es La Liga,25,1992,24.7,60,2.43,52,1,3,0,3,1,11,0.44,10,0,0,0,0,1,Matches
2110,Connor Roberts\24fae784,wls WAL,DF,Swansea City,eng Premier League,21,1995,3.0,1,0.34,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2111,Andrew Robertson\2e4f5f03,sct SCO,DF,Liverpool,eng Premier League,23,1994,21.6,45,2.09,42,1,0,0,2,0,7,0.32,7,0,0,0,0,0,Matches
2112,Álex Robles\df9326db,es ESP,DF,Málaga,es La Liga,18,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2113,Hal Robson-Kanu\fb2dec57,wls WAL,FWMF,West Brom,eng Premier League,28,1989,9.2,22,2.39,12,2,3,0,4,1,2,0.22,0,0,2,0,0,0,Matches
2114,Marc Roca\da27e268,es ESP,MF,Espanyol,es La Liga,20,1996,2.9,6,2.05,6,0,0,0,0,0,1,0.34,1,0,0,0,0,0,Matches
2115,Rubén Rochina\ecd8c01e,es ESP,MF,Levante,es La Liga,26,1991,1.7,6,3.58,4,1,1,0,0,0,2,1.19,2,0,0,0,0,0,Matches
2116,Ronny Rodelin\1f8c7aa9,fr FRA,FWMF,Caen,fr Ligue 1,27,1989,35.1,108,3.07,85,0,5,13,3,2,10,0.28,7,0,1,2,0,0,Matches
2117,Rodri\6434f10d,es ESP,MF,Villarreal,es La Liga,21,1996,35.9,66,1.84,53,4,1,4,1,3,7,0.20,7,0,0,0,0,0,Matches
2118,Rodrigo\1fb1c435,es ESP,FW,Valencia,es La Liga,26,1991,29.8,90,3.02,67,0,9,6,8,0,14,0.47,10,0,1,1,2,0,Matches
2119,Kévin Rodrigues\f1bed920,pt POR,DF,Real Sociedad,es La Liga,23,1994,18.2,33,1.82,31,0,0,0,1,1,4,0.22,4,0,0,0,0,0,Matches
2120,Ángel Rodríguez\8cfc2f69,es ESP,FW,Getafe,es La Liga,30,1987,25.5,42,1.65,26,1,6,2,6,1,7,0.27,3,0,1,0,3,0,Matches
2121,Iván Rodríguez\aa55fe48,es ESP,DF,Málaga,es La Liga,21,1996,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2122,James Rodríguez\715bf047,co COL,MF,Bayern Munich,de Bundesliga,26,1991,18.0,102,5.66,68,26,3,4,1,0,16,0.89,13,1,1,0,1,0,Matches
2123,Jay Rodriguez\4ab53cdb,eng ENG,FWMF,West Brom,eng Premier League,28,1989,31.2,43,1.38,29,0,3,5,4,2,3,0.10,3,0,0,0,0,0,Matches
2124,Ricardo Rodríguez\7f78ad23,ch SUI,DF,Milan,it Serie A,24,1992,33.4,49,1.47,41,4,1,1,2,0,2,0.06,1,0,0,1,0,0,Matches
2125,Marko Rog\b6b2b820,hr CRO,FWMF,Napoli,it Serie A,22,1995,3.2,13,4.12,11,0,1,0,0,1,0,0.00,0,0,0,0,0,0,Matches
2126,Rogério\10e7f486,br BRA,DFMF,Sassuolo,it Serie A,19,1998,10.1,11,1.09,10,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2127,Marcus Rohdén\b5b27493,se SWE,MF,Crotone,it Serie A,26,1991,18.1,21,1.16,18,0,1,2,0,0,0,0.00,0,0,0,0,0,0,Matches
2128,Marcos Rojo\e0991c04,ar ARG,DF,Manchester Utd,eng Premier League,27,1990,7.1,4,0.56,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2129,Diego Rolán\d1491e00,uy URU,FWMF,Málaga,es La Liga,24,1993,21.6,45,2.08,29,0,3,7,5,1,2,0.09,0,0,1,0,1,0,Matches
2130,Rolando\0eeafda5,pt POR,DF,Marseille,fr Ligue 1,31,1985,27.9,7,0.25,6,0,0,1,0,0,2,0.07,2,0,0,0,0,0,Matches
2131,Esteban Rolón\10e25802,ar ARG,MF,Málaga,es La Liga,22,1995,4.6,2,0.43,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2132,Filippo Romagna\84594618,it ITA,DF,Cagliari,it Serie A,20,1997,21.0,10,0.48,8,0,1,1,0,0,1,0.05,1,0,0,0,0,0,Matches
2133,Alessio Romagnoli\3ead85f9,it ITA,DF,Milan,it Serie A,22,1995,26.1,19,0.73,15,0,1,3,0,0,2,0.08,1,0,0,1,0,0,Matches
2134,Simone Romagnoli\09899de8,it ITA,DF,Bologna,it Serie A,27,1990,6.2,3,0.48,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2135,Aristóteles Romero\9f069180,ve VEN,MF,Crotone,it Serie A,21,1995,1.0,3,3.14,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2136,Óscar Romero\4bc5f2b4,py PAR,MFFW,Alavés,es La Liga,25,1992,2.8,6,2.15,2,3,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2137,Sergio Romero\1e26e376,ar ARG,GK,Manchester Utd,eng Premier League,30,1987,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2138,Oriol Romeu\4b511457,es ESP,MF,Southampton,eng Premier League,25,1991,32.2,55,1.71,52,0,0,0,2,1,2,0.06,2,0,0,0,0,0,Matches
2139,Rômulo\07abb358,it ITA,MFDF,Hellas Verona,it Serie A,30,1987,35.2,76,2.16,48,16,5,2,5,0,8,0.23,6,2,0,0,0,0,Matches
2140,Cristiano Ronaldo\dea698d9,pt POR,FW,Real Madrid,es La Liga,32,1985,25.4,99,3.90,61,0,14,17,6,1,18,0.71,10,0,3,4,1,0,Matches
2141,Facundo Roncaglia\51e3954c,ar ARG,DF,Celta Vigo,es La Liga,30,1987,16.6,10,0.60,7,0,0,2,0,1,0,0.00,0,0,0,0,0,0,Matches
2142,Salomón Rondón\b318a643,ve VEN,FW,West Brom,eng Premier League,27,1989,30.7,62,2.02,40,0,10,5,6,1,4,0.13,3,0,0,1,0,0,Matches
2143,Valentin Rongier\ed45c4a5,fr FRA,MFFW,Nantes,fr Ligue 1,22,1994,26.1,70,2.68,57,1,1,5,3,3,5,0.19,4,0,0,1,0,0,Matches
2144,Marten de Roon\2a1beb34,nl NED,MF,Atalanta,it Serie A,26,1991,28.6,54,1.89,47,0,1,3,2,1,8,0.28,6,0,1,0,0,1,Matches
2145,Wayne Rooney\f07be45a,eng ENG,MFFW,Everton,eng Premier League,31,1985,25.2,60,2.38,41,10,1,6,0,2,6,0.24,4,0,0,2,0,0,Matches
2146,Roberto Rosales\81069528,ve VEN,DF,Málaga,es La Liga,28,1988,34.7,81,2.33,48,27,1,1,2,2,3,0.09,3,0,0,0,0,0,Matches
2147,Danny Rose\89d10e53,eng ENG,DF,Tottenham,eng Premier League,27,1990,8.9,24,2.70,16,1,1,0,5,1,4,0.45,2,0,0,0,2,0,Matches
2148,Liam Rosenior\8b0d6fe9,eng ENG,DF,Brighton,eng Premier League,33,1984,1.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2149,Aleandro Rosi\1b729ba2,it ITA,DFMF,Genoa,it Serie A,30,1987,18.9,17,0.90,15,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2150,Valentin Rosier\9b6d9b53,fr FRA,DF,Dijon,fr Ligue 1,20,1996,30.9,44,1.42,37,3,4,0,0,0,8,0.26,7,0,1,0,0,0,Matches
2151,Luca Rossettini\47a500ae,it ITA,DF,Genoa,it Serie A,32,1985,22.5,8,0.36,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2152,Francesco Rossi\7b5f516f,it ITA,GK,Atalanta,it Serie A,26,1991,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2153,Giuseppe Rossi\fe48a073,it ITA,FWMF,Genoa,it Serie A,30,1987,2.9,8,2.77,3,0,2,1,1,1,0,0.00,0,0,0,0,0,0,Matches
2154,Jérôme Roussillon\13203c45,fr FRA,DFMF,Montpellier,fr Ligue 1,24,1993,20.9,60,2.87,42,6,8,1,2,1,10,0.48,7,0,1,1,1,0,Matches
2155,Wayne Routledge\1d387eee,eng ENG,MFFW,Swansea City,eng Premier League,32,1985,4.8,11,2.31,11,0,0,0,0,0,1,0.21,1,0,0,0,0,0,Matches
2156,Nolan Roux\3071a619,fr FRA,FWMF,Metz,fr Ligue 1,29,1988,31.5,49,1.56,37,0,2,4,4,2,4,0.13,2,0,0,0,1,1,Matches
2157,Rubén\24279b8b,es ESP,GK,La Coruña,es La Liga,33,1984,27.5,2,0.07,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2158,Antonio Rüdiger\18b896d6,de GER,DF,Chelsea,eng Premier League,24,1993,26.0,12,0.46,12,0,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
2159,Sebastian Rudy\80f36c88,de GER,MF,Bayern Munich,de Bundesliga,27,1990,16.8,33,1.96,23,7,0,3,0,0,6,0.36,3,3,0,0,0,0,Matches
2160,Stéphane Ruffier\cac76a72,fr FRA,GK,Saint-Étienne,fr Ligue 1,30,1986,34.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2161,Vincent Rüfli\a87e9eb6,ch SUI,MFFW,Dijon,fr Ligue 1,29,1988,0.3,1,3.60,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2162,Daniele Rugani\14b8fcdf,it ITA,DF,Juventus,it Serie A,23,1994,21.5,9,0.42,7,0,0,1,1,0,3,0.14,3,0,0,0,0,0,Matches
2163,Mário Rui\0b5a292a,pt POR,DF,Napoli,it Serie A,26,1991,23.2,54,2.33,41,7,4,1,1,0,6,0.26,4,2,0,0,0,0,Matches
2164,Aitor Ruibal\a55d8df5,es ESP,FW,Betis,es La Liga,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2165,Fabián Ruiz Peña\c0c7ff58,es ESP,MF,Betis,es La Liga,21,1996,29.5,86,2.91,66,0,5,5,3,7,13,0.44,11,0,0,1,0,1,Matches
2166,Víctor Ruiz\b3dc6eca,es ESP,DF,Villarreal,es La Liga,28,1989,26.8,18,0.67,16,1,0,1,0,0,2,0.07,2,0,0,0,0,0,Matches
2167,Antonio Rukavina\e12d7851,rs SRB,DF,Villarreal,es La Liga,33,1984,14.1,18,1.27,16,1,0,0,0,1,1,0.07,1,0,0,0,0,0,Matches
2168,Gerónimo Rulli\625c144a,ar ARG,GK,Real Sociedad,es La Liga,25,1992,26.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2169,Lukas Rupp\3faa1780,de GER,MF,Hoffenheim,de Bundesliga,26,1991,12.9,35,2.72,31,1,1,1,0,1,6,0.47,3,1,1,0,0,1,Matches
2170,Marco Russ\e26c4233,de GER,DF,Eint Frankfurt,de Bundesliga,31,1985,12.7,10,0.79,9,0,0,1,0,0,1,0.08,1,0,0,0,0,0,Matches
2171,Mathew Ryan\4535e4bb,au AUS,GK,Brighton,eng Premier League,25,1992,38.0,1,0.03,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2172,Idriss Saadi\17f29fb0,dz ALG,FW,Strasbourg,fr Ligue 1,25,1992,10.4,12,1.15,7,0,2,1,2,0,1,0.10,0,0,0,0,1,0,Matches
2173,Youssouf Sabaly\fbbb9269,sn SEN,DF,Bordeaux,fr Ligue 1,24,1993,34.4,67,1.95,59,0,2,0,3,3,10,0.29,9,0,1,0,0,0,Matches
2174,Abdelhamid Sabiri\4830e0af,de GER,MF,Huddersfield,eng Premier League,20,1996,2.4,6,2.45,4,0,0,0,2,0,1,0.41,1,0,0,0,0,0,Matches
2175,Marcel Sabitzer\e280527c,at AUT,MFFW,RB Leipzig,de Bundesliga,23,1994,19.9,64,3.22,50,1,3,6,4,0,11,0.55,8,0,0,2,1,0,Matches
2176,Enric Saborit\eb5bc3eb,es ESP,DF,Athletic Club,es La Liga,25,1992,15.9,17,1.07,12,1,1,0,2,1,2,0.13,1,0,0,0,1,0,Matches
2177,Ihsan Sacko\68a87d66,fr FRA,FW,Nice,fr Ligue 1,20,1997,2.9,3,1.05,3,0,0,0,0,0,1,0.35,1,0,0,0,0,0,Matches
2178,Ihsan Sacko\68a87d66,fr FRA,FWMF,Strasbourg,fr Ligue 1,20,1997,7.9,19,2.41,12,0,1,3,2,1,1,0.13,1,0,0,0,0,0,Matches
2179,Mujaid Sadick\21164a21,es ESP,DF,La Coruña,es La Liga,17,2000,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2180,Armando Sadiku\8b6d1830,al ALB,FW,Levante,es La Liga,26,1991,3.0,5,1.69,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0,Matches
2181,Umar Sadiq\686cbe7d,ng NGA,FW,Torino,it Serie A,20,1997,2.5,5,2.00,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2182,Bacary Sagna\6ef56efd,fr FRA,DF,Benevento,it Serie A,34,1983,10.6,16,1.50,12,2,0,1,1,0,0,0.00,0,0,0,0,0,0,Matches
2183,Adrián Sahibeddine\22c77851,fr FRA,FWMF,Dijon,fr Ligue 1,22,1994,0.2,3,8.44,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2184,Nuri Şahin\f4081572,tr TUR,MF,Dortmund,de Bundesliga,28,1988,13.6,38,2.79,33,2,1,2,0,0,2,0.15,2,0,0,0,0,0,Matches
2185,Wesley Saïd\90fcf472,fr FRA,FWMF,Dijon,fr Ligue 1,22,1995,20.4,44,2.15,25,0,11,3,4,1,7,0.34,3,0,2,1,1,0,Matches
2186,Allan Saint-Maximin\2b16cb1a,fr FRA,MFFW,Monaco,fr Ligue 1,20,1997,0.2,2,11.25,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2187,Allan Saint-Maximin\2b16cb1a,fr FRA,FWMF,Nice,fr Ligue 1,20,1997,25.0,91,3.65,68,0,13,2,6,2,12,0.48,9,0,1,0,1,1,Matches
2188,Henri Saivet\f3709655,sn SEN,MF,Newcastle Utd,eng Premier League,26,1990,0.9,1,1.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2189,Gōtoku Sakai\c8e25f78,jp JPN,DFMF,Hamburger SV,de Bundesliga,26,1991,25.4,31,1.22,20,1,6,0,3,1,1,0.04,1,0,0,0,0,0,Matches
2190,Hiroki Sakai\d63e2912,jp JPN,DF,Marseille,fr Ligue 1,27,1990,28.0,38,1.36,32,3,1,0,0,2,2,0.07,2,0,0,0,0,0,Matches
2191,Diafra Sakho\57c433c8,sn SEN,FWMF,West Ham,eng Premier League,27,1989,3.4,6,1.76,4,0,0,1,1,0,1,0.29,0,0,0,1,0,0,Matches
2192,Diafra Sakho\57c433c8,sn SEN,FW,Rennes,fr Ligue 1,27,1989,8.7,11,1.27,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2193,Mamadou Sakho\87935cf3,fr FRA,DF,Crystal Palace,eng Premier League,27,1990,17.8,4,0.23,3,0,0,0,0,1,3,0.17,2,0,0,0,0,1,Matches
2194,Bakary Sako\381d7d54,ml MLI,FWMF,Crystal Palace,eng Premier League,29,1988,5.3,18,3.39,11,0,2,4,1,0,3,0.56,1,0,0,2,0,0,Matches
2195,Emiliano Sala\5d59e0df,ar ARG,FW,Nantes,fr Ligue 1,26,1990,33.7,72,2.14,49,0,5,5,12,1,4,0.12,4,0,0,0,0,0,Matches
2196,Jacopo Sala\da5a981b,it ITA,DF,Sampdoria,it Serie A,25,1991,11.0,13,1.18,11,2,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
2197,Mohamed Salah\e342ad68,eg EGY,FW,Liverpool,eng Premier League,25,1992,32.3,152,4.71,96,12,23,9,10,2,31,0.96,16,1,11,1,2,0,Matches
2198,Bartosz Salamon\9b30df1e,pl POL,DF,SPAL,it Serie A,26,1991,19.2,11,0.57,9,0,1,0,0,1,1,0.05,1,0,0,0,0,0,Matches
2199,Carlos Salcedo\64c07ae1,mx MEX,DF,Eint Frankfurt,de Bundesliga,23,1993,17.9,7,0.39,6,1,0,0,0,0,1,0.06,1,0,0,0,0,0,Matches
2200,Eddie Salcedo\0489bb30,it ITA,MFFW,Genoa,it Serie A,15,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2201,Yannis Salibur\bb4a42be,fr FRA,FWMF,Guingamp,fr Ligue 1,26,1991,16.9,58,3.43,33,7,5,8,4,1,7,0.41,4,1,1,1,0,0,Matches
2202,Sejad Salihović\a4e14205,ba BIH,MF,Hamburger SV,de Bundesliga,32,1984,4.1,13,3.16,8,4,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
2203,Yoann Salmier\c3725db2,gf GUF,DF,Strasbourg,fr Ligue 1,24,1992,12.3,5,0.41,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2204,Mamadou Samassa\cfe852d8,ml MLI,GK,Troyes,fr Ligue 1,27,1990,21.0,2,0.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2205,Brice Samba\60d90c55,cg CGO,GK,Caen,fr Ligue 1,23,1994,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2206,Junior Sambia\24eb7ed6,fr FRA,MFFW,Montpellier,fr Ligue 1,20,1996,17.1,71,4.14,37,23,3,2,6,0,7,0.41,5,1,1,0,0,0,Matches
2207,Frédéric Sammaritano\8802c1d5,fr FRA,FWMF,Dijon,fr Ligue 1,31,1986,15.9,49,3.09,38,1,3,4,3,0,5,0.31,4,0,0,1,0,0,Matches
2208,Sergi Samper\6a7586f4,es ESP,MF,Las Palmas,es La Liga,22,1995,1.6,1,0.63,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2209,Jairo Samperio\c0a0c18f,es ESP,MFFW,Mainz 05,de Bundesliga,24,1993,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
2210,Jairo Samperio\c0a0c18f,es ESP,FWDF,Las Palmas,es La Liga,24,1993,6.2,9,1.46,7,1,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
2211,Mario Sampirisi\cda2ec29,it ITA,DF,Crotone,it Serie A,24,1992,24.4,19,0.78,18,1,0,0,0,0,2,0.08,2,0,0,0,0,0,Matches
2212,Mikel San José\003a5c72,es ESP,MF,Athletic Club,es La Liga,28,1989,23.9,36,1.50,31,1,2,2,0,0,3,0.13,2,0,0,1,0,0,Matches
2213,Antonio Sanabria\0a447501,py PAR,FW,Betis,es La Liga,21,1996,9.5,11,1.16,7,0,1,1,2,0,3,0.32,2,0,0,0,1,0,Matches
2214,Renato Sanches\032f894e,pt POR,MF,Swansea City,eng Premier League,19,1997,7.8,13,1.67,9,2,1,0,1,0,1,0.13,0,1,0,0,0,0,Matches
2215,Alexis Sánchez\2c0f8e9e,cl CHI,FWMF,Manchester Utd,eng Premier League,28,1988,11.6,46,3.97,28,5,6,4,3,0,9,0.78,4,1,0,3,1,0,Matches
2216,Alexis Sánchez\2c0f8e9e,cl CHI,FWMF,Arsenal,eng Premier League,28,1988,16.7,111,6.65,74,6,11,10,10,0,13,0.78,8,0,2,1,2,0,Matches
