Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
402,Jan-Ingwer Callsen-Bracker\0999a593,de GER,DF,Augsburg,de Bundesliga,33,1984,1,0,7,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.73,0.00,1.73,1.73,1.73,Matches
403,Dominic Calvert-Lewin\59e6e5bf,eng ENG,FW,Everton,eng Premier League,21,1997,35,19,1784,19.8,6,2,6,0,0,3,0,0.30,0.10,0.40,0.30,0.40,5.1,5.1,1.2,6.2,0.26,0.06,0.32,0.26,0.32,Matches
404,Ignacio Camacho\8ed9b33a,es ESP,MF,Wolfsburg,de Bundesliga,28,1990,6,6,540,6.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.5,1.0,0.08,0.09,0.17,0.08,0.17,Matches
405,Juanjo Camacho\1a1609ab,es ESP,MF,Huesca,es La Liga,37,1980,3,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.20,0.76,0.96,0.20,0.96,Matches
406,Rafael Camacho\91b43c98,pt POR,DF,Liverpool,eng Premier League,18,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
407,Mahdi Camara\8577e60a,fr FRA,FW,Saint-Étienne,fr Ligue 1,20,1998,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
408,Souleymane Camara\c58270f8,sn SEN,FWMF,Montpellier,fr Ligue 1,35,1982,12,0,137,1.5,3,0,3,0,0,0,0,1.97,0.00,1.97,1.97,1.97,1.3,1.3,0.1,1.4,0.86,0.05,0.91,0.86,0.91,Matches
409,Víctor Camarasa\b2d03887,es ESP,MF,Cardiff City,eng Premier League,24,1994,32,31,2569,28.5,5,4,5,0,0,6,0,0.18,0.14,0.32,0.18,0.32,2.6,2.6,3.3,5.9,0.09,0.12,0.21,0.09,0.21,Matches
410,Eduardo Camavinga\7b9c2d84,fr FRA,MF,Rennes,fr Ligue 1,15,2002,7,4,364,4.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.02,0.05,0.08,0.02,0.08,Matches
411,Sergio Camello\873619c6,es ESP,FW,Atlético Madrid,es La Liga,17,2001,1,0,45,0.5,1,0,1,0,0,0,0,2.00,0.00,2.00,2.00,2.00,0.6,0.6,0.1,0.7,1.15,0.17,1.32,1.15,1.32,Matches
412,José Campaña\61220da2,es ESP,MF,Levante,es La Liga,25,1993,36,36,3210,35.7,4,9,4,0,0,11,0,0.11,0.25,0.36,0.11,0.36,1.5,1.5,4.0,5.5,0.04,0.11,0.15,0.04,0.15,Matches
413,Joel Campbell\895ff3ca,cr CRC,FWMF,Frosinone,it Serie A,26,1992,17,11,891,9.9,0,3,0,0,0,4,0,0.00,0.30,0.30,0.00,0.30,0.9,0.9,1.3,2.3,0.09,0.14,0.23,0.09,0.23,Matches
414,Emre Can\a65ce836,de GER,MF,Juventus,it Serie A,24,1994,29,20,1811,20.1,4,1,3,1,1,7,0,0.20,0.05,0.25,0.15,0.20,3.0,2.2,2.8,5.0,0.15,0.14,0.29,0.11,0.25,Matches
415,Sergio Canales\a6de370d,es ESP,MFFW,Betis,es La Liga,27,1991,32,30,2655,29.5,7,2,5,2,2,5,0,0.24,0.07,0.31,0.17,0.24,6.7,5.2,5.8,11.0,0.23,0.20,0.42,0.18,0.37,Matches
416,João Cancelo\bd6351cd,pt POR,DF,Juventus,it Serie A,24,1994,25,22,1968,21.9,1,3,1,0,0,6,0,0.05,0.14,0.18,0.05,0.18,1.4,1.4,3.3,4.7,0.06,0.15,0.22,0.06,0.22,Matches
417,Antonio Candreva\356c9002,it ITA,FWMF,Inter,it Serie A,31,1987,18,5,502,5.6,1,0,1,0,0,0,0,0.18,0.00,0.18,0.18,0.18,1.8,1.8,1.1,2.9,0.32,0.19,0.52,0.32,0.52,Matches
418,Ander Capa\37f1cf47,es ESP,DF,Athletic Club,es La Liga,26,1992,25,17,1642,18.2,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,1.0,1.6,0.03,0.05,0.09,0.03,0.09,Matches
419,Luan Capanni\28237d7e,br BRA,FW,Lazio,it Serie A,18,2000,1,0,9,0.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.18,0.00,0.18,0.18,0.18,Matches
420,Pierrick Capelle\79b2399c,fr FRA,MFDF,Angers,fr Ligue 1,31,1987,26,21,1842,20.5,3,3,3,0,0,2,0,0.15,0.15,0.29,0.15,0.29,2.2,2.2,3.2,5.4,0.11,0.16,0.27,0.11,0.27,Matches
421,Leonardo Capezzi\07ea0ef2,it ITA,MF,Empoli,it Serie A,23,1995,12,9,772,8.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.06,0.04,0.10,0.06,0.10,Matches
422,Étienne Capoue\5acc4a10,fr FRA,MF,Watford,eng Premier League,30,1988,33,33,2944,32.7,1,3,1,0,0,14,1,0.03,0.09,0.12,0.03,0.12,1.0,1.0,0.9,1.9,0.03,0.03,0.06,0.03,0.06,Matches
423,Gianluca Caprari\54e53b7e,it ITA,FWMF,Sampdoria,it Serie A,25,1993,21,12,1031,11.5,6,2,6,0,0,1,0,0.52,0.17,0.70,0.52,0.70,2.5,2.5,1.3,3.9,0.22,0.12,0.34,0.22,0.34,Matches
424,Marco Capuano\616aea37,it ITA,DF,Frosinone,it Serie A,26,1991,27,27,2307,25.6,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.3,0.8,0.02,0.01,0.03,0.02,0.03,Matches
425,Francesco Caputo\5bd72174,it ITA,FW,Empoli,it Serie A,30,1987,38,38,3420,38.0,16,3,13,3,6,3,0,0.42,0.08,0.50,0.34,0.42,17.8,13.3,5.7,19.0,0.47,0.15,0.62,0.35,0.50,Matches
426,Yoan Cardinale\950ff24d,fr FRA,GK,Nice,fr Ligue 1,24,1994,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
427,Marc Cardona\b92b456a,es ESP,FWMF,Eibar,es La Liga,23,1995,17,6,604,6.7,3,1,3,0,0,1,0,0.45,0.15,0.60,0.45,0.60,2.8,2.8,0.6,3.4,0.41,0.10,0.51,0.41,0.51,Matches
428,Diego Carlos\b4a014b1,br BRA,DF,Nantes,fr Ligue 1,25,1993,35,35,3148,35.0,2,0,2,0,0,8,0,0.06,0.00,0.06,0.06,0.06,2.0,2.0,0.2,2.1,0.06,0.01,0.06,0.06,0.06,Matches
429,Jonas Carls\2bb48e86,de GER,DF,Schalke 04,de Bundesliga,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.04,0.04,0.00,0.04,Matches
430,Louis Carnot\2384dbed,fr FRA,MF,Guingamp,fr Ligue 1,17,2001,1,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,2.73,2.73,0.00,2.73,Matches
431,Lionel Carole\5b5724d2,fr FRA,DFMF,Strasbourg,fr Ligue 1,27,1991,23,20,1727,19.2,0,3,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.7,0.7,2.0,2.7,0.04,0.11,0.14,0.04,0.14,Matches
432,Daniel Carriço\e1deea75,pt POR,DF,Sevilla,es La Liga,29,1988,24,24,2130,23.7,1,1,1,0,0,10,0,0.04,0.04,0.08,0.04,0.08,0.7,0.7,0.7,1.4,0.03,0.03,0.06,0.03,0.06,Matches
433,Guido Carrillo\8f898ba8,ar ARG,FW,Leganés,es La Liga,27,1991,32,23,1992,22.1,6,1,5,1,3,5,0,0.27,0.05,0.32,0.23,0.27,8.6,6.4,1.3,7.7,0.39,0.06,0.45,0.29,0.35,Matches
434,Andy Carroll\b581987a,eng ENG,FW,West Ham,eng Premier League,29,1989,12,3,461,5.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.2,2.0,0.36,0.03,0.39,0.36,0.39,Matches
435,Dani Carvajal\4958bfb2,es ESP,DF,Real Madrid,es La Liga,26,1992,24,23,2107,23.4,1,2,1,0,0,10,0,0.04,0.09,0.13,0.04,0.13,0.4,0.4,3.2,3.7,0.02,0.14,0.16,0.02,0.16,Matches
436,William Carvalho\dee86451,pt POR,MF,Betis,es La Liga,26,1992,30,26,2385,26.5,0,5,0,0,0,7,0,0.00,0.19,0.19,0.00,0.19,0.6,0.6,2.0,2.5,0.02,0.07,0.10,0.02,0.10,Matches
437,Casemiro\4d224fe8,br BRA,MF,Real Madrid,es La Liga,26,1992,29,27,2312,25.7,3,0,3,0,0,7,1,0.12,0.00,0.12,0.12,0.12,1.8,1.8,0.7,2.4,0.07,0.03,0.09,0.07,0.09,Matches
438,Santiago Cáseres\958bba56,ar ARG,MF,Villarreal,es La Liga,21,1997,23,17,1588,17.6,0,1,0,0,0,10,0,0.00,0.06,0.06,0.00,0.06,0.3,0.3,0.9,1.2,0.02,0.05,0.07,0.02,0.07,Matches
439,Moreto Cassamã\f54d2149,gw GNB,MF,Reims,fr Ligue 1,20,1998,1,1,59,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
440,Francesco Cassata\96960855,it ITA,MFFW,Frosinone,it Serie A,21,1997,19,14,1124,12.5,2,2,2,0,0,9,1,0.16,0.16,0.32,0.16,0.32,0.6,0.6,0.5,1.1,0.05,0.04,0.09,0.05,0.09,Matches
441,Timothy Castagne\197640fd,be BEL,DFMF,Atalanta,it Serie A,22,1995,28,21,2006,22.3,4,3,4,0,0,3,0,0.18,0.13,0.31,0.18,0.31,2.1,2.1,2.5,4.6,0.09,0.11,0.20,0.09,0.20,Matches
442,Koen Casteels\db401046,be BEL,GK,Wolfsburg,de Bundesliga,26,1992,26,26,2295,25.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
443,Samu Castillejo\130a7a3f,es ESP,FWMF,Milan,it Serie A,23,1995,31,8,1023,11.4,4,2,4,0,0,3,0,0.35,0.18,0.53,0.35,0.53,1.8,1.8,1.8,3.6,0.16,0.16,0.31,0.16,0.31,Matches
444,Gonzalo Castro\68829001,de GER,MF,Stuttgart,de Bundesliga,31,1987,25,19,1692,18.8,2,4,2,0,0,4,0,0.11,0.21,0.32,0.11,0.32,1.3,1.3,1.9,3.2,0.07,0.10,0.17,0.07,0.17,Matches
445,Jonny Castro\e28868f3,es ESP,DFMF,Wolves,eng Premier League,24,1994,33,32,2771,30.8,1,1,1,0,0,6,0,0.03,0.03,0.06,0.03,0.06,1.9,1.9,1.7,3.6,0.06,0.06,0.12,0.06,0.12,Matches
446,Lucas Castro\56b2957b,ar ARG,MFFW,Cagliari,it Serie A,29,1989,12,10,896,10.0,1,3,1,0,0,1,0,0.10,0.30,0.40,0.10,0.40,0.6,0.6,2.0,2.6,0.06,0.20,0.26,0.06,0.26,Matches
447,Danilo Cataldi\ba3d3bea,it ITA,MFFW,Lazio,it Serie A,23,1994,12,4,578,6.4,2,1,2,0,0,2,0,0.31,0.16,0.47,0.31,0.47,0.8,0.8,1.5,2.3,0.13,0.23,0.36,0.13,0.36,Matches
448,Catena\274ab13c,es ESP,DF,Rayo Vallecano,es La Liga,23,1994,2,2,176,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.03,0.00,0.03,0.03,0.03,Matches
449,Craig Cathcart\89e4b358,nir NIR,DF,Watford,eng Premier League,29,1989,36,35,3096,34.4,3,0,3,0,0,2,0,0.09,0.00,0.09,0.09,0.09,1.4,1.4,0.4,1.8,0.04,0.01,0.05,0.04,0.05,Matches
450,Ivan Cavaleiro\979b811d,pt POR,FW,Wolves,eng Premier League,24,1993,23,6,693,7.7,3,1,3,0,0,1,0,0.39,0.13,0.52,0.39,0.52,2.4,2.4,1.4,3.8,0.31,0.18,0.50,0.31,0.50,Matches
451,Edinson Cavani\527f063d,uy URU,FW,Paris S-G,fr Ligue 1,31,1987,21,20,1671,18.6,18,5,14,4,5,1,0,0.97,0.27,1.24,0.75,1.02,16.5,12.7,2.5,15.2,0.89,0.13,1.02,0.68,0.82,Matches
452,Santi Cazorla\e2e9c250,es ESP,MFFW,Villarreal,es La Liga,33,1984,35,30,2647,29.4,4,10,2,2,3,2,0,0.14,0.34,0.48,0.07,0.41,4.3,2.0,6.7,8.8,0.15,0.23,0.38,0.07,0.30,Matches
453,Dani Ceballos\c0617e2b,es ESP,MFFW,Real Madrid,es La Liga,21,1996,23,13,1248,13.9,3,0,3,0,0,3,0,0.22,0.00,0.22,0.22,0.22,2.3,2.3,1.7,4.0,0.16,0.12,0.29,0.16,0.29,Matches
454,Federico Ceccherini\d9624b51,it ITA,DF,Fiorentina,it Serie A,26,1992,15,11,994,11.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.2,0.3,0.01,0.02,0.02,0.01,0.02,Matches
455,Petr Čech\71672fa0,cz CZE,GK,Arsenal,eng Premier League,36,1982,7,7,584,6.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
456,Žan Celar\868c6958,si SVN,FW,Roma,it Serie A,19,1999,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
457,Zeki Çelik\31a62dc7,tr TUR,DF,Lille,fr Ligue 1,21,1997,34,34,2971,33.0,1,5,1,0,0,5,1,0.03,0.15,0.18,0.03,0.18,1.2,1.2,2.7,3.8,0.03,0.08,0.12,0.03,0.12,Matches
458,Luca Ceppitelli\7d50454d,it ITA,DF,Cagliari,it Serie A,28,1989,24,24,2051,22.8,2,1,2,0,0,6,2,0.09,0.04,0.13,0.09,0.13,1.6,1.6,0.5,2.2,0.07,0.02,0.09,0.07,0.09,Matches
459,Fabio Ceravolo\4cc93246,it ITA,FW,Parma,it Serie A,31,1987,25,12,1185,13.2,2,0,1,1,2,1,0,0.15,0.00,0.15,0.08,0.08,3.5,1.9,0.6,2.6,0.26,0.05,0.31,0.15,0.19,Matches
460,Alberto Cerri\1079c685,it ITA,FW,Cagliari,it Serie A,22,1996,15,7,670,7.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.8,1.8,0.8,2.6,0.24,0.11,0.34,0.24,0.34,Matches
461,Boštjan Cesar\c1d18f10,si SVN,DF,Chievo,it Serie A,36,1982,14,11,1079,12.0,1,0,1,0,0,3,0,0.08,0.00,0.08,0.08,0.08,0.2,0.2,0.0,0.2,0.01,0.00,0.01,0.01,0.01,Matches
462,Nacer Chadli\5b54bf3b,be BEL,MFFW,Monaco,fr Ligue 1,28,1989,16,9,691,7.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.02,0.04,0.06,0.02,0.06,Matches
463,Fouad Chafik\edd1466a,ma MAR,DF,Dijon,fr Ligue 1,31,1986,21,21,1847,20.5,0,2,0,0,0,2,0,0.00,0.10,0.10,0.00,0.10,0.3,0.3,1.6,1.9,0.01,0.08,0.09,0.01,0.09,Matches
464,Nathaniel Chalobah\422862ea,eng ENG,MFFW,Watford,eng Premier League,23,1994,9,3,270,3.0,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.05,0.00,0.05,0.05,0.05,Matches
465,Calum Chambers\dc6f5bdd,eng ENG,MFDF,Fulham,eng Premier League,23,1995,31,29,2588,28.8,2,0,2,0,0,9,0,0.07,0.00,0.07,0.07,0.07,2.1,2.1,0.7,2.8,0.07,0.02,0.10,0.07,0.10,Matches
466,Timothy Chandler\b3b7f5a6,us USA,FW,Eint Frankfurt,de Bundesliga,28,1990,1,0,17,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.18,0.18,0.00,0.18,Matches
467,Kwon Chang-hoon\7961f7aa,kr KOR,FWMF,Dijon,fr Ligue 1,24,1994,19,10,938,10.4,2,0,2,0,0,1,0,0.19,0.00,0.19,0.19,0.19,2.3,2.3,0.6,2.9,0.22,0.06,0.28,0.22,0.28,Matches
468,Charles\c4b8bcf4,br BRA,FW,Eibar,es La Liga,34,1984,34,17,1739,19.3,14,1,8,6,7,4,0,0.72,0.05,0.78,0.41,0.47,11.6,6.3,1.0,7.3,0.60,0.05,0.65,0.33,0.38,Matches
469,Xavier Chavalerin\279ddf6a,fr FRA,MF,Reims,fr Ligue 1,27,1991,36,36,3240,36.0,2,2,2,0,0,8,0,0.06,0.06,0.11,0.06,0.11,1.0,1.0,4.0,5.0,0.03,0.11,0.14,0.03,0.14,Matches
470,Pablo Chavarría\4207e578,ar ARG,FW,Reims,fr Ligue 1,30,1988,30,23,1973,21.9,5,3,5,0,0,3,0,0.23,0.14,0.36,0.23,0.36,6.6,6.6,1.8,8.4,0.30,0.08,0.38,0.30,0.38,Matches
471,Chechu\e98f3a6a,es ESP,DF,Rayo Vallecano,es La Liga,36,1982,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
472,Pape Cheikh Diop\873ce3a2,sn SEN,MF,Lyon,fr Ligue 1,20,1997,12,5,454,5.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.09,0.02,0.11,0.09,0.11,Matches
473,Chema\7f203b54,es ESP,DF,Levante,es La Liga,26,1992,19,13,1254,13.9,2,0,2,0,0,7,0,0.14,0.00,0.14,0.14,0.14,0.6,0.6,0.1,0.7,0.04,0.01,0.05,0.04,0.05,Matches
474,Denis Cheryshev\0ac94a23,ru RUS,MFFW,Valencia,es La Liga,27,1990,27,19,1706,19.0,2,2,2,0,0,2,0,0.11,0.11,0.21,0.11,0.21,3.2,3.2,6.8,10.0,0.17,0.36,0.53,0.17,0.53,Matches
475,Raman Chibsah\aa5a409a,gh GHA,MF,Frosinone,it Serie A,25,1993,32,30,2622,29.1,1,0,1,0,0,5,0,0.03,0.00,0.03,0.03,0.03,2.7,2.7,0.6,3.3,0.09,0.02,0.11,0.09,0.11,Matches
476,Leandro Chichizola\8d957256,ar ARG,GK,Getafe,es La Liga,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
477,Giorgio Chiellini\e85fb9b8,it ITA,DF,Juventus,it Serie A,33,1984,25,22,1991,22.1,1,1,1,0,0,3,0,0.05,0.05,0.09,0.05,0.09,1.4,1.4,0.3,1.7,0.06,0.01,0.08,0.06,0.08,Matches
478,Federico Chiesa\b0f7e36c,it ITA,FWMF,Fiorentina,it Serie A,20,1997,37,34,3034,33.7,6,3,6,0,0,4,0,0.18,0.09,0.27,0.18,0.27,9.4,9.4,5.7,15.1,0.28,0.17,0.45,0.28,0.45,Matches
479,Ben Chilwell\d2424d1b,eng ENG,DF,Leicester City,eng Premier League,21,1996,36,36,3240,36.0,0,4,0,0,0,4,0,0.00,0.11,0.11,0.00,0.11,0.9,0.9,2.8,3.6,0.02,0.08,0.10,0.02,0.10,Matches
480,Vlad Chiricheș\c316607a,ro ROU,DF,Napoli,it Serie A,28,1989,3,3,147,1.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.14,0.00,0.14,0.14,0.14,Matches
481,Tahith Chong\2696b6a9,nl NED,FW,Manchester Utd,eng Premier League,18,1999,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.18,0.00,0.18,0.18,0.18,Matches
482,Hamza Choudhury\7d2d3329,eng ENG,MF,Leicester City,eng Premier League,20,1997,9,7,595,6.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.4,0.7,0.04,0.06,0.11,0.04,0.11,Matches
483,Andreas Christensen\1cb49278,dk DEN,DF,Chelsea,eng Premier League,22,1996,8,6,617,6.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
484,Cyrus Christie\7eb67dad,ie IRL,DF,Fulham,eng Premier League,25,1992,28,19,1948,21.6,0,1,0,0,0,7,0,0.00,0.05,0.05,0.00,0.05,0.7,0.7,1.3,2.0,0.03,0.06,0.09,0.03,0.09,Matches
485,Samuel Chukwueze\b8a642fc,ng NGA,FWMF,Villarreal,es La Liga,19,1999,26,19,1706,19.0,5,2,5,0,0,2,0,0.26,0.11,0.37,0.26,0.37,5.2,5.2,1.5,6.7,0.28,0.08,0.36,0.28,0.36,Matches
486,Camillo Ciano\2114abf9,it ITA,FWMF,Frosinone,it Serie A,28,1990,33,28,2454,27.3,7,4,5,2,3,12,0,0.26,0.15,0.40,0.18,0.33,6.4,4.1,5.6,9.8,0.24,0.21,0.44,0.15,0.36,Matches
487,Amato Ciciretti\1ab0b878,it ITA,FWMF,Parma,it Serie A,24,1993,6,1,139,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.11,0.10,0.21,0.11,0.21,Matches
488,Luca Cigarini\ae64d449,it ITA,MF,Cagliari,it Serie A,32,1986,25,20,1682,18.7,0,2,0,0,0,9,0,0.00,0.11,0.11,0.00,0.11,0.5,0.5,2.4,3.0,0.03,0.13,0.16,0.03,0.16,Matches
489,Per Ciljan Skjelbred\ecab64a0,no NOR,MF,Hertha BSC,de Bundesliga,31,1987,16,12,997,11.1,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.7,0.7,0.4,1.1,0.06,0.04,0.10,0.06,0.10,Matches
490,Jasper Cillessen\04ac8285,nl NED,GK,Barcelona,es La Liga,29,1989,3,3,270,3.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
491,Laurent Ciman\5113d9a7,be BEL,DF,Dijon,fr Ligue 1,32,1985,9,7,717,8.0,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.3,0.6,0.03,0.04,0.07,0.03,0.07,Matches
492,Daniel Ciofani\b09a3ecc,it ITA,FW,Frosinone,it Serie A,33,1985,31,17,1618,18.0,5,2,3,2,2,1,0,0.28,0.11,0.39,0.17,0.28,5.2,3.7,1.3,5.0,0.29,0.07,0.36,0.21,0.28,Matches
493,Thiago Cionek\46f5c54d,pl POL,DF,SPAL,it Serie A,32,1986,31,29,2542,28.2,0,3,0,0,0,12,2,0.00,0.11,0.11,0.00,0.11,0.5,0.5,0.9,1.4,0.02,0.03,0.05,0.02,0.05,Matches
494,Ibrahima Cissé\be4fede9,gn GUI,MF,Fulham,eng Premier League,24,1994,3,1,88,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
495,Till Cissokho\e8b5ad37,fr FRA,DF,Bordeaux,fr Ligue 1,18,2000,1,1,78,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.07,0.07,0.00,0.07,Matches
496,Ciaran Clark\2b91cf8e,ie IRL,DF,Newcastle Utd,eng Premier League,28,1989,11,9,858,9.5,3,0,3,0,0,1,0,0.31,0.00,0.31,0.31,0.31,0.5,0.5,0.4,0.9,0.05,0.05,0.09,0.05,0.09,Matches
497,Tom Cleverley\6cdd8245,eng ENG,MFFW,Watford,eng Premier League,28,1989,13,4,478,5.3,1,0,1,0,0,2,0,0.19,0.00,0.19,0.19,0.19,0.2,0.2,0.0,0.2,0.04,0.00,0.04,0.04,0.04,Matches
498,Nathaniel Clyne\0442183b,eng ENG,DF,Liverpool,eng Premier League,27,1991,4,1,111,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.04,0.00,0.04,0.04,0.04,Matches
499,Nathaniel Clyne\0442183b,eng ENG,DF,Bournemouth,eng Premier League,27,1991,14,13,1143,12.7,0,1,0,0,0,2,0,0.00,0.08,0.08,0.00,0.08,0.3,0.3,0.1,0.4,0.02,0.01,0.03,0.02,0.03,Matches
500,Conor Coady\2928dca2,eng ENG,DF,Wolves,eng Premier League,25,1993,38,38,3420,38.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
501,Marcus Coco\3010aefb,fr FRA,FWMF,Guingamp,fr Ligue 1,22,1996,33,21,1840,20.4,1,2,1,0,0,3,1,0.05,0.10,0.15,0.05,0.15,2.4,2.4,1.3,3.7,0.12,0.06,0.18,0.12,0.18,Matches
502,Coke\6d8f8441,es ESP,DF,Levante,es La Liga,31,1987,27,19,1817,20.2,4,0,4,0,0,5,1,0.20,0.00,0.20,0.20,0.20,1.2,1.2,1.5,2.7,0.06,0.07,0.13,0.06,0.13,Matches
503,Joel Coleman\b73e459a,eng ENG,GK,Huddersfield,eng Premier League,22,1995,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
504,Séamus Coleman\0420d84f,ie IRL,DF,Everton,eng Premier League,29,1988,29,29,2558,28.4,2,2,2,0,0,1,0,0.07,0.07,0.14,0.07,0.14,1.1,1.1,2.2,3.3,0.04,0.08,0.12,0.04,0.12,Matches
505,Álex Collado\85dace26,es ESP,FW,Barcelona,es La Liga,19,1999,1,0,85,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.13,0.00,0.13,0.13,0.13,Matches
506,Omar Colley\8b95acda,gm GAM,DF,Sampdoria,it Serie A,25,1992,21,21,1762,19.6,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.03,0.00,0.04,0.03,0.04,Matches
507,Racine Coly\166a981d,sn SEN,DFMF,Nice,fr Ligue 1,22,1995,9,6,503,5.6,0,1,0,0,0,2,0,0.00,0.18,0.18,0.00,0.18,0.2,0.2,0.2,0.4,0.04,0.03,0.07,0.04,0.07,Matches
508,Kingsley Coman\042e8a49,fr FRA,FWMF,Bayern Munich,de Bundesliga,22,1996,21,17,1378,15.3,6,4,6,0,0,2,0,0.39,0.26,0.65,0.39,0.65,3.8,3.8,3.4,7.3,0.25,0.22,0.47,0.25,0.47,Matches
