Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA,Matches
1895,Gianluca Pegolo\f058ed1f,it ITA,GK,Sassuolo,it Serie A,37,1981,3,2,203,2.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1896,Peter Pekarík\c18d22f5,sk SVK,DF,Hertha BSC,de Bundesliga,31,1986,3,2,217,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.02,0.02,0.04,0.02,0.04,Matches
1897,Pelé\743fdcd3,gw GNB,MF,Monaco,fr Ligue 1,26,1991,8,4,469,5.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.3,0.03,0.02,0.05,0.03,0.05,Matches
1898,Yohann Pelé\76806215,fr FRA,GK,Marseille,fr Ligue 1,35,1982,9,7,682,7.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1899,Maxime Pélican\09f24df6,fr FRA,FW,Nice,fr Ligue 1,20,1998,2,1,91,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1900,Pietro Pellegri\a44d3a3c,it ITA,FWMF,Monaco,fr Ligue 1,17,2001,3,0,82,0.9,1,0,1,0,0,1,0,1.10,0.00,1.10,1.10,1.10,0.1,0.1,0.0,0.2,0.15,0.05,0.20,0.15,0.20,Matches
1901,Lorenzo Pellegrini\4a5a45c7,it ITA,MF,Roma,it Serie A,22,1996,25,21,1821,20.2,3,3,3,0,0,6,0,0.15,0.15,0.30,0.15,0.30,5.1,5.1,5.0,10.1,0.25,0.25,0.50,0.25,0.50,Matches
1902,Luca Pellegrini\3b61c9ec,it ITA,DFFW,Roma,it Serie A,19,1999,4,2,161,1.8,0,1,0,0,0,2,0,0.00,0.56,0.56,0.00,0.56,0.0,0.0,0.2,0.2,0.00,0.13,0.13,0.00,0.13,Matches
1903,Luca Pellegrini\3b61c9ec,it ITA,DF,Cagliari,it Serie A,19,1999,12,11,940,10.4,0,1,0,0,0,3,1,0.00,0.10,0.10,0.00,0.10,0.0,0.0,0.9,0.9,0.00,0.09,0.09,0.00,0.09,Matches
1904,Théo Pellenard\97fb4608,fr FRA,DF,Angers,fr Ligue 1,24,1994,6,6,495,5.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.5,0.5,0.01,0.08,0.10,0.01,0.10,Matches
1905,Sergio Pellissier\878ee034,it ITA,FW,Chievo,it Serie A,39,1979,19,12,953,10.6,4,1,3,1,2,1,0,0.38,0.09,0.47,0.28,0.38,4.5,3.0,0.9,4.0,0.43,0.09,0.52,0.28,0.37,Matches
1906,Andy Pelmard\f18d7ab2,fr FRA,DF,Nice,fr Ligue 1,18,2000,4,4,275,3.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
1907,Lee Peltier\af341b88,eng ENG,DF,Cardiff City,eng Premier League,31,1986,20,17,1544,17.2,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.00,0.00,0.01,0.00,0.01,Matches
1908,Federico Peluso\4f2908e5,it ITA,DF,Sassuolo,it Serie A,34,1984,16,14,1356,15.1,1,0,1,0,0,5,0,0.07,0.00,0.07,0.07,0.07,0.4,0.4,0.0,0.4,0.02,0.00,0.02,0.02,0.02,Matches
1909,Rubén Peña\1f079188,es ESP,DF,Eibar,es La Liga,27,1991,31,30,2674,29.7,1,2,1,0,0,4,0,0.03,0.07,0.10,0.03,0.10,0.7,0.7,4.1,4.8,0.02,0.14,0.16,0.02,0.16,Matches
1910,Nicolas Pépé\57e3f0c7,ci CIV,FWMF,Lille,fr Ligue 1,23,1995,38,37,3324,36.9,22,11,13,9,10,1,0,0.60,0.30,0.89,0.35,0.65,20.9,13.3,8.3,21.6,0.57,0.22,0.79,0.36,0.59,Matches
1911,Pepín\7afb1573,gq EQG,MF,Parma,it Serie A,21,1996,2,1,77,0.9,0,1,0,0,0,0,0,0.00,1.17,1.17,0.00,1.17,0.1,0.1,0.4,0.5,0.14,0.41,0.55,0.14,0.55,Matches
1912,Andreas Pereira\6639e500,br BRA,MF,Manchester Utd,eng Premier League,22,1996,15,6,599,6.7,1,1,1,0,0,5,0,0.15,0.15,0.30,0.15,0.30,0.2,0.2,0.8,1.1,0.04,0.12,0.16,0.04,0.16,Matches
1913,Matheus Pereira\b04ee927,pt POR,MFFW,Nürnberg,de Bundesliga,22,1996,19,16,1232,13.7,3,2,3,0,0,3,1,0.22,0.15,0.37,0.22,0.37,2.2,2.2,1.2,3.5,0.16,0.09,0.25,0.16,0.25,Matches
1914,Pedro Pereira\c77be0cf,pt POR,DFMF,Genoa,it Serie A,20,1998,26,15,1384,15.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,1.2,1.3,0.01,0.08,0.08,0.01,0.08,Matches
1915,Ricardo Pereira\75a72a99,pt POR,DFFW,Leicester City,eng Premier League,24,1993,35,35,3123,34.7,2,6,2,0,0,7,0,0.06,0.17,0.23,0.06,0.23,1.3,1.3,4.6,5.8,0.04,0.13,0.17,0.04,0.17,Matches
1916,Roberto Pereyra\75f2c59f,ar ARG,MFFW,Watford,eng Premier League,27,1991,33,33,2815,31.3,6,1,6,0,0,3,0,0.19,0.03,0.22,0.19,0.22,5.6,5.6,3.4,8.9,0.18,0.11,0.29,0.18,0.29,Matches
1917,Ayoze Pérez\819aa8e7,es ESP,MFFW,Newcastle Utd,eng Premier League,25,1993,37,34,2917,32.4,12,2,12,0,0,2,0,0.37,0.06,0.43,0.37,0.43,7.7,7.7,3.6,11.4,0.24,0.11,0.35,0.24,0.35,Matches
1918,Carles Pérez\a8f21b9f,es ESP,FW,Barcelona,es La Liga,20,1998,1,0,18,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.37,0.00,0.37,0.37,0.37,Matches
1919,Hernán Pérez\e1cea3f7,py PAR,FWMF,Espanyol,es La Liga,29,1989,19,10,795,8.8,1,2,1,0,0,1,0,0.11,0.23,0.34,0.11,0.34,2.0,2.0,2.3,4.3,0.23,0.26,0.49,0.23,0.49,Matches
1920,Lucas Pérez\a300ac7e,es ESP,FW,West Ham,eng Premier League,29,1988,15,4,475,5.3,3,0,3,0,0,0,0,0.57,0.00,0.57,0.57,0.57,2.0,2.0,0.8,2.8,0.39,0.15,0.53,0.39,0.53,Matches
1921,Rubén Pérez\3c7bc9bd,es ESP,MF,Leganés,es La Liga,29,1989,31,27,2474,27.5,0,0,0,0,0,7,1,0.00,0.00,0.00,0.00,0.00,0.4,0.4,1.4,1.8,0.01,0.05,0.07,0.01,0.07,Matches
1922,Stipe Perica\269b4638,hr CRO,FW,Frosinone,it Serie A,23,1995,7,6,480,5.3,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,1.3,1.3,0.1,1.5,0.25,0.03,0.28,0.25,0.28,Matches
1923,Mattia Perin\4c62d0c8,it ITA,GK,Juventus,it Serie A,25,1992,9,9,810,9.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1924,Ivan Perišić\6fe90922,hr CRO,FWMF,Inter,it Serie A,29,1989,34,30,2701,30.0,8,3,6,2,2,5,0,0.27,0.10,0.37,0.20,0.30,10.7,9.2,6.1,15.3,0.36,0.20,0.56,0.31,0.51,Matches
1925,Diego Perotti\a40d5a0c,ar ARG,FWMF,Roma,it Serie A,30,1988,13,6,668,7.4,5,0,2,3,3,3,0,0.67,0.00,0.67,0.27,0.27,3.8,1.6,1.2,2.7,0.52,0.16,0.67,0.21,0.36,Matches
1926,Loïc Perrin\6b200d45,fr FRA,DF,Saint-Étienne,fr Ligue 1,32,1985,31,31,2700,30.0,1,1,1,0,0,2,0,0.03,0.03,0.07,0.03,0.07,0.9,0.9,0.9,1.8,0.03,0.03,0.06,0.03,0.06,Matches
1927,Pavao Pervan\c89e8aae,at AUT,GK,Wolfsburg,de Bundesliga,30,1987,9,8,765,8.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1928,Matteo Pessina\780e3631,it ITA,MF,Atalanta,it Serie A,21,1997,12,1,235,2.6,0,1,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,0.1,0.1,0.2,0.2,0.02,0.06,0.09,0.02,0.09,Matches
1929,Andrea Petagna\03f946ed,it ITA,FW,SPAL,it Serie A,23,1995,36,35,3031,33.7,16,1,10,6,6,8,0,0.48,0.03,0.50,0.30,0.33,13.6,9.0,2.1,11.1,0.40,0.06,0.47,0.27,0.33,Matches
1930,Nils Petersen\f93e6e94,de GER,FW,Freiburg,de Bundesliga,29,1988,24,20,1929,21.4,10,3,9,1,2,0,0,0.47,0.14,0.61,0.42,0.56,9.3,7.7,1.9,9.6,0.43,0.09,0.52,0.36,0.45,Matches
1931,Ondřej Petrák\3e81a228,cz CZE,MF,Nürnberg,de Bundesliga,26,1992,22,18,1624,18.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.2,0.8,0.03,0.01,0.05,0.03,0.05,Matches
1932,Germán Pezzella\8c725b43,ar ARG,DF,Fiorentina,it Serie A,27,1991,32,32,2850,31.7,2,1,2,0,0,5,0,0.06,0.03,0.09,0.06,0.09,2.4,2.4,0.6,3.0,0.08,0.02,0.10,0.08,0.10,Matches
1933,Giuseppe Pezzella\149c5f5d,it ITA,DFMF,Udinese,it Serie A,20,1997,4,2,184,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02,Matches
1934,Giuseppe Pezzella\149c5f5d,it ITA,DFMF,Genoa,it Serie A,20,1997,5,1,112,1.2,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.02,0.05,0.07,0.02,0.07,Matches
1935,Matthias Phaeton\42c8ede1,gp GLP,FWMF,Guingamp,fr Ligue 1,18,2000,4,0,56,0.6,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.19,0.19,0.00,0.19,Matches
1936,Maximilian Philipp\061e8e23,de GER,FWMF,Dortmund,de Bundesliga,24,1994,18,9,758,8.4,1,1,1,0,0,0,0,0.12,0.12,0.24,0.12,0.24,1.1,1.1,0.2,1.3,0.13,0.03,0.16,0.13,0.16,Matches
1937,Lebogang Phiri\b6dac747,za RSA,MF,Guingamp,fr Ligue 1,23,1994,24,23,1928,21.4,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.6,1.3,0.03,0.03,0.06,0.03,0.06,Matches
1938,Krzysztof Piątek\17f3620a,pl POL,FW,Milan,it Serie A,23,1995,18,16,1373,15.3,9,0,9,0,0,0,0,0.59,0.00,0.59,0.59,0.59,6.2,6.2,0.7,6.9,0.41,0.05,0.45,0.41,0.45,Matches
1939,Krzysztof Piątek\17f3620a,pl POL,FW,Genoa,it Serie A,23,1995,19,18,1593,17.7,13,0,11,2,2,5,0,0.73,0.00,0.73,0.62,0.62,9.8,8.3,0.8,9.1,0.55,0.04,0.60,0.47,0.51,Matches
1940,Pablo Piatti\48e89655,ar ARG,FWMF,Espanyol,es La Liga,29,1989,20,6,743,8.3,1,0,1,0,0,0,0,0.12,0.00,0.12,0.12,0.12,1.4,1.4,1.4,2.7,0.16,0.16,0.33,0.16,0.33,Matches
1941,Lucas Piazon\f201798c,br BRA,MFFW,Chievo,it Serie A,24,1994,4,0,84,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.2,0.15,0.02,0.16,0.15,0.16,Matches
1942,Cristiano Piccini\32c0491f,it ITA,DF,Valencia,es La Liga,25,1992,23,21,1868,20.8,1,0,1,0,0,3,0,0.05,0.00,0.05,0.05,0.05,0.4,0.4,0.9,1.2,0.02,0.04,0.06,0.02,0.06,Matches
1943,Roberto Piccoli\1cadaf34,it ITA,FWMF,Atalanta,it Serie A,17,2001,2,0,48,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.44,0.00,0.44,0.44,0.44,Matches
1944,Jordan Pickford\4806ec67,eng ENG,GK,Everton,eng Premier League,24,1994,38,38,3420,38.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.00,0.00,0.00,0.00,Matches
1945,Jérémy Pied\a634b9d2,fr FRA,DF,Lille,fr Ligue 1,29,1989,11,4,469,5.2,0,2,0,0,0,0,0,0.00,0.38,0.38,0.00,0.38,0.0,0.0,0.6,0.6,0.00,0.12,0.12,0.00,0.12,Matches
1946,Ronaël Pierre-Gabriel\64ba07c0,fr FRA,DF,Monaco,fr Ligue 1,20,1998,4,4,355,3.9,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.01,0.01,0.00,0.01,Matches
1947,Erik Pieters\1ef37668,nl NED,DF,Amiens,fr Ligue 1,29,1988,15,14,1261,14.0,1,1,1,0,0,2,0,0.07,0.07,0.14,0.07,0.14,1.1,1.1,1.4,2.5,0.08,0.10,0.18,0.08,0.18,Matches
1948,Tomás Pina Isla\e54bd0a2,es ESP,MF,Alavés,es La Liga,30,1987,28,27,2340,26.0,2,0,2,0,0,13,0,0.08,0.00,0.08,0.08,0.08,1.5,1.5,1.5,3.0,0.06,0.06,0.12,0.06,0.12,Matches
1949,Andrea Pinamonti\08aa9cd1,it ITA,FW,Frosinone,it Serie A,19,1999,27,17,1625,18.1,5,3,5,0,0,2,0,0.28,0.17,0.44,0.28,0.44,5.8,5.8,0.9,6.7,0.32,0.05,0.37,0.32,0.37,Matches
1950,Carlo Pinsoglio\f6a06749,it ITA,GK,Juventus,it Serie A,28,1990,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1951,Virgile Pinson\43af5b1b,fr FRA,FW,Reims,fr Ligue 1,22,1996,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1952,Lenny Pintor\6453830e,fr FRA,FW,Lyon,fr Ligue 1,17,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1953,Gerard Piqué\adfc9123,es ESP,DF,Barcelona,es La Liga,31,1987,35,35,3150,35.0,4,2,4,0,0,6,0,0.11,0.06,0.17,0.11,0.17,3.7,3.7,1.5,5.2,0.11,0.04,0.15,0.11,0.15,Matches
1954,Facundo Píriz\fca455cc,uy URU,MF,Montpellier,fr Ligue 1,28,1990,6,0,116,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1955,Fabio Pisacane\56400c01,it ITA,DF,Cagliari,it Serie A,32,1986,27,24,2266,25.2,1,1,1,0,0,6,0,0.04,0.04,0.08,0.04,0.08,0.9,0.9,0.6,1.4,0.03,0.02,0.06,0.03,0.06,Matches
1956,Łukasz Piszczek\fe2db476,pl POL,DF,Dortmund,de Bundesliga,33,1985,20,20,1756,19.5,1,6,1,0,0,3,0,0.05,0.31,0.36,0.05,0.36,0.5,0.5,1.9,2.5,0.03,0.10,0.13,0.03,0.13,Matches
1957,Claudio Pizarro\54b6ee79,pe PER,FW,Werder Bremen,de Bundesliga,39,1978,26,3,692,7.7,5,2,5,0,0,1,0,0.65,0.26,0.91,0.65,0.91,3.5,3.5,0.6,4.1,0.46,0.07,0.53,0.46,0.53,Matches
1958,Marko Pjaca\2c38b327,hr CRO,FWMF,Fiorentina,it Serie A,23,1995,19,8,750,8.3,1,1,1,0,0,1,0,0.12,0.12,0.24,0.12,0.24,1.8,1.8,1.0,2.8,0.22,0.12,0.34,0.22,0.34,Matches
1959,Miralem Pjanić\ad6df2d5,ba BIH,MF,Juventus,it Serie A,28,1990,31,27,2280,25.3,2,6,2,0,0,6,1,0.08,0.24,0.32,0.08,0.32,1.4,1.4,6.2,7.7,0.06,0.25,0.30,0.06,0.30,Matches
1960,Carles Planas\72b92c4e,es ESP,DFMF,Girona,es La Liga,27,1991,7,4,419,4.7,0,1,0,0,0,3,0,0.00,0.21,0.21,0.00,0.21,0.1,0.1,0.4,0.5,0.03,0.08,0.11,0.03,0.11,Matches
1961,Óscar Plano\7c388b20,es ESP,MFFW,Valladolid,es La Liga,27,1991,33,30,2693,29.9,3,4,3,0,0,8,0,0.10,0.13,0.23,0.10,0.23,3.8,3.8,4.1,7.9,0.13,0.14,0.26,0.13,0.26,Matches
1962,Jaroslav Plašil\516dc25b,cz CZE,MF,Bordeaux,fr Ligue 1,36,1982,23,16,1443,16.0,0,1,0,0,0,2,0,0.00,0.06,0.06,0.00,0.06,0.9,0.9,0.7,1.6,0.06,0.04,0.10,0.06,0.10,Matches
1963,Marvin Plattenhardt\f7aa75bd,de GER,DF,Hertha BSC,de Bundesliga,26,1992,22,22,1924,21.4,1,2,1,0,0,4,0,0.05,0.09,0.14,0.05,0.14,0.7,0.7,3.0,3.7,0.03,0.14,0.17,0.03,0.17,Matches
1964,Stiven Plaza\f4b7f2ec,ec ECU,FWMF,Valladolid,es La Liga,19,1999,2,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1965,Alassane Pléa\bc6bd723,fr FRA,FW,M'Gladbach,de Bundesliga,25,1993,34,28,2503,27.8,12,4,12,0,0,2,0,0.43,0.14,0.58,0.43,0.58,9.7,9.5,2.5,11.9,0.35,0.09,0.44,0.34,0.43,Matches
1966,Luca Plogmann\206c37d3,de GER,GK,Werder Bremen,de Bundesliga,18,2000,1,0,38,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1967,Morgan Poaty\7add56e1,cg CGO,MF,Montpellier,fr Ligue 1,21,1997,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.03,0.07,0.11,0.03,0.11,Matches
1968,Paul Pogba\867239d3,fr FRA,MF,Manchester Utd,eng Premier League,25,1993,35,34,3006,33.4,13,9,6,7,10,6,0,0.39,0.27,0.66,0.18,0.45,14.4,6.7,5.0,11.7,0.43,0.15,0.58,0.20,0.35,Matches
1969,Denis-Will Poha\854a2041,fr FRA,MF,Rennes,fr Ligue 1,21,1997,2,0,29,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1970,Andrea Poli\b3fd7075,it ITA,MF,Bologna,it Serie A,28,1989,30,23,1932,21.5,4,1,4,0,0,5,0,0.19,0.05,0.23,0.19,0.23,3.5,3.5,0.8,4.3,0.16,0.04,0.20,0.16,0.20,Matches
1971,Matteo Politano\5e861944,it ITA,FWMF,Inter,it Serie A,24,1993,36,31,2549,28.3,5,6,5,0,0,4,1,0.18,0.21,0.39,0.18,0.39,5.4,5.4,6.4,11.8,0.19,0.23,0.42,0.19,0.42,Matches
1972,Pierre-Yves Polomat\2ef637bd,fr FRA,DFMF,Saint-Étienne,fr Ligue 1,24,1993,18,11,950,10.6,0,2,0,0,0,2,0,0.00,0.19,0.19,0.00,0.19,0.2,0.2,2.2,2.4,0.02,0.21,0.23,0.02,0.23,Matches
1973,Giacomo Poluzzi\07f55871,it ITA,GK,SPAL,it Serie A,30,1988,1,0,6,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1974,Pere Pons\29b61deb,es ESP,MF,Girona,es La Liga,25,1993,34,32,2792,31.0,1,2,1,0,0,4,0,0.03,0.06,0.10,0.03,0.10,1.3,1.3,1.8,3.0,0.04,0.06,0.10,0.04,0.10,Matches
1975,Pedro Porro\27d0a506,es ESP,DFMF,Girona,es La Liga,18,1999,32,25,2211,24.6,0,4,0,0,0,4,0,0.00,0.16,0.16,0.00,0.16,0.9,0.9,2.3,3.2,0.04,0.09,0.13,0.04,0.13,Matches
1976,Manolo Portanova\c8c0dccd,it ITA,MF,Juventus,it Serie A,18,2000,1,0,33,0.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1977,Francisco Portillo\8e010ff4,es ESP,MFFW,Getafe,es La Liga,28,1990,32,19,1994,22.2,1,4,1,0,0,3,1,0.05,0.18,0.23,0.05,0.23,0.7,0.7,2.3,3.0,0.03,0.10,0.14,0.03,0.14,Matches
1978,Portu\1bda5842,es ESP,FWMF,Girona,es La Liga,26,1992,34,33,2821,31.3,9,2,8,1,1,3,0,0.29,0.06,0.35,0.26,0.32,8.4,7.6,3.3,10.9,0.27,0.11,0.37,0.24,0.35,Matches
1979,Stefan Posch\7f609bfc,at AUT,DF,Hoffenheim,de Bundesliga,21,1997,17,16,1402,15.6,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.03,0.00,0.03,0.03,0.03,Matches
1980,Sergio Postigo\474ecac8,es ESP,DF,Levante,es La Liga,29,1988,21,17,1449,16.1,1,1,1,0,0,4,1,0.06,0.06,0.12,0.06,0.12,0.2,0.2,0.8,1.0,0.01,0.05,0.06,0.01,0.06,Matches
1981,Yussuf Poulsen\d2416c2e,dk DEN,FW,RB Leipzig,de Bundesliga,24,1994,31,27,2451,27.2,15,3,15,0,0,2,0,0.55,0.11,0.66,0.55,0.66,11.8,11.7,4.0,15.7,0.43,0.15,0.58,0.43,0.58,Matches
1982,Maxime Poundjé\b92edde2,fr FRA,DF,Bordeaux,fr Ligue 1,25,1992,30,28,2537,28.2,0,2,0,0,0,4,0,0.00,0.07,0.07,0.00,0.07,0.3,0.3,2.3,2.6,0.01,0.08,0.09,0.01,0.09,Matches
1983,Gaëtan Poussin\c252c705,fr FRA,GK,Bordeaux,fr Ligue 1,19,1999,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1984,José Pozo\fc8b614b,es ESP,MFFW,Rayo Vallecano,es La Liga,22,1996,29,16,1617,18.0,3,0,3,0,0,4,0,0.17,0.00,0.17,0.17,0.17,2.4,2.4,1.4,3.8,0.14,0.08,0.21,0.14,0.21,Matches
1985,Dennis Praet\86695068,be BEL,MF,Sampdoria,it Serie A,24,1994,34,33,2890,32.1,2,3,2,0,0,6,0,0.06,0.09,0.16,0.06,0.16,1.8,1.8,2.8,4.6,0.05,0.09,0.14,0.05,0.14,Matches
1986,Sanjin Prcić\51c30111,ba BIH,MF,Levante,es La Liga,24,1993,10,6,532,5.9,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.04,0.01,0.05,0.04,0.05,Matches
1987,Sanjin Prcić\51c30111,ba BIH,MF,Strasbourg,fr Ligue 1,24,1993,13,12,1053,11.7,2,1,2,0,0,1,0,0.17,0.09,0.26,0.17,0.26,0.5,0.5,1.2,1.8,0.05,0.10,0.15,0.05,0.15,Matches
1988,Nicolas de Préville\b0547a87,fr FRA,FWMF,Bordeaux,fr Ligue 1,27,1991,23,14,1271,14.1,3,3,3,0,0,5,0,0.21,0.21,0.42,0.21,0.42,2.9,2.9,2.0,5.0,0.21,0.14,0.35,0.21,0.35,Matches
1989,Edgar Prib\420ff5a3,de GER,MF,Hannover 96,de Bundesliga,28,1989,4,2,202,2.2,0,1,0,0,0,1,0,0.00,0.45,0.45,0.00,0.45,0.3,0.3,0.3,0.6,0.14,0.15,0.29,0.14,0.29,Matches
1990,Alex Pritchard\ff9fcd4d,eng ENG,MFFW,Huddersfield,eng Premier League,25,1993,30,26,2081,23.1,2,0,2,0,0,2,0,0.09,0.00,0.09,0.09,0.09,3.5,3.5,2.2,5.6,0.15,0.09,0.24,0.15,0.24,Matches
1991,Sebastian Prödl\f5e6d08d,at AUT,DF,Watford,eng Premier League,31,1987,1,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1992,Quincy Promes\b182a240,nl NED,DFMF,Sevilla,es La Liga,26,1992,33,15,1583,17.6,2,3,2,0,1,2,0,0.11,0.17,0.28,0.11,0.28,3.2,2.3,3.4,5.7,0.18,0.20,0.38,0.13,0.33,Matches
1993,Davy Pröpper\fdd85f94,nl NED,MF,Brighton,eng Premier League,26,1991,30,30,2546,28.3,1,1,1,0,0,2,0,0.04,0.04,0.07,0.04,0.07,1.2,1.2,1.2,2.4,0.04,0.04,0.09,0.04,0.09,Matches
1994,Silvio Proto\c8a88acd,be BEL,GK,Lazio,it Serie A,35,1983,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00,Matches
1995,Ivan Provedel\277da414,it ITA,GK,Empoli,it Serie A,24,1994,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01,Matches
1996,Javi Puado\2683eda7,es ESP,FWMF,Espanyol,es La Liga,20,1998,15,2,359,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.15,0.18,0.32,0.15,0.32,Matches
1997,Manuel Pucciarelli\a1c7b425,it ITA,FW,Chievo,it Serie A,27,1991,10,3,302,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02,Matches
1998,Riqui Puig\f090a37a,es ESP,MF,Barcelona,es La Liga,18,1999,2,2,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.32,0.32,0.00,0.32,Matches
1999,Erick Pulgar\4611e028,cl CHI,MF,Bologna,it Serie A,24,1994,28,27,2357,26.2,6,2,1,5,5,6,1,0.23,0.08,0.31,0.04,0.11,4.8,1.0,3.1,4.1,0.18,0.12,0.30,0.04,0.16,Matches
2000,Jorge Pulido\978cd030,es ESP,DF,Huesca,es La Liga,27,1991,32,32,2785,30.9,3,3,3,0,0,9,2,0.10,0.10,0.19,0.10,0.19,1.9,1.9,0.8,2.8,0.06,0.03,0.09,0.06,0.09,Matches
